"Date","Time, GMT-11:00","Abs Pres, psi","Temp, °F","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
08/16/17,01:00:00 PM,14.5474,100.683,Logged,,,,
08/16/17,01:15:00 PM,14.5708,96.942,,,,,
08/16/17,01:30:00 PM,17.9457,81.090,,,,,
08/16/17,01:45:00 PM,17.9420,80.735,,,,,
08/16/17,02:00:00 PM,17.9373,80.735,,,,,
08/16/17,02:15:00 PM,17.9373,80.735,,,,,
08/16/17,02:30:00 PM,17.9415,80.559,,,,,
08/16/17,02:45:00 PM,17.9390,80.559,,,,,
08/16/17,03:00:00 PM,17.9367,80.559,,,,,
08/16/17,03:15:00 PM,17.9415,80.559,,,,,
08/16/17,03:30:00 PM,17.9367,80.559,,,,,
08/16/17,03:45:00 PM,17.9367,80.559,,,,,
08/16/17,04:00:00 PM,17.9438,80.559,,,,,
08/16/17,04:15:00 PM,17.9415,80.559,,,,,
08/16/17,04:30:00 PM,17.9486,80.559,,,,,
08/16/17,04:45:00 PM,17.9532,80.559,,,,,
08/16/17,05:00:00 PM,17.9486,80.559,,,,,
08/16/17,05:15:00 PM,17.9532,80.559,,,,,
08/16/17,05:30:00 PM,17.9580,80.559,,,,,
08/16/17,05:45:00 PM,17.9605,80.559,,,,,
08/16/17,06:00:00 PM,17.9628,80.559,,,,,
08/16/17,06:15:00 PM,17.9651,80.559,,,,,
08/16/17,06:30:00 PM,17.9676,80.559,,,,,
08/16/17,06:45:00 PM,17.9699,80.559,,,,,
08/16/17,07:00:00 PM,17.9722,80.559,,,,,
08/16/17,07:15:00 PM,17.9770,80.559,,,,,
08/16/17,07:30:00 PM,17.9800,80.735,,,,,
08/16/17,07:45:00 PM,17.9818,80.559,,,,,
08/16/17,08:00:00 PM,17.9866,80.559,,,,,
08/16/17,08:15:00 PM,17.9912,80.559,,,,,
08/16/17,08:30:00 PM,17.9912,80.559,,,,,
08/16/17,08:45:00 PM,17.9912,80.559,,,,,
08/16/17,09:00:00 PM,17.9912,80.559,,,,,
08/16/17,09:15:00 PM,17.9960,80.559,,,,,
08/16/17,09:30:00 PM,17.9960,80.559,,,,,
08/16/17,09:45:00 PM,17.9960,80.559,,,,,
08/16/17,10:00:00 PM,17.9983,80.559,,,,,
08/16/17,10:15:00 PM,17.9983,80.559,,,,,
08/16/17,10:30:00 PM,18.0008,80.559,,,,,
08/16/17,10:45:00 PM,17.9960,80.559,,,,,
08/16/17,11:00:00 PM,17.9960,80.559,,,,,
08/16/17,11:15:00 PM,17.9937,80.559,,,,,
08/16/17,11:30:00 PM,17.9983,80.559,,,,,
08/16/17,11:45:00 PM,17.9960,80.559,,,,,
08/17/17,12:00:00 AM,18.0008,80.559,,,,,
08/17/17,12:15:00 AM,17.9960,80.559,,,,,
08/17/17,12:30:00 AM,17.9960,80.559,,,,,
08/17/17,12:45:00 AM,17.9937,80.559,,,,,
08/17/17,01:00:00 AM,17.9960,80.559,,,,,
08/17/17,01:15:00 AM,17.9937,80.559,,,,,
08/17/17,01:30:00 AM,17.9937,80.559,,,,,
08/17/17,01:45:00 AM,17.9912,80.559,,,,,
08/17/17,02:00:00 AM,17.9889,80.559,,,,,
08/17/17,02:15:00 AM,17.9866,80.559,,,,,
08/17/17,02:30:00 AM,17.9841,80.559,,,,,
08/17/17,02:45:00 AM,17.9818,80.559,,,,,
08/17/17,03:00:00 AM,17.9795,80.559,,,,,
08/17/17,03:15:00 AM,17.9795,80.559,,,,,
08/17/17,03:30:00 AM,17.9795,80.559,,,,,
08/17/17,03:45:00 AM,17.9818,80.559,,,,,
08/17/17,04:00:00 AM,17.9770,80.559,,,,,
08/17/17,04:15:00 AM,17.9795,80.559,,,,,
08/17/17,04:30:00 AM,17.9795,80.559,,,,,
08/17/17,04:45:00 AM,17.9770,80.559,,,,,
08/17/17,05:00:00 AM,17.9770,80.559,,,,,
08/17/17,05:15:00 AM,17.9795,80.559,,,,,
08/17/17,05:30:00 AM,17.9818,80.559,,,,,
08/17/17,05:45:00 AM,17.9866,80.559,,,,,
08/17/17,06:00:00 AM,17.9889,80.559,,,,,
08/17/17,06:15:00 AM,17.9960,80.559,,,,,
08/17/17,06:30:00 AM,17.9960,80.559,,,,,
08/17/17,06:45:00 AM,18.0008,80.559,,,,,
08/17/17,07:00:00 AM,18.0031,80.559,,,,,
08/17/17,07:15:00 AM,18.0056,80.559,,,,,
08/17/17,07:30:00 AM,18.0079,80.559,,,,,
08/17/17,07:45:00 AM,18.0102,80.559,,,,,
08/17/17,08:00:00 AM,18.0102,80.559,,,,,
08/17/17,08:15:00 AM,18.0150,80.559,,,,,
08/17/17,08:30:00 AM,18.0173,80.559,,,,,
08/17/17,08:45:00 AM,18.0221,80.559,,,,,
08/17/17,09:00:00 AM,18.0221,80.559,,,,,
08/17/17,09:15:00 AM,18.0269,80.559,,,,,
08/17/17,09:30:00 AM,18.0292,80.559,,,,,
08/17/17,09:45:00 AM,18.0246,80.559,,,,,
08/17/17,10:00:00 AM,18.0246,80.559,,,,,
08/17/17,10:15:00 AM,18.0246,80.559,,,,,
08/17/17,10:30:00 AM,18.0269,80.559,,,,,
08/17/17,10:45:00 AM,18.0269,80.559,,,,,
08/17/17,11:00:00 AM,18.0246,80.559,,,,,
08/17/17,11:15:00 AM,18.0221,80.559,,,,,
08/17/17,11:30:00 AM,18.0198,80.559,,,,,
08/17/17,11:45:00 AM,18.0150,80.559,,,,,
08/17/17,12:00:00 PM,18.0127,80.559,,,,,
08/17/17,12:15:00 PM,18.0127,80.559,,,,,
08/17/17,12:30:00 PM,18.0127,80.559,,,,,
08/17/17,12:45:00 PM,18.0102,80.559,,,,,
08/17/17,01:00:00 PM,18.0031,80.559,,,,,
08/17/17,01:15:00 PM,18.0008,80.559,,,,,
08/17/17,01:30:00 PM,18.0008,80.559,,,,,
08/17/17,01:45:00 PM,17.9983,80.559,,,,,
08/17/17,02:00:00 PM,17.9937,80.559,,,,,
08/17/17,02:15:00 PM,17.9937,80.559,,,,,
08/17/17,02:30:00 PM,17.9912,80.559,,,,,
08/17/17,02:45:00 PM,17.9912,80.559,,,,,
08/17/17,03:00:00 PM,17.9841,80.559,,,,,
08/17/17,03:15:00 PM,17.9841,80.559,,,,,
08/17/17,03:30:00 PM,17.9841,80.559,,,,,
08/17/17,03:45:00 PM,17.9818,80.559,,,,,
08/17/17,04:00:00 PM,17.9841,80.559,,,,,
08/17/17,04:15:00 PM,17.9866,80.559,,,,,
08/17/17,04:30:00 PM,17.9889,80.559,,,,,
08/17/17,04:45:00 PM,17.9889,80.559,,,,,
08/17/17,05:00:00 PM,17.9912,80.559,,,,,
08/17/17,05:15:00 PM,17.9960,80.559,,,,,
08/17/17,05:30:00 PM,17.9983,80.559,,,,,
08/17/17,05:45:00 PM,18.0031,80.559,,,,,
08/17/17,06:00:00 PM,18.0079,80.559,,,,,
08/17/17,06:15:00 PM,18.0102,80.559,,,,,
08/17/17,06:30:00 PM,18.0102,80.559,,,,,
08/17/17,06:45:00 PM,18.0173,80.559,,,,,
08/17/17,07:00:00 PM,18.0173,80.559,,,,,
08/17/17,07:15:00 PM,18.0221,80.559,,,,,
08/17/17,07:30:00 PM,18.0246,80.559,,,,,
08/17/17,07:45:00 PM,18.0292,80.559,,,,,
08/17/17,08:00:00 PM,18.0340,80.559,,,,,
08/17/17,08:15:00 PM,18.0340,80.559,,,,,
08/17/17,08:30:00 PM,18.0388,80.559,,,,,
08/17/17,08:45:00 PM,18.0388,80.559,,,,,
08/17/17,09:00:00 PM,18.0388,80.559,,,,,
08/17/17,09:15:00 PM,18.0388,80.559,,,,,
08/17/17,09:30:00 PM,18.0411,80.559,,,,,
08/17/17,09:45:00 PM,18.0388,80.559,,,,,
08/17/17,10:00:00 PM,18.0411,80.559,,,,,
08/17/17,10:15:00 PM,18.0436,80.559,,,,,
08/17/17,10:30:00 PM,18.0436,80.559,,,,,
08/17/17,10:45:00 PM,18.0436,80.559,,,,,
08/17/17,11:00:00 PM,18.0411,80.559,,,,,
08/17/17,11:15:00 PM,18.0411,80.559,,,,,
08/17/17,11:30:00 PM,18.0436,80.559,,,,,
08/17/17,11:45:00 PM,18.0411,80.559,,,,,
08/18/17,12:00:00 AM,18.0411,80.559,,,,,
08/18/17,12:15:00 AM,18.0388,80.559,,,,,
08/18/17,12:30:00 AM,18.0388,80.559,,,,,
08/18/17,12:45:00 AM,18.0363,80.559,,,,,
08/18/17,01:00:00 AM,18.0340,80.559,,,,,
08/18/17,01:15:00 AM,18.0340,80.559,,,,,
08/18/17,01:30:00 AM,18.0292,80.559,,,,,
08/18/17,01:45:00 AM,18.0269,80.559,,,,,
08/18/17,02:00:00 AM,18.0246,80.559,,,,,
08/18/17,02:15:00 AM,18.0221,80.559,,,,,
08/18/17,02:30:00 AM,18.0198,80.559,,,,,
08/18/17,02:45:00 AM,18.0173,80.559,,,,,
08/18/17,03:00:00 AM,18.0198,80.559,,,,,
08/18/17,03:15:00 AM,18.0198,80.559,,,,,
08/18/17,03:30:00 AM,18.0173,80.559,,,,,
08/18/17,03:45:00 AM,18.0150,80.559,,,,,
08/18/17,04:00:00 AM,18.0173,80.559,,,,,
08/18/17,04:15:00 AM,18.0173,80.559,,,,,
08/18/17,04:30:00 AM,18.0198,80.559,,,,,
08/18/17,04:45:00 AM,18.0150,80.559,,,,,
08/18/17,05:00:00 AM,18.0198,80.559,,,,,
08/18/17,05:15:00 AM,18.0221,80.559,,,,,
08/18/17,05:30:00 AM,18.0246,80.559,,,,,
08/18/17,05:45:00 AM,18.0221,80.559,,,,,
08/18/17,06:00:00 AM,18.0269,80.559,,,,,
08/18/17,06:15:00 AM,18.0292,80.559,,,,,
08/18/17,06:30:00 AM,18.0340,80.559,,,,,
08/18/17,06:45:00 AM,18.0363,80.559,,,,,
08/18/17,07:00:00 AM,18.0388,80.559,,,,,
08/18/17,07:15:00 AM,18.0436,80.559,,,,,
08/18/17,07:30:00 AM,18.0459,80.559,,,,,
08/18/17,07:45:00 AM,18.0459,80.559,,,,,
08/18/17,08:00:00 AM,18.0507,80.559,,,,,
08/18/17,08:15:00 AM,18.0530,80.559,,,,,
08/18/17,08:30:00 AM,18.0530,80.559,,,,,
08/18/17,08:45:00 AM,18.0553,80.559,,,,,
08/18/17,09:00:00 AM,18.0553,80.559,,,,,
08/18/17,09:15:00 AM,18.0578,80.559,,,,,
08/18/17,09:30:00 AM,18.0601,80.559,,,,,
08/18/17,09:45:00 AM,18.0626,80.559,,,,,
08/18/17,10:00:00 AM,18.0649,80.559,,,,,
08/18/17,10:15:00 AM,18.0626,80.559,,,,,
