"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   4.17720270157E+00   5.50000000000E+00  Obs_0       
   5.36510288715E-01   2.00000002980E-01  Obs_1       
   5.31762659550E-01   4.00000005960E-01  Obs_2       
   2.33734577894E-01   3.00000011921E-01  Obs_3       
   3.87064933777E-01   6.00000023842E-01  Obs_4       
   3.15022397041E+00   2.29999995232E+00  Obs_5       
   1.23904371262E+00   2.59999990463E+00  Obs_6       
   4.39316511154E+00   3.50000000000E+00  Obs_7       
   1.08983695507E+00   1.20000004768E+00  Obs_8       
   3.37603235245E+00   3.59999990463E+00  Obs_9       
   1.29790723324E+00   1.20000004768E+00  Obs_10      
   1.36406540871E+00   1.79999995232E+00  Obs_11      
   1.08404338360E+00   1.89999997616E+00  Obs_12      
   1.74970817566E+00   1.29999995232E+00  Obs_13      
   1.08147132397E+00   8.99999976158E-01  Obs_14      
   1.01911294460E+00   2.59999990463E+00  Obs_15      
   2.29491639137E+00   4.47000007629E+01  Obs_16      
   1.09601998329E+00   1.60000002384E+00  Obs_17      
   9.87594008446E-01   1.79999995232E+00  Obs_18      
   1.96995973587E+00   3.00000000000E+00  Obs_19      
   9.68477725983E-01   1.79999995232E+00  Obs_20      
   1.44524497986E+01   5.90000009537E+00  Obs_21      
   6.67321491241E+00   8.19999980927E+00  Obs_22      
   2.53313374519E+00   1.92000007629E+01  Obs_23      
   1.87426674366E+00   5.50000000000E+00  Obs_24      
   2.04925518036E+01   8.00000000000E+00  Obs_25      
   1.85131108761E+00   6.00000000000E+00  Obs_26      
   2.29036579132E+01   3.42000007629E+01  Obs_27      
   1.77577948570E+00   3.20000004768E+00  Obs_28      
   2.51795063019E+01   1.65000000000E+01  Obs_29      
   1.31609945297E+01   2.53999996185E+01  Obs_30      
   1.70812797546E+00   1.79999995232E+00  Obs_31      
   1.41893661022E+00   8.99999976158E-01  Obs_32      
   1.63434088230E+00   8.80000019073E+00  Obs_33      
   1.39404392242E+00   8.50000023842E-01  Obs_34      
   1.37465643883E+00   8.99999976158E-01  Obs_35      
   1.00000001490E-01   6.00000023842E-01  Obs_36      
   1.75713348389E+01   2.02999992371E+01  Obs_37      
   1.38577783108E+00   8.00000011921E-01  Obs_38      
   1.38896298409E+00   1.79999995232E+00  Obs_39      
   1.32078146935E+00   2.50000000000E+00  Obs_40      
   9.55052971840E-01   3.00000011921E-01  Obs_41      
   4.16147977114E-01   5.00000000000E-01  Obs_42      
   6.78353130817E-01   1.00000000000E+00  Obs_43      
   3.37376174927E+01   6.25000000000E+01  Obs_44      
   3.67229247093E+00   1.58000001907E+01  Obs_45      
   2.06608333588E+01   1.20000004768E+00  Obs_46      
   2.17958469391E+01   7.30000019073E+00  Obs_47      
   2.42639656067E+01   7.30000019073E+00  Obs_48      
   2.56695938110E+01   1.05000000000E+01  Obs_49      
   2.70683364868E+01   8.19999980927E+00  Obs_50      
   2.67708473206E+01   1.06999998093E+01  Obs_51      
   2.81159973145E+01   1.45500001907E+01  Obs_52      
   2.93760242462E+01   2.02999992371E+01  Obs_53      
   1.27595233917E+01   1.20000004768E+00  Obs_54      
   1.31760654449E+01   3.00000000000E+00  Obs_55      
   1.89609012604E+01   6.65000009537E+00  Obs_56      
   1.94470539093E+01   2.70000004768E+00  Obs_57      
   9.58482074738E+00   6.09999990463E+00  Obs_58      
   1.57319223881E+00   1.00000001490E-01  Obs_59      
   1.23422193527E+01   8.10000038147E+00  Obs_60      
   1.23140459061E+01   8.19999980927E+00  Obs_61      
   1.50396175385E+01   5.59999990463E+00  Obs_62      
   1.43174629211E+01   5.50000000000E+00  Obs_63      
   1.69394531250E+01   4.30000019073E+00  Obs_64      
   1.64169521332E+01   5.50000000000E+00  Obs_65      
   9.74161338806E+00   6.00000000000E+00  Obs_66      
   1.12952070236E+01   7.30000019073E+00  Obs_67      
   1.37807369232E+00   2.70000004768E+00  Obs_68      
   2.03018712997E+00   5.30000019073E+00  Obs_69      
   3.42298054695E+00   3.09999990463E+00  Obs_70      
   2.45621490479E+00   3.00000000000E+00  Obs_71      
   1.66130185127E+00   5.69999980927E+00  Obs_72      
