,SHED_NAME,actual_et,direct_net_infiltation,direct_soil_moisture,interception,net_infiltration,rainfall,runoff
0,Fagatuitui - Vaaogeoge,4303.351505379038,0.0,0.0,6661.536220050449,29720.630441012014,55277.92954993473,17299.536372726354
1,Vatia,5148.788758106218,518.633197745493,37.57808219180866,6044.128324151421,29438.78797436262,54378.699941764986,16598.628627039107
2,Tula,2233.3002135216066,503.0174151402864,12.526027397247747,1041.6018062018613,4479.376979730773,8963.186798553928,1911.5831292877774
3,Onenoa,1178.671344615846,153.3881607449873,4.175342465755582,786.1334803281112,2833.8049108023697,5582.3006505266985,1115.5958308921079
4,Afono,3831.308160980379,377.56925309312123,12.52602739725749,2906.984764903049,19728.945507054123,36481.894657645054,12144.957814600772
5,Masefau,3973.541218258784,795.7228342843923,4.175342465761775,3554.190688658696,18835.22038663469,33419.90734644625,8785.658216629678
6,Aoa,2707.974018510879,366.69944897635617,4.17534246575092,1723.3726014169777,7198.234738447676,13849.478716785581,3501.866653105237
7,Masausi,1822.5857017337382,470.7698521458807,8.350684931505945,1710.3664125833907,6596.581784430094,11413.062072435288,1969.703898053645
8,Sailele,661.715231788966,181.4255861225872,8.350684931494325,504.64580776956325,2035.5142486973207,3752.0532025046596,754.0390212928127
9,Alao,1929.2865730852757,482.2520440097919,8.350684931509631,1136.9666320737886,4137.00586821701,8704.517374533829,1979.7595017558147
10,Pago Pago Harbor,15034.113856613665,4093.477839175038,342.37808219171956,9270.99304030689,74555.52044853645,132893.32868702512,36413.078132409355
11,Fagaitua,5998.470974425249,1295.54611478016,29.227397260273968,5644.506302561228,25564.96778444055,43089.37409379945,7346.675128943868
12,Auasi,1202.7561088451343,192.0866264256984,0.0,804.5189030445288,2631.3843179348933,5657.672539237529,1268.3924961774603
13,Amouli,2708.983067781115,612.4601000172634,4.175342465758992,1578.8918343688458,6241.4132755637975,12117.26833980478,2326.076324887395
14,Alega,1333.5069630493895,113.32575128430739,0.0,1502.5039489505527,8750.877600933236,14494.88927919384,3268.485912600662
15,Laulii - Aumi,3510.460922512605,279.31649041024065,12.52602739726445,2529.4224711872153,16223.133085596799,29091.76818626525,7382.172492996477
16,Fagasa,3953.5691542924274,514.5204871822834,41.75342465764558,3296.00839176981,25601.766496617558,47119.658200337704,16259.277608695933
17,Aasu,9644.05293344184,556.0720984615238,12.526027397278156,9718.35316089747,65928.71322788364,107752.09554598732,25892.933958257447
18,Fagaalu,3027.0606580836525,538.9810298418115,50.104109588971504,2496.5068400304986,17822.031789865014,31401.345036412433,8918.322750870017
19,Aoloau Sisifo,1570.784710100387,0.0,0.0,2056.0917279337887,9316.434730692912,17658.17047128784,6995.647167888819
20,Aoloau Sasae,5533.226465072146,71.70454659136598,0.0,6547.020497045235,42824.295583466366,68458.37217943031,15465.08574335018
21,Fagamalo,2229.417153706487,150.27753079562697,4.175342465760384,2576.9935401098696,10190.125141652441,22660.45341402711,8752.805220339218
22,Matuu - Faganeanea,2893.7767718490095,344.9319942049447,25.05205479459988,3147.700218162639,17402.20115322099,32483.27367651811,9632.27847892002
23,Nuuuli Pala,30887.08894599723,17898.4961114253,592.8986301366731,13752.395055343046,134739.54704693297,211029.3445650978,47164.85637596627
24,Maloata,3039.4057571471144,309.0170891306289,0.0,3963.2002697253747,17290.25323700899,35571.322150537366,13796.938993421429
25,Fagalii,2532.289538948707,535.7520979712133,8.350684931505317,2587.195283482251,8820.202181029386,19884.776151439415,7736.91656005342
26,Afao - Asili,3350.0164410086204,152.2121071550064,4.175342465756138,3725.936433583052,17973.45058446475,34522.26729770678,10637.756606036299
27,Leone,31698.79639750311,9883.265218698454,62.630136986325724,10863.635673325765,103916.25730928565,158783.91781376867,23184.034385635798
28,Poloa,1486.943828981332,451.61198931857626,4.17534246575092,1269.6381346763626,4012.6641494672203,9139.789871475725,3250.2396651766817
29,Nua - Seetaga,4013.0399488436647,186.9439983723666,4.175342465751753,4204.284534106172,14277.841068222533,33017.24420560276,11581.140429446403
30,Tafuna Plain,44908.6335278544,12055.459204656068,459.2876712324648,2866.365653632751,86114.94911258132,134608.72656679136,9265.39807907074
31,Amanave,1555.5795122382904,203.53402417528767,16.70136986300952,1239.742693212046,3486.7867443418677,8923.868963803232,3127.268865989214
32,Fagatele - Larsen,6397.863346251189,377.8615268711251,4.175342465760731,3213.983787779708,16344.294565463882,27403.517237097923,1781.1941367602553
