Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,24,404,268049,40,1221,2/29/16,12:21 PM
91,76,323,874787,30,1151,2/29/16,11:51 AM
83,94,257,997587,25,1157,2/29/16,11:57 AM
93,80,232,828349,30,1148,2/29/16,11:48 AM
168,95,240,879494,25,1207,2/29/16,12:07 PM
169,110,412,127988,25,1213,2/29/16,12:13 PM
119,78,260,913375,380,1141,2/29/16,11:41 AM
128,,,,,,,
129,120,25,547879,20,1249,2/29/16,12:49 PM
62,2,248,499796,75,1134,2/29/16,11:34 AM
76,0,202,573429,130,1129,2/29/16,11:29 AM
84,12,238,363478,360,1112,2/29/16,11:12 AM
167,6,243,477711,100,1122,2/29/16,11:22 AM
177,52,429,121236,22,1237,2/29/16,12:37 PM
178,84,95,215051,25,1231,2/29/16,12:31 PM
85,60,310,209092,25,1259,2/29/16,12:59 PM
89,46,160,66044,25,1307,2/29/16,1:07 PM
61,0,210,735767,280,649,2/29/16,6:49 AM
60,10,320,437591,280,645,2/29/16,6:45 AM
66,22,262,711365,260,642,2/29/16,6:42 AM
46,,,29101,,632,2/29/16,6:32 AM
33,28,200,283323,300,632,2/29/16,6:32 AM
77,17,219,517323,460,612,2/29/16,6:12 AM
72,0,220,133861,80,620,2/29/16,6:20 AM
81,15,310,150061,60,626,2/29/16,6:26 AM
67,48,199,504469,30,1315,2/29/16,1:15 PM
171,19,233,874127,320,1330,2/29/16,1:30 PM
172,,,,,1325,2/29/16,1:25 PM
182,,,6810,,,,
179,82,16,77760,25,1255,3/1/16,12:55 PM
101,48,520,203165,40,1239,3/1/16,12:39 PM
105,39,114,548010,30,1005,3/1/16,10:05 AM
107,39,415,793942,80,1000,3/1/16,10:00 AM
163,100,170,268071,980,950,3/1/16,9:50 AM
165,78,201,362375,25,1020,3/1/16,10:20 AM
183,0,240,122317,25,1025,3/1/16,10:25 AM
143,,,432077,,1040,3/1/16,10:40 AM
97,20,200,717801,1400,1105,3/1/16,11:05 AM
99,10,140,812453,820,1110,3/1/16,11:10 AM
176,,,119923,,1130,3/1/16,11:30 AM
144,0,110,27589,25,1045,3/1/16,10:45 AM
170,10,,106640,25,1155,3/1/16,11:55 AM
180,0,16,35619,25,1150,3/1/16,11:50 AM
164,62,30,936511,1360,655,3/2/16,6:55 AM
241,56,32,431849,25,702,3/2/16,7:02 AM
242,60,38,86696,25,725,3/2/16,7:25 AM
151,30,,247987,60,800,3/2/16,8:00 AM
152,62,26,580058,320,805,3/2/16,8:05 AM
161,,,675434,,820,3/2/16,8:20 AM
104,38,15,239921,65,835,3/2/16,8:35 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
