Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,29,380,650104,35,950,5/9/16,9:50 AM
91,41,302,106736,25,930,5/9/16,9:30 AM
83,90,261,349801,25,935,5/9/16,9:35 AM
93,75,249,859282,30,925,5/9/16,9:25 AM
168,87,245,112999,25,940,5/9/16,9:40 AM
169,98,444,163335,25,945,5/9/16,9:45 AM
119,78,260,939654,40,918,5/9/16,9:18 AM
128,,,,220,650,5/9/16,6:50 AM
129,120,27,573359,20,844,5/9/16,8:44 AM
62,1,249,747702,40,1120,5/9/16,11:20 AM
76,0,257,849647,80,1125,5/9/16,11:25 AM
84,7,275,623798,300,1135,5/9/16,11:35 AM
167,8,218,712446,90,1130,5/9/16,11:30 AM
177,49,321,156071,280,904,5/9/16,9:04 AM
178,84,95,311294,25,910,5/9/16,9:10 AM
85,20,310,240960,25,831,5/9/16,8:31 AM
89,50,160,80542,25,824,5/9/16,8:24 AM
61,0,180,756952,130,122,5/9/16,1:22 AM
60,25,340,471367,105,1215,5/9/16,12:15 PM
66,18,266,790581,150,1210,5/9/16,12:10 PM
46,,,31707,,1205,5/9/16,12:05 PM
33,17,200,302819,35,1205,5/9/16,12:05 PM
77,10,248,743317,65,1150,5/9/16,11:50 AM
72,0,180,155359,30,1155,5/9/16,11:55 AM
81,1,297,451140,25,1200,5/9/16,12:00 PM
67,48,190,587212,25,817,5/9/16,8:17 AM
171,30,246,253704,380,1330,5/9/16,1:30 PM
172,25,242,208443,400,1335,5/9/16,1:35 PM
182,,,7061,,1033,5/9/16,10:33 AM
179,70,15,793860,25,605,5/10/16,6:05 AM
101,45,520,256222,35,620,5/10/16,6:20 AM
105,44,86,119902,40,650,5/10/16,6:50 AM
107,43,389,117192,100,643,5/10/16,6:43 AM
163,67,170,284647,1080,634,5/10/16,6:34 AM
165,77,212,567392,25,67,5/10/16,1:07 AM
183,0,240,138436,25,703,5/10/16,7:03 AM
143,14,100,437889,20,715,5/10/16,7:15 AM
97,20,200,737863,1600,748,5/10/16,7:48 AM
99,,,,,753,5/10/16,7:53 AM
176,,,122979,,805,5/10/16,8:05 AM
144,,,28269,,720,5/10/16,7:20 AM
170,12,25,118455,25,830,5/10/16,8:30 AM
180,0,18,352380,25,835,5/10/16,8:35 AM
164,60,25,964934,1360,910,5/10/16,9:10 AM
241,50,33,464731,25,933,5/10/16,9:33 AM
242,60,37,123564,25,942,5/10/16,9:42 AM
151,40,0,247987,65,1010,5/10/16,10:10 AM
152,80,36,603945,400,1015,5/10/16,10:15 AM
161,,,686412,,1045,5/10/16,10:45 AM
104,40,8,251693,50,1110,5/10/16,11:10 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
