Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,32,360,160133,45,809,11/7/16,8:09 AM
91,81,320,150413,40,740,11/7/16,7:40 AM
83,99,225,203441,35,745,11/7/16,7:45 AM
93,84,310,164517,45,736,11/7/16,7:36 AM
168,99,257,179369,30,752,11/7/16,7:52 AM
169,100,399,173838,30,800,11/7/16,8:00 AM
119,78,260,7167,620,730,11/7/16,7:30 AM
128,,,,240,716,11/7/16,7:16 AM
129,120,20,39096,25,1002,11/7/16,10:02 AM
62,0,242,137184,340,722,11/7/16,7:22 AM
76,0,277,156525,220,715,11/7/16,7:15 AM
84,19,297,137051,560,703,11/7/16,7:03 AM
167,0,160,128845,145,711,11/7/16,7:11 AM
177,49,377,240626,420,949,11/7/16,9:49 AM
178,81,95,561971,35,941,11/7/16,9:41 AM
85,20,300,323886,40,1022,11/7/16,10:22 AM
89,30,180,123770,45,1033,11/7/16,10:33 AM
61,10,260,822084,540,655,11/7/16,6:55 AM
60,25,319,740904,500,650,11/7/16,6:50 AM
66,24,270,164093,540,640,11/7/16,6:40 AM
46,,,,30,700,11/7/16,7:00 AM
33,27,260,360142,520,627,11/7/16,6:27 AM
77,12,220,134067,980,605,11/7/16,6:05 AM
72,0,240,223179,320,613,11/7/16,6:13 AM
81,13,299,123896,150,619,11/7/16,6:19 AM
67,32,220,807169,40,1035,11/7/16,10:35 AM
171,28,230,850328,560,1125,11/7/16,11:25 AM
172,22,241,837324,760,1135,11/7/16,11:35 AM
182,,,7840,,845,11/7/16,8:45 AM
179,60,20,834672,35,1107,11/7/16,11:07 AM
101,38,520,392465,45,1121,11/7/16,11:21 AM
105,38,102,337636,45,1145,11/7/16,11:45 AM
107,36,390,214841,120,1138,11/7/16,11:38 AM
163,70,180,326716,1300,1133,11/7/16,11:33 AM
165,78,202,110152,35,1150,11/7/16,11:50 AM
183,10,230,180150,30,1155,11/7/16,11:55 AM
143,12,100,455630,25,1210,11/7/16,12:10 PM
97,12,180,787129,1700,615,11/8/16,6:15 AM
99,10,122,292893,1040,620,11/8/16,6:20 AM
176,,,128513,,630,11/8/16,6:30 AM
144,,,28270,,1210,11/7/16,12:10 PM
170,44,15,144493,35,655,11/8/16,6:55 AM
180,0,13,388867,35,650,11/8/16,6:50 AM
164,52,20,28155,1685,735,11/8/16,7:35 AM
241,68,30,550662,25,815,11/8/16,8:15 AM
242,60,36,181820,25,820,11/8/16,8:20 AM
151,20,0,247987,140,850,11/8/16,8:50 AM
152,52,14,660117,520,855,11/8/16,8:55 AM
161,,,,,,,
104,10,12,274039,65,935,11/8/16,9:35 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
