Well #,Discharge pressure [PSI],Flow [GPM],Meter reading ,Chloride [mg/L],Time (type in) ,Date,Time actual
70,30,359,104921,40,810,7/25/16,8:10 AM
91,38,222,122291,35,750,7/25/16,7:50 AM
83,96,255,624122,25,755,7/25/16,7:55 AM
93,83,330,116699,35,746,7/25/16,7:46 AM
168,96,246,141262,25,800,7/25/16,8:00 AM
169,100,410,213577,25,805,7/25/16,8:05 AM
119,78,260,967947,460,745,7/25/16,7:45 AM
128,,,,130,950,7/25/16,9:50 AM
129,120,25,600638,20,930,7/25/16,9:30 AM
62,27,252,102282,240,930,7/25/16,9:30 AM
76,0,267,115524,140,935,7/25/16,9:35 AM
84,19,296,941544,460,945,7/25/16,9:45 AM
167,10,222,957722,105,940,7/25/16,9:40 AM
177,50,325,189529,280,726,7/25/16,7:26 AM
178,80,96,417148,30,733,7/25/16,7:33 AM
85,20,320,275728,30,650,7/25/16,6:50 AM
89,46,160,98796,30,643,7/25/16,6:43 AM
61,0,300,780153,360,1035,7/25/16,10:35 AM
60,10,336,334903,340,1030,7/25/16,10:30 AM
66,49,254,125376,340,1025,7/25/16,10:25 AM
46,,,31707,,1020,7/25/16,10:20 AM
33,20,200,323957,320,1020,7/25/16,10:20 AM
77,12,238,994900,540,1002,7/25/16,10:02 AM
72,0,230,180001,150,1010,7/25/16,10:10 AM
81,18,329,782213,100,1015,7/25/16,10:15 AM
67,50,74,648109,35,633,7/25/16,6:33 AM
171,32,238,518487,340,1341,7/25/16,1:41 PM
172,27,238,511371,360,1352,7/25/16,1:52 PM
182,,,7323,,850,7/25/16,8:50 AM
179,68,15,811543,30,1130,7/25/16,11:30 AM
101,40,520,314258,45,1140,7/25/16,11:40 AM
105,41,107,204654,35,1205,7/25/16,12:05 PM
107,39,394,158148,100,1200,7/25/16,12:00 PM
163,40,170,302427,1260,1149,7/25/16,11:49 AM
165,73,210,795273,30,1215,7/25/16,12:15 PM
183,10,230,156001,30,1210,7/25/16,12:10 PM
143,15,100,444685,25,1235,7/25/16,12:35 PM
97,12,180,759156,1600,639,7/26/16,6:39 AM
99,10,126,127538,1040,649,7/26/16,6:49 AM
176,,,125194,,703,26-Jul,7:03 AM
144,,,28269,,1235,7/25/16,12:35 PM
170,50,10,131809,25,736,7/26/16,7:36 AM
180,0,16,371122,25,724,7/26/16,7:24 AM
164,60,11,986438,1340,807,7/26/16,8:07 AM
241,52,36,150392,25,840,7/26/16,8:40 AM
242,58,32,501697,25,832,7/26/16,8:32 AM
151,50,24,627799,460,917,7/26/16,9:17 AM
152,15,0,247987,100,909,7/26/16,9:09 AM
161,,,,,,,
104,17,9,261151,80,1000,7/26/16,10:00 AM
302,,,,,,,
202,,,,,,,
204,,,,,,,
207,,,,,,,
213,,,,,,,
