,Variable,total_[m3pd],total_[MGD],pct_of_pcip
0,actual_et,223115.43241550424,58.940861756261626,0.14574717770982332
1,direct_net_infiltation,36247.573638365604,9.575595931168579,0.023678243586406737
2,direct_soil_moisture,1919.3429823964834,0.5070367753746683,0.001253785180670468
3,interception,125950.28681095674,33.27254579710658,0.08227534346550253
4,net_infiltration,831721.6634145062,219.71761904711627,0.5433110734224599
5,rainfall,1494591.211176514,394.82922811016186,0.9763217564135933
6,runoff,371718.23044049717,98.19756793816951,0.24281997172252734
