03/01/18,12:25,0.00
03/01/18,12:27,0.04
03/01/18,12:41,0.02
03/01/18,12:42,0.04
03/03/18,07:55,0.01
03/03/18,07:56,0.02
03/04/18,08:11,0.01
03/04/18,08:12,0.02
03/06/18,17:06,0.01
03/06/18,17:08,0.01
03/06/18,17:09,0.01
03/06/18,17:10,0.01
03/06/18,17:15,0.01
03/06/18,17:24,0.01
03/07/18,01:24,0.01
03/07/18,01:25,0.02
03/07/18,01:30,0.01
03/07/18,01:31,0.01
03/07/18,01:32,0.01
03/07/18,01:33,0.01
03/07/18,01:34,0.02
03/07/18,02:28,0.01
03/07/18,02:48,0.01
03/07/18,02:49,0.01
03/07/18,02:50,0.01
03/07/18,02:51,0.02
03/07/18,02:52,0.04
03/07/18,02:53,0.06
03/07/18,02:54,0.07
03/07/18,02:55,0.05
03/07/18,02:56,0.05
03/07/18,02:57,0.07
03/07/18,02:58,0.05
03/07/18,02:59,0.01
03/07/18,16:29,0.01
03/09/18,03:56,0.01
03/09/18,03:57,0.01
03/09/18,03:58,0.01
03/09/18,03:59,0.01
03/09/18,04:05,0.01
03/09/18,04:06,0.01
03/09/18,07:46,0.01
03/12/18,01:45,0.01
03/12/18,06:23,0.01
03/14/18,12:43,0.01
03/14/18,12:44,0.01
03/14/18,12:45,0.01
03/14/18,12:48,0.01
03/14/18,12:49,0.01
03/14/18,12:50,0.01
03/14/18,12:52,0.01
03/15/18,00:12,0.01
03/15/18,10:52,0.01
03/15/18,11:06,0.01
03/15/18,13:27,0.01
03/15/18,18:11,0.01
03/16/18,13:15,0.01
03/16/18,13:19,0.01
03/16/18,21:12,0.01
03/16/18,21:14,0.01
03/16/18,21:15,0.01
03/16/18,21:16,0.01
03/16/18,21:17,0.01
03/16/18,21:23,0.01
03/16/18,21:29,0.01
03/16/18,21:31,0.01
03/16/18,21:33,0.01
03/16/18,21:34,0.01
03/16/18,21:36,0.01
03/16/18,21:41,0.01
03/16/18,21:50,0.01
03/17/18,00:16,0.01
03/17/18,00:17,0.02
03/17/18,00:18,0.02
