,ASPA_solar_rad,Unnamed: 1
0,                    ,Solar Rad (wat/m2)
1,                    ,wat/m2
2,Date and Time   ,SRD
3,2015-07-25 08:00:00,
4,2015-07-25 08:15:00,
5,2015-07-25 08:30:00,
6,2015-07-25 08:45:00,
7,2015-07-25 09:00:00,
8,2015-07-25 09:15:00,
9,2015-07-25 09:30:00,
10,2015-07-25 09:45:00,
11,2015-07-25 10:00:00,
12,2015-07-25 10:15:00,
13,2015-07-25 10:30:00,1
14,2015-07-25 10:45:00,978
15,2015-07-25 11:00:00,
16,2015-07-25 11:30:00,339
17,2015-07-25 11:45:00,370
18,2015-07-25 12:00:00,403
19,2015-07-25 12:15:00,491
20,2015-07-25 12:30:00,344
21,2015-07-25 12:45:00,305
22,2015-07-25 13:00:00,678
23,2015-07-25 13:15:00,375
24,2015-07-25 13:30:00,205
25,2015-07-25 13:45:00,304
26,2015-07-25 14:00:00,369
27,2015-07-25 14:15:00,251
28,2015-07-25 14:30:00,348
29,2015-07-25 14:45:00,212
30,2015-07-25 15:00:00,182
31,2015-07-25 15:15:00,237
32,2015-07-25 15:30:00,246
33,2015-07-25 15:45:00,221
34,2015-07-25 16:00:00,184
35,2015-07-25 16:15:00,179
36,2015-07-25 16:30:00,147
37,2015-07-25 16:45:00,142
38,2015-07-25 17:00:00,103
39,2015-07-25 17:15:00,47
40,2015-07-25 17:30:00,47
41,2015-07-25 17:45:00,18
42,2015-07-25 18:00:00,10
43,2015-07-25 18:15:00,0
44,2015-07-25 18:30:00,0
45,2015-07-25 18:45:00,0
46,2015-07-25 19:00:00,0
47,2015-07-25 19:15:00,0
48,2015-07-25 19:30:00,0
49,2015-07-25 19:45:00,0
50,2015-07-25 20:00:00,0
51,2015-07-25 20:15:00,0
52,2015-07-25 20:30:00,0
53,2015-07-25 20:45:00,0
54,2015-07-25 21:00:00,0
55,2015-07-25 21:15:00,0
56,2015-07-25 21:30:00,0
57,2015-07-25 21:45:00,0
58,2015-07-25 22:00:00,0
59,2015-07-25 22:15:00,0
60,2015-07-25 22:30:00,0
61,2015-07-25 22:45:00,0
62,2015-07-25 23:00:00,0
63,2015-07-25 23:15:00,0
64,2015-07-25 23:30:00,0
65,2015-07-25 23:45:00,0
66,2015-07-26 00:00:00,0
67,2015-07-26 00:15:00,0
68,2015-07-26 00:30:00,0
69,2015-07-26 00:45:00,0
70,2015-07-26 01:00:00,0
71,2015-07-26 01:15:00,0
72,2015-07-26 01:30:00,0
73,2015-07-26 01:45:00,0
74,2015-07-26 02:00:00,0
75,2015-07-26 02:15:00,0
76,2015-07-26 02:30:00,0
77,2015-07-26 02:45:00,0
78,2015-07-26 03:00:00,0
79,2015-07-26 03:15:00,0
80,2015-07-26 03:30:00,0
81,2015-07-26 03:45:00,0
82,2015-07-26 04:00:00,0
83,2015-07-26 04:15:00,0
84,2015-07-26 04:30:00,0
85,2015-07-26 04:45:00,0
86,2015-07-26 05:00:00,0
87,2015-07-26 05:15:00,0
88,2015-07-26 05:30:00,0
89,2015-07-26 05:45:00,0
90,2015-07-26 06:00:00,0
91,2015-07-26 06:15:00,0
92,2015-07-26 06:30:00,0
93,2015-07-26 06:45:00,0
94,2015-07-26 07:00:00,7
95,2015-07-26 07:15:00,10
96,2015-07-26 07:30:00,53
97,2015-07-26 07:45:00,29
98,2015-07-26 08:00:00,63
99,2015-07-26 08:15:00,69
100,2015-07-26 08:30:00,134
101,2015-07-26 08:45:00,250
102,2015-07-26 09:00:00,175
103,2015-07-26 09:15:00,175
104,2015-07-26 09:30:00,80
105,2015-07-26 09:45:00,191
106,2015-07-26 10:00:00,232
107,2015-07-26 10:15:00,208
108,2015-07-26 10:30:00,114
109,2015-07-26 10:45:00,361
110,2015-07-26 11:00:00,328
111,2015-07-26 11:15:00,356
112,2015-07-26 11:30:00,713
113,2015-07-26 11:45:00,245
114,2015-07-26 12:00:00,471
115,2015-07-26 12:15:00,277
116,2015-07-26 12:30:00,421
117,2015-07-26 12:45:00,472
118,2015-07-26 13:00:00,394
119,2015-07-26 13:15:00,485
120,2015-07-26 13:30:00,333
121,2015-07-26 13:45:00,325
122,2015-07-26 14:00:00,201
123,2015-07-26 14:15:00,163
124,2015-07-26 14:30:00,260
