,Aasu_Wx,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
863,2016-08-21 12:30:00,,,,,,504,100,72.7,0.05,134,8,2,72.7,
864,2016-08-21 12:45:00,,,,,,326,100,72.3,0.01,120,7,2,72.3,
865,2016-08-21 13:00:00,,,,,,500,100,72.6,0,132,8,3,72.6,
866,2016-08-21 13:15:00,,,,,,548,100,73.2,0,134,11,4,73.2,
867,2016-08-21 13:30:00,,,,,,208,100,73.4,0,148,7,2,73.4,
868,2016-08-21 13:45:00,,,,,,97,100,72.8,0.03,118,10,2,72.8,
869,2016-08-21 14:00:00,,,,,,150,100,72.2,0,110,12,4,72.2,
870,2016-08-21 14:15:00,,,,,,346,100,72.5,0,141,12,4,72.5,
871,2016-08-21 14:30:00,,,,,,321,100,73.1,0.01,134,10,4,73.1,
872,2016-08-21 14:45:00,,,,,,171,100,72.6,0.04,125,12,3,72.6,
873,2016-08-21 15:00:00,,,,,,128,100,72.5,0.01,114,9,4,72.5,
874,2016-08-21 15:15:00,,,,,,152,100,72.4,0,136,9,3,72.4,
875,2016-08-21 15:30:00,,,,,,141,100,72.5,0.08,136,10,4,72.5,
876,2016-08-21 15:45:00,,,,,,94,100,72.2,0.1,121,10,4,72.2,
877,2016-08-21 16:00:00,,,,,,120,100,72.3,0,125,13,4,72.3,
878,2016-08-21 16:15:00,,,,,,64,100,72.5,0.01,132,13,4,72.5,
879,2016-08-21 16:30:00,,,,,,40,100,72.1,0,136,11,5,72.1,
880,2016-08-21 16:45:00,,,,,,30,100,71.8,0,134,9,4,71.8,
881,2016-08-21 17:00:00,,,,,,22,100,71.6,0,135,12,3,71.6,
882,2016-08-21 17:15:00,,,,,,19,100,71.5,0,144,12,3,71.5,
883,2016-08-21 17:30:00,,,,,,19,100,71.4,0.01,153,13,5,71.4,
884,2016-08-21 17:45:00,,,,,,30,100,71.4,0,122,8,3,71.4,
885,2016-08-21 18:00:00,,,,,,7,100,71.1,0,135,14,4,71.1,
886,2016-08-21 18:15:00,,,,,,0,100,71.1,0,155,19,5,71.1,
887,2016-08-21 18:30:00,,,,,,0,100,71.1,0.01,153,12,5,71.1,
888,2016-08-21 18:45:00,,,,,,0,100,71.1,0,152,12,6,71.1,
889,2016-08-21 19:00:00,,,,,,0,100,71.3,0,146,11,5,71.3,
890,2016-08-21 19:15:00,,,,,,0,100,71.3,0,155,14,7,71.3,
891,2016-08-21 19:30:00,,,,,,0,100,71,0,160,14,6,71,
892,2016-08-21 19:45:00,,,,,,0,100,71.1,0,148,16,6,71.1,
893,2016-08-21 20:00:00,,,,,,0,100,71,0,151,14,6,71,
894,2016-08-21 20:15:00,,,,,,0,100,70.8,0,149,17,7,70.8,
895,2016-08-21 20:30:00,,,,,,0,100,71.1,0,146,17,6,71.1,
896,2016-08-21 20:45:00,,,,,,0,100,70.6,0,158,15,7,70.6,
897,2016-08-21 21:00:00,,,,,,0,100,70.8,0,148,15,6,70.8,
898,2016-08-21 21:15:00,,,,,,0,100,70.7,0,149,16,6,70.7,
899,2016-08-21 21:30:00,,,,,,0,100,70.7,0,153,16,6,70.7,
900,2016-08-21 21:45:00,,,,,,0,100,71.1,0,144,10,4,71.1,
901,2016-08-21 22:00:00,,,,,,0,100,71.4,0,128,11,4,71.4,
902,2016-08-21 22:15:00,,,,,,0,100,71.4,0,135,12,3,71.4,
903,2016-08-21 22:30:00,,,,,,0,100,71.4,0,131,12,1,71.4,
904,2016-08-21 22:45:00,,,,,,0,100,71.5,0,107,16,3,71.5,
905,2016-08-21 23:00:00,,,,,,0,100,71.5,0,145,11,4,71.5,
906,2016-08-21 23:15:00,,,,,,0,100,71.6,0,141,14,4,71.6,
907,2016-08-21 23:30:00,,,,,,0,100,71.8,0,129,12,4,71.8,
908,2016-08-21 23:45:00,,,,,,0,100,71.8,0,145,12,5,71.8,
909,2016-08-22 00:00:00,,,,,,0,100,71.8,0.15,136,13,4,71.8,
910,2016-08-22 00:15:00,,,,,,0,100,71.4,0.06,132,13,6,71.4,
911,2016-08-22 00:30:00,,,,,,0,100,71.4,0,129,10,4,71.4,
912,2016-08-22 00:45:00,,,,,,0,100,71.3,0,134,16,5,71.3,
913,2016-08-22 01:00:00,,,,,,0,100,71.5,0,139,12,5,71.5,
914,2016-08-22 01:15:00,,,,,,0,100,71.6,0,132,8,3,71.6,
915,2016-08-22 01:30:00,,,,,,0,100,71.4,0,146,10,3,71.4,
916,2016-08-22 01:45:00,,,,,,0,100,71.1,0,144,11,4,71.1,
917,2016-08-22 02:00:00,,,,,,0,100,70.9,0.02,145,13,5,70.9,
918,2016-08-22 02:15:00,,,,,,0,100,70.6,0.03,131,13,5,70.6,
919,2016-08-22 02:30:00,,,,,,0,100,70.4,0,145,12,3,70.4,
920,2016-08-22 02:45:00,,,,,,0,100,70.8,0.04,141,13,4,70.8,
921,2016-08-22 03:00:00,,,,,,0,100,70.7,0.01,149,12,5,70.7,
922,2016-08-22 03:15:00,,,,,,0,100,70.6,0,148,17,6,70.6,
923,2016-08-22 03:30:00,,,,,,0,100,70.5,0,142,9,3,70.5,
924,2016-08-22 03:45:00,,,,,,0,100,70.4,0,141,11,4,70.4,
925,2016-08-22 04:00:00,,,,,,0,100,70.4,0.01,145,15,5,70.4,
926,2016-08-22 04:15:00,,,,,,0,100,70.5,0,139,12,5,70.5,
927,2016-08-22 04:30:00,,,,,,0,100,70.6,0.01,138,8,2,70.6,
928,2016-08-22 04:45:00,,,,,,0,100,70.6,0.01,132,11,4,70.6,
929,2016-08-22 05:00:00,,,,,,0,100,70.7,0.01,148,12,3,70.7,
930,2016-08-22 05:15:00,,,,,,0,100,70.5,0.04,145,14,5,70.5,
931,2016-08-22 05:30:00,,,,,,0,100,70.6,0.04,142,18,6,70.6,
932,2016-08-22 05:45:00,,,,,,0,100,70.7,0.01,131,13,6,70.7,
933,2016-08-22 06:00:00,,,,,,0,100,70.6,0.01,131,14,4,70.6,
934,2016-08-22 06:15:00,,,,,,0,100,70.8,0,125,16,3,70.8,
935,2016-08-22 06:30:00,,,,,,0,100,71,0.06,129,10,4,71,
936,2016-08-22 06:45:00,,,,,,4,100,70.7,0.05,141,12,4,70.7,
937,2016-08-22 07:00:00,,,,,,17,100,70.6,0.09,135,10,4,70.6,
938,2016-08-22 07:15:00,,,,,,34,100,70.4,0.02,135,9,4,70.4,
939,2016-08-22 07:30:00,,,,,,47,100,70.7,0.03,149,15,5,70.7,
940,2016-08-22 07:45:00,,,,,,64,100,70.6,0,118,10,3,70.6,
941,2016-08-22 08:00:00,,,,,,46,100,70.5,0,124,12,3,70.5,
942,2016-08-22 08:15:00,,,,,,57,100,70.7,0.01,145,14,6,70.7,
943,2016-08-22 08:30:00,,,,,,47,100,70.9,0.01,135,9,2,70.9,
944,2016-08-22 08:45:00,,,,,,73,100,71.1,0.09,132,9,2,71.1,
945,2016-08-22 09:00:00,,,,,,82,100,71.3,0.04,142,9,3,71.3,
946,2016-08-22 09:15:00,,,,,,134,100,71.5,0.01,134,13,5,71.5,
947,2016-08-22 09:30:00,,,,,,162,100,71.4,0.03,132,18,5,71.4,
948,2016-08-22 09:45:00,,,,,,120,100,71.4,0,148,11,5,71.4,
949,2016-08-22 10:00:00,,,,,,158,100,71.6,0,132,15,4,71.6,
950,2016-08-22 10:15:00,,,,,,143,100,71.5,0,131,13,5,71.5,
951,2016-08-22 10:30:00,,,,,,142,100,71.3,0,131,9,2,71.3,
952,2016-08-22 10:45:00,,,,,,230,100,71.3,0,148,13,5,71.3,
953,2016-08-22 11:00:00,,,,,,329,100,71.4,0,118,14,5,71.4,
954,2016-08-22 11:15:00,,,,,,153,100,71.5,0,132,12,4,71.5,
955,2016-08-22 11:30:00,,,,,,111,100,71,0,134,10,4,71,
956,2016-08-22 11:45:00,,,,,,170,100,71,0,122,12,5,71,
957,2016-08-22 12:00:00,,,,,,196,100,71.2,0,125,14,4,71.2,
958,2016-08-22 12:15:00,,,,,,194,100,71.5,0,129,16,4,71.5,
959,2016-08-22 12:30:00,,,,,,295,100,72,0.01,141,10,4,72,
960,2016-08-22 12:45:00,,,,,,156,100,71.7,0.01,134,12,6,71.7,
961,2016-08-22 13:00:00,,,,,,240,100,71.4,0.01,134,14,5,71.4,
962,2016-08-22 13:15:00,,,,,,390,100,71.8,0,122,15,6,71.8,
963,2016-08-22 13:30:00,,,,,,273,100,71.8,0,139,12,5,71.8,
964,2016-08-22 13:45:00,,,,,,283,100,71.8,0,121,13,5,71.8,
965,2016-08-22 14:00:00,,,,,,329,100,72,0,139,10,5,72,
966,2016-08-22 14:15:00,,,,,,421,100,72.6,0,135,17,6,72.6,
967,2016-08-22 14:30:00,,,,,,308,100,72.4,0,141,13,6,72.4,
968,2016-08-22 14:45:00,,,,,,267,100,72.2,0,141,16,7,72.2,
969,2016-08-22 15:00:00,,,,,,250,100,71.8,0,129,16,7,71.8,
970,2016-08-22 15:15:00,,,,,,251,100,71.6,0,144,15,7,71.6,
971,2016-08-22 15:30:00,,,,,,230,100,71.5,0,152,16,7,71.5,
972,2016-08-22 15:45:00,,,,,,145,100,71.5,0,142,13,5,71.5,
973,2016-08-22 16:00:00,,,,,,92,100,71.5,0,132,18,6,71.5,
974,2016-08-22 16:15:00,,,,,,81,100,71.5,0,142,11,4,71.5,
975,2016-08-22 16:30:00,,,,,,64,100,71.5,0,153,15,7,71.5,
976,2016-08-22 16:45:00,,,,,,42,100,71.3,0,149,20,8,71.3,
977,2016-08-22 17:00:00,,,,,,45,100,71.2,0,152,16,7,71.2,
978,2016-08-22 17:15:00,,,,,,38,100,71.1,0,135,15,8,71.1,
979,2016-08-22 17:30:00,,,,,,15,100,71.1,0,155,14,7,71.1,
980,2016-08-22 17:45:00,,,,,,11,100,71.3,0,149,17,7,71.3,
981,2016-08-22 18:00:00,,,,,,5,100,71.4,0,153,17,8,71.4,
982,2016-08-22 18:15:00,,,,,,1,100,71.4,0.01,145,18,7,71.4,
983,2016-08-22 18:30:00,,,,,,0,100,71.4,0.02,138,20,9,71.4,
984,2016-08-22 18:45:00,,,,,,0,100,70.9,0,132,21,7,70.9,
985,2016-08-22 19:00:00,,,,,,0,100,70.7,0,152,20,9,70.7,
986,2016-08-22 19:15:00,,,,,,0,100,70.8,0,144,15,7,70.8,
987,2016-08-22 19:30:00,,,,,,0,100,70.8,0,142,11,4,70.8,
988,2016-08-22 19:45:00,,,,,,0,100,70.9,0,118,12,5,70.9,
989,2016-08-22 20:00:00,,,,,,0,100,71.1,0,125,13,5,71.1,
990,2016-08-22 20:15:00,,,,,,0,100,71.2,0,115,9,4,71.2,
991,2016-08-22 20:30:00,,,,,,0,100,71.5,0.04,107,13,3,71.5,
992,2016-08-22 20:45:00,,,,,,0,100,71.1,0.02,87,11,4,71.1,
993,2016-08-22 21:00:00,,,,,,0,100,70.8,0.02,88,14,3,70.8,
994,2016-08-22 21:15:00,,,,,,0,100,70.8,0,110,12,3,70.8,
995,2016-08-22 21:30:00,,,,,,0,100,71.1,0,101,10,3,71.1,
996,2016-08-22 21:45:00,,,,,,0,100,70.8,0.02,86,16,4,70.8,
997,2016-08-22 22:00:00,,,,,,0,100,70.5,0.01,84,12,5,70.5,
998,2016-08-22 22:15:00,,,,,,0,100,70.6,0.01,87,15,4,70.6,
999,2016-08-22 22:30:00,,,,,,0,100,70.8,0.01,83,12,4,70.8,
1000,2016-08-22 22:45:00,,,,,,0,100,70.8,0.04,90,11,3,70.8,
1001,2016-08-22 23:00:00,,,,,,0,100,70.7,0.01,86,11,4,70.7,
1002,2016-08-22 23:15:00,,,,,,0,100,70.7,0.01,80,11,4,70.7,
1003,2016-08-22 23:30:00,,,,,,0,100,70.8,0.02,81,7,0,70.8,
1004,2016-08-22 23:45:00,,,,,,0,100,70.8,0.02,55,0,0,70.8,
1005,2016-08-23 00:00:00,,,,,,0,100,70.8,0.01,158,2,0,70.8,
1006,2016-08-23 00:15:00,,,,,,0,100,70.6,0.04,43,2,0,70.6,
1007,2016-08-23 00:30:00,,,,,,0,100,70.8,0.04,144,8,2,70.8,
1008,2016-08-23 00:45:00,,,,,,0,100,70.8,0,62,5,1,70.8,
1009,2016-08-23 01:00:00,,,,,,0,100,70.4,0,67,13,4,70.4,
1010,2016-08-23 01:15:00,,,,,,0,100,70.2,0.02,64,11,2,70.2,
1011,2016-08-23 01:30:00,,,,,,0,100,70.3,0.01,46,5,0,70.3,
1012,2016-08-23 01:45:00,,,,,,0,100,70.3,0,38,3,0,70.3,
1013,2016-08-23 02:00:00,,,,,,0,100,70.1,0.01,55,8,1,70.1,
1014,2016-08-23 02:15:00,,,,,,0,100,69.5,0.01,108,11,4,69.5,
1015,2016-08-23 02:30:00,,,,,,0,100,69.1,0.03,77,13,5,69.1,
1016,2016-08-23 02:45:00,,,,,,0,100,68.6,0.04,63,14,4,68.6,
1017,2016-08-23 03:00:00,,,,,,0,100,68.8,0.04,111,17,3,68.8,
1018,2016-08-23 03:15:00,,,,,,0,100,68.6,0.02,72,9,2,68.6,
1019,2016-08-23 03:30:00,,,,,,0,100,68.2,0,45,6,1,68.2,
1020,2016-08-23 03:45:00,,,,,,0,100,68.2,0,40,4,0,68.2,
1021,2016-08-23 04:00:00,,,,,,0,100,68.4,0,74,3,0,68.4,
1022,2016-08-23 04:15:00,,,,,,0,100,68.5,0,79,0,0,68.5,
1023,2016-08-23 04:30:00,,,,,,0,100,68.7,0,81,0,0,68.7,
1024,2016-08-23 04:45:00,,,,,,0,100,69.2,0.02,52,0,0,69.2,
1025,2016-08-23 05:00:00,,,,,,0,100,69.2,0.02,129,9,1,69.2,
1026,2016-08-23 05:15:00,,,,,,0,100,69.1,0.02,104,8,1,69.1,
1027,2016-08-23 05:30:00,,,,,,0,100,68.9,0.05,64,0,0,68.9,
1028,2016-08-23 05:45:00,,,,,,0,100,68.9,0.01,43,4,0,68.9,
1029,2016-08-23 06:00:00,,,,,,0,100,69.2,0,108,4,0,69.2,
1030,2016-08-23 06:15:00,,,,,,0,100,69.3,0,63,0,0,69.3,
1031,2016-08-23 06:30:00,,,,,,0,100,68.9,0.07,125,5,0,68.9,
1032,2016-08-23 06:45:00,,,,,,8,100,67.4,0.09,155,4,0,67.4,
1033,2016-08-23 07:00:00,,,,,,42,100,67.1,0.01,136,1,0,67.1,
1034,2016-08-23 07:15:00,,,,,,21,100,67.4,0.04,213,0,0,67.4,
1035,2016-08-23 07:30:00,,,,,,29,100,67.4,0.01,221,0,0,67.4,
1036,2016-08-23 07:45:00,,,,,,38,100,67.2,0,227,0,0,67.2,
1037,2016-08-23 08:00:00,,,,,,43,100,67.4,0,227,0,0,67.4,
1038,2016-08-23 08:15:00,,,,,,102,100,67.7,0,194,0,0,67.7,
1039,2016-08-23 08:30:00,,,,,,86,100,68.3,0,203,3,0,68.3,
1040,2016-08-23 08:45:00,,,,,,120,100,68.1,0.01,182,7,0,68.1,
1041,2016-08-23 09:00:00,,,,,,187,100,68.5,0,182,6,0,68.5,
1042,2016-08-23 09:15:00,,,,,,152,100,68.6,0,168,9,1,68.6,
1043,2016-08-23 09:30:00,,,,,,212,100,68.4,0,155,9,3,68.4,
1044,2016-08-23 09:45:00,,,,,,296,100,68.6,0,158,9,3,68.6,
1045,2016-08-23 10:00:00,,,,,,353,100,68.8,0,160,9,4,68.8,
1046,2016-08-23 10:15:00,,,,,,463,100,69.7,0,162,11,6,69.7,
1047,2016-08-23 10:30:00,,,,,,340,100,70.4,0,149,12,5,70.4,
1048,2016-08-23 10:45:00,,,,,,454,100,71,0,159,9,5,71,
1049,2016-08-23 11:00:00,,,,,,476,100,70.9,0,145,12,5,70.9,
1050,2016-08-23 11:15:00,,,,,,469,100,71.4,0,152,13,5,71.4,
1051,2016-08-23 11:30:00,,,,,,265,100,70.7,0,153,10,5,70.7,
1052,2016-08-23 11:45:00,,,,,,206,100,70.2,0.01,135,10,3,70.2,
1053,2016-08-23 12:00:00,,,,,,141,100,69.7,0,141,16,5,69.7,
1054,2016-08-23 12:15:00,,,,,,210,100,69.1,0,149,13,7,69.1,
1055,2016-08-23 12:30:00,,,,,,157,100,69,0.01,153,16,6,69,
1056,2016-08-23 12:45:00,,,,,,112,100,69.1,0,152,20,6,69.1,
1057,2016-08-23 13:00:00,,,,,,98,100,69.1,0.01,151,11,6,69.1,
1058,2016-08-23 13:15:00,,,,,,96,100,68.8,0.02,155,16,8,68.8,
1059,2016-08-23 13:30:00,,,,,,145,100,68.9,0.04,146,17,7,68.9,
1060,2016-08-23 13:45:00,,,,,,139,100,68.9,0.02,152,18,7,68.9,
1061,2016-08-23 14:00:00,,,,,,114,100,68.6,0,142,15,7,68.6,
1062,2016-08-23 14:15:00,,,,,,135,100,68.6,0,145,22,7,68.6,
1063,2016-08-23 14:30:00,,,,,,143,100,68.3,0,153,18,9,68.3,
1064,2016-08-23 14:45:00,,,,,,116,100,68.2,0,141,13,7,68.2,
1065,2016-08-23 15:00:00,,,,,,70,100,68.2,0.09,144,14,6,68.2,
1066,2016-08-23 15:15:00,,,,,,67,100,67.9,0.15,149,17,8,67.9,
1067,2016-08-23 15:30:00,,,,,,70,100,68.1,0.06,148,17,6,68.1,
1068,2016-08-23 15:45:00,,,,,,69,100,68.1,0.06,155,13,6,68.1,
1069,2016-08-23 16:00:00,,,,,,87,100,68.4,0.12,146,22,9,68.4,
1070,2016-08-23 16:15:00,,,,,,43,100,68.1,0.19,142,17,7,68.1,
1071,2016-08-23 16:30:00,,,,,,44,100,67.6,0.14,152,15,8,67.6,
1072,2016-08-23 16:45:00,,,,,,38,100,67.6,0.07,153,18,8,67.6,
1073,2016-08-23 17:00:00,,,,,,38,100,68.1,0.06,145,16,7,68.1,
1074,2016-08-23 17:15:00,,,,,,29,100,67.8,0.07,144,14,7,67.8,
1075,2016-08-23 17:30:00,,,,,,15,100,67.8,0.03,145,12,5,67.8,
1076,2016-08-23 17:45:00,,,,,,8,100,68.1,0.05,146,13,5,68.1,
1077,2016-08-23 18:00:00,,,,,,5,100,68.3,0.03,142,13,5,68.3,
1078,2016-08-23 18:15:00,,,,,,1,100,68.3,0.02,153,15,8,68.3,
1079,2016-08-23 18:30:00,,,,,,0,100,68.2,0.02,151,16,9,68.2,
1080,2016-08-23 18:45:00,,,,,,0,99.6,68.3,0,156,20,9,68.2,
1081,2016-08-23 19:00:00,,,,,,0,99.5,68.6,0,149,14,8,68.4,
1082,2016-08-23 19:15:00,,,,,,0,99.5,68.7,0,152,14,6,68.5,
1083,2016-08-23 19:30:00,,,,,,0,99.9,68.5,0.01,149,15,6,68.5,
1084,2016-08-23 19:45:00,,,,,,0,100,68.2,0.01,149,16,9,68.2,
1085,2016-08-23 20:00:00,,,,,,0,100,68.5,0,152,15,7,68.5,
1086,2016-08-23 20:15:00,,,,,,0,100,69,0.01,149,17,9,69,
1087,2016-08-23 20:30:00,,,,,,0,99.9,69.6,0,151,19,7,69.6,
1088,2016-08-23 20:45:00,,,,,,0,99.5,69.9,0,148,15,7,69.7,
1089,2016-08-23 21:00:00,,,,,,0,98.9,70.4,0,151,14,7,70.1,
1090,2016-08-23 21:15:00,,,,,,0,99.3,70.4,0,153,13,5,70.2,
1091,2016-08-23 21:30:00,,,,,,0,99.5,69.7,0.03,144,13,6,69.5,
1092,2016-08-23 21:45:00,,,,,,0,99.7,69.4,0.02,144,11,7,69.3,
1093,2016-08-23 22:00:00,,,,,,0,100,69.1,0.02,149,17,8,69.1,
1094,2016-08-23 22:15:00,,,,,,0,100,69,0.03,152,11,6,69,
1095,2016-08-23 22:30:00,,,,,,0,100,69,0.09,152,14,7,69,
1096,2016-08-23 22:45:00,,,,,,0,100,68.5,0.02,149,17,7,68.5,
1097,2016-08-23 23:00:00,,,,,,0,100,68.6,0.02,153,18,8,68.6,
1098,2016-08-23 23:15:00,,,,,,0,100,69.1,0.02,156,16,9,69.1,
1099,2016-08-23 23:30:00,,,,,,0,100,69.7,0,149,16,8,69.7,
1100,2016-08-23 23:45:00,,,,,,0,100,69.7,0,151,18,7,69.7,
1101,2016-08-24 00:00:00,,,,,,0,100,69.7,0.03,144,14,6,69.7,
1102,2016-08-24 00:15:00,,,,,,0,100,69.2,0.07,145,12,6,69.2,
1103,2016-08-24 00:30:00,,,,,,0,100,69.1,0.02,144,16,6,69.1,
1104,2016-08-24 00:45:00,,,,,,0,100,69,0.03,149,14,6,69,
1105,2016-08-24 01:00:00,,,,,,0,100,69.2,0.03,148,15,6,69.2,
1106,2016-08-24 01:15:00,,,,,,0,100,68.9,0.02,148,14,7,68.9,
1107,2016-08-24 01:30:00,,,,,,0,100,68.7,0.04,151,13,5,68.7,
1108,2016-08-24 01:45:00,,,,,,0,100,68.5,0.06,158,11,5,68.5,
1109,2016-08-24 02:00:00,,,,,,0,100,68.3,0.05,149,18,7,68.3,
1110,2016-08-24 02:15:00,,,,,,0,100,68.1,0.04,142,16,7,68.1,
1111,2016-08-24 02:30:00,,,,,,0,100,68,0.01,144,14,6,68,
1112,2016-08-24 02:45:00,,,,,,0,100,68,0.01,149,11,6,68,
1113,2016-08-24 03:00:00,,,,,,0,100,67.9,0.01,142,14,7,67.9,
1114,2016-08-24 03:15:00,,,,,,0,100,67.7,0,146,17,8,67.7,
1115,2016-08-24 03:30:00,,,,,,0,100,67.7,0.01,144,13,7,67.7,
1116,2016-08-24 03:45:00,,,,,,0,100,67.9,0,148,18,8,67.9,
1117,2016-08-24 04:00:00,,,,,,0,100,67.7,0.02,146,14,7,67.7,
1118,2016-08-24 04:15:00,,,,,,0,100,67.4,0.01,148,11,6,67.4,
1119,2016-08-24 04:30:00,,,,,,0,100,67.4,0.01,148,12,7,67.4,
1120,2016-08-24 04:45:00,,,,,,0,100,67.6,0,141,14,6,67.6,
1121,2016-08-24 05:00:00,,,,,,0,100,67.8,0,146,14,8,67.8,
1122,2016-08-24 05:15:00,,,,,,0,99.5,68.1,0,153,15,7,67.9,
1123,2016-08-24 05:30:00,,,,,,0,99.3,68.4,0,151,14,8,68.2,
1124,2016-08-24 05:45:00,,,,,,0,98.7,68.6,0,148,18,7,68.2,
1125,2016-08-24 06:00:00,,,,,,0,97.9,68.7,0,152,15,8,68.1,
1126,2016-08-24 06:15:00,,,,,,0,96.2,68.9,0,153,16,8,67.7,
1127,2016-08-24 06:30:00,,,,,,0,95.5,69.2,0,146,16,7,67.8,
1128,2016-08-24 06:45:00,,,,,,10,96.2,69.3,0,153,16,6,68.1,
1129,2016-08-24 07:00:00,,,,,,24,96.6,69.6,0,145,13,6,68.6,
1130,2016-08-24 07:15:00,,,,,,49,96.6,69.9,0,141,14,6,68.9,
1131,2016-08-24 07:30:00,,,,,,103,96.5,70.4,0,144,12,6,69.3,
1132,2016-08-24 07:45:00,,,,,,110,96,70.8,0,145,16,7,69.6,
1133,2016-08-24 08:00:00,,,,,,135,96.7,71.2,0,151,10,5,70.2,
1134,2016-08-24 08:15:00,,,,,,125,96.5,71.1,0,158,15,7,70,
1135,2016-08-24 08:30:00,,,,,,140,96.4,71.3,0,152,15,8,70.2,
1136,2016-08-24 08:45:00,,,,,,184,97,71.3,0,155,13,7,70.4,
1137,2016-08-24 09:00:00,,,,,,234,97,71.5,0,148,11,5,70.6,
1138,2016-08-24 09:15:00,,,,,,325,96.9,72.1,0,139,14,5,71.1,
1139,2016-08-24 09:30:00,,,,,,332,98.3,71.3,0.02,146,13,4,70.8,
1140,2016-08-24 09:45:00,,,,,,371,98.8,71.5,0,153,13,5,71.1,
1141,2016-08-24 10:00:00,,,,,,282,99.5,71.3,0.01,148,13,4,71.1,
1142,2016-08-24 10:15:00,,,,,,413,99.5,71.5,0.04,148,11,4,71.3,
1143,2016-08-24 10:30:00,,,,,,224,99.9,70.1,0.32,148,12,4,70.1,
1144,2016-08-24 10:45:00,,,,,,277,100,69.6,0.02,155,15,6,69.6,
1145,2016-08-24 11:00:00,,,,,,513,100,70.5,0,146,14,6,70.5,
1146,2016-08-24 11:15:00,,,,,,494,99.8,71.1,0,148,14,6,71,
1147,2016-08-24 11:30:00,,,,,,355,98,72.2,0,144,13,6,71.6,
1148,2016-08-24 11:45:00,,,,,,281,98.8,71.7,0,139,12,3,71.3,
1149,2016-08-24 12:00:00,,,,,,530,99.5,71.6,0,134,10,4,71.4,
1150,2016-08-24 12:15:00,,,,,,769,99.6,71.8,0.01,148,14,5,71.7,
1151,2016-08-24 12:30:00,,,,,,557,99.6,71.6,0,153,14,6,71.5,
1152,2016-08-24 12:45:00,,,,,,361,98.9,71.7,0,155,16,7,71.4,
1153,2016-08-24 13:00:00,,,,,,424,97.6,72,0,149,15,6,71.3,
1154,2016-08-24 13:15:00,,,,,,430,97.3,72.5,0,152,11,3,71.7,
1155,2016-08-24 13:30:00,,,,,,554,96.2,73.2,0,136,11,4,72,
1156,2016-08-24 13:45:00,,,,,,554,92.8,74,0,146,14,6,71.8,
1157,2016-08-24 14:00:00,,,,,,455,92.8,74.1,0,139,15,4,71.9,
1158,2016-08-24 14:15:00,,,,,,363,92.5,74.1,0,144,11,4,71.8,
1159,2016-08-24 14:30:00,,,,,,361,92.6,73.6,0,151,9,4,71.3,
1160,2016-08-24 14:45:00,,,,,,524,91,73.8,0,144,16,6,71,
1161,2016-08-24 15:00:00,,,,,,422,90.8,74.1,0,142,12,4,71.2,
1162,2016-08-24 15:15:00,,,,,,340,91,73.8,0,146,16,5,71,
1163,2016-08-24 15:30:00,,,,,,324,90.9,73.6,0,146,13,4,70.8,
1164,2016-08-24 15:45:00,,,,,,265,91.4,73.6,0,132,10,3,70.9,
1165,2016-08-24 16:00:00,,,,,,169,91.8,73.2,0,149,11,4,70.6,
1166,2016-08-24 16:15:00,,,,,,214,92.3,73.2,0,146,9,3,70.8,
1167,2016-08-24 16:30:00,,,,,,188,92.2,73.6,0,132,12,3,71.2,
1168,2016-08-24 16:45:00,,,,,,173,92.3,73.3,0,141,13,4,70.9,
1169,2016-08-24 17:00:00,,,,,,143,91.7,73.5,0,151,18,6,70.9,
1170,2016-08-24 17:15:00,,,,,,72,92.8,72.9,0,134,12,3,70.7,
1171,2016-08-24 17:30:00,,,,,,42,93.2,72.8,0,139,13,4,70.7,
1172,2016-08-24 17:45:00,,,,,,26,93.4,72.7,0,149,13,5,70.7,
1173,2016-08-24 18:00:00,,,,,,9,93.6,72.6,0,152,8,3,70.6,
1174,2016-08-24 18:15:00,,,,,,2,94.2,72.5,0,148,9,2,70.7,
1175,2016-08-24 18:30:00,,,,,,0,94.2,72.5,0,131,7,1,70.7,
1176,2016-08-24 18:45:00,,,,,,0,94.4,72.5,0,144,13,3,70.8,
1177,2016-08-24 19:00:00,,,,,,0,94.7,72.5,0,132,11,2,70.9,
1178,2016-08-24 19:15:00,,,,,,0,94.8,72.4,0,122,8,1,70.8,
1179,2016-08-24 19:30:00,,,,,,0,94.9,72.5,0,127,8,0,70.9,
1180,2016-08-24 19:45:00,,,,,,0,95.2,72.5,0,131,9,1,71,
1181,2016-08-24 20:00:00,,,,,,0,95.6,72.5,0,128,9,1,71.1,
1182,2016-08-24 20:15:00,,,,,,0,95.7,72.4,0,142,5,0,71.1,
1183,2016-08-24 20:30:00,,,,,,0,95.6,72.3,0,117,9,1,70.9,
1184,2016-08-24 20:45:00,,,,,,0,96,72.3,0,125,12,1,71.1,
1185,2016-08-24 21:00:00,,,,,,0,96.3,72.2,0,144,9,1,71.1,
1186,2016-08-24 21:15:00,,,,,,0,96.2,72.3,0,134,8,1,71.1,
1187,2016-08-24 21:30:00,,,,,,0,95.8,72.4,0,132,10,2,71.1,
