,ASPA_solar_rad,Unnamed: 1
124,2016-12-20 16:00:00,131
125,2016-12-20 16:15:00,117
126,2016-12-20 16:30:00,113
127,2016-12-20 16:45:00,106
128,2016-12-20 17:00:00,95
129,2016-12-20 17:15:00,84
130,2016-12-20 17:30:00,69
131,2016-12-20 17:45:00,46
132,2016-12-20 18:00:00,42
133,2016-12-20 18:15:00,24
134,2016-12-20 18:30:00,12
135,2016-12-20 18:45:00,3
136,2016-12-20 19:00:00,0
137,2016-12-20 19:15:00,0
138,2016-12-20 19:30:00,0
139,2016-12-20 19:45:00,0
140,2016-12-20 20:00:00,0
141,2016-12-20 20:15:00,0
142,2016-12-20 20:30:00,0
143,2016-12-20 20:45:00,0
144,2016-12-20 21:00:00,0
145,2016-12-20 21:15:00,0
146,2016-12-20 21:30:00,0
147,2016-12-20 21:45:00,0
148,2016-12-20 22:00:00,0
149,2016-12-20 22:15:00,0
150,2016-12-20 22:30:00,0
151,2016-12-20 22:45:00,0
152,2016-12-20 23:00:00,0
153,2016-12-20 23:15:00,0
154,2016-12-20 23:30:00,0
155,2016-12-20 23:45:00,0
156,2016-12-21 00:00:00,0
157,2016-12-21 00:15:00,0
158,2016-12-21 00:30:00,0
159,2016-12-21 00:45:00,0
160,2016-12-21 01:00:00,0
161,2016-12-21 01:15:00,0
162,2016-12-21 01:30:00,0
163,2016-12-21 01:45:00,0
164,2016-12-21 02:00:00,0
165,2016-12-21 02:15:00,0
166,2016-12-21 02:30:00,0
167,2016-12-21 02:45:00,0
168,2016-12-21 03:00:00,0
169,2016-12-21 03:15:00,0
170,2016-12-21 03:30:00,0
171,2016-12-21 03:45:00,0
172,2016-12-21 04:00:00,0
173,2016-12-21 04:15:00,0
174,2016-12-21 04:30:00,0
175,2016-12-21 04:45:00,0
176,2016-12-21 05:00:00,0
177,2016-12-21 05:15:00,0
178,2016-12-21 05:30:00,0
179,2016-12-21 05:45:00,0
180,2016-12-21 06:00:00,1
181,2016-12-21 06:15:00,8
182,2016-12-21 06:30:00,17
183,2016-12-21 06:45:00,24
184,2016-12-21 07:00:00,36
185,2016-12-21 07:15:00,56
186,2016-12-21 07:30:00,86
187,2016-12-21 07:45:00,86
188,2016-12-21 08:00:00,74
189,2016-12-21 08:15:00,103
190,2016-12-21 08:30:00,158
191,2016-12-21 08:45:00,174
192,2016-12-21 09:00:00,152
193,2016-12-21 09:15:00,169
194,2016-12-21 09:30:00,208
195,2016-12-21 09:45:00,652
196,2016-12-21 10:00:00,292
197,2016-12-21 10:15:00,186
198,2016-12-21 10:30:00,299
199,2016-12-21 10:45:00,212
200,2016-12-21 11:00:00,68
201,2016-12-21 11:15:00,113
202,2016-12-21 11:30:00,169
203,2016-12-21 11:45:00,221
204,2016-12-21 12:00:00,425
205,2016-12-21 12:15:00,645
206,2016-12-21 12:30:00,548
207,2016-12-21 12:45:00,230
208,2016-12-21 13:00:00,160
209,2016-12-21 13:15:00,208
210,2016-12-21 13:30:00,207
211,2016-12-21 13:45:00,254
212,2016-12-21 14:00:00,310
213,2016-12-21 14:15:00,511
214,2016-12-21 14:30:00,458
215,2016-12-21 14:45:00,272
216,2016-12-21 15:00:00,189
217,2016-12-21 15:15:00,255
218,2016-12-21 15:30:00,367
219,2016-12-21 15:45:00,54
220,2016-12-21 16:00:00,36
221,2016-12-21 16:15:00,30
222,2016-12-21 16:30:00,41
223,2016-12-21 16:45:00,62
224,2016-12-21 17:00:00,67
225,2016-12-21 17:15:00,61
226,2016-12-21 17:30:00,39
227,2016-12-21 17:45:00,34
228,2016-12-21 18:00:00,20
229,2016-12-21 18:15:00,10
230,2016-12-21 18:30:00,6
231,2016-12-21 18:45:00,0
232,2016-12-21 19:00:00,0
233,2016-12-21 19:15:00,0
234,2016-12-21 19:30:00,0
235,2016-12-21 19:45:00,0
236,2016-12-21 20:00:00,0
237,2016-12-21 20:15:00,0
238,2016-12-21 20:30:00,0
239,2016-12-21 20:45:00,0
240,2016-12-21 21:00:00,0
241,2016-12-21 21:15:00,0
242,2016-12-21 21:30:00,0
243,2016-12-21 21:45:00,0
244,2016-12-21 22:00:00,0
245,2016-12-21 22:15:00,0
246,2016-12-21 22:30:00,0
247,2016-12-21 22:45:00,0
248,2016-12-21 23:00:00,0
249,2016-12-21 23:15:00,0
250,2016-12-21 23:30:00,0
251,2016-12-21 23:45:00,0
252,2016-12-22 00:00:00,0
253,2016-12-22 00:15:00,0
254,2016-12-22 00:30:00,0
255,2016-12-22 00:45:00,0
256,2016-12-22 01:00:00,0
257,2016-12-22 01:15:00,0
258,2016-12-22 01:30:00,0
259,2016-12-22 01:45:00,0
260,2016-12-22 02:00:00,0
261,2016-12-22 02:15:00,0
262,2016-12-22 02:30:00,0
263,2016-12-22 02:45:00,0
264,2016-12-22 03:00:00,0
265,2016-12-22 03:15:00,0
266,2016-12-22 03:30:00,0
267,2016-12-22 03:45:00,0
268,2016-12-22 04:00:00,0
269,2016-12-22 04:15:00,0
270,2016-12-22 04:30:00,0
271,2016-12-22 04:45:00,0
272,2016-12-22 05:00:00,0
273,2016-12-22 05:15:00,0
274,2016-12-22 05:30:00,0
275,2016-12-22 05:45:00,0
276,2016-12-22 06:00:00,0
277,2016-12-22 06:15:00,1
278,2016-12-22 06:30:00,2
279,2016-12-22 06:45:00,4
280,2016-12-22 07:00:00,4
281,2016-12-22 07:15:00,0
282,2016-12-22 07:30:00,2
283,2016-12-22 07:45:00,1
284,2016-12-22 08:00:00,1
285,2016-12-22 08:15:00,2
286,2016-12-22 08:30:00,3
287,2016-12-22 08:45:00,4
288,2016-12-22 09:00:00,7
289,2016-12-22 09:15:00,9
290,2016-12-22 09:30:00,13
291,2016-12-22 09:45:00,18
292,2016-12-22 10:00:00,25
293,2016-12-22 10:15:00,37
294,2016-12-22 10:30:00,52
295,2016-12-22 10:45:00,62
296,2016-12-22 11:00:00,54
297,2016-12-22 11:15:00,86
298,2016-12-22 11:30:00,98
299,2016-12-22 11:45:00,112
300,2016-12-22 12:00:00,57
301,2016-12-22 12:15:00,28
302,2016-12-22 12:30:00,42
303,2016-12-22 12:45:00,51
304,2016-12-22 13:00:00,29
305,2016-12-22 13:15:00,19
306,2016-12-22 13:30:00,24
307,2016-12-22 13:45:00,25
308,2016-12-22 14:00:00,29
309,2016-12-22 14:15:00,32
310,2016-12-22 14:30:00,37
311,2016-12-22 14:45:00,40
312,2016-12-22 15:00:00,42
313,2016-12-22 15:15:00,46
314,2016-12-22 15:30:00,52
315,2016-12-22 15:45:00,63
316,2016-12-22 16:00:00,78
317,2016-12-22 16:15:00,83
318,2016-12-22 16:30:00,83
319,2016-12-22 16:45:00,74
320,2016-12-22 17:00:00,58
321,2016-12-22 17:15:00,47
322,2016-12-22 17:30:00,37
323,2016-12-22 17:45:00,31
324,2016-12-22 18:00:00,24
325,2016-12-22 18:15:00,15
326,2016-12-22 18:30:00,7
327,2016-12-22 18:45:00,0
328,2016-12-22 19:00:00,0
329,2016-12-22 19:15:00,0
330,2016-12-22 19:30:00,0
331,2016-12-22 19:45:00,0
332,2016-12-22 20:00:00,0
333,2016-12-22 20:15:00,0
334,2016-12-22 20:30:00,0
335,2016-12-22 20:45:00,0
336,2016-12-22 21:00:00,0
337,2016-12-22 21:15:00,0
338,2016-12-22 21:30:00,0
339,2016-12-22 21:45:00,0
340,2016-12-22 22:00:00,0
341,2016-12-22 22:15:00,0
342,2016-12-22 22:30:00,0
343,2016-12-22 22:45:00,0
344,2016-12-22 23:00:00,0
345,2016-12-22 23:15:00,0
346,2016-12-22 23:30:00,0
347,2016-12-22 23:45:00,0
348,2016-12-23 00:00:00,0
349,2016-12-23 00:15:00,0
350,2016-12-23 00:30:00,0
351,2016-12-23 00:45:00,0
352,2016-12-23 01:00:00,0
353,2016-12-23 01:15:00,0
354,2016-12-23 01:30:00,0
355,2016-12-23 01:45:00,0
356,2016-12-23 02:00:00,0
357,2016-12-23 02:15:00,0
358,2016-12-23 02:30:00,0
359,2016-12-23 02:45:00,0
360,2016-12-23 03:00:00,0
361,2016-12-23 03:15:00,0
362,2016-12-23 03:30:00,0
363,2016-12-23 03:45:00,0
364,2016-12-23 04:00:00,0
365,2016-12-23 04:15:00,0
366,2016-12-23 04:30:00,0
367,2016-12-23 04:45:00,0
368,2016-12-23 05:00:00,0
369,2016-12-23 05:15:00,0
370,2016-12-23 05:30:00,0
371,2016-12-23 05:45:00,0
372,2016-12-23 06:00:00,0
373,2016-12-23 06:15:00,0
374,2016-12-23 06:30:00,0
375,2016-12-23 06:45:00,0
376,2016-12-23 07:00:00,0
377,2016-12-23 07:15:00,0
378,2016-12-23 07:30:00,3
379,2016-12-23 07:45:00,4
380,2016-12-23 08:00:00,7
381,2016-12-23 08:15:00,8
382,2016-12-23 08:30:00,9
383,2016-12-23 08:45:00,18
384,2016-12-23 09:00:00,29
385,2016-12-23 09:15:00,34
386,2016-12-23 09:30:00,32
387,2016-12-23 09:45:00,34
388,2016-12-23 10:00:00,30
389,2016-12-23 10:15:00,34
390,2016-12-23 10:30:00,48
391,2016-12-23 10:45:00,62
392,2016-12-23 11:00:00,73
393,2016-12-23 11:15:00,95
394,2016-12-23 11:30:00,127
395,2016-12-23 11:45:00,164
396,2016-12-23 12:00:00,211
397,2016-12-23 12:15:00,270
398,2016-12-23 12:30:00,318
399,2016-12-23 12:45:00,415
400,2016-12-23 13:00:00,588
401,2016-12-23 13:15:00,520
402,2016-12-23 13:30:00,428
403,2016-12-23 13:45:00,394
404,2016-12-23 14:00:00,354
405,2016-12-23 14:15:00,322
406,2016-12-23 14:30:00,413
407,2016-12-23 14:45:00,288
408,2016-12-23 15:00:00,226
409,2016-12-23 15:15:00,277
410,2016-12-23 15:30:00,197
411,2016-12-23 15:45:00,182
412,2016-12-23 16:00:00,200
413,2016-12-23 16:15:00,160
414,2016-12-23 16:30:00,145
415,2016-12-23 16:45:00,158
416,2016-12-23 17:00:00,173
417,2016-12-23 17:15:00,125
418,2016-12-23 17:30:00,95
419,2016-12-23 17:45:00,70
420,2016-12-23 18:00:00,57
421,2016-12-23 18:15:00,35
422,2016-12-23 18:30:00,19
423,2016-12-23 18:45:00,7
424,2016-12-23 19:00:00,0
425,2016-12-23 19:15:00,0
426,2016-12-23 19:30:00,0
427,2016-12-23 19:45:00,0
428,2016-12-23 20:00:00,0
429,2016-12-23 20:15:00,0
430,2016-12-23 20:30:00,0
431,2016-12-23 20:45:00,0
432,2016-12-23 21:00:00,0
433,2016-12-23 21:15:00,0
434,2016-12-23 21:30:00,0
435,2016-12-23 21:45:00,0
436,2016-12-23 22:00:00,0
437,2016-12-23 22:15:00,0
438,2016-12-23 22:30:00,0
439,2016-12-23 22:45:00,0
440,2016-12-23 23:00:00,0
441,2016-12-23 23:15:00,0
442,2016-12-23 23:30:00,0
443,2016-12-23 23:45:00,0
444,2016-12-24 00:00:00,0
445,2016-12-24 00:15:00,0
446,2016-12-24 00:30:00,0
447,2016-12-24 00:45:00,0
448,2016-12-24 01:00:00,0
449,2016-12-24 01:15:00,0
450,2016-12-24 01:30:00,0
451,2016-12-24 01:45:00,0
452,2016-12-24 02:00:00,0
453,2016-12-24 02:15:00,0
454,2016-12-24 02:30:00,0
455,2016-12-24 02:45:00,0
456,2016-12-24 03:00:00,0
457,2016-12-24 03:15:00,0
458,2016-12-24 03:30:00,0
459,2016-12-24 03:45:00,0
460,2016-12-24 04:00:00,0
461,2016-12-24 04:15:00,0
462,2016-12-24 04:30:00,0
463,2016-12-24 04:45:00,0
464,2016-12-24 05:00:00,0
465,2016-12-24 05:15:00,0
466,2016-12-24 05:30:00,0
467,2016-12-24 05:45:00,0
468,2016-12-24 06:00:00,7
469,2016-12-24 06:15:00,39
470,2016-12-24 06:30:00,76
471,2016-12-24 06:45:00,103
472,2016-12-24 07:00:00,127
473,2016-12-24 07:15:00,149
474,2016-12-24 07:30:00,193
475,2016-12-24 07:45:00,232
476,2016-12-24 08:00:00,256
477,2016-12-24 08:15:00,303
478,2016-12-24 08:30:00,376
479,2016-12-24 08:45:00,378
480,2016-12-24 09:00:00,395
481,2016-12-24 09:15:00,432
482,2016-12-24 09:30:00,455
483,2016-12-24 09:45:00,478
484,2016-12-24 10:00:00,549
485,2016-12-24 10:15:00,656
486,2016-12-24 10:30:00,559
487,2016-12-24 10:45:00,601
488,2016-12-24 11:00:00,619
489,2016-12-24 11:15:00,672
490,2016-12-24 11:30:00,595
491,2016-12-24 11:45:00,673
492,2016-12-24 12:00:00,673
493,2016-12-24 12:15:00,674
494,2016-12-24 12:30:00,692
495,2016-12-24 12:45:00,686
496,2016-12-24 13:00:00,702
497,2016-12-24 13:15:00,695
498,2016-12-24 13:30:00,657
499,2016-12-24 13:45:00,585
500,2016-12-24 14:00:00,530
501,2016-12-24 14:15:00,497
502,2016-12-24 14:30:00,463
503,2016-12-24 14:45:00,254
504,2016-12-24 15:00:00,494
505,2016-12-24 15:15:00,199
506,2016-12-24 15:30:00,318
507,2016-12-24 15:45:00,367
508,2016-12-24 16:00:00,325
509,2016-12-24 16:15:00,361
510,2016-12-24 16:30:00,147
511,2016-12-24 16:45:00,112
512,2016-12-24 17:00:00,58
513,2016-12-24 17:15:00,50
514,2016-12-24 17:30:00,52
515,2016-12-24 17:45:00,29
516,2016-12-24 18:00:00,25
517,2016-12-24 18:15:00,7
518,2016-12-24 18:30:00,7
519,2016-12-24 18:45:00,1
520,2016-12-24 19:00:00,0
521,2016-12-24 19:15:00,0
522,2016-12-24 19:30:00,0
523,2016-12-24 19:45:00,0
524,2016-12-24 20:00:00,0
525,2016-12-24 20:15:00,0
526,2016-12-24 20:30:00,0
527,2016-12-24 20:45:00,0
528,2016-12-24 21:00:00,0
529,2016-12-24 21:15:00,0
530,2016-12-24 21:30:00,0
531,2016-12-24 21:45:00,0
532,2016-12-24 22:00:00,0
533,2016-12-24 22:15:00,0
534,2016-12-24 22:30:00,0
535,2016-12-24 22:45:00,0
536,2016-12-24 23:00:00,0
537,2016-12-24 23:15:00,0
538,2016-12-24 23:30:00,0
539,2016-12-24 23:45:00,0
540,2016-12-25 00:00:00,0
541,2016-12-25 00:15:00,0
542,2016-12-25 00:30:00,0
543,2016-12-25 00:45:00,0
544,2016-12-25 01:00:00,0
545,2016-12-25 01:15:00,0
546,2016-12-25 01:30:00,0
547,2016-12-25 01:45:00,0
548,2016-12-25 02:00:00,0
549,2016-12-25 02:15:00,0
550,2016-12-25 02:30:00,0
551,2016-12-25 02:45:00,0
552,2016-12-25 03:00:00,0
553,2016-12-25 03:15:00,0
554,2016-12-25 03:30:00,0
555,2016-12-25 03:45:00,0
556,2016-12-25 04:00:00,0
557,2016-12-25 04:15:00,0
558,2016-12-25 04:30:00,0
559,2016-12-25 04:45:00,0
560,2016-12-25 05:00:00,0
561,2016-12-25 05:15:00,0
562,2016-12-25 05:30:00,0
563,2016-12-25 05:45:00,0
564,2016-12-25 06:00:00,4
565,2016-12-25 06:15:00,12
566,2016-12-25 06:30:00,40
567,2016-12-25 06:45:00,120
568,2016-12-25 07:00:00,129
569,2016-12-25 07:15:00,78
570,2016-12-25 07:30:00,91
571,2016-12-25 07:45:00,117
572,2016-12-25 08:00:00,79
573,2016-12-25 08:15:00,81
574,2016-12-25 08:30:00,124
575,2016-12-25 08:45:00,133
576,2016-12-25 09:00:00,144
577,2016-12-25 09:15:00,217
578,2016-12-25 09:30:00,273
579,2016-12-25 09:45:00,326
580,2016-12-25 10:00:00,256
581,2016-12-25 10:15:00,276
582,2016-12-25 10:30:00,774
583,2016-12-25 10:45:00,841
584,2016-12-25 11:00:00,690
585,2016-12-25 11:15:00,408
586,2016-12-25 11:30:00,338
587,2016-12-25 11:45:00,360
588,2016-12-25 12:00:00,271
589,2016-12-25 12:15:00,375
590,2016-12-25 12:30:00,318
591,2016-12-25 12:45:00,343
592,2016-12-25 13:00:00,371
593,2016-12-25 13:15:00,289
594,2016-12-25 13:30:00,730
595,2016-12-25 13:45:00,255
596,2016-12-25 14:00:00,257
597,2016-12-25 14:15:00,188
598,2016-12-25 14:30:00,195
599,2016-12-25 14:45:00,167
600,2016-12-25 15:00:00,472
601,2016-12-25 15:15:00,513
602,2016-12-25 15:30:00,527
603,2016-12-25 15:45:00,200
604,2016-12-25 16:00:00,312
605,2016-12-25 16:15:00,223
606,2016-12-25 16:30:00,190
607,2016-12-25 16:45:00,134
608,2016-12-25 17:00:00,107
609,2016-12-25 17:15:00,146
610,2016-12-25 17:30:00,128
611,2016-12-25 17:45:00,80
612,2016-12-25 18:00:00,87
613,2016-12-25 18:15:00,46
614,2016-12-25 18:30:00,10
615,2016-12-25 18:45:00,4
616,2016-12-25 19:00:00,0
617,2016-12-25 19:15:00,0
618,2016-12-25 19:30:00,0
619,2016-12-25 19:45:00,0
620,2016-12-25 20:00:00,0
621,2016-12-25 20:15:00,0
622,2016-12-25 20:30:00,0
623,2016-12-25 20:45:00,0
624,2016-12-25 21:00:00,0
625,2016-12-25 21:15:00,0
626,2016-12-25 21:30:00,0
627,2016-12-25 21:45:00,0
628,2016-12-25 22:00:00,0
629,2016-12-25 22:15:00,0
630,2016-12-25 22:30:00,0
631,2016-12-25 22:45:00,0
632,2016-12-25 23:00:00,0
633,2016-12-25 23:15:00,0
634,2016-12-25 23:30:00,0
635,2016-12-25 23:45:00,0
636,2016-12-26 00:00:00,0
637,2016-12-26 00:15:00,0
638,2016-12-26 00:30:00,0
639,2016-12-26 00:45:00,0
640,2016-12-26 01:00:00,0
641,2016-12-26 01:15:00,0
642,2016-12-26 01:30:00,0
643,2016-12-26 01:45:00,0
644,2016-12-26 02:00:00,0
645,2016-12-26 02:15:00,0
646,2016-12-26 02:30:00,0
647,2016-12-26 02:45:00,0
648,2016-12-26 03:00:00,0
649,2016-12-26 03:15:00,0
650,2016-12-26 03:30:00,0
651,2016-12-26 03:45:00,0
652,2016-12-26 04:00:00,0
653,2016-12-26 04:15:00,0
654,2016-12-26 04:30:00,0
655,2016-12-26 04:45:00,0
656,2016-12-26 05:00:00,0
657,2016-12-26 05:15:00,0
658,2016-12-26 05:30:00,0
659,2016-12-26 05:45:00,0
660,2016-12-26 06:00:00,1
661,2016-12-26 06:15:00,25
662,2016-12-26 06:30:00,61
663,2016-12-26 06:45:00,57
664,2016-12-26 07:00:00,79
665,2016-12-26 07:15:00,113
666,2016-12-26 07:30:00,108
667,2016-12-26 07:45:00,125
668,2016-12-26 08:00:00,122
669,2016-12-26 08:15:00,162
670,2016-12-26 08:30:00,157
671,2016-12-26 08:45:00,360
672,2016-12-26 09:00:00,410
673,2016-12-26 09:15:00,456
674,2016-12-26 09:30:00,487
675,2016-12-26 09:45:00,531
676,2016-12-26 10:00:00,414
677,2016-12-26 10:15:00,592
678,2016-12-26 10:30:00,711
679,2016-12-26 10:45:00,708
680,2016-12-26 11:00:00,661
681,2016-12-26 11:15:00,191
682,2016-12-26 11:30:00,654
683,2016-12-26 11:45:00,734
684,2016-12-26 12:00:00,713
685,2016-12-26 12:15:00,719
686,2016-12-26 12:30:00,796
687,2016-12-26 12:45:00,762
688,2016-12-26 13:00:00,305
689,2016-12-26 13:15:00,467
690,2016-12-26 13:30:00,202
691,2016-12-26 13:45:00,205
692,2016-12-26 14:00:00,207
693,2016-12-26 14:15:00,179
694,2016-12-26 14:30:00,229
695,2016-12-26 14:45:00,278
696,2016-12-26 15:00:00,595
697,2016-12-26 15:15:00,591
698,2016-12-26 15:30:00,417
699,2016-12-26 15:45:00,142
700,2016-12-26 16:00:00,106
701,2016-12-26 16:15:00,441
702,2016-12-26 16:30:00,316
703,2016-12-26 16:45:00,167
704,2016-12-26 17:00:00,95
705,2016-12-26 17:15:00,102
706,2016-12-26 17:30:00,69
707,2016-12-26 17:45:00,43
708,2016-12-26 18:00:00,36
709,2016-12-26 18:15:00,28
710,2016-12-26 18:30:00,15
711,2016-12-26 18:45:00,3
712,2016-12-26 19:00:00,0
713,2016-12-26 19:15:00,0
714,2016-12-26 19:30:00,0
715,2016-12-26 19:45:00,0
716,2016-12-26 20:00:00,0
717,2016-12-26 20:15:00,0
718,2016-12-26 20:30:00,0
719,2016-12-26 20:45:00,0
720,2016-12-26 21:00:00,0
721,2016-12-26 21:15:00,0
722,2016-12-26 21:30:00,0
723,2016-12-26 21:45:00,0
724,2016-12-26 22:00:00,0
725,2016-12-26 22:15:00,0
726,2016-12-26 22:30:00,0
727,2016-12-26 22:45:00,0
728,2016-12-26 23:00:00,0
729,2016-12-26 23:15:00,0
730,2016-12-26 23:30:00,0
731,2016-12-26 23:45:00,0
732,2016-12-27 00:00:00,0
733,2016-12-27 00:15:00,0
734,2016-12-27 00:30:00,0
735,2016-12-27 00:45:00,0
736,2016-12-27 01:00:00,0
737,2016-12-27 01:15:00,0
738,2016-12-27 01:30:00,0
739,2016-12-27 01:45:00,0
740,2016-12-27 02:00:00,0
741,2016-12-27 02:15:00,0
742,2016-12-27 02:30:00,0
743,2016-12-27 02:45:00,0
744,2016-12-27 03:00:00,0
745,2016-12-27 03:15:00,0
746,2016-12-27 03:30:00,0
747,2016-12-27 03:45:00,0
748,2016-12-27 04:00:00,0
749,2016-12-27 04:15:00,0
750,2016-12-27 04:30:00,0
751,2016-12-27 04:45:00,0
752,2016-12-27 05:00:00,0
753,2016-12-27 05:15:00,0
754,2016-12-27 05:30:00,0
755,2016-12-27 05:45:00,0
756,2016-12-27 06:00:00,0
757,2016-12-27 06:15:00,10
758,2016-12-27 06:30:00,24
759,2016-12-27 06:45:00,35
760,2016-12-27 07:00:00,42
761,2016-12-27 07:15:00,54
762,2016-12-27 07:30:00,124
763,2016-12-27 07:45:00,98
764,2016-12-27 08:00:00,274
765,2016-12-27 08:15:00,301
766,2016-12-27 08:30:00,206
767,2016-12-27 08:45:00,376
768,2016-12-27 09:00:00,431
769,2016-12-27 09:15:00,411
770,2016-12-27 09:30:00,381
771,2016-12-27 09:45:00,294
772,2016-12-27 10:00:00,328
773,2016-12-27 10:15:00,376
774,2016-12-27 10:30:00,271
775,2016-12-27 10:45:00,488
776,2016-12-27 11:00:00,402
777,2016-12-27 11:15:00,481
778,2016-12-27 11:30:00,447
779,2016-12-27 11:45:00,278
780,2016-12-27 12:00:00,190
781,2016-12-27 12:15:00,189
782,2016-12-27 12:30:00,257
783,2016-12-27 12:45:00,221
784,2016-12-27 13:00:00,237
785,2016-12-27 13:15:00,439
786,2016-12-27 13:30:00,268
787,2016-12-27 13:45:00,226
788,2016-12-27 14:00:00,193
789,2016-12-27 14:15:00,195
790,2016-12-27 14:30:00,179
791,2016-12-27 14:45:00,173
792,2016-12-27 15:00:00,180
793,2016-12-27 15:15:00,157
794,2016-12-27 15:30:00,151
795,2016-12-27 15:45:00,111
796,2016-12-27 16:00:00,142
797,2016-12-27 16:15:00,98
798,2016-12-27 16:30:00,78
799,2016-12-27 16:45:00,59
800,2016-12-27 17:00:00,70
801,2016-12-27 17:15:00,50
802,2016-12-27 17:30:00,26
803,2016-12-27 17:45:00,19
804,2016-12-27 18:00:00,17
805,2016-12-27 18:15:00,12
806,2016-12-27 18:30:00,4
807,2016-12-27 18:45:00,0
808,2016-12-27 19:00:00,0
809,2016-12-27 19:15:00,0
810,2016-12-27 19:30:00,0
811,2016-12-27 19:45:00,0
812,2016-12-27 20:00:00,0
813,2016-12-27 20:15:00,0
814,2016-12-27 20:30:00,0
815,2016-12-27 20:45:00,0
816,2016-12-27 21:00:00,0
817,2016-12-27 21:15:00,0
818,2016-12-27 21:30:00,0
819,2016-12-27 21:45:00,0
820,2016-12-27 22:00:00,0
