Alava Wx 2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F)
                    ,wat/m2,%,*F,In,Deg,mph,mph,*F
Date and Time   ,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW
2016-12-20 10:30:00,499,90.8,75,0,207,0,0,72.1
2016-12-20 10:45:00,365,86.9,76.9,0,124,1,0,72.7
2016-12-20 11:00:00,181,87.8,76.5,0,163,0,0,72.6
2016-12-20 11:15:00,193,92.8,74.6,0,196,1,0,72.4
2016-12-20 11:30:00,302,93.3,74.8,0,149,0,0,72.7
2016-12-20 11:45:00,495,89.5,75.8,0,148,1,0,72.5
2016-12-20 12:00:00,529,87.8,76,0,124,2,0,72.1
2016-12-20 12:15:00,484,86.7,76.6,0,98,0,0,72.4
2016-12-20 12:30:00,401,86.7,76.4,0,88,1,0,72.2
2016-12-20 12:45:00,803,84.3,77.6,0,153,0,0,72.5
2016-12-20 13:00:00,478,84.7,78.1,0,155,1,0,73.2
2016-12-20 13:15:00,775,80.6,78.1,0,273,0,0,71.7
2016-12-20 13:30:00,1007,76.1,80.3,0,273,0,0,72.2
2016-12-20 13:45:00,1001,73.7,82,0,273,0,0,73
2016-12-20 14:00:00,194,84.2,77.9,0,184,7,1,72.8
2016-12-20 14:15:00,127,94.7,70.7,0,135,7,1,69.1
2016-12-20 14:30:00,251,97.5,69.7,0,177,2,0,68.9
2016-12-20 14:45:00,163,98.2,69.6,0,118,0,0,69.1
2016-12-20 15:00:00,138,98.4,69.2,0,110,0,0,68.7
2016-12-20 15:15:00,128,98.5,68.7,0,76,2,0,68.2
2016-12-20 15:30:00,138,98.2,68,0,33,1,0,67.5
2016-12-20 15:45:00,159,98.2,67.8,0,67,0,0,67.3
2016-12-20 16:00:00,197,98,67.9,0,136,0,0,67.3
2016-12-20 16:15:00,233,97.6,68.4,0,136,0,0,67.7
2016-12-20 16:30:00,221,96.1,68.6,0,136,0,0,67.4
2016-12-20 16:45:00,182,94.8,68.1,0,136,0,0,66.5
2016-12-20 17:00:00,197,93.6,67.9,0,136,0,0,66
2016-12-20 17:15:00,166,93,68,0,136,0,0,65.9
2016-12-20 17:30:00,126,94.2,68,0,136,0,0,66.2
2016-12-20 17:45:00,115,94.7,68.2,0,136,0,0,66.6
2016-12-20 18:00:00,74,95.2,68.1,0,136,0,0,66.6
2016-12-20 18:15:00,48,97,67.7,0,136,0,0,66.8
2016-12-20 18:30:00,29,97.4,67.4,0,136,0,0,66.6
2016-12-20 18:45:00,14,98.4,67,0,136,0,0,66.5
2016-12-20 19:00:00,0,99,66.6,0,138,0,0,66.3
2016-12-20 19:15:00,0,99.5,66.2,0,160,0,0,66
2016-12-20 19:30:00,0,99.5,66,0,93,2,0,65.8
2016-12-20 19:45:00,0,99.5,65.9,0,103,0,0,65.7
2016-12-20 20:00:00,0,99.7,66,0,103,0,0,65.9
2016-12-20 20:15:00,0,99.8,66.2,0,163,1,0,66.1
2016-12-20 20:30:00,0,99.9,66.4,0,163,0,0,66.4
2016-12-20 20:45:00,0,100,66.6,0,163,0,0,66.6
2016-12-20 21:00:00,0,100,66.8,0,163,0,0,66.8
2016-12-20 21:15:00,0,100,67,0,163,0,0,67
2016-12-20 21:30:00,0,100,67.2,0,163,0,0,67.2
2016-12-20 21:45:00,0,100,67.5,0,163,0,0,67.5
2016-12-20 22:00:00,0,100,67.4,0,234,0,0,67.4
2016-12-20 22:15:00,0,100,67.5,0,234,0,0,67.5
2016-12-20 22:30:00,0,100,67.6,0,234,0,0,67.6
2016-12-20 22:45:00,0,100,67.5,0,234,0,0,67.5
2016-12-20 23:00:00,0,100,67.4,0,234,0,0,67.4
2016-12-20 23:15:00,0,100,67.4,0,234,0,0,67.4
2016-12-20 23:30:00,0,100,67.6,0,135,0,0,67.6
2016-12-20 23:45:00,0,100,67.8,0,135,0,0,67.8
2016-12-21 00:00:00,0,100,68,0,135,0,0,68
2016-12-21 00:15:00,0,100,68.1,0,135,0,0,68.1
2016-12-21 00:30:00,0,100,68.2,0,135,0,0,68.2
2016-12-21 00:45:00,0,100,68.5,0,135,0,0,68.5
2016-12-21 01:00:00,0,100,68.6,0,135,0,0,68.6
2016-12-21 01:15:00,0,100,68.7,0,135,0,0,68.7
2016-12-21 01:30:00,0,100,69,0,160,0,0,69
2016-12-21 01:45:00,0,100,69.1,0,175,1,0,69.1
2016-12-21 02:00:00,0,100,69,0,155,0,0,69
2016-12-21 02:15:00,0,100,69.2,0,132,0,0,69.2
2016-12-21 02:30:00,0,100,69.3,0,115,1,0,69.3
2016-12-21 02:45:00,0,100,69.4,0,192,1,0,69.4
2016-12-21 03:00:00,0,100,69.4,0,261,0,0,69.4
2016-12-21 03:15:00,0,100,69.4,0,179,0,0,69.4
2016-12-21 03:30:00,0,100,69.4,0,166,0,0,69.4
2016-12-21 03:45:00,0,100,69.2,0,72,1,0,69.2
2016-12-21 04:00:00,0,100,69,0,91,1,0,69
2016-12-21 04:15:00,0,100,69,0,159,0,0,69
2016-12-21 04:30:00,0,100,69,0,145,0,0,69
2016-12-21 04:45:00,0,100,68.9,0,145,0,0,68.9
2016-12-21 05:00:00,0,100,68.9,0,145,1,0,68.9
2016-12-21 05:15:00,0,100,69,0,145,0,0,69
2016-12-21 05:30:00,0,100,69,0,120,0,0,69
2016-12-21 05:45:00,0,100,68.9,0,107,1,0,68.9
2016-12-21 06:00:00,1,100,69.1,0,107,0,0,69.1
2016-12-21 06:15:00,6,100,69.4,0,108,0,0,69.4
2016-12-21 06:30:00,8,100,69.5,0,107,1,0,69.5
2016-12-21 06:45:00,13,100,69.8,0,107,0,0,69.8
2016-12-21 07:00:00,15,100,70,0,107,0,0,70
2016-12-21 07:15:00,16,100,70.1,0,168,1,0,70.1
2016-12-21 07:30:00,31,100,70.2,0,180,0,0,70.2
2016-12-21 07:45:00,37,100,70.3,0,180,0,0,70.3
2016-12-21 08:00:00,69,100,70.4,0,180,0,0,70.4
2016-12-21 08:15:00,117,100,70.8,0,180,0,0,70.8
2016-12-21 08:30:00,174,100,71,0,180,0,0,71
2016-12-21 08:45:00,194,100,70.8,0,180,0,0,70.8
2016-12-21 09:00:00,244,100,71.5,0,180,0,0,71.5
2016-12-21 09:15:00,225,100,72.3,0,180,0,0,72.3
2016-12-21 09:30:00,379,100,73.2,0,180,0,0,73.2
2016-12-21 09:45:00,373,100,73.8,0,180,0,0,73.8
2016-12-21 10:00:00,361,100,74.3,0,180,0,0,74.3
2016-12-21 10:15:00,221,99.5,74,0,180,0,0,73.8
2016-12-21 10:30:00,69,98.2,72.6,0,180,0,0,72
2016-12-21 10:45:00,76,98.3,71.6,0,180,0,0,71.1
2016-12-21 11:00:00,105,98.7,71.7,0,180,0,0,71.3
2016-12-21 11:15:00,201,99.1,71.9,0,180,0,0,71.6
2016-12-21 11:30:00,331,98.7,72.8,0,180,0,0,72.4
2016-12-21 11:45:00,393,97,73.2,0,180,0,0,72.3
2016-12-21 12:00:00,584,95.6,74.4,0,180,0,0,73
2016-12-21 12:15:00,892,85.3,78,0,179,0,0,73.3
2016-12-21 12:30:00,668,81.8,79.4,0,183,0,0,73.4
2016-12-21 12:45:00,683,82.8,78.8,0,208,0,0,73.2
2016-12-21 13:00:00,441,82.4,78.7,0,261,0,0,73
2016-12-21 13:15:00,716,81.6,78.4,0,261,1,0,72.4
2016-12-21 13:30:00,926,75.8,80.5,0,268,0,0,72.3
2016-12-21 13:45:00,443,79,79.4,0,286,0,0,72.4
2016-12-21 14:00:00,439,81,77.9,0,286,0,0,71.7
2016-12-21 14:15:00,296,84.5,76.5,0,286,0,0,71.5
2016-12-21 14:30:00,335,86.6,75.2,0,286,0,0,70.9
2016-12-21 14:45:00,346,83.1,75.9,0,286,0,0,70.5
2016-12-21 15:00:00,268,84.3,75.3,0,286,0,0,70.3
2016-12-21 15:15:00,421,83,75.2,0,288,0,0,69.7
2016-12-21 15:30:00,56,87.6,73.3,0,192,1,0,69.4
2016-12-21 15:45:00,54,94.6,70.5,0,211,0,0,68.8
2016-12-21 16:00:00,38,96.8,69.4,0,91,1,0,68.4
2016-12-21 16:15:00,32,98.3,68.9,0,96,0,0,68.4
2016-12-21 16:30:00,22,99.1,68.5,0,98,1,0,68.2
2016-12-21 16:45:00,24,99.5,68.3,0,88,0,0,68.1
2016-12-21 17:00:00,25,99.5,68.2,0,138,1,0,68
2016-12-21 17:15:00,30,99.7,68.1,0,153,0,0,68
2016-12-21 17:30:00,27,99.9,68.1,0,144,1,0,68.1
2016-12-21 17:45:00,26,100,68.1,0,135,1,0,68.1
2016-12-21 18:00:00,21,100,67.8,0,125,1,0,67.8
2016-12-21 18:15:00,12,100,67.5,0,139,2,0,67.5
2016-12-21 18:30:00,6,100,67.7,0,124,2,0,67.7
2016-12-21 18:45:00,2,100,67.9,0,117,0,0,67.9
2016-12-21 19:00:00,0,100,67.9,0,94,0,0,67.9
2016-12-21 19:15:00,0,100,67.9,0,98,2,0,67.9
2016-12-21 19:30:00,0,100,67.9,0,149,1,0,67.9
2016-12-21 19:45:00,0,100,67.8,0,111,0,0,67.8
2016-12-21 20:00:00,0,100,67.8,0,172,2,0,67.8
2016-12-21 20:15:00,0,100,68,0,138,2,0,68
2016-12-21 20:30:00,0,100,68.1,0,100,1,0,68.1
2016-12-21 20:45:00,0,100,68.2,0,104,1,0,68.2
2016-12-21 21:00:00,0,100,68.2,0,103,1,0,68.2
2016-12-21 21:15:00,0,100,68.3,0,160,2,0,68.3
2016-12-21 21:30:00,0,100,68.2,0,135,3,0,68.2
2016-12-21 21:45:00,0,100,67.9,0,145,1,0,67.9
2016-12-21 22:00:00,0,100,68.1,0,142,1,0,68.1
2016-12-21 22:15:00,0,100,68.2,0,141,2,0,68.2
2016-12-21 22:30:00,0,100,68.2,0,112,2,0,68.2
2016-12-21 22:45:00,0,100,68.1,0,144,3,0,68.1
2016-12-21 23:00:00,0,100,68,0,129,2,0,68
2016-12-21 23:15:00,0,100,68.1,0,153,3,0,68.1
2016-12-21 23:30:00,0,100,68.2,0,151,3,0,68.2
2016-12-21 23:45:00,0,100,68.4,0,136,3,0,68.4
2016-12-22 00:00:00,0,100,68.6,0,196,3,0,68.6
2016-12-22 00:15:00,0,100,68.7,0,152,4,0,68.7
2016-12-22 00:30:00,0,100,68.7,0,136,6,0,68.7
2016-12-22 00:45:00,0,100,68.7,0,145,3,0,68.7
2016-12-22 01:00:00,0,100,68.9,0,153,3,0,68.9
2016-12-22 01:15:00,0,100,68.9,0,165,4,0,68.9
2016-12-22 01:30:00,0,100,68.8,0,184,2,0,68.8
2016-12-22 01:45:00,0,100,68.9,0,135,4,0,68.9
2016-12-22 02:00:00,0,100,68.9,0,172,3,0,68.9
2016-12-22 02:15:00,0,100,69,0,163,3,0,69
2016-12-22 02:30:00,0,100,69,0,166,4,0,69
2016-12-22 02:45:00,0,100,68.9,0,145,2,0,68.9
2016-12-22 03:00:00,0,100,68.8,0,146,3,0,68.8
2016-12-22 03:15:00,0,100,69,0,125,3,0,69
2016-12-22 03:30:00,0,100,69,0,148,2,0,69
2016-12-22 03:45:00,0,100,69,0,176,4,0,69
2016-12-22 04:00:00,0,100,69.2,0,155,5,0,69.2
2016-12-22 04:15:00,0,100,69.4,0,158,2,0,69.4
2016-12-22 04:30:00,0,100,69.5,0,145,2,0,69.5
2016-12-22 04:45:00,0,100,69.3,0,163,2,0,69.3
2016-12-22 05:00:00,0,100,69.3,0,125,2,0,69.3
2016-12-22 05:15:00,0,100,69.3,0,148,4,0,69.3
2016-12-22 05:30:00,0,100,69.5,0,245,2,0,69.5
2016-12-22 05:45:00,0,100,69.7,0,247,4,0,69.7
2016-12-22 06:00:00,0,100,69.6,0,319,8,2,69.6
2016-12-22 06:15:00,3,100,69.3,0,326,4,1,69.3
2016-12-22 06:30:00,7,100,69.4,0,328,8,1,69.4
2016-12-22 06:45:00,13,100,69.5,0,333,8,2,69.5
2016-12-22 07:00:00,18,100,69.6,0,333,6,1,69.6
2016-12-22 07:15:00,18,100,69.7,0,327,6,1,69.7
2016-12-22 07:30:00,6,100,69.6,0,266,11,3,69.6
2016-12-22 07:45:00,6,100,68.2,0,237,8,2,68.2
2016-12-22 08:00:00,6,100,67.7,0,245,7,2,67.7
2016-12-22 08:15:00,7,100,67.9,0,297,11,4,67.9
