Alava Wx 2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
2016-12-22 08:30:00,12,100,68.4,0,312,12,3,68.4
2016-12-22 08:45:00,18,100,68.5,0,300,14,7,68.5
2016-12-22 09:00:00,24,100,68.1,0,297,14,6,68.1
2016-12-22 09:15:00,28,100,67.9,0,288,13,7,67.9
2016-12-22 09:30:00,32,100,67.9,0,268,11,4,67.9
2016-12-22 09:45:00,38,100,68.3,0,293,12,6,68.3
2016-12-22 10:00:00,53,100,68.4,0,310,15,4,68.4
2016-12-22 10:15:00,31,100,68.6,0,303,13,5,68.6
2016-12-22 10:30:00,61,100,68.7,0,316,12,3,68.7
2016-12-22 10:45:00,83,100,68.9,0,317,9,4,68.9
2016-12-22 11:00:00,131,100,69,0,330,5,1,69
2016-12-22 11:15:00,175,100,68.9,0,295,8,3,68.9
2016-12-22 11:30:00,194,100,68.9,0,309,10,4,68.9
2016-12-22 11:45:00,186,100,69.2,0,302,8,2,69.2
2016-12-22 12:00:00,187,100,69.5,0,289,5,0,69.5
2016-12-22 12:15:00,170,100,69.4,0,292,6,1,69.4
2016-12-22 12:30:00,117,100,69,0,285,4,1,69
2016-12-22 12:45:00,127,100,69,0,225,4,0,69
2016-12-22 13:00:00,101,100,69.4,0,201,3,0,69.4
2016-12-22 13:15:00,46,100,68.7,0,231,3,0,68.7
2016-12-22 13:30:00,46,100,68.8,0,165,2,0,68.8
2016-12-22 13:45:00,57,100,68.4,0,160,0,0,68.4
2016-12-22 14:00:00,60,100,68.3,0,217,6,0,68.3
2016-12-22 14:15:00,57,100,68.3,0,182,2,0,68.3
2016-12-22 14:30:00,63,100,68.1,0,206,4,0,68.1
2016-12-22 14:45:00,73,100,67.5,0,204,3,1,67.5
2016-12-22 15:00:00,81,100,67.5,0,192,3,1,67.5
2016-12-22 15:15:00,80,100,67.7,0,192,4,1,67.7
2016-12-22 15:30:00,86,100,67.4,0,214,4,1,67.4
2016-12-22 15:45:00,98,100,67.6,0,303,9,3,67.6
2016-12-22 16:00:00,113,100,67.9,0,323,5,1,67.9
2016-12-22 16:15:00,118,100,68.3,0,330,9,2,68.3
2016-12-22 16:30:00,117,100,68.4,0,328,8,2,68.4
2016-12-22 16:45:00,123,100,68.4,0,323,6,2,68.4
2016-12-22 17:00:00,108,100,68.6,0,330,7,2,68.6
2016-12-22 17:15:00,91,100,68.5,0,319,7,2,68.5
2016-12-22 17:30:00,66,100,68.5,0,328,5,1,68.5
2016-12-22 17:45:00,57,100,68.4,0,323,11,3,68.4
2016-12-22 18:00:00,39,100,68.5,0,323,6,2,68.5
2016-12-22 18:15:00,30,100,68.5,0,320,9,2,68.5
2016-12-22 18:30:00,18,100,68.3,0,327,9,2,68.3
2016-12-22 18:45:00,4,100,68.2,0,321,9,2,68.2
2016-12-22 19:00:00,0,100,68.3,0,319,9,4,68.3
2016-12-22 19:15:00,0,100,68.3,0,306,13,5,68.3
2016-12-22 19:30:00,0,100,68.4,0,289,12,6,68.4
2016-12-22 19:45:00,0,100,68.3,0,310,10,4,68.3
2016-12-22 20:00:00,0,100,68.4,0,310,12,5,68.4
2016-12-22 20:15:00,0,100,68.5,0,304,13,5,68.5
2016-12-22 20:30:00,0,100,68.5,0,302,12,4,68.5
2016-12-22 20:45:00,0,100,68.7,0,295,10,4,68.7
2016-12-22 21:00:00,0,100,68.6,0,288,9,3,68.6
2016-12-22 21:15:00,0,100,68.6,0,279,9,3,68.6
2016-12-22 21:30:00,0,100,68.6,0,285,9,3,68.6
2016-12-22 21:45:00,0,100,68.6,0,292,7,3,68.6
2016-12-22 22:00:00,0,100,68.5,0,293,9,4,68.5
2016-12-22 22:15:00,0,100,68.7,0,310,11,4,68.7
2016-12-22 22:30:00,0,100,68.8,0,313,9,3,68.8
2016-12-22 22:45:00,0,100,69.1,0,302,9,4,69.1
2016-12-22 23:00:00,0,100,68.9,0,297,10,5,68.9
2016-12-22 23:15:00,0,100,68.9,0,304,10,3,68.9
2016-12-22 23:30:00,0,100,68.9,0,309,9,3,68.9
2016-12-22 23:45:00,0,100,69,0,292,9,3,69
2016-12-23 00:00:00,0,100,68.9,0,293,8,2,68.9
2016-12-23 00:15:00,0,100,69,0,299,10,4,69
2016-12-23 00:30:00,0,100,69,0,275,9,3,69
2016-12-23 00:45:00,0,100,69,0,302,10,4,69
2016-12-23 01:00:00,0,100,69,0,302,10,6,69
2016-12-23 01:15:00,0,100,68.8,0,316,8,3,68.8
2016-12-23 01:30:00,0,100,68.9,0,297,10,4,68.9
2016-12-23 01:45:00,0,100,69,0,304,10,3,69
2016-12-23 02:00:00,0,100,69,0,296,8,3,69
2016-12-23 02:15:00,0,100,69.2,0,283,9,2,69.2
2016-12-23 02:30:00,0,100,68.9,0,228,6,1,68.9
2016-12-23 02:45:00,0,100,68.4,0,139,3,0,68.4
2016-12-23 03:00:00,0,100,67.4,0,228,2,0,67.4
2016-12-23 03:15:00,0,100,67.7,0,234,8,2,67.7
2016-12-23 03:30:00,0,100,67.9,0,223,6,2,67.9
2016-12-23 03:45:00,0,100,68,0,256,9,2,68
2016-12-23 04:00:00,0,100,68.1,0,314,9,2,68.1
2016-12-23 04:15:00,0,100,68,0,316,8,2,68
2016-12-23 04:30:00,0,100,68.2,0,309,9,3,68.2
2016-12-23 04:45:00,0,100,68.6,0,296,12,5,68.6
2016-12-23 05:00:00,0,100,68.6,0,304,11,5,68.6
2016-12-23 05:15:00,0,100,68.5,0,265,7,2,68.5
2016-12-23 05:30:00,0,100,67.9,0,275,9,2,67.9
2016-12-23 05:45:00,0,100,67.9,0,213,3,0,67.9
2016-12-23 06:00:00,0,100,67.7,0,200,7,2,67.7
2016-12-23 06:15:00,0,100,67.1,0,199,5,1,67.1
2016-12-23 06:30:00,0,100,67.2,0,254,6,2,67.2
2016-12-23 06:45:00,0,100,67.3,0,244,5,2,67.3
2016-12-23 07:00:00,1,100,67,0,208,8,3,67
2016-12-23 07:15:00,3,100,66.7,0,245,9,3,66.7
2016-12-23 07:30:00,10,100,66.6,0,288,12,4,66.6
2016-12-23 07:45:00,15,100,66.7,0,275,10,3,66.7
2016-12-23 08:00:00,20,100,66.9,0,269,9,3,66.9
2016-12-23 08:15:00,24,100,67.2,0,216,5,2,67.2
2016-12-23 08:30:00,27,100,67.6,0,179,5,2,67.6
2016-12-23 08:45:00,36,100,67.7,0,207,4,2,67.7
2016-12-23 09:00:00,56,100,67.4,0,210,7,2,67.4
2016-12-23 09:15:00,71,100,67.2,0,186,7,2,67.2
2016-12-23 09:30:00,70,100,67.4,0,211,7,1,67.4
2016-12-23 09:45:00,70,100,67.5,0,208,7,3,67.5
2016-12-23 10:00:00,80,100,67.1,0,237,8,3,67.1
2016-12-23 10:15:00,103,100,67.3,0,247,6,1,67.3
2016-12-23 10:30:00,111,100,67.8,0,200,4,0,67.8
2016-12-23 10:45:00,116,100,68,0,139,3,0,68
2016-12-23 11:00:00,140,100,68.1,0,151,4,0,68.1
2016-12-23 11:15:00,172,100,68.1,0,151,7,0,68.1
2016-12-23 11:30:00,187,100,68,0,124,6,0,68
2016-12-23 11:45:00,227,100,68.2,0,117,2,0,68.2
2016-12-23 12:00:00,279,100,68.6,0,96,3,0,68.6
2016-12-23 12:15:00,353,99.8,69,0,114,1,0,68.9
2016-12-23 12:30:00,467,99.3,69.5,0,80,1,0,69.3
2016-12-23 12:45:00,566,96.1,70.7,0,94,1,0,69.5
2016-12-23 13:00:00,657,92.6,72.2,0,35,1,0,69.9
2016-12-23 13:15:00,951,86.9,74.6,0,97,0,0,70.5
2016-12-23 13:30:00,961,83.7,77,0,43,0,0,71.7
2016-12-23 13:45:00,779,80.2,78.5,0,11,0,0,72
2016-12-23 14:00:00,679,80,78.4,0,11,0,0,71.8
2016-12-23 14:15:00,612,80.4,78.4,0,8,0,0,72
2016-12-23 14:30:00,510,82.4,77.3,0,8,0,0,71.6
2016-12-23 14:45:00,432,83.9,76.7,0,8,0,0,71.5
2016-12-23 15:00:00,403,84.3,76.3,0,8,0,0,71.3
2016-12-23 15:15:00,432,85.2,76,0,8,0,0,71.3
2016-12-23 15:30:00,394,84.8,75.6,0,201,2,0,70.7
2016-12-23 15:45:00,394,85.8,75.2,0,201,0,0,70.7
2016-12-23 16:00:00,367,85.8,75.4,0,251,0,0,70.9
2016-12-23 16:15:00,293,86,75.2,0,251,0,0,70.8
2016-12-23 16:30:00,291,86.7,74.6,0,251,0,0,70.4
2016-12-23 16:45:00,250,86.7,74.2,0,251,0,0,70
2016-12-23 17:00:00,224,87.1,73.5,0,251,0,0,69.4
2016-12-23 17:15:00,215,86.9,73.6,0,251,0,0,69.5
2016-12-23 17:30:00,169,86.8,73,0,251,0,0,68.8
2016-12-23 17:45:00,136,87.6,72,0,251,0,0,68.1
2016-12-23 18:00:00,97,90.5,70.6,0,251,0,0,67.7
2016-12-23 18:15:00,70,92.8,69.9,0,251,0,0,67.7
2016-12-23 18:30:00,39,94.7,68.8,0,251,0,0,67.2
2016-12-23 18:45:00,16,95.7,68.2,0,224,0,0,66.9
2016-12-23 19:00:00,1,97.2,67.4,0,170,0,0,66.6
2016-12-23 19:15:00,0,98.2,67,0,170,0,0,66.5
2016-12-23 19:30:00,0,99.1,67,0,211,3,0,66.7
2016-12-23 19:45:00,0,99.5,66.5,0,286,0,0,66.3
2016-12-23 20:00:00,0,99.5,66.4,0,122,1,0,66.2
2016-12-23 20:15:00,0,99.6,65.8,0,49,0,0,65.7
2016-12-23 20:30:00,0,99.8,65.4,0,46,0,0,65.3
2016-12-23 20:45:00,0,99.9,65.3,0,46,0,0,65.3
2016-12-23 21:00:00,0,100,65.1,0,46,0,0,65.1
2016-12-23 21:15:00,0,100,65.3,0,46,0,0,65.3
2016-12-23 21:30:00,0,100,65.2,0,46,0,0,65.2
2016-12-23 21:45:00,0,100,65.3,0,46,0,0,65.3
2016-12-23 22:00:00,0,100,65.2,0,131,0,0,65.2
2016-12-23 22:15:00,0,100,65.3,0,330,1,0,65.3
2016-12-23 22:30:00,0,100,65.4,0,125,1,0,65.4
2016-12-23 22:45:00,0,100,65.3,0,11,0,0,65.3
2016-12-23 23:00:00,0,100,65.3,0,11,0,0,65.3
2016-12-23 23:15:00,0,100,65.2,0,351,0,0,65.2
2016-12-23 23:30:00,0,100,65.4,0,351,0,0,65.4
2016-12-23 23:45:00,0,100,65.3,0,351,0,0,65.3
2016-12-24 00:00:00,0,100,65.2,0,25,0,0,65.2
2016-12-24 00:15:00,0,100,65.3,0,25,0,0,65.3
2016-12-24 00:30:00,0,100,65.1,0,25,0,0,65.1
2016-12-24 00:45:00,0,100,65.2,0,25,0,0,65.2
2016-12-24 01:00:00,0,100,65.3,0,28,0,0,65.3
2016-12-24 01:15:00,0,100,65.1,0,42,1,0,65.1
2016-12-24 01:30:00,0,100,64.8,0,42,0,0,64.8
2016-12-24 01:45:00,0,100,64.7,0,42,0,0,64.7
2016-12-24 02:00:00,0,100,64.6,0,42,0,0,64.6
2016-12-24 02:15:00,0,100,64.6,0,57,1,0,64.6
2016-12-24 02:30:00,0,100,64.6,0,90,0,0,64.6
2016-12-24 02:45:00,0,100,64.6,0,81,1,0,64.6
2016-12-24 03:00:00,0,100,64.7,0,81,1,0,64.7
2016-12-24 03:15:00,0,100,64.7,0,81,0,0,64.7
2016-12-24 03:30:00,0,100,65.1,0,81,0,0,65.1
2016-12-24 03:45:00,0,100,65.6,0,62,1,0,65.6
2016-12-24 04:00:00,0,100,64.9,0,107,2,0,64.9
2016-12-24 04:15:00,0,100,64.6,0,128,1,0,64.6
2016-12-24 04:30:00,0,100,64.6,0,194,1,0,64.6
2016-12-24 04:45:00,0,100,64.4,0,221,0,0,64.4
2016-12-24 05:00:00,0,100,64.2,0,227,1,0,64.2
2016-12-24 05:15:00,0,100,64.4,0,271,1,0,64.4
2016-12-24 05:30:00,0,100,64.7,0,234,0,0,64.7
2016-12-24 05:45:00,0,100,64.6,0,83,1,0,64.6
2016-12-24 06:00:00,6,100,64.8,0,279,1,0,64.8
2016-12-24 06:15:00,31,100,64.9,0,283,0,0,64.9
2016-12-24 06:30:00,87,100,65.3,0,285,0,0,65.3
2016-12-24 06:45:00,93,100,65.8,0,285,0,0,65.8
2016-12-24 07:00:00,164,100,66.4,0,285,0,0,66.4
2016-12-24 07:15:00,274,100,67.4,0,285,0,0,67.4
2016-12-24 07:30:00,330,100,68.4,0,285,0,0,68.4
2016-12-24 07:45:00,420,100,69,0,285,0,0,69
2016-12-24 08:00:00,556,100,71.2,0,285,0,0,71.2
2016-12-24 08:15:00,491,99.5,72,0,285,0,0,71.8
2016-12-24 08:30:00,305,97.9,72.5,0,285,0,0,71.9
2016-12-24 08:45:00,438,97,72.7,0,285,0,0,71.8
2016-12-24 09:00:00,802,91.6,75.4,0,285,0,0,72.8
2016-12-24 09:15:00,689,84.5,77.4,0,285,0,0,72.4
2016-12-24 09:30:00,571,85.1,77.3,0,285,0,0,72.5
2016-12-24 09:45:00,512,85,77.3,0,285,0,0,72.5
2016-12-24 10:00:00,950,82.5,78.8,0,285,0,0,73.1
2016-12-24 10:15:00,951,80.4,79.9,0,285,0,0,73.4
2016-12-24 10:30:00,626,81.2,79.8,0,285,0,0,73.6
2016-12-24 10:45:00,609,80.6,79.6,0,285,0,0,73.2
2016-12-24 11:00:00,558,81.6,79.3,0,285,0,0,73.3
2016-12-24 11:15:00,512,85.9,77.8,0,285,0,0,73.3
2016-12-24 11:30:00,600,84.3,77.9,0,285,0,0,72.8
2016-12-24 11:45:00,1097,80.5,79.6,0,285,0,0,73.2
2016-12-24 12:00:00,1316,74.1,82,0,285,0,0,73.1
2016-12-24 12:15:00,1375,70.1,83.4,0,285,0,0,72.9
2016-12-24 12:30:00,1073,68.2,84.1,0,286,0,0,72.7
2016-12-24 12:45:00,1265,72.9,83.4,0,286,0,0,74
2016-12-24 13:00:00,1149,70.7,83.8,0,286,0,0,73.5
2016-12-24 13:15:00,1140,72.1,83.5,0,286,0,0,73.8
2016-12-24 13:30:00,1088,70,84,0,286,0,0,73.4
2016-12-24 13:45:00,800,71.7,83.1,0,286,0,0,73.2
2016-12-24 14:00:00,860,74.3,81.7,0,286,0,0,72.9
2016-12-24 14:15:00,971,70.9,82.7,0,288,0,0,72.5
2016-12-24 14:30:00,893,71,83.5,0,286,0,0,73.3
2016-12-24 14:45:00,977,69.7,83.5,0,286,0,0,72.8
2016-12-24 15:00:00,984,67.5,84,0,111,0,0,72.3
2016-12-24 15:15:00,987,65.7,84.4,0,21,0,0,71.9
2016-12-24 15:30:00,846,63.9,84,0,63,1,0,70.7
2016-12-24 15:45:00,662,76.8,79.9,0,163,1,0,72.1
2016-12-24 16:00:00,424,75.8,78.2,0,271,1,0,70.1
2016-12-24 16:15:00,204,83.6,74.3,0,210,5,0,69.1
2016-12-24 16:30:00,226,88.1,71.1,0,72,5,1,67.4
2016-12-24 16:45:00,188,93.3,69.5,0,52,3,0,67.4
2016-12-24 17:00:00,376,90.8,70.4,0,63,0,0,67.6
2016-12-24 17:15:00,211,88.1,71.4,0,96,3,0,67.7
