Afono WX,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
2017-12-01 04:45:00,9473,13.05,25.39,77.98,91.3,0,1.916,204.4,52.53,0,3.21844e-07
2017-12-01 05:00:00,9474,13.05,25.39,77.79,95.2,0,0.768,184.6,32.36,0,0
2017-12-01 05:15:00,9475,13.05,25.32,77.63,97,0,0.556,172.1,13.76,0.001,5.364066e-07
2017-12-01 05:30:00,9476,13.05,25.4,77.73,97.3,0.12,4.125,186.9,45.47,0.028,2.542568e-05
2017-12-01 05:45:00,9477,13.05,25.32,77.14,97.6,0.01,3.305,195.8,40.06,1.988,0.001789131
2017-12-01 06:00:00,9478,13.06,25.19,77.29,97.1,0,2.509,211,38,16.14,0.01452707
2017-12-01 06:15:00,9479,13.11,25.27,77.4,96.4,0,2.476,208.9,22.31,40.28,0.03625047
2017-12-01 06:30:00,9480,13.16,25.39,77.49,97.1,0,1.173,211.8,29.51,47.91,0.04311454
2017-12-01 06:45:00,9481,13.24,25.58,77.54,97,0,1.018,216.7,18.37,70.76,0.06368166
2017-12-01 07:00:00,9482,13.44,25.93,78.35,94.4,0,2.122,197.3,26.95,95.7,0.08608823
2017-12-01 07:15:00,9483,13.24,29.69,78.6,94.9,0,1.221,212.3,15.91,141.9,0.1276832
2017-12-01 07:30:00,9484,13.2,31.14,79.76,91.8,0,2.576,215.3,29.92,191.5,0.1723684
2017-12-01 07:45:00,9485,13.3,31.89,80.1,93.1,0,2.323,184.7,38.63,157.2,0.1415167
2017-12-01 08:00:00,9486,13.4,32.4,80.6,89.8,0,1.985,169.4,42.73,225.3,0.2028119
2017-12-01 08:15:00,9487,13.53,32.97,81.4,88.4,0,2.557,152.5,42.89,243.9,0.2195071
2017-12-01 08:30:00,9488,13.55,33.42,81.4,87,0,3.011,187.9,23.96,328.8,0.2959203
2017-12-01 08:45:00,9489,13.46,34.16,81.7,88.2,0,1.604,181.6,55.87,261.6,0.2354667
2017-12-01 09:00:00,9490,13.45,34.57,81.4,89,0,2.67,184.9,24.05,292.7,0.2634681
2017-12-01 09:15:00,9491,13.44,34.63,81.7,84.5,0,2.302,195.2,21.53,426,0.3834125
2017-12-01 09:30:00,9492,13.44,35.07,82.5,87.8,0,2.55,186.7,31.45,383.2,0.3449053
2017-12-01 09:45:00,9493,13.44,35.98,82.9,85.1,0,3.428,171.5,41.04,546.3,0.4916975
2017-12-01 10:00:00,9494,13.42,36.36,82.6,84.9,0,3.376,180.9,25.09,499.2,0.4492663
2017-12-01 10:15:00,9495,13.41,36.55,82.9,85.4,0,2.496,181.7,44.18,431.6,0.3884677
2017-12-01 10:30:00,9496,13.4,36.67,83.1,87.9,0,2.53,185.5,33.17,586.7,0.5280506
2017-12-01 10:45:00,9497,13.38,36.83,82.8,85.1,0,3.137,175,41.51,326,0.2933553
2017-12-01 11:00:00,9498,13.41,36.7,82.8,82,0,3.599,178.6,47.68,700.3,0.6302262
2017-12-01 11:15:00,9499,13.38,37.53,83.8,84.5,0,3.603,171.3,40.92,784.3,0.7058401
2017-12-01 11:30:00,9500,13.37,37.59,82.9,86.5,0,2.551,173.1,33.68,405.1,0.3645517
2017-12-01 11:45:00,9501,13.36,37.18,82,88.1,0,2.947,177.1,39.36,222.3,0.2000824
2017-12-01 12:00:00,9502,13.36,36.22,82.3,86.3,0,3.081,169.3,48.52,389.7,0.3506879
2017-12-01 12:15:00,9503,13.39,36.4,82.6,86,0,3.161,198.3,40.81,509.1,0.4582069
2017-12-01 12:30:00,9504,13.39,36.48,82.6,84.1,0,2.779,170.3,51.04,431.7,0.3884891
2017-12-01 12:45:00,9505,13.39,36.78,83.2,85.5,0,2.895,137.4,40.82,561.1,0.5049899
2017-12-01 13:00:00,9506,13.36,36.81,82.3,87.3,0,3.137,165.6,64.6,255.2,0.2296578
2017-12-01 13:15:00,9507,13.36,36.35,82.1,86,0,2.958,139.8,71.17,334.9,0.3014432
2017-12-01 13:30:00,9508,13.36,36.12,82.4,88,0,3.057,169.7,60.03,334.3,0.3008845
2017-12-01 13:45:00,9509,13.37,36.16,82.1,88.3,0,2.321,168.9,39.32,312.9,0.281637
2017-12-01 14:00:00,9510,13.37,35.9,81.6,88.1,0,3.245,182.5,44.84,267.1,0.2404215
2017-12-01 14:15:00,9511,13.4,35.65,81.6,86.8,0,2.904,157.4,57.1,277.4,0.2496505
2017-12-01 14:30:00,9512,13.41,35.47,81.8,88.7,0,2.537,190.7,52.73,279.3,0.2514033
2017-12-01 14:45:00,9513,13.39,35.9,82.4,86.1,0,2.902,158.7,35.17,410.1,0.3690776
2017-12-01 15:00:00,9514,13.39,36.3,82.6,84.3,0,2.556,158.5,65.76,368,0.3312279
2017-12-01 15:15:00,9515,13.37,36.32,82.2,84.9,0,2.725,162.2,64.64,346.2,0.3115716
2017-12-01 15:30:00,9516,13.27,36.22,81.5,88.5,0,2.614,164.9,19.77,128.1,0.1152752
2017-12-01 15:45:00,9517,13.18,34.85,80.9,89.5,0,1.929,175.6,41.55,104.5,0.09409249
2017-12-01 16:00:00,9518,13.18,34.04,80.8,87.2,0,1.474,197.6,23.93,118.4,0.1065225
2017-12-01 16:15:00,9519,13.52,33.62,81,86.5,0,1.763,178.9,41.43,165.2,0.1486679
2017-12-01 16:30:00,9520,13.5,31.09,81.1,88.4,0,1.433,177.7,30.77,115.7,0.1041461
2017-12-01 16:45:00,9521,13.5,30.28,80.8,87.5,0,1.698,165.7,57.08,87.1,0.07838885
2017-12-01 17:00:00,9522,13.5,29.82,80.9,88.1,0,2.878,181.2,47.72,81,0.07293231
2017-12-01 17:15:00,9523,13.49,29.53,80.9,88.3,0,2.42,193.7,41.21,64.94,0.0584474
2017-12-01 17:30:00,9524,13.47,28.79,81,88.6,0,2.183,153.4,33.12,52.92,0.04762937
2017-12-01 17:45:00,9525,13.43,28.49,81.1,88.9,0,2.66,169.9,34.04,40.52,0.03646557
2017-12-01 18:00:00,9526,13.36,28.33,81,89.9,0,2.209,167.2,50.5,20.79,0.01871072
2017-12-01 18:15:00,9527,13.28,28.21,80.9,88.4,0,1.922,208.4,52.56,10.22,0.009194331
2017-12-01 18:30:00,9528,13.23,28.09,81,89.3,0,2.267,182.2,43.22,4.936,0.004442198
2017-12-01 18:45:00,9529,13.21,27.93,80.8,87,0,2.619,168.1,56.39,1.762,0.001585618
2017-12-01 19:00:00,9530,13.19,27.7,80.4,85.2,0,2.129,206.9,30.24,0.098,8.807797e-05
2017-12-01 19:15:00,9531,13.18,27.37,80.2,87.5,0,2.017,196.2,39.8,0,0
2017-12-01 19:30:00,9532,13.17,27.11,80.3,87,0,2.91,158.7,38.08,0,0
2017-12-01 19:45:00,9533,13.17,27,80.1,88.6,0,1.576,192.5,46,0.001,7.509693e-07
2017-12-01 20:00:00,9534,13.16,26.95,79.88,89.7,0,1.435,195.8,47.31,0,0
2017-12-01 20:15:00,9535,13.15,26.91,79.99,90.4,0,1.311,193.1,43.15,0,0
2017-12-01 20:30:00,9536,13.15,27.06,80.5,91.1,0,2.834,191.9,35.77,0,0
2017-12-01 20:45:00,9537,13.14,27.19,80.6,90.9,0,2.051,163,51.42,0.002,1.931064e-06
2017-12-01 21:00:00,9538,13.14,27.22,80.7,88.3,0,2.275,180.1,52.21,0.002,1.394657e-06
2017-12-01 21:15:00,9539,13.14,27.25,80.6,90.5,0,2.021,179.5,48.77,0,0
2017-12-01 21:30:00,9540,13.13,27.23,80.3,92.1,0,2.533,170.2,52.03,0,0
2017-12-01 21:45:00,9541,13.13,27.02,78.99,93.6,0,1.989,189.7,24.95,0,2.145627e-07
2017-12-01 22:00:00,9542,13.12,26.49,78.87,94.3,0,1.731,176.2,41.44,0,0
2017-12-01 22:15:00,9543,13.12,26.26,79.26,91.4,0,2.47,179.7,24.19,0,1.072813e-07
2017-12-01 22:30:00,9544,13.12,26.25,79.1,92.6,0,0.767,187.7,11.58,0,0
2017-12-01 22:45:00,9545,13.11,26.18,79.35,90.6,0,NAN,0,0,125.4,0.1053584
2017-12-01 23:00:00,9546,13.11,26.29,79.79,91,0,NAN,0,0,0,0
2017-12-01 23:15:00,9547,13.11,26.51,79.95,92.2,0,1.667,153.2,35.17,0.001,5.364066e-07
2017-12-01 23:30:00,9548,13.11,26.7,80.1,91.6,0,3.476,175.5,26.89,0,0
2017-12-01 23:45:00,9549,13.11,26.75,79.88,92.2,0,2.826,174.3,39.64,0.001,7.509693e-07
2017-12-02 00:00:00,9550,13.1,26.73,79.75,91.2,0,2.016,179.7,44.65,0,3.21844e-07
2017-12-02 00:15:00,9551,13.1,26.75,80,93.2,0,1.805,197.8,58.27,0.001,6.43688e-07
2017-12-02 00:30:00,9552,13.1,26.8,79.89,92.4,0,2.051,166.1,30.87,0,1.072813e-07
2017-12-02 00:45:00,9553,13.1,26.81,79.95,91.9,0,2.009,190.1,23.95,0,0
2017-12-02 01:00:00,9554,13.1,26.81,79.92,92.8,0,1.476,185.3,39.57,0,3.21844e-07
2017-12-02 01:15:00,9555,13.09,26.81,80,91.7,0,2.376,193.9,44.76,0,0
2017-12-02 01:30:00,9556,13.09,26.82,80.1,91.3,0,2.143,184.2,29.29,0,0
2017-12-02 01:45:00,9557,13.09,26.82,80.1,88.3,0,1.738,194.7,55.92,0,0
2017-12-02 02:00:00,9558,13.09,26.82,80.3,88.1,0,2.03,197.2,55.27,0,0
2017-12-02 02:15:00,9559,13.09,26.87,80.2,89.1,0,2.145,152.1,41.38,0,0
2017-12-02 02:30:00,9560,13.09,26.9,80.3,89,0,2.364,176.4,29.97,0,0
2017-12-02 02:45:00,9561,13.09,26.9,80.2,90.9,0,1.679,175.2,17.4,0,0
2017-12-02 03:00:00,9562,13.08,26.87,79.95,89.7,0,1.716,178.2,34.86,0,0
2017-12-02 03:15:00,9563,13.08,26.83,79.92,90.6,0,1.044,192.8,31.16,0,1.072813e-07
2017-12-02 03:30:00,9564,13.08,26.81,79.94,92.6,0,0.687,168,19.66,0,0
2017-12-02 03:45:00,9565,13.08,26.78,79.93,92.1,0,1.442,178.8,23.71,0,0
2017-12-02 04:00:00,9566,13.08,26.75,79.75,94,0,0.405,172.1,9.54,0,0
2017-12-02 04:15:00,9567,13.08,26.72,77.96,96.4,0.11,1.523,191.4,32.47,0,0
2017-12-02 04:30:00,9568,13.08,26.09,77.49,96,0,2.025,205.3,37.83,0,0
2017-12-02 04:45:00,9569,13.08,25.53,77.82,97.4,0,1.161,197.5,25.59,0,0
2017-12-02 05:00:00,9570,13.07,25.41,77.79,97.4,0,1.669,190.5,34.43,0,0
2017-12-02 05:15:00,9571,13.07,25.46,77.78,97.9,0,1.16,221.2,30.5,0,0
2017-12-02 05:30:00,9572,13.07,25.49,77.93,98,0,1.086,201.9,41.08,0,0
2017-12-02 05:45:00,9573,13.07,25.56,78.1,97.3,0.01,1.749,196.4,28.99,0.021,1.877423e-05
2017-12-02 06:00:00,9574,13.07,25.62,78.15,97.6,0,0.952,198.9,37.01,0.811,0.0007297276
2017-12-02 06:15:00,9575,13.07,25.67,77.83,97.7,0,1.052,213.2,12.13,7.466,0.006719351
2017-12-02 06:30:00,9576,13.08,25.68,77.62,97.9,0,1.08,211.4,7.016,17.67,0.01590371
2017-12-02 06:45:00,9577,13.13,25.79,78.02,95.9,0,1.645,183.6,41.18,34.68,0.03121425
2017-12-02 07:00:00,9578,13.22,26.1,78.62,95.3,0,1.459,176.8,19.73,54.39,0.0489485
2017-12-02 07:15:00,9579,13.05,29.73,79.03,94.9,0,1.65,200.3,23.61,99.1,0.08917074
2017-12-02 07:30:00,9580,12.98,30.9,79.48,93.7,0,1.83,208.2,43.39,122.6,0.1103634
2017-12-02 07:45:00,9581,13.02,31.58,80.1,94,0,0.528,231.2,7.65,162.6,0.1463212
2017-12-02 08:00:00,9582,13,31.97,80.1,94.3,0,1.061,210.6,24.64,124.3,0.111859
2017-12-02 08:15:00,9583,13.01,32.18,80.1,92.9,0,0.802,173.3,39.53,150.4,0.1354015
2017-12-02 08:30:00,9584,13.01,32.5,81.2,89.2,0,1.468,279.5,54.27,148.5,0.1336505
2017-12-02 08:45:00,9585,13.1,33.16,82.3,89.3,0,2.129,303,36.32,277.7,0.2498996
2017-12-02 09:00:00,9586,13.25,33.73,82.4,91.3,0,1.82,288.2,29.94,355.7,0.320156
2017-12-02 09:15:00,9587,13.28,33.88,81.5,90.9,0,2.692,294.1,27.31,269.2,0.2422656
2017-12-02 09:30:00,9588,13.48,34.7,82.5,85,0,2.895,326.5,29,559.5,0.503541
2017-12-02 09:45:00,9589,13.45,36.53,84,84.6,0,3.486,312.7,17.6,737.9,0.6641175
2017-12-02 10:00:00,9590,13.41,37.79,84.6,83.7,0,3.348,317.1,23.77,804,0.7234996
2017-12-02 10:15:00,9591,13.37,38.45,84.5,85.4,0,3.223,315.1,30.45,555.9,0.5003214
2017-12-02 10:30:00,9592,13.37,38.32,83.9,85.4,0,1.775,321.8,30.54,486.5,0.4378768
2017-12-02 10:45:00,9593,13.34,37.84,83.7,87,0.02,3.37,312.4,24.3,426.5,0.3838832
2017-12-02 11:00:00,9594,13.41,36.98,79.09,96,0.12,1.265,257.5,43.72,403.1,0.3628222
2017-12-02 11:15:00,9595,13.43,34.76,79.15,96.7,0,0.399,228.2,12.27,317.5,0.2857214
2017-12-02 11:30:00,9596,13.42,34.04,79.56,96.9,0,0.361,216.7,13.61,218.1,0.1962864
2017-12-02 11:45:00,9597,13.23,33.54,79.48,97.4,0,0.758,255.9,21.45,141.9,0.1277006
2017-12-02 12:00:00,9598,13.48,33,80.1,96.8,0,1.942,306.6,29.74,233.9,0.210515
2017-12-02 12:15:00,9599,13.32,33.1,79.14,97,0.02,4.026,301.3,19.93,135,0.1214782
2017-12-02 12:30:00,9600,13.41,32.58,77.38,97.4,0.01,3.068,295.5,14.35,393.7,0.3543709
2017-12-02 12:45:00,9601,13.49,33.13,78.92,95.2,0,3.301,284.1,13.58,615.8,0.5541792
2017-12-02 13:00:00,9602,13.44,34.48,80.6,93.2,0,3.447,301.7,12.56,657.7,0.5919116
2017-12-02 13:15:00,9603,13.4,34.73,80.2,94,0,3.484,300.8,17.85,317.7,0.2859145
2017-12-02 13:30:00,9604,13.22,34.54,79.3,96,0,4.08,290.9,17.73,87.1,0.07842619
2017-12-02 13:45:00,9605,13.17,33.02,78.82,96.5,0,4.615,293.9,19.61,135.1,0.1215838
2017-12-02 14:00:00,9606,13.19,32.37,78.42,96.6,0,2.157,286.4,19,159.6,0.1436252
2017-12-02 14:15:00,9607,13.17,31.87,78.28,96.9,0,1.92,285.2,27.66,145.5,0.1309863
2017-12-02 14:30:00,9608,13.17,31.78,78.48,96.3,0,1.937,289.1,20.84,123.3,0.1109387
2017-12-02 14:45:00,9609,13.14,31.86,78.75,96.2,0,1.449,292.2,20.14,115,0.1034646
2017-12-02 15:00:00,9610,13.2,32.03,79.17,96.6,0,1.855,301.8,14.48,132.6,0.1193283
2017-12-02 15:15:00,9611,13.22,32.21,79.44,96.6,0,2.673,294.6,16.24,136.6,0.1229386
2017-12-02 15:30:00,9612,13.33,32.49,79.69,96.4,0,2.388,291,14.64,184.7,0.1662412
2017-12-02 15:45:00,9613,13.51,33.62,80.2,95.1,0,2.161,286.7,17.07,236.1,0.2124572
2017-12-02 16:00:00,9614,13.44,34.12,80.5,92.5,0,2.06,275.4,19.61,269,0.2421311
2017-12-02 16:15:00,9615,13.44,33.77,79.81,97,0.25,3.035,283.2,16.36,110.6,0.09952446
2017-12-02 16:30:00,9616,13.47,30.36,77.74,98.7,0.19,1.6,261.7,31.1,77.85,0.07006093
2017-12-02 16:45:00,9617,13.56,27.93,77.58,99.1,0,0.312,239.1,1.14,113.6,0.1022434
2017-12-02 17:00:00,9618,13.57,27.82,78.4,99,0,0.029,214.4,0,141.3,0.1271832
2017-12-02 17:15:00,9619,13.57,27.96,78.59,99.2,0,0,0,0,121.7,0.1094891
2017-12-02 17:30:00,9620,13.57,27.99,78.47,99.2,0,0.156,248.2,1.554,98.7,0.0888549
2017-12-02 17:45:00,9621,13.57,27.85,78.31,99.5,0,0.049,216.4,0.004,68.68,0.06181239
2017-12-02 18:00:00,9622,13.54,27.16,78.46,99.7,0,0,0,0,55.5,0.04994976
2017-12-02 18:15:00,9623,13.48,26.94,78.32,99.8,0,0.03,213.4,0,41.15,0.03703234
2017-12-02 18:30:00,9624,13.39,26.66,78.08,99.8,0,0.094,213.6,0,22.34,0.02010667
2017-12-02 18:45:00,9625,13.3,26.47,78.07,100,0,0,0,0,6.439,0.005794801
2017-12-02 19:00:00,9626,13.25,26.2,78.19,100,0,0,0,0,0.732,0.0006591365
2017-12-02 19:15:00,9627,13.22,25.96,78.16,100,0,0,0,0,0.022,1.995433e-05
2017-12-02 19:30:00,9628,13.21,25.81,77.98,100,0,0.034,167.7,0,0,0
2017-12-02 19:45:00,9629,13.19,25.71,77.88,100,0,0,0,0,0,0
2017-12-02 20:00:00,9630,13.18,25.67,77.87,100,0,0.03,168.1,0,0,0
2017-12-02 20:15:00,9631,13.18,25.64,77.84,100,0,0,0,0,0,1.072813e-07
2017-12-02 20:30:00,9632,13.17,25.66,77.95,100,0,0,0,0,0,0
2017-12-02 20:45:00,9633,13.16,25.71,78.07,100,0,0.032,153.3,0,0,0
2017-12-02 21:00:00,9634,13.16,25.73,78.01,100,0,0.294,162.4,0.486,0,0
2017-12-02 21:15:00,9635,13.15,25.7,77.92,100,0,0.135,155.5,0.199,0,0
2017-12-02 21:30:00,9636,13.15,25.66,77.92,100,0,0.232,166.5,0.007,0,0
2017-12-02 21:45:00,9637,13.15,25.6,77.85,100,0,0,0,0,0,0
2017-12-02 22:00:00,9638,13.14,25.57,77.85,100,0,0,0,0,0,0
2017-12-02 22:15:00,9639,13.14,25.54,77.76,100,0,0.14,158.6,0.008,0,0
2017-12-02 22:30:00,9640,13.14,25.55,77.82,100,0,0,0,0,0,0
2017-12-02 22:45:00,9641,13.13,25.56,77.85,100,0,0.047,156.9,0,0,0
2017-12-02 23:00:00,9642,13.13,25.59,78.15,100,0,0,0,0,0,0
2017-12-02 23:15:00,9643,13.13,25.67,78.28,100,0,0.099,223.3,2.378,0,1.072813e-07
2017-12-02 23:30:00,9644,13.12,25.78,78.34,100,0,0.195,210.3,11.5,0,0
2017-12-02 23:45:00,9645,13.12,25.84,78.42,100,0,0.169,241.1,10.84,0,0
2017-12-03 00:00:00,9646,13.12,25.86,78.17,100,0,0.174,236.9,2.265,0,0
2017-12-03 00:15:00,9647,13.12,25.8,77.68,100,0,0.405,238.3,12.9,0,0
2017-12-03 00:30:00,9648,13.11,25.64,77.68,99.7,0,0.417,252.4,32.09,0,0
2017-12-03 00:45:00,9649,13.11,25.55,77.75,99,0,0.513,261.2,9.56,0,0
2017-12-03 01:00:00,9650,13.11,25.55,77.99,98.6,0,1.427,269.3,15.73,0,0
2017-12-03 01:15:00,9651,13.11,25.59,78.11,97.4,0,1.262,254.6,7.608,0,0
2017-12-03 01:30:00,9652,13.11,25.59,78.3,97,0,1.571,273.1,36.04,0,0
2017-12-03 01:45:00,9653,13.1,25.64,78.53,96.7,0,1.848,270.3,11.89,0,0
2017-12-03 02:00:00,9654,13.1,25.65,78.51,95.7,0,1.982,265.6,19.58,0,0
2017-12-03 02:15:00,9655,13.1,25.63,78.56,96.1,0,2.075,273,11.36,0,0
2017-12-03 02:30:00,9656,13.1,25.65,78.69,93.8,0,2.265,273.2,20.37,0,0
2017-12-03 02:45:00,9657,13.09,25.68,78.86,94.4,0,0.878,261.2,7.457,0,0
2017-12-03 03:00:00,9658,13.09,25.7,78.75,95.6,0,0.551,267.2,7.205,0,0
2017-12-03 03:15:00,9659,13.09,25.7,78.4,96.5,0,0.341,228.5,7.755,0,0
2017-12-03 03:30:00,9660,13.09,25.65,78.51,94.5,0,1.643,270.5,21.22,0,0
2017-12-03 03:45:00,9661,13.09,25.64,78.76,95.2,0,1.26,268.2,11.54,0,0
2017-12-03 04:00:00,9662,13.08,25.82,79.05,95.2,0,3.243,281.6,23.7,0,0
2017-12-03 04:15:00,9663,13.08,25.97,79,95.4,0,2.973,294.9,22.83,0,0
2017-12-03 04:30:00,9664,13.08,25.94,78.33,96.5,0,1.542,268.2,24.66,0,0
2017-12-03 04:45:00,9665,13.08,25.71,78.37,97.1,0,1.371,278.7,15,0,0
2017-12-03 05:00:00,9666,13.08,25.64,78.6,96.9,0,1.507,263.2,12.75,0,0
2017-12-03 05:15:00,9667,13.08,25.82,78.82,95.4,0.01,4.121,298.7,22.07,0,0
2017-12-03 05:30:00,9668,13.07,25.85,78.19,96.3,0,5.847,295.6,19.06,0,0
2017-12-03 05:45:00,9669,13.07,25.81,78.31,97.7,0,5.548,291.1,20.73,0,0
2017-12-03 06:00:00,9670,13.07,25.85,78,97.2,0,5.614,304.2,14.19,0.298,0.000268096
2017-12-03 06:15:00,9671,13.07,25.84,77.75,95.6,0,5.74,302.2,35.02,1.266,0.001139542
2017-12-03 06:30:00,9672,13.07,25.8,77.8,94,0,4.922,299.1,16.44,3.068,0.002761529
2017-12-03 06:45:00,9673,13.07,25.86,78.01,96.4,0,7.579,296.7,15.32,3.847,0.003462505
2017-12-03 07:00:00,9674,13.09,25.87,76.79,96.9,0,7.516,295.3,21.92,16.63,0.01496886
2017-12-03 07:15:00,9675,12.91,28.71,76.29,97.4,0,8.11,301.1,17.7,10.83,0.00974329
2017-12-03 07:30:00,9676,12.89,29.01,75.3,98.3,0,6.929,299.6,22.25,27.17,0.02445167
2017-12-03 07:45:00,9677,12.9,28.95,75.3,99.5,0.04,5.137,296.4,18.95,60.21,0.05419145
2017-12-03 08:00:00,9678,12.92,28.95,74.65,100,0.13,3.532,287.1,15.24,75.09,0.06758294
2017-12-03 08:15:00,9679,12.89,28.79,74.99,100,0.07,2.604,290.3,13.8,51.77,0.04659056
2017-12-03 08:30:00,9680,12.9,28.99,75.47,100,0.02,2.207,281.1,19.08,71.08,0.06397465
2017-12-03 08:45:00,9681,12.94,29.19,75.41,100,0.01,2.338,291.8,14.6,116.7,0.1049976
2017-12-03 09:00:00,9682,12.92,29.2,75.45,100,0.01,1.647,280.2,22.68,97.5,0.08774851
2017-12-03 09:15:00,9683,12.99,29.31,75.43,99.4,0,2.819,291.9,25.09,132.4,0.1191566
2017-12-03 09:30:00,9684,13.27,29.66,75.95,98.7,0,1.531,277.4,17.99,207.6,0.1868666
2017-12-03 09:45:00,9685,13.33,29.95,76.31,99,0,1.624,288.5,10.79,162.9,0.1465946
2017-12-03 10:00:00,9686,13.17,30.02,76.17,98.3,0,2.124,298.7,17.54,116.3,0.1047061
2017-12-03 10:15:00,9687,13.06,30.08,76.41,98.4,0,1.66,295.6,19.5,116.6,0.1049823
2017-12-03 10:30:00,9688,13.05,30.26,76.79,97.1,0,1.902,282.7,14.82,136.2,0.1225888
2017-12-03 10:45:00,9689,13.04,30.46,77.37,97.9,0,1.234,270.3,16.91,130,0.1170055
2017-12-03 11:00:00,9690,13.15,30.75,77.8,97.4,0,1.686,290.3,17.16,169.4,0.1524872
2017-12-03 11:15:00,9691,13.4,31.08,78.31,96.6,0,2.358,307.3,22.28,216.4,0.1947297
2017-12-03 11:30:00,9692,13.46,31.31,78.77,97.1,0,1.93,299.1,9.32,206,0.185406
2017-12-03 11:45:00,9693,13.57,32.53,79.54,95.6,0,2.55,299.6,13.9,311.9,0.2807032
2017-12-03 12:00:00,9694,13.46,33.29,79.95,92.7,0,3.085,294.8,9.45,312.8,0.281523
2017-12-03 12:15:00,9695,13.46,33.6,80.2,91.6,0,3.756,305.5,15.78,255.2,0.2296664
2017-12-03 12:30:00,9696,13.33,33.46,79.49,93.1,0,2.606,293.8,20.57,127.2,0.1144943
2017-12-03 12:45:00,9697,13.23,32.49,79.36,93.8,0,2.522,312,20.13,123.3,0.1109287
2017-12-03 13:00:00,9698,13.21,32.11,79.48,93.5,0,3.312,301.9,17.06,148.6,0.1337608
2017-12-03 13:15:00,9699,13.43,32.3,79.91,93.5,0,3.728,296.8,10.49,217.9,0.1960775
2017-12-03 13:30:00,9700,13.5,32.48,79.89,93.5,0,3.929,298.3,22.01,197.9,0.1781395
2017-12-03 13:45:00,9701,13.22,32.45,78.91,96.7,0.01,4.697,314.7,12.29,75.88,0.06829358
2017-12-03 14:00:00,9702,13,31.83,76.72,96.3,0,7.784,296.7,29.7,27,0.02429579
2017-12-03 14:15:00,9703,12.91,30.67,76.61,96.1,0,7.242,316.2,27.55,16.29,0.01465828
2017-12-03 14:30:00,9704,12.87,30,76.18,96,0,5.69,310.3,18.08,36.97,0.0332703
2017-12-03 14:45:00,9705,12.86,29.63,75.61,97.6,0.01,4.891,309.1,24.92,35.44,0.03189356
2017-12-03 15:00:00,9706,12.86,29.3,75.39,97.9,0,3.303,309,17.8,40.85,0.03676713
2017-12-03 15:15:00,9707,12.85,29.11,74.81,97.7,0.02,3.029,299.3,17.6,44.66,0.04019059
2017-12-03 15:30:00,9708,12.85,28.85,74.22,97.3,0.02,2.345,297.1,21.84,45.38,0.04084501
2017-12-03 15:45:00,9709,12.85,28.56,74.09,97,0.02,2.843,298.8,28.25,49.77,0.04479607
2017-12-03 16:00:00,9710,12.86,28.35,74.04,97.5,0.01,2.588,282.4,20.88,63.19,0.05687123
