Vaipito_Wx,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F)
                    ,wat/m2,%,*F,In,Deg,mph,mph,*F
Date and Time   ,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW
2016-06-08 11:30:00,464,81.3,80.8,4.43,323,109,1,74.6
2016-06-10 12:15:00,224,76.3,81,0.39,80,7,5,73
2016-06-10 12:30:00,267,76.7,81.2,0,100,10,1,73.3
2016-06-10 12:45:00,210,77.1,82.2,0,35,5,0,74.5
2016-06-10 13:00:00,284,76,82.5,0,201,7,0,74.3
2016-06-10 13:15:00,371,75.7,83,0,300,3,0,74.7
2016-06-10 13:30:00,366,75.3,83.1,0,224,5,0,74.7
2016-06-10 13:45:00,273,74.7,82.6,0,88,6,0,73.9
2016-06-10 14:00:00,258,76.5,82.1,0,114,6,0,74.1
2016-06-10 14:15:00,189,76.4,82.1,0,235,2,0,74.1
2016-06-10 14:30:00,291,76.3,82.3,0,187,4,0,74.3
2016-06-10 14:45:00,340,76.5,82.6,0,193,7,0,74.6
2016-06-10 15:00:00,646,74.5,83.5,0,176,4,0,74.7
2016-06-10 15:15:00,358,70.8,85.2,0,216,2,0,74.9
2016-06-10 15:30:00,256,71.8,83.3,0,114,5,0,73.5
2016-06-10 15:45:00,278,73.9,82.3,0,128,8,1,73.3
2016-06-10 16:00:00,218,75.3,82.1,0,100,6,1,73.7
2016-06-10 16:15:00,131,76.2,82.2,0,112,4,0,74.1
2016-06-10 16:30:00,82,76.4,81.8,0,175,4,0,73.8
2016-06-10 16:45:00,94,76.4,81.4,0,111,9,1,73.4
2016-06-10 17:00:00,93,76.4,81.5,0,120,6,1,73.5
2016-06-10 17:15:00,66,76.7,81.4,0,107,5,0,73.5
2016-06-10 17:30:00,35,76.6,81.3,0,112,5,0,73.4
2016-06-10 17:45:00,17,79,81,0,100,2,0,74
2016-06-10 18:00:00,5,80.9,80.2,0,138,0,0,73.9
2016-06-10 18:15:00,0,79.2,79.8,0,134,5,0,72.9
2016-06-10 18:30:00,0,78.5,80.2,0,122,7,0,73
2016-06-10 18:45:00,0,79.4,80.2,0,125,0,0,73.4
2016-06-10 19:00:00,0,80.9,80.1,0,158,2,0,73.8
2016-06-10 19:15:00,0,79.2,80,0,73,3,0,73.1
2016-06-10 19:30:00,0,78.8,80.2,0,114,5,0,73.1
2016-06-10 19:45:00,0,78,80.6,0,101,3,0,73.2
2016-06-10 20:00:00,0,79,80.5,0,60,5,0,73.5
2016-06-10 20:15:00,0,78.5,80.6,0,122,6,0,73.4
2016-06-10 20:30:00,0,77,80.8,0,104,8,0,73.1
2016-06-10 20:45:00,0,77.1,80.8,0,108,8,0,73.1
2016-06-10 21:00:00,0,77.7,80.6,0,131,5,0,73.1
2016-06-10 21:15:00,0,77.7,80.8,0,115,6,1,73.3
2016-06-10 21:30:00,0,77.4,80.7,0,115,6,1,73.1
2016-06-10 21:45:00,0,78.5,80.7,0,76,10,0,73.5
2016-06-10 22:00:00,0,80.4,80.6,0,118,6,0,74.1
2016-06-10 22:15:00,0,81.7,79.6,0,132,14,2,73.6
2016-06-10 22:30:00,0,82,79,0.01,111,3,0,73.1
2016-06-10 22:45:00,0,84.3,78.7,0,141,9,0,73.6
2016-06-10 23:00:00,0,86.7,78.5,0.15,183,7,0,74.2
2016-06-10 23:15:00,0,90.5,77.1,0.21,103,8,2,74.1
2016-06-10 23:30:00,0,91.9,77.3,0.03,96,13,3,74.7
2016-06-10 23:45:00,0,93.5,77.5,0.01,88,12,3,75.5
2016-06-11 00:00:00,0,92.9,77.3,0.05,79,6,1,75.1
2016-06-11 00:15:00,0,92.6,77.3,0.02,88,7,1,75
2016-06-11 00:30:00,0,92.5,77.3,0.02,183,5,0,74.9
2016-06-11 00:45:00,0,93.2,76.7,0.05,206,0,0,74.6
2016-06-11 01:00:00,0,94,76.3,0.13,149,0,0,74.4
2016-06-11 01:15:00,0,93.9,75.7,0.03,186,4,0,73.8
2016-06-11 01:30:00,0,94.7,75.6,0.04,146,1,0,73.9
2016-06-11 01:45:00,0,95.4,75.4,0.47,145,8,1,74
2016-06-11 02:00:00,0,95.4,75.3,0.1,103,4,0,73.9
2016-06-11 02:15:00,0,95.7,75.7,0,97,4,0,74.4
2016-06-11 02:30:00,0,94.1,76.4,0,142,4,0,74.5
2016-06-11 02:45:00,0,94,75.9,0,328,0,0,74
2016-06-11 03:00:00,0,94.9,75.9,0.01,319,4,0,74.3
2016-06-11 03:15:00,0,95.1,76.2,0.01,103,1,0,74.7
2016-06-11 03:30:00,0,94.7,76.1,0,172,4,0,74.4
2016-06-11 03:45:00,0,94.6,76.1,0.01,214,1,0,74.4
2016-06-11 04:00:00,0,94.5,76,0,211,3,0,74.3
2016-06-11 04:15:00,0,94.9,76.2,0,196,0,0,74.6
2016-06-11 05:15:00,0,94.8,76.3,0,132,1,0,74.7
2016-06-11 05:30:00,0,95.1,75.9,0,155,0,0,74.4
2016-06-11 05:45:00,0,95.4,75.7,0,155,0,0,74.3
2016-06-11 06:00:00,0,95.8,75.8,0,138,0,0,74.5
2016-06-11 06:15:00,0,96.3,75.9,0,138,0,0,74.7
2016-06-11 06:30:00,0,96.3,76,0,131,0,0,74.8
2016-06-11 10:30:00,358,71.8,81.2,0,264,1,0,71.4
2016-06-11 11:00:00,643,71.4,86.3,0,240,0,0,76.2
2016-06-11 11:15:00,756,68.2,86.5,0,214,4,0,75
2016-06-11 11:30:00,846,66.6,87.3,0,295,5,0,75.1
2016-06-11 11:45:00,841,63.2,88.8,0,302,3,0,75
2016-06-11 12:00:00,829,64.7,89.3,0,303,2,0,76.2
2016-06-11 12:15:00,875,63.1,89.8,0,186,1,0,75.9
2016-06-11 12:30:00,856,63.3,89.7,0,323,2,0,75.9
2016-06-11 12:45:00,860,61.9,89.9,0,326,2,0,75.4
2016-06-11 13:00:00,857,61.2,90,0,314,0,0,75.1
2016-06-11 13:15:00,873,59.1,90.4,0,321,2,0,74.5
2016-06-11 13:30:00,827,58.3,90.6,0,321,2,0,74.2
2016-06-11 13:45:00,842,57.9,90.4,0,317,1,0,73.8
2016-06-11 14:00:00,859,58.7,90.7,0,326,2,0,74.5
2016-06-11 14:15:00,857,60,90.5,0,307,2,0,75
2016-06-11 14:30:00,643,60.2,90.7,0,328,0,0,75.3
2016-06-11 14:45:00,420,62,88.6,0,201,3,0,74.2
2016-06-11 15:00:00,298,65.7,85.8,0,104,3,0,73.3
2016-06-11 15:15:00,246,67.5,84.7,0,98,3,0,73
2016-06-11 15:30:00,249,69.5,85.1,0,28,1,0,74.3
2016-06-11 15:45:00,378,66.4,86.3,0,28,0,0,74.1
2016-06-11 16:00:00,299,69,86.1,0,103,2,0,75
2016-06-11 16:15:00,330,66.4,86.2,0,103,2,0,74
2016-06-11 16:30:00,170,69.9,84.7,0,104,2,0,74
2016-06-11 16:45:00,102,73,84,0,234,0,0,74.6
2016-06-11 17:00:00,73,72.1,83.4,0,204,2,0,73.7
2016-06-11 17:15:00,79,74.1,82.8,0,73,0,0,73.9
2016-06-11 17:30:00,63,76.5,82.6,0,110,0,0,74.6
2016-06-11 17:45:00,22,78.4,81.8,0,101,2,0,74.6
2016-06-11 18:00:00,6,80.2,81.1,0,81,1,0,74.5
2016-06-11 18:15:00,0,80.6,80.7,0,97,1,0,74.3
2016-06-11 18:30:00,0,81.5,80.5,0,111,0,0,74.4
2016-06-11 18:45:00,0,82.6,80.2,0,138,0,0,74.5
2016-06-11 19:00:00,0,84.2,79.9,0,120,2,0,74.8
2016-06-11 19:15:00,0,84.4,79.9,0,110,3,0,74.8
2016-06-11 19:45:00,0,86.1,79.6,0,87,1,0,75.1
2016-06-11 20:00:00,0,87.2,78.8,0,121,0,0,74.7
2016-06-11 20:15:00,0,87.9,78.8,0,138,0,0,74.9
2016-06-11 20:30:00,0,88.7,78.4,0,142,0,0,74.8
2016-06-11 20:45:00,0,89.7,78.1,0,153,0,0,74.8
2016-06-11 23:15:00,0,88.1,78.4,0,124,0,0,74.6
2016-06-12 04:30:00,0,86.9,78.9,0.01,128,5,0,74.7
2016-06-12 04:45:00,0,86.5,79.4,0,131,0,0,75
2016-06-12 05:15:00,0,86.1,79.2,0,110,4,0,74.7
2016-06-12 06:15:00,0,85.8,79.7,0,112,6,0,75.1
2016-06-12 06:30:00,0,85.3,79.9,0,108,1,0,75.1
2016-06-12 06:45:00,0,84.9,79.7,0,100,2,0,74.8
2016-06-12 07:00:00,9,84.2,79.8,0,100,5,0,74.7
2016-06-12 09:00:00,149,81.8,81,0,129,4,0,75
2016-06-12 10:00:00,278,78.6,82.2,0,141,8,0,75
2016-06-12 10:15:00,583,78.4,82.5,0,91,7,0,75.2
2016-06-12 11:15:00,436,79.5,83.6,0,271,10,1,76.7
2016-06-12 11:30:00,375,82.5,82.6,0,203,5,1,76.8
2016-06-12 12:00:00,197,82.3,82.4,0,258,3,1,76.6
2016-06-12 12:15:00,272,84.2,82.5,0.08,286,5,0,77.3
2016-06-12 12:30:00,116,88.7,80.9,0.01,288,7,1,77.3
2016-06-12 12:45:00,138,91,80.2,0.05,247,4,0,77.3
2016-06-12 13:00:00,198,91.9,79.9,0.08,237,8,1,77.3
2016-06-12 15:15:00,194,91.2,79.9,0.18,271,5,0,77.1
2016-06-12 15:30:00,114,87.3,79.7,0.4,248,6,0,75.6
2016-06-12 16:45:00,145,88.1,79,0,124,1,0,75.2
2016-06-12 17:00:00,109,93.7,79.1,0.01,204,4,0,77.1
2016-06-12 18:00:00,3,94,78.7,0,299,4,1,76.8
2016-06-12 18:15:00,1,94.9,78.7,0,278,2,0,77.1
2016-06-12 18:30:00,0,91.7,78.9,0,289,5,0,76.3
2016-06-12 21:30:00,0,91.2,79.2,0,237,4,0,76.4
2016-06-12 21:45:00,0,89.1,79.3,0,182,7,0,75.8
2016-06-12 22:00:00,0,86,79.7,0,172,5,0,75.2
2016-06-12 22:15:00,0,86.9,79.7,0,201,5,0,75.5
2016-06-12 22:30:00,0,87.2,79.6,0.01,193,4,0,75.5
2016-06-12 22:45:00,0,87.2,79.6,0,122,3,0,75.5
2016-06-12 23:00:00,0,87.9,79.3,0,90,1,0,75.4
2016-06-12 23:15:00,0,88.3,78.8,0,66,6,0,75.1
2016-06-13 01:15:00,0,88.9,79.2,0.03,111,5,1,75.6
2016-06-13 01:30:00,0,90.5,77.9,0,132,0,0,74.9
2016-06-13 01:45:00,0,92.3,77.4,0,134,0,0,75
2016-06-13 02:00:00,0,93,77.1,0,134,0,0,74.9
2016-06-13 02:15:00,0,92.7,77,0,127,3,0,74.7
2016-06-13 06:00:00,0,90.1,78.1,0.06,220,4,0,75
2016-06-13 06:15:00,0,89.4,78.1,0.01,111,5,0,74.7
2016-06-13 06:30:00,0,90.4,78.1,0,203,4,0,75.1
2016-06-13 06:45:00,1,92.8,77.8,0,242,3,0,75.5
2016-06-13 09:30:00,127,93.3,78.1,0.14,264,6,1,76
2016-06-13 12:15:00,372,83.6,81.3,0,275,10,2,75.9
2016-06-13 12:45:00,294,83.7,82,0,235,8,2,76.6
2016-06-13 13:00:00,425,90.5,80,0.05,285,11,3,77
2016-06-13 13:30:00,707,87.2,81.1,0,293,7,1,77
2016-06-13 14:15:00,480,87.7,80.7,0.01,272,2017,36,76.7
2016-06-13 14:30:00,475,87.1,81.1,0,280,8,1,76.9
2016-06-13 15:00:00,252,86.7,80.9,0,282,6,0,76.6
2016-06-13 15:15:00,220,86.6,80.4,0,304,7,1,76.1
2016-06-13 15:30:00,181,85.4,80.6,0,276,7,2,75.9
2016-06-13 15:45:00,124,86.3,80.6,0,296,5,0,76.2
2016-06-13 16:00:00,76,86.1,80.5,0,186,3,0,76
2016-06-13 16:15:00,17,86.3,80.1,0,265,4,0,75.7
2016-06-13 16:30:00,10,87.1,79.9,0,285,6,0,75.7
2016-06-13 16:45:00,8,89.7,79,0.01,302,5,1,75.7
2016-06-13 17:00:00,8,91.2,78.5,0.06,293,9,1,75.7
2016-06-13 17:15:00,5,93.7,77.7,0.21,255,7,0,75.7
2016-06-13 17:30:00,9,95,77.3,0,189,3,0,75.7
2016-06-13 17:45:00,5,95.1,77.8,0,255,4,0,76.3
2016-06-13 18:00:00,1,93.6,78.1,0,175,4,0,76.1
2016-06-13 18:15:00,0,93.1,78.4,0,231,4,0,76.2
