Fagaitua_no_rain,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F)
                    ,wat/m2,%,*F,In,Deg,mph,mph,*F
Date and Time   ,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW
2017-06-01 00:00:00,0,84.2,79.2,0,132,9,1,74.1
2017-06-01 00:15:00,0,84.7,79,0,121,9,2,74
2017-06-01 00:30:00,0,84.1,79.2,0,127,9,2,74
2017-06-01 00:45:00,0,82.6,79.2,0,127,12,3,73.5
2017-06-01 01:00:00,0,85.2,78.6,0,114,11,1,73.8
2017-06-01 01:15:00,0,85.1,78.6,0,115,8,2,73.8
2017-06-01 01:30:00,0,85,78.7,0,128,9,2,73.9
2017-06-01 01:45:00,0,84.2,78.5,0,128,11,2,73.4
2017-06-01 02:00:00,0,86.2,78.3,0,110,9,2,73.9
2017-06-01 02:15:00,0,85.8,78.2,0,118,12,2,73.6
2017-06-01 02:30:00,0,86.7,77.8,0,118,9,2,73.5
2017-06-01 02:45:00,0,87.1,77.8,0,115,7,1,73.7
2017-06-01 03:00:00,0,86.8,77.8,0,110,12,2,73.6
2017-06-01 03:15:00,0,87.3,77.5,0,120,9,2,73.4
2017-06-01 03:30:00,0,87.6,77.3,0,131,7,1,73.3
2017-06-01 03:45:00,0,88.9,77.1,0,155,6,0,73.6
2017-06-01 04:00:00,0,87.9,77.3,0,114,6,1,73.4
2017-06-01 04:15:00,0,84.9,78.2,0,121,14,4,73.3
2017-06-01 04:30:00,0,84.1,78.4,0,117,9,3,73.3
2017-06-01 04:45:00,0,85.1,78.6,0,115,12,4,73.8
2017-06-01 05:00:00,0,84.5,78.4,0,120,12,4,73.4
2017-06-01 05:15:00,0,84.9,78.4,0,121,16,3,73.5
2017-06-01 05:30:00,0,86.1,77.9,0,128,13,2,73.4
2017-06-01 05:45:00,0,87.6,77.3,0,100,8,1,73.3
2017-06-01 06:00:00,0,87.1,77.4,0,124,10,3,73.3
2017-06-01 06:15:00,0,85.8,77.8,0,121,7,2,73.2
2017-06-01 06:30:00,0,86,77.8,0,134,6,1,73.3
2017-06-01 06:45:00,1,84.9,78,0,122,7,2,73.1
2017-06-01 07:00:00,8,84.2,78.1,0,110,12,3,73
2017-06-01 07:15:00,45,88.7,76.1,0,80,16,3,72.5
2017-06-01 07:30:00,25,92.1,75.6,0,96,5,1,73.1
2017-06-01 07:45:00,54,90.7,76.4,0,122,14,3,73.5
2017-06-01 08:00:00,67,88.9,76.9,0,120,14,5,73.4
2017-06-01 08:15:00,94,91.3,76.6,0,112,11,4,73.9
2017-06-01 08:30:00,216,90.8,76.5,0,107,10,3,73.6
2017-06-01 08:45:00,271,91.9,77,0,142,8,2,74.4
2017-06-01 09:00:00,330,89.8,77.5,0,129,6,1,74.3
2017-06-01 09:15:00,169,87.3,77.7,0,121,10,2,73.6
2017-06-01 09:30:00,280,84.8,78.6,0,132,15,4,73.7
2017-06-01 09:45:00,347,83.4,79.2,0,136,11,3,73.8
2017-06-01 10:00:00,405,82.7,79.7,0,117,7,2,74
2017-06-01 10:15:00,550,80.1,80.6,0,127,8,2,74
2017-06-01 10:30:00,575,78.4,80.9,0,136,9,2,73.7
2017-06-01 10:45:00,775,77.8,81.6,0,132,8,2,74.1
2017-06-01 11:00:00,542,78.2,81.7,0,139,12,2,74.4
2017-06-01 11:15:00,450,80.2,80.8,0,131,10,2,74.2
2017-06-01 11:30:00,567,79,80.9,0,121,7,2,73.9
2017-06-01 11:45:00,786,78.1,81.5,0,129,6,2,74.2
2017-06-01 12:00:00,765,76.4,82,0,142,10,2,74
2017-06-01 12:15:00,799,76.9,82.4,0,136,7,2,74.6
2017-06-01 12:30:00,596,77.3,82,0,128,7,2,74.3
2017-06-01 12:45:00,783,78.9,82,0,129,6,2,74.9
2017-06-01 13:00:00,610,77.3,82,0,135,8,2,74.3
2017-06-01 13:15:00,816,76.7,81.9,0,131,8,2,74
2017-06-01 13:30:00,517,77.7,82,0,127,6,2,74.5
2017-06-01 13:45:00,517,77.9,81.5,0,124,7,2,74.1
2017-06-01 14:00:00,462,79.2,81.1,0,115,6,2,74.2
2017-06-01 14:15:00,330,80.5,80.7,0,122,10,2,74.3
2017-06-01 14:30:00,377,80.1,80.5,0,129,7,2,73.9
2017-06-01 14:45:00,314,80.6,80.4,0,121,8,2,74
2017-06-01 15:00:00,229,80.6,80,0,114,12,2,73.6
2017-06-01 15:15:00,352,79.3,80.4,0,110,12,4,73.5
2017-06-01 15:30:00,256,80.4,80.1,0,134,8,2,73.6
2017-06-01 15:45:00,157,80.6,79.9,0,111,9,2,73.5
2017-06-01 16:00:00,139,81.8,79.7,0,111,9,1,73.7
2017-06-01 16:15:00,140,81.1,79.6,0,115,9,2,73.4
2017-06-01 16:30:00,103,83.2,79.3,0,121,14,3,73.8
2017-06-01 16:45:00,121,84.5,78.7,0,131,9,2,73.7
2017-06-01 17:00:00,100,85.7,78.8,0,127,7,2,74.2
2017-06-01 17:15:00,64,85.3,78.8,0,124,8,3,74.1
2017-06-01 17:30:00,46,84.5,78.8,0,124,7,2,73.8
2017-06-01 17:45:00,25,81.7,79,0,129,9,3,73
2017-06-01 18:00:00,6,82.6,79.1,0,141,7,3,73.4
2017-06-01 18:15:00,0,81.4,79,0,131,13,4,72.9
2017-06-01 18:30:00,0,83.1,79.1,0,125,11,3,73.6
2017-06-01 18:45:00,0,82.5,79,0,132,11,3,73.3
2017-06-01 19:00:00,0,84,78.9,0,128,8,3,73.7
2017-06-01 19:15:00,0,83.9,78.8,0,121,9,4,73.6
2017-06-01 19:30:00,0,83.4,78.9,0,122,10,3,73.5
2017-06-01 19:45:00,0,83.8,78.8,0,124,8,3,73.5
2017-06-01 20:00:00,0,83,79,0,127,9,3,73.5
2017-06-01 20:15:00,0,82.8,78.9,0,112,11,3,73.3
2017-06-01 20:30:00,0,82.3,79,0,110,12,3,73.2
2017-06-01 20:45:00,0,82.5,79.1,0,108,12,3,73.4
2017-06-01 21:00:00,0,83.4,79,0,125,10,2,73.6
2017-06-01 21:15:00,0,83.3,79,0,112,12,4,73.6
2017-06-01 21:30:00,0,83.2,79,0,136,12,3,73.5
2017-06-01 21:45:00,0,82.6,79,0,118,22,5,73.3
2017-06-01 22:00:00,0,83.7,79,0,124,10,3,73.7
2017-06-01 22:15:00,0,84.4,78.9,0,121,9,2,73.8
2017-06-01 22:30:00,0,85.2,78.8,0,115,6,1,74
2017-06-01 22:45:00,0,85.9,78.8,0,129,12,2,74.3
2017-06-01 23:00:00,0,84.9,78.8,0,110,9,1,73.9
2017-06-01 23:15:00,0,84.3,78.9,0,115,7,2,73.8
2017-06-01 23:30:00,0,84.1,79,0,110,12,3,73.8
2017-06-01 23:45:00,0,82.5,79.1,0,110,11,4,73.4
2017-06-02 00:00:00,0,83.6,79,0,115,10,2,73.7
2017-06-02 00:15:00,0,84.2,78.5,0,80,6,1,73.4
2017-06-02 00:30:00,0,83.1,78.5,0,81,8,2,73
2017-06-02 00:45:00,0,82.4,78.3,0,88,9,1,72.6
2017-06-02 01:00:00,0,83,78.6,0,105,10,2,73.1
2017-06-02 01:15:00,0,84.6,78.4,0,79,6,1,73.4
2017-06-02 01:30:00,0,85.8,78.2,0,103,4,0,73.6
2017-06-02 01:45:00,0,85.7,78.3,0,98,9,1,73.7
2017-06-02 02:00:00,0,86.8,78.1,0,105,10,1,73.9
2017-06-02 02:15:00,0,84.3,77.5,0,107,10,2,72.4
2017-06-02 02:30:00,0,82.4,77.2,0,84,6,1,71.5
2017-06-02 02:45:00,0,82.5,77.2,0,84,7,0,71.5
2017-06-02 03:00:00,0,84,77,0,77,6,1,71.8
2017-06-02 03:15:00,0,85.1,77.1,0,84,4,0,72.3
2017-06-02 03:30:00,0,86.5,77,0,76,4,0,72.7
2017-06-02 03:45:00,0,86.2,77.5,0,80,3,0,73.1
2017-06-02 04:00:00,0,85.2,77.9,0,67,6,1,73.1
2017-06-02 04:15:00,0,84.8,78.1,0,43,4,0,73.2
2017-06-02 04:30:00,0,83.8,78.2,0,55,6,0,73
2017-06-02 04:45:00,0,82.5,78.1,0,74,8,1,72.4
2017-06-02 05:00:00,0,82.6,78.1,0,59,4,0,72.4
2017-06-02 05:15:00,0,82.5,78,0,87,12,1,72.3
2017-06-02 05:30:00,0,81.9,78.4,0,84,5,0,72.5
2017-06-02 05:45:00,0,84.1,78,0,88,5,0,72.9
2017-06-02 06:00:00,0,84.6,77.8,0,73,3,0,72.8
2017-06-02 06:15:00,0,85.7,77.6,0,93,3,0,73
2017-06-02 06:30:00,0,84.4,77.5,0,72,3,0,72.5
2017-06-02 06:45:00,2,82.4,77.8,0,93,4,0,72.1
2017-06-02 07:00:00,16,82.4,78.1,0,104,6,1,72.4
2017-06-02 07:15:00,34,83.3,77.9,0,69,3,0,72.5
2017-06-02 07:30:00,100,83.5,78.1,0,107,3,0,72.8
2017-06-02 07:45:00,164,82.5,79.1,0,108,8,1,73.4
2017-06-02 08:00:00,223,80.6,79.9,0,114,5,1,73.5
2017-06-02 08:15:00,279,79.2,80.4,0,128,6,1,73.5
2017-06-02 08:30:00,323,79,81.1,0,127,4,1,74.1
2017-06-02 08:45:00,386,78.7,81.6,0,135,5,0,74.5
2017-06-02 09:00:00,393,78.1,81.6,0,110,7,1,74.3
2017-06-02 09:15:00,429,78,82,0,110,9,1,74.6
2017-06-02 09:30:00,420,76.5,81.8,0,105,8,2,73.9
2017-06-02 09:45:00,252,78.8,81.4,0,96,7,1,74.3
2017-06-02 10:00:00,346,79.5,80.9,0,110,12,2,74.1
2017-06-02 10:15:00,307,80.1,81.4,0,122,5,0,74.8
2017-06-02 10:30:00,558,76.8,82.1,0,103,6,1,74.3
2017-06-02 10:45:00,871,75.4,83,0,125,7,1,74.6
2017-06-02 11:00:00,907,73.7,84.5,0,136,4,1,75.4
2017-06-02 11:15:00,960,73.5,84.8,0,131,7,1,75.6
2017-06-02 11:30:00,965,72,85.5,0,145,8,1,75.7
2017-06-02 11:45:00,962,71.5,85.3,0,127,5,1,75.3
2017-06-02 12:00:00,1043,71,85.2,0,93,8,2,75
2017-06-02 12:15:00,1009,68.7,84.9,0,70,10,3,73.7
2017-06-02 12:30:00,1080,68.8,85.1,0,86,9,2,74
2017-06-02 12:45:00,689,72.3,84.2,0,96,11,2,74.5
2017-06-02 13:00:00,691,73.9,84.2,0,152,5,1,75.2
2017-06-02 13:15:00,559,74.4,83.4,0,124,6,1,74.6
2017-06-02 13:30:00,672,73.7,83.4,0,115,7,1,74.3
2017-06-02 13:45:00,606,73.9,83.7,0,134,5,0,74.7
2017-06-02 14:00:00,773,73.7,83.7,0,138,8,2,74.6
2017-06-02 14:15:00,396,75.3,83.6,0,128,5,0,75.1
2017-06-02 14:30:00,576,75.4,83,0,122,6,1,74.6
2017-06-02 14:45:00,436,76,82.7,0,122,6,2,74.5
2017-06-02 15:00:00,470,76.2,82.4,0,118,7,1,74.3
2017-06-02 15:15:00,347,76.6,82.1,0,86,4,0,74.2
2017-06-02 15:30:00,546,74.8,82.8,0,90,4,0,74.2
2017-06-02 15:45:00,399,70.5,85,0,112,6,0,74.6
2017-06-02 16:00:00,290,74.6,83,0,97,7,2,74.3
2017-06-02 16:15:00,315,75.5,82.3,0,63,5,0,74
2017-06-02 16:30:00,162,75.8,82.1,0,25,4,0,73.9
2017-06-02 16:45:00,150,77.9,81.3,0,114,3,0,73.9
2017-06-02 17:00:00,149,79,81,0,74,4,0,74
2017-06-02 17:15:00,85,80.5,80.9,0,73,3,0,74.4
2017-06-02 17:30:00,64,80.7,80.2,0,56,4,0,73.8
2017-06-02 17:45:00,41,80.5,80,0,53,5,1,73.6
2017-06-02 18:00:00,12,82.1,79.5,0,59,3,0,73.6
2017-06-02 18:15:00,0,83.2,79.1,0,73,3,0,73.6
2017-06-02 18:30:00,0,84.1,78.9,0,112,3,0,73.7
2017-06-02 18:45:00,0,84.2,78.8,0,57,3,0,73.7
2017-06-02 19:00:00,0,84.4,78.9,0,57,3,0,73.8
2017-06-02 19:15:00,0,84.1,79,0,60,6,0,73.8
2017-06-02 19:30:00,0,83.1,79,0,45,2,0,73.5
2017-06-02 19:45:00,0,81.5,79.1,0,60,6,0,73
2017-06-02 20:00:00,0,82.1,79.3,0,77,5,0,73.4
2017-06-02 20:15:00,0,83.5,79,0,55,5,0,73.6
