ASPA_solar_rad,Unnamed: 1
                    ,Solar Rad (wat/m2)
                    ,wat/m2
Date and Time   ,SRD
2017-04-16 07:15:00,24
2017-04-16 07:30:00,63
2017-04-16 07:45:00,83
2017-04-16 08:00:00,90
2017-04-16 08:15:00,254
2017-04-16 08:30:00,92
2017-04-16 08:45:00,362
2017-04-16 09:00:00,120
2017-04-16 09:15:00,400
2017-04-16 09:30:00,358
2017-04-16 09:45:00,537
2017-04-16 10:00:00,513
2017-04-16 10:15:00,537
2017-04-16 10:30:00,614
2017-04-16 10:45:00,609
2017-04-16 11:00:00,667
2017-04-16 11:15:00,208
2017-04-16 11:30:00,703
2017-04-16 11:45:00,133
2017-04-16 12:00:00,227
2017-04-16 12:15:00,173
2017-04-16 12:30:00,828
2017-04-16 12:45:00,191
2017-04-16 13:00:00,388
2017-04-16 13:15:00,215
2017-04-16 13:30:00,287
2017-04-16 13:45:00,125
2017-04-16 14:00:00,287
2017-04-16 14:15:00,156
2017-04-16 14:30:00,591
2017-04-16 14:45:00,134
2017-04-16 15:00:00,111
2017-04-16 15:15:00,80
2017-04-16 15:30:00,125
2017-04-16 15:45:00,75
2017-04-16 16:00:00,86
2017-04-16 16:15:00,56
2017-04-16 16:30:00,47
2017-04-16 16:45:00,67
2017-04-16 17:00:00,112
2017-04-16 17:15:00,29
2017-04-16 17:30:00,41
2017-04-16 17:45:00,46
2017-04-16 18:00:00,10
2017-04-16 18:15:00,2
2017-04-16 18:30:00,0
2017-04-16 18:45:00,0
2017-04-16 19:00:00,0
2017-04-16 20:30:00,0
2017-04-16 20:45:00,0
2017-04-16 21:00:00,0
2017-04-16 21:15:00,0
2017-04-16 21:30:00,0
2017-04-16 21:45:00,0
2017-04-16 22:00:00,0
2017-04-16 22:15:00,0
2017-04-16 22:30:00,0
2017-04-16 22:45:00,0
2017-04-16 23:00:00,0
2017-04-16 23:15:00,0
2017-04-16 23:30:00,0
2017-04-16 23:45:00,0
2017-04-17 00:00:00,0
2017-04-17 00:15:00,0
2017-04-17 00:30:00,0
2017-04-17 00:45:00,0
2017-04-17 01:00:00,0
2017-04-17 01:15:00,0
2017-04-17 01:30:00,0
2017-04-17 01:45:00,0
2017-04-17 02:00:00,0
2017-04-17 02:15:00,0
2017-04-17 02:30:00,0
2017-04-17 02:45:00,0
2017-04-17 03:00:00,0
2017-04-17 03:15:00,0
2017-04-17 03:30:00,0
2017-04-17 03:45:00,0
2017-04-17 04:00:00,0
2017-04-17 04:15:00,0
2017-04-17 04:30:00,0
2017-04-17 04:45:00,0
2017-04-17 05:00:00,0
2017-04-17 05:15:00,0
2017-04-17 05:30:00,0
2017-04-17 05:45:00,0
2017-04-17 06:00:00,0
2017-04-17 06:15:00,0
2017-04-17 06:30:00,1
2017-04-17 06:45:00,12
2017-04-17 07:00:00,43
2017-04-17 07:15:00,73
2017-04-17 07:30:00,97
2017-04-17 07:45:00,131
2017-04-17 08:00:00,169
2017-04-17 08:15:00,207
2017-04-17 08:30:00,268
2017-04-17 08:45:00,334
2017-04-17 09:00:00,370
2017-04-17 09:15:00,375
2017-04-17 09:30:00,423
2017-04-17 09:45:00,448
2017-04-17 10:00:00,466
2017-04-17 10:15:00,500
2017-04-17 10:30:00,529
2017-04-17 10:45:00,553
2017-04-17 11:00:00,574
2017-04-17 11:15:00,592
2017-04-17 11:30:00,606
2017-04-17 11:45:00,620
2017-04-17 12:00:00,630
2017-04-17 12:15:00,637
2017-04-17 12:30:00,645
2017-04-17 12:45:00,674
2017-04-17 13:00:00,643
2017-04-17 13:15:00,650
2017-04-17 13:30:00,602
2017-04-17 13:45:00,359
