ASPA_solar_rad,Unnamed: 1
                    ,Solar Rad (wat/m2)
                    ,wat/m2
Date and Time   ,SRD
2016-05-26 09:15:00,303
2016-05-26 09:30:00,106
2016-05-26 09:45:00,454
2016-05-26 10:00:00,498
2016-05-26 10:15:00,702
2016-05-26 10:30:00,559
2016-05-26 10:45:00,467
2016-05-26 11:00:00,353
2016-05-26 11:15:00,686
2016-05-26 11:30:00,643
2016-05-26 11:45:00,713
2016-05-26 12:00:00,741
2016-05-26 12:15:00,750
2016-05-26 12:30:00,603
2016-05-26 12:45:00,443
2016-05-26 13:00:00,530
2016-05-26 13:15:00,597
2016-05-26 13:30:00,552
2016-05-26 13:45:00,218
2016-05-26 14:00:00,208
2016-05-26 14:15:00,222
2016-05-26 14:30:00,161
2016-05-26 14:45:00,116
2016-05-26 15:00:00,193
2016-05-26 15:15:00,130
2016-05-26 15:30:00,119
2016-05-26 15:45:00,109
2016-05-26 16:00:00,111
2016-05-26 16:15:00,100
2016-05-26 16:30:00,68
2016-05-26 16:45:00,50
2016-05-26 17:00:00,36
2016-05-26 17:15:00,26
2016-05-26 17:30:00,12
2016-05-26 17:45:00,4
2016-05-26 18:00:00,0
2016-05-26 18:15:00,0
2016-05-26 18:30:00,0
2016-05-26 18:45:00,0
2016-05-26 19:00:00,0
2016-05-26 19:15:00,0
2016-05-26 19:30:00,0
2016-05-26 19:45:00,0
2016-05-26 20:00:00,0
2016-05-26 20:15:00,0
2016-05-26 20:30:00,0
2016-05-26 20:45:00,0
2016-05-26 21:00:00,0
2016-05-26 21:15:00,0
2016-05-26 21:30:00,0
2016-05-26 21:45:00,0
2016-05-26 22:00:00,0
2016-05-26 22:15:00,0
2016-05-26 22:30:00,0
2016-05-26 22:45:00,0
2016-05-26 23:00:00,0
2016-05-26 23:15:00,0
2016-05-26 23:30:00,0
2016-05-26 23:45:00,0
2016-05-27 00:00:00,0
2016-05-27 00:15:00,0
2016-05-27 00:30:00,0
2016-05-27 00:45:00,0
2016-05-27 01:00:00,0
2016-05-27 01:15:00,0
2016-05-27 01:30:00,0
2016-05-27 01:45:00,0
2016-05-27 02:00:00,0
2016-05-27 02:15:00,0
2016-05-27 02:30:00,0
2016-05-27 02:45:00,0
2016-05-27 03:00:00,0
2016-05-27 03:15:00,0
2016-05-27 03:30:00,0
2016-05-27 03:45:00,0
2016-05-27 04:00:00,0
2016-05-27 04:15:00,0
2016-05-27 04:30:00,0
2016-05-27 04:45:00,0
2016-05-27 05:00:00,0
2016-05-27 05:15:00,0
2016-05-27 05:30:00,0
2016-05-27 05:45:00,0
2016-05-27 06:00:00,0
2016-05-27 06:15:00,0
2016-05-27 06:30:00,0
2016-05-27 06:45:00,6
2016-05-27 07:00:00,13
2016-05-27 07:15:00,24
2016-05-27 07:30:00,39
2016-05-27 07:45:00,24
2016-05-27 08:00:00,19
2016-05-27 08:15:00,41
2016-05-27 08:30:00,112
2016-05-27 08:45:00,123
2016-05-27 09:00:00,134
2016-05-27 09:15:00,111
2016-05-27 09:30:00,116
2016-05-27 09:45:00,172
2016-05-27 10:00:00,347
2016-05-27 10:15:00,431
2016-05-27 10:30:00,494
2016-05-27 10:45:00,267
2016-05-27 11:00:00,657
2016-05-27 11:15:00,675
2016-05-27 11:30:00,289
2016-05-27 11:45:00,722
2016-05-27 12:00:00,362
2016-05-27 12:15:00,652
2016-05-27 12:30:00,670
2016-05-27 12:45:00,527
2016-05-27 13:00:00,338
2016-05-27 13:15:00,182
2016-05-27 13:30:00,211
2016-05-27 13:45:00,211
2016-05-27 14:00:00,223
2016-05-27 14:15:00,197
2016-05-27 14:30:00,184
