Alava Wx 2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
2016-08-18 06:30:00,0,99.6,64.2,0,155,0,0,64.1,
2016-08-18 06:45:00,5,99.7,64.2,0,155,0,0,64.1,
2016-08-18 07:00:00,36,99.7,64.2,0,155,0,0,64.1,
2016-08-18 07:15:00,92,99.9,64.5,0,155,0,0,64.5,
2016-08-18 07:30:00,90,99.9,65.1,0,156,0,0,65.1,
2016-08-18 07:45:00,128,99.9,65.5,0,156,0,0,65.5,
2016-08-18 08:00:00,195,100,66.5,0,170,0,0,66.5,
2016-08-18 08:15:00,191,99.8,67.1,0,201,0,0,67,
2016-08-18 08:30:00,201,99.6,67.5,0,201,0,0,67.4,
2016-08-18 08:45:00,376,99.1,68.7,0,241,0,0,68.4,
2016-08-18 09:00:00,458,97.1,70.2,0,256,0,0,69.3,
2016-08-18 09:15:00,286,93.1,71.1,0,261,0,0,69,
2016-08-18 09:30:00,307,92.9,71.5,0,275,0,0,69.3,
2016-08-18 09:45:00,345,89.5,73,0,272,0,0,69.7,
2016-08-18 10:00:00,381,88.8,73,0,278,0,0,69.5,
2016-08-18 10:15:00,339,91.1,72.6,0,278,0,0,69.8,
2016-08-18 10:30:00,434,87.9,73.2,0,275,0,0,69.4,
2016-08-18 10:45:00,269,87.6,72.9,0,261,1,0,69,
2016-08-18 11:00:00,185,89.8,71.6,0,261,0,0,68.4,
2016-08-18 11:15:00,210,91.6,71.2,0,261,0,0,68.6,
2016-08-18 11:30:00,278,88.9,72.2,0,261,0,0,68.7,
2016-08-18 11:45:00,149,90.2,70.7,0,261,0,0,67.7,
2016-08-18 12:00:00,299,91.4,71.1,0,261,0,0,68.4,
2016-08-18 12:15:00,149,90.8,70.4,0,261,0,0,67.6,
2016-08-18 12:30:00,420,91.2,70.9,0,261,0,0,68.2,
2016-08-18 12:45:00,486,86.7,72.9,0,261,0,0,68.7,
2016-08-18 13:00:00,611,80.7,74.9,0,261,0,0,68.7,
2016-08-18 13:15:00,722,77.1,76,0,259,0,0,68.4,
2016-08-18 13:30:00,622,76.6,76.5,0,261,0,0,68.7,
2016-08-18 13:45:00,444,75.8,76.7,0,261,0,0,68.6,
2016-08-18 14:00:00,528,76.9,75.7,0,268,0,0,68.1,
2016-08-18 14:15:00,524,78.4,75.5,0,285,0,0,68.4,
2016-08-18 14:30:00,620,75.8,76.5,0,285,0,0,68.4,
2016-08-18 14:45:00,480,77,76.1,0,285,0,0,68.5,
2016-08-18 15:00:00,218,81.4,73.9,0,286,0,0,67.9,
2016-08-18 15:15:00,506,82.7,73.1,0,286,0,0,67.6,
2016-08-18 15:30:00,274,78.7,74.3,0,286,0,0,67.4,
2016-08-18 15:45:00,274,83.3,71.8,0,286,0,0,66.5,
2016-08-18 16:00:00,299,84.9,71.3,0,286,0,0,66.6,
2016-08-18 16:15:00,568,79.3,73,0,286,0,0,66.3,
2016-08-18 16:30:00,371,77,73.6,0,286,0,0,66.1,
2016-08-18 16:45:00,283,79.9,72.2,0,201,0,0,65.7,
2016-08-18 17:00:00,41,85.3,69.5,0,184,0,0,64.9,
2016-08-18 17:15:00,62,88.2,68.1,0,184,0,0,64.5,
2016-08-18 17:30:00,120,90,68.1,0,184,0,0,65,
2016-08-18 17:45:00,131,87.3,68.5,0,184,0,0,64.6,
2016-08-18 18:00:00,80,89.5,67.5,0,184,0,0,64.3,
2016-08-18 18:15:00,28,92.6,66.6,0,184,0,0,64.4,
2016-08-18 18:30:00,2,93.9,65.6,0,184,0,0,63.8,
2016-08-18 18:45:00,0,95.4,65.2,0,184,0,0,63.8,
2016-08-18 19:00:00,0,96,64.9,0,184,0,0,63.7,
2016-08-18 19:15:00,0,97,64.6,0,184,0,0,63.7,
2016-08-18 19:30:00,0,97.1,64.2,0,184,0,0,63.3,
2016-08-18 19:45:00,0,97.6,63.9,0,184,0,0,63.2,
2016-08-18 20:00:00,0,98,63.7,0,184,0,0,63.1,
2016-08-18 20:15:00,0,98.4,63.5,0,184,0,0,63,
2016-08-18 20:30:00,0,98.6,63.2,0,184,0,0,62.8,
2016-08-18 20:45:00,0,99,63.1,0,184,0,0,62.8,
2016-08-18 21:00:00,0,99.1,63.2,0,184,0,0,62.9,
2016-08-18 21:15:00,0,99.4,63.2,0,184,0,0,63,
2016-08-18 21:30:00,0,99.5,63.2,0,184,0,0,63.1,
2016-08-18 21:45:00,0,99.5,63.1,0,184,0,0,63,
2016-08-18 22:00:00,0,99.5,63.3,0,251,0,0,63.2,
2016-08-18 22:15:00,0,99.5,62.8,0,197,0,0,62.7,
2016-08-18 22:30:00,0,99.5,62.6,0,187,0,0,62.5,
2016-08-18 22:45:00,0,99.5,62.3,0,166,0,0,62.2,
2016-08-18 23:00:00,0,99.5,62.2,0,152,0,0,62.1,
2016-08-18 23:15:00,0,99.6,62.4,0,148,0,0,62.3,
2016-08-18 23:30:00,0,99.7,62.6,0,50,0,0,62.5,
2016-08-18 23:45:00,0,99.8,62.7,0,59,0,0,62.6,
2016-08-19 00:00:00,0,99.9,63.2,0,55,0,0,63.2,
2016-08-19 00:15:00,0,99.9,63.6,0,56,0,0,63.6,
2016-08-19 00:30:00,0,100,63.6,0,56,0,0,63.6,
2016-08-19 00:45:00,0,99.9,63.1,0,129,0,0,63.1,
2016-08-19 01:00:00,0,99.9,62.8,0,146,0,0,62.8,
2016-08-19 01:15:00,0,100,62.8,0,158,0,0,62.8,
2016-08-19 01:30:00,0,100,63,0,155,1,0,63,
2016-08-19 01:45:00,0,100,63.2,0,173,1,0,63.2,
2016-08-19 02:00:00,0,100,63.1,0,177,1,0,63.1,
2016-08-19 02:15:00,0,100,63,0,169,0,0,63,
2016-08-19 02:30:00,0,100,63.1,0,134,5,0,63.1,
2016-08-19 02:45:00,0,100,63.1,0,72,5,2,63.1,
2016-08-19 03:00:00,0,99.7,63.5,0,81,5,1,63.4,
2016-08-19 03:15:00,0,99.5,63.6,0,69,2,0,63.5,
2016-08-19 03:30:00,0,99.5,63.8,0,70,1,0,63.7,
2016-08-19 03:45:00,0,99.5,63.9,0,76,5,0,63.8,
2016-08-19 04:00:00,0,99.5,63.9,0,63,4,0,63.8,
2016-08-19 04:15:00,0,99.4,63.9,0,67,2,0,63.7,
2016-08-19 04:30:00,0,99.4,63.8,0,162,2,0,63.6,
2016-08-19 04:45:00,0,99.5,63.9,0,153,2,0,63.8,
2016-08-19 05:00:00,0,99.5,63.9,0,88,2,0,63.8,
2016-08-19 05:15:00,0,99.5,63.9,0,162,1,0,63.8,
2016-08-19 05:30:00,0,99.5,64.2,0,232,1,0,64.1,
2016-08-19 05:45:00,0,99.5,64.2,0,156,3,0,64.1,
2016-08-19 06:00:00,0,99.6,64.2,0,159,1,0,64.1,
2016-08-19 06:15:00,0,99.6,64.4,0,168,0,0,64.3,
2016-08-19 06:30:00,0,99.8,64.6,0,79,2,0,64.5,
2016-08-19 06:45:00,2,99.8,64.5,0,151,1,0,64.4,
2016-08-19 07:00:00,12,99.9,64.6,0,62,2,0,64.6,
2016-08-19 07:15:00,28,100,64.7,0,151,0,0,64.7,
2016-08-19 07:30:00,52,100,64.8,0,97,1,0,64.8,
2016-08-19 07:45:00,62,100,65.2,0,151,0,0,65.2,
2016-08-19 08:00:00,147,100,65.9,0,163,1,0,65.9,
2016-08-19 08:15:00,105,100,66.1,0,139,1,0,66.1,
2016-08-19 08:30:00,190,100,66.6,0,84,1,0,66.6,
2016-08-19 08:45:00,341,100,68,0,104,1,0,68,
2016-08-19 09:00:00,299,99.7,68.9,0,118,0,0,68.8,
2016-08-19 09:15:00,241,99.4,69.2,0,129,0,0,69,
2016-08-19 09:30:00,234,97.5,69.8,0,129,0,0,69,
2016-08-19 09:45:00,277,95.8,69.8,0,129,0,0,68.5,
2016-08-19 10:00:00,416,91.9,71.8,0,129,0,0,69.3,
2016-08-19 10:15:00,611,87.1,72.8,0,129,0,0,68.7,
2016-08-19 10:30:00,485,84.4,74,0,196,0,0,69,
2016-08-19 10:45:00,542,82.6,74.2,0,112,2,0,68.6,
2016-08-19 11:00:00,320,82.8,74.2,0,117,0,0,68.7,
2016-08-19 11:15:00,288,85.8,73,0,111,1,0,68.5,
2016-08-19 11:30:00,802,82.2,74.3,0,169,1,0,68.6,
2016-08-19 11:45:00,738,79.6,75.1,0,128,0,0,68.5,
2016-08-19 12:00:00,558,80.4,75,0,231,0,0,68.6,
2016-08-19 12:15:00,569,77.3,75.2,0,141,0,0,67.7,
2016-08-19 12:30:00,501,79.6,74.4,0,127,0,0,67.8,
2016-08-19 12:45:00,246,81.5,74.2,0,110,0,0,68.2,
2016-08-19 13:00:00,622,82.4,73.9,0,103,0,0,68.3,
2016-08-19 13:15:00,641,75,76.4,0,103,0,0,68.1,
2016-08-19 13:30:00,385,80.4,74.3,0,103,0,0,68,
2016-08-19 13:45:00,508,78.9,73.9,0,103,0,0,67,
2016-08-19 14:00:00,333,81.7,73.2,0,103,0,0,67.3,
2016-08-19 14:15:00,551,80.5,73.8,0,103,0,0,67.5,
2016-08-19 14:30:00,633,79.4,74.1,0,97,1,0,67.4,
2016-08-19 14:45:00,286,80.2,73.2,0,96,0,0,66.8,
2016-08-19 15:00:00,170,84.8,71,0,87,1,0,66.2,
2016-08-19 15:15:00,125,87.8,69.5,0,217,1,0,65.7,
2016-08-19 15:30:00,62,92.4,67.7,0,83,1,0,65.4,
2016-08-19 15:45:00,265,95.2,68.1,0,285,0,0,66.6,
2016-08-19 16:00:00,312,95.5,69.5,0,285,0,0,68.1,
2016-08-19 16:15:00,467,91.4,70.9,0,285,0,0,68.2,
2016-08-19 16:30:00,356,86.9,71.1,0,286,0,0,67,
2016-08-19 16:45:00,211,84.8,71,0,286,0,0,66.2,
2016-08-19 17:00:00,269,87.5,69.5,0,286,0,0,65.6,
2016-08-19 17:15:00,229,83,71.1,0,286,0,0,65.7,
2016-08-19 17:30:00,192,83.2,70.9,0,286,0,0,65.6,
2016-08-19 17:45:00,213,85.7,70.1,0,286,0,0,65.6,
2016-08-19 18:00:00,79,88.7,68.4,0,153,1,0,64.9,
2016-08-19 18:15:00,26,92.9,66.7,0,87,0,0,64.5,
2016-08-19 18:30:00,1,93.9,65.9,0,87,0,0,64.1,
2016-08-19 18:45:00,0,95.3,65.5,0,87,1,0,64.1,
2016-08-19 19:00:00,0,96.2,64.9,0,87,0,0,63.8,
2016-08-19 19:15:00,0,97.1,64.4,0,87,0,0,63.5,
2016-08-19 19:30:00,0,97.1,64.4,0,87,0,0,63.5,
2016-08-19 19:45:00,0,97.4,64.2,0,87,0,0,63.4,
2016-08-19 20:00:00,0,97.9,64.2,0,87,0,0,63.6,
2016-08-19 20:15:00,0,98.4,64.2,0,87,0,0,63.7,
2016-08-19 20:30:00,0,98.6,64.2,0,87,1,0,63.8,
2016-08-19 20:45:00,0,98.7,64,0,186,0,0,63.6,
2016-08-19 21:00:00,0,98.9,63.8,0,220,0,0,63.5,
2016-08-19 21:15:00,0,98.9,63.6,0,193,0,0,63.3,
2016-08-19 21:30:00,0,99.2,63.5,0,193,0,0,63.3,
2016-08-19 21:45:00,0,99.4,63.5,0,193,0,0,63.3,
2016-08-19 22:00:00,0,99.4,63.4,0,193,0,0,63.2,
2016-08-19 22:15:00,0,99.5,63.1,0,193,0,0,63,
2016-08-19 22:30:00,0,99.5,63.1,0,193,0,0,63,
2016-08-19 22:45:00,0,99.5,63.3,0,193,0,0,63.2,
2016-08-19 23:00:00,0,99.5,63.4,0,193,0,0,63.3,
2016-08-19 23:15:00,0,99.5,63.4,0,193,0,0,63.3,
2016-08-19 23:30:00,0,99.5,63.5,0,193,0,0,63.4,
2016-08-19 23:45:00,0,99.5,63.5,0,193,0,0,63.4,
2016-08-20 00:00:00,0,99.5,63.5,0,193,0,0,63.4,
2016-08-20 00:15:00,0,99.6,63.5,0,193,0,0,63.4,
2016-08-20 00:30:00,0,99.7,63.7,0,193,0,0,63.6,
2016-08-20 00:45:00,0,99.7,63.5,0,193,0,0,63.4,
2016-08-20 01:00:00,0,99.8,63.5,0,193,0,0,63.4,
2016-08-20 01:15:00,0,99.9,63.6,0,193,0,0,63.6,
2016-08-20 01:30:00,0,99.9,63.7,0,193,0,0,63.7,
2016-08-20 01:45:00,0,99.9,63.8,0,193,0,0,63.8,
2016-08-20 02:00:00,0,100,64,0,193,0,0,64,
2016-08-20 02:15:00,0,100,64.2,0,193,0,0,64.2,
2016-08-20 02:30:00,0,100,64.2,0,122,1,0,64.2,
2016-08-20 02:45:00,0,100,64.2,0,88,0,0,64.2,
2016-08-20 03:00:00,0,100,64.2,0,88,0,0,64.2,
2016-08-20 03:15:00,0,100,64.2,0,88,0,0,64.2,
2016-08-20 03:30:00,0,100,64.2,0,88,0,0,64.2,
2016-08-20 03:45:00,0,100,64.2,0,88,0,0,64.2,
2016-08-20 04:00:00,0,100,64.1,0,88,0,0,64.1,
2016-08-20 04:15:00,0,100,64.1,0,88,0,0,64.1,
2016-08-20 04:30:00,0,100,64.2,0,105,0,0,64.2,
2016-08-20 04:45:00,0,100,64.2,0,145,2,0,64.2,
2016-08-20 05:00:00,0,100,64.2,0,104,0,0,64.2,
2016-08-20 05:15:00,0,100,63.9,0,104,0,0,63.9,
2016-08-20 05:30:00,0,100,63.9,0,104,0,0,63.9,
2016-08-20 05:45:00,0,100,64.2,0,104,0,0,64.2,
2016-08-20 06:00:00,0,100,64.3,0,180,1,0,64.3,
2016-08-20 06:15:00,0,100,64.5,0,146,0,0,64.5,
2016-08-20 06:30:00,1,100,64.6,0,152,0,0,64.6,
2016-08-20 06:45:00,6,100,64.7,0,162,1,0,64.7,
2016-08-20 07:00:00,30,100,64.9,0,145,0,0,64.9,
2016-08-20 07:15:00,30,100,65.1,0,145,2,0,65.1,
2016-08-20 07:30:00,86,100,65.4,0,179,1,0,65.4,
2016-08-20 07:45:00,85,100,65.3,0,249,5,0,65.3,
2016-08-20 08:00:00,100,100,64.9,0,313,1,0,64.9,
2016-08-20 08:15:00,101,100,65,0,293,1,0,65,
2016-08-20 08:30:00,179,100,64.9,0,197,0,0,64.9,
2016-08-20 08:45:00,211,100,65.4,0,341,1,0,65.4,
2016-08-20 09:00:00,215,100,66.1,0,341,0,0,66.1,
2016-08-20 09:15:00,250,100,66.3,0,341,0,0,66.3,
2016-08-20 09:30:00,260,100,67,0,341,0,0,67,
2016-08-20 09:45:00,421,100,67.8,0,152,1,0,67.8,
2016-08-20 10:00:00,635,100,69.4,0,66,1,0,69.4,
2016-08-20 10:15:00,485,99.5,70.6,0,66,1,0,70.4,
2016-08-20 10:30:00,436,97.6,71.4,0,64,0,0,70.7,
2016-08-20 10:45:00,825,90.6,73.2,0,57,1,0,70.3,
2016-08-20 11:00:00,587,85.8,73.4,0,59,1,0,68.9,
2016-08-20 11:15:00,602,84.3,74.6,0,66,0,0,69.6,
2016-08-20 11:30:00,661,81.2,75.7,0,66,0,0,69.6,
2016-08-20 11:45:00,708,80.4,75.7,0,66,0,0,69.3,
2016-08-20 12:00:00,584,80.7,76.1,0,66,0,0,69.8,
