Alava3_WX,,,,,,,,
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F)
                    ,wat/m2,%,*F,In,Deg,mph,mph,*F
Date and Time   ,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW
7/1/2017 0:00,0,89.4,64.2,0,142,2,0,61
7/1/2017 0:15,0,90,64.6,0,326,1,0,61.6
7/1/2017 0:30,0,91.7,64.9,0,33,1,0,62.4
7/1/2017 0:45,0,92.4,65.2,0,90,0,0,62.9
7/1/2017 1:00,0,91.9,65.4,0,136,1,0,63
7/1/2017 1:15,0,91.5,65.7,0,31,0,0,63.1
7/1/2017 1:30,0,91.1,65.9,0,124,3,0,63.2
7/1/2017 1:45,0,89.5,66.3,0,136,3,0,63.1
7/1/2017 2:00,0,89.2,66.2,0,110,2,0,62.9
7/1/2017 2:15,0,90,66.1,0,40,1,0,63.1
7/1/2017 2:30,0,89.2,66.3,0,145,1,0,63
7/1/2017 2:45,0,88.6,66.7,0,64,2,0,63.2
7/1/2017 3:00,0,87.9,66.6,0,100,1,0,62.9
7/1/2017 3:15,0,87.6,66.6,0,235,1,0,62.8
7/1/2017 3:30,0,87.2,66.5,0,124,3,0,62.6
7/1/2017 3:45,0,86.8,66.5,0,254,0,0,62.4
7/1/2017 4:00,0,86.2,66.8,0,293,2,0,62.6
7/1/2017 4:15,0,85.7,67.2,0,282,2,0,62.8
7/1/2017 4:30,0,85.5,67.3,0,193,0,0,62.8
7/1/2017 4:45,0,85.7,67.3,0,52,4,0,62.9
7/1/2017 5:00,0,86.7,67.3,0,241,2,0,63.2
7/1/2017 5:15,0,86.9,67.3,0,25,1,0,63.3
7/1/2017 5:30,0,87,67.4,0,131,3,0,63.4
7/1/2017 5:45,0,85.6,67.5,0,211,2,0,63
7/1/2017 6:00,0,85.8,67.1,0,307,3,0,62.7
7/1/2017 6:15,0,87,67,0,224,3,0,63
7/1/2017 6:30,0,87.2,67,0,100,2,0,63.1
7/1/2017 6:45,0,87.2,66.8,0,172,2,0,62.9
7/1/2017 7:00,6,86.7,66.9,0,81,3,0,62.8
7/1/2017 7:15,26,85.9,67,0,269,2,0,62.7
7/1/2017 7:30,54,85.7,67.3,0,180,2,0,62.9
7/1/2017 7:45,121,85.5,68.4,0,214,2,0,63.9
7/1/2017 8:00,119,84.1,70,0,182,3,0,65
7/1/2017 8:15,143,82.9,70.8,0,206,4,0,65.4
7/1/2017 8:30,112,81.2,72.2,0,289,2,0,66.2
7/1/2017 8:45,132,79.2,72.5,0,110,3,0,65.8
7/1/2017 9:00,321,78.4,73.1,0,26,1,0,66.1
7/1/2017 9:15,392,76.6,73.9,0,35,1,0,66.2
7/1/2017 9:30,546,75.3,75.2,0,280,2,0,67
7/1/2017 9:45,515,74.4,75.5,0,112,1,0,67
7/1/2017 10:00,704,71.7,75.4,0,35,1,0,65.8
7/1/2017 10:15,409,69.4,75.3,0,21,0,0,64.8
7/1/2017 10:30,592,76.5,73.9,0,146,0,0,66.2
7/1/2017 10:45,588,75.6,74.9,0,42,3,0,66.8
7/1/2017 11:00,615,75,75.2,0,39,2,0,66.9
7/1/2017 11:15,443,75.6,74.5,0,39,2,0,66.4
7/1/2017 11:30,454,77.1,73.5,0,142,1,0,66
7/1/2017 11:45,491,77.3,73.3,0,49,2,0,65.9
7/1/2017 12:00,657,76.8,74.2,0,45,1,0,66.6
7/1/2017 12:15,738,75.2,75.5,0,40,1,0,67.3
7/1/2017 12:30,802,64.5,76.5,0,22,1,0,63.9
7/1/2017 12:45,801,62,76.5,0,42,1,0,62.7
7/1/2017 13:00,504,74.8,76.1,0,228,0,0,67.7
7/1/2017 13:15,456,76.1,74.7,0,136,3,0,66.8
7/1/2017 13:30,531,77.4,74.2,0,19,2,0,66.8
7/1/2017 13:45,688,76.6,75.8,0,26,1,0,68.1
7/1/2017 14:00,905,71.8,76.4,0,24,1,0,66.8
7/1/2017 14:15,882,73.4,78,0,213,2,0,69
7/1/2017 14:30,810,72.2,78,0,138,1,0,68.5
7/1/2017 14:45,768,72.2,77.3,0,36,1,0,67.8
7/1/2017 15:00,684,61.8,76.8,0,18,0,0,62.9
7/1/2017 15:15,690,73.1,76.3,0,225,0,0,67.2
7/1/2017 15:30,495,73.7,76,0,264,1,0,67.2
7/1/2017 15:45,451,74.8,75.6,0,131,0,0,67.2
7/1/2017 16:00,337,74.8,75.4,0,138,1,0,67
7/1/2017 16:15,331,75.6,74.8,0,25,0,0,66.7
7/1/2017 16:30,280,75.2,75.1,0,135,1,0,66.9
7/1/2017 16:45,161,76.8,73.2,0,29,1,0,65.6
7/1/2017 17:00,126,80.4,72,0,107,3,0,65.7
7/1/2017 17:15,95,82.1,71.1,0,302,0,0,65.4
7/1/2017 17:30,53,83.6,70.3,0,53,2,0,65.1
7/1/2017 17:45,55,84.8,69.8,0,295,2,0,65
7/1/2017 18:00,15,85.6,69.5,0,297,2,0,65
7/1/2017 18:15,2,86.6,69,0,223,1,0,64.8
7/1/2017 18:30,0,87.2,68.8,0,84,2,0,64.8
7/1/2017 18:45,0,87.6,68.6,0,112,2,0,64.8
7/1/2017 19:00,0,87.7,68.8,0,83,1,0,65
7/1/2017 19:15,0,87.9,68.9,0,110,2,0,65.2
7/1/2017 19:30,0,88,69,0,49,3,0,65.3
7/1/2017 19:45,0,88.7,69.1,0,64,6,0,65.6
7/1/2017 20:00,0,89,69.2,0,55,4,0,65.8
7/1/2017 20:15,0,89.2,69.2,0,101,7,0,65.9
7/1/2017 20:30,0,89.2,69.3,0,46,3,0,66
7/1/2017 20:45,0,89.5,69.2,0,138,3,0,66
7/1/2017 21:00,0,89.8,69.1,0,88,5,0,66
7/1/2017 21:15,0,89.7,69.2,0,69,3,0,66
7/1/2017 21:30,0,89.5,69.2,0,122,4,0,66
7/1/2017 21:45,0,88.6,69.3,0,121,2,0,65.8
7/1/2017 22:00,0,88.2,69.3,0,217,3,0,65.7
7/1/2017 22:15,0,88.1,69.2,0,57,4,0,65.5
7/1/2017 22:30,0,88.6,69.3,0,96,2,0,65.8
7/1/2017 22:45,0,89.3,69.2,0,94,3,0,65.9
7/1/2017 23:00,0,89.5,69.1,0,36,1,0,65.9
7/1/2017 23:15,0,89.5,69,0,36,2,0,65.8
7/1/2017 23:30,0,88.9,69,0,317,1,0,65.6
7/1/2017 23:45,0,88.7,69,0,129,1,0,65.5
7/2/2017 0:00,0,89.1,69,0,43,1,0,65.6
7/2/2017 0:15,0,89.9,68.9,0,132,1,0,65.8
7/2/2017 0:30,0,89.7,68.9,0,327,1,0,65.7
7/2/2017 0:45,0,89.1,68.9,0,232,1,0,65.5
7/2/2017 1:00,0,88,69,0,55,2,0,65.3
7/2/2017 1:15,0,89.2,68.6,0,53,2,0,65.3
7/2/2017 1:30,0,91.7,68,0,138,0,0,65.5
7/2/2017 1:45,0,92.7,68,0,131,0,0,65.8
7/2/2017 2:00,0,93.7,68.2,0,48,2,0,66.3
7/2/2017 2:15,0,94.3,68.3,0,190,1,0,66.6
7/2/2017 2:30,0,94.5,68.3,0,204,0,0,66.6
7/2/2017 2:45,0,94.6,68.5,0,242,0,0,66.9
7/2/2017 3:00,0,94.4,68.6,0,312,0,0,66.9
7/2/2017 3:15,0,94.3,68.5,0,221,0,0,66.8
7/2/2017 3:30,0,94.8,67.8,0.01,231,0,0,66.2
7/2/2017 3:45,0,96.2,67.4,0,151,2,0,66.2
7/2/2017 4:00,0,97,67.4,0,210,1,0,66.5
7/2/2017 4:15,0,97.7,67.3,0,134,0,0,66.6
7/2/2017 4:30,0,98.4,67.1,0.01,231,0,0,66.6
7/2/2017 4:45,0,98.8,67,0,29,0,0,66.6
7/2/2017 5:00,0,99.2,67.1,0.01,73,3,0,66.9
7/2/2017 5:15,0,99.4,67,0,196,1,0,66.8
7/2/2017 5:30,0,99.5,66.8,0,176,1,0,66.6
7/2/2017 5:45,0,99.6,66.7,0,231,0,0,66.6
7/2/2017 6:00,0,99.7,66.9,0,288,0,0,66.8
7/2/2017 6:15,0,99.8,67,0,131,0,0,66.9
7/2/2017 6:30,0,99.8,67.1,0,115,2,0,67
7/2/2017 6:45,0,99.9,67.2,0,221,2,0,67.2
7/2/2017 7:00,5,99.9,67.1,0,28,2,0,67.1
7/2/2017 7:15,16,99.9,67,0,146,4,0,67
7/2/2017 7:30,31,99.9,67.4,0,84,2,0,67.4
7/2/2017 7:45,49,99.8,67.7,0,159,2,0,67.6
7/2/2017 8:00,64,99.5,68.1,0,118,4,0,67.9
7/2/2017 8:15,91,99.3,68.3,0,74,3,0,68.1
7/2/2017 8:30,116,98.8,69,0,196,1,0,68.6
7/2/2017 8:45,202,97.4,69.5,0,46,4,0,68.7
7/2/2017 9:00,143,95.9,70.3,0,81,3,0,69
7/2/2017 9:15,210,95.1,70.3,0,104,5,0,68.8
7/2/2017 9:30,202,94.8,70.3,0,81,2,0,68.7
7/2/2017 9:45,230,93.9,71.1,0,62,6,0,69.2
7/2/2017 10:00,249,92.9,71.6,0,60,3,0,69.4
7/2/2017 10:15,497,91.3,73.5,0,49,0,0,70.8
7/2/2017 10:30,369,87.8,74.9,0,187,0,0,71
7/2/2017 10:45,250,86.8,74.4,0,121,0,0,70.2
7/2/2017 11:00,243,86.7,73.3,0,248,1,0,69.1
7/2/2017 11:15,264,87,73.2,0,53,1,0,69.1
7/2/2017 11:30,347,87,73.9,0,52,0,0,69.8
7/2/2017 11:45,385,86.4,74.5,0,57,1,0,70.2
7/2/2017 12:00,555,85.9,75.4,0,180,2,0,70.9
7/2/2017 12:15,260,84.6,75.5,0,319,0,0,70.6
7/2/2017 12:30,379,85.8,74.8,0,162,2,0,70.3
7/2/2017 12:45,428,85.4,75.6,0,87,2,0,70.9
7/2/2017 13:00,279,84.4,75.5,0,101,1,0,70.5
7/2/2017 13:15,162,85.2,74.2,0,350,0,0,69.5
7/2/2017 13:30,193,87.1,73.2,0,351,0,0,69.1
7/2/2017 13:45,65,88.3,72.7,0,336,0,0,69
7/2/2017 14:00,124,89.9,71.6,0,313,0,0,68.5
7/2/2017 14:15,204,91.6,72.1,0,231,0,0,69.5
7/2/2017 14:30,271,92.1,71.9,0,234,1,0,69.5
7/2/2017 14:45,224,92.8,72,0,131,3,0,69.8
7/2/2017 15:00,208,93.1,72.1,0,57,1,0,70
7/2/2017 15:15,129,93.4,71.7,0,141,2,0,69.7
7/2/2017 15:30,191,94,71.5,0,52,2,0,69.7
7/2/2017 15:45,199,94.5,71.9,0,79,2,0,70.2
7/2/2017 16:00,241,94.3,72.5,0,62,2,0,70.7
7/2/2017 16:15,172,93.1,73.2,0,117,2,0,71.1
7/2/2017 16:30,145,92.2,72.3,0,36,2,0,69.9
7/2/2017 16:45,113,92.5,72.1,0,100,3,0,69.8
7/2/2017 17:00,64,93,71.3,0,52,3,0,69.1
7/2/2017 17:15,41,93.8,70.8,0,172,3,0,68.9
7/2/2017 17:30,47,94.6,70.5,0,258,3,0,68.8
7/2/2017 17:45,25,95.1,70.2,0,148,4,0,68.7
7/2/2017 18:00,9,95.5,69.8,0,60,3,0,68.4
7/2/2017 18:15,0,95.9,69.7,0,131,2,0,68.4
7/2/2017 18:30,0,96.7,69.9,0,129,2,0,68.9
7/2/2017 18:45,0,97.4,69.8,0,91,2,0,69
7/2/2017 19:00,0,97.8,69.7,0,59,0,0,69
7/2/2017 19:15,0,97.9,69.9,0,77,0,0,69.3
7/2/2017 19:30,0,98.2,70,0,57,0,0,69.5
7/2/2017 19:45,0,98.6,70,0.01,69,0,0,69.6
7/2/2017 20:00,0,99,69.9,0,62,2,0,69.6
7/2/2017 20:15,0,99.4,69.7,0,218,0,0,69.5
7/2/2017 20:30,0,99.5,69.7,0,153,2,0,69.5
7/2/2017 20:45,0,99.6,69.6,0,29,0,0,69.5
7/2/2017 21:00,0,99.7,69.6,0,16,0,0,69.5
7/2/2017 21:15,0,99.9,69.7,0.01,309,0,0,69.7
7/2/2017 21:30,0,99.9,69.9,0,283,1,0,69.9
7/2/2017 21:45,0,100,70.1,0.01,310,0,0,70.1
7/2/2017 22:00,0,100,69.7,0,104,3,0,69.7
7/2/2017 22:15,0,100,69.5,0.01,24,0,0,69.5
7/2/2017 22:30,0,100,69.1,0,135,2,0,69.1
7/2/2017 22:45,0,100,69.1,0.01,45,0,0,69.1
7/2/2017 23:00,0,100,69.1,0.01,14,0,0,69.1
7/2/2017 23:15,0,100,69,0.02,138,0,0,69
7/2/2017 23:30,0,100,69.1,0.02,11,0,0,69.1
7/2/2017 23:45,0,100,69,0.05,32,0,0,69
7/3/2017 0:00,0,100,68.9,0.03,129,0,0,68.9
7/3/2017 0:15,0,100,68.9,0,149,0,0,68.9
7/3/2017 0:30,0,100,68.9,0.01,55,0,0,68.9
7/3/2017 0:45,0,100,69,0.01,42,0,0,69
7/3/2017 1:00,0,100,69,0,238,0,0,69
7/3/2017 1:15,0,100,68.9,0,120,1,0,68.9
7/3/2017 1:30,0,100,68.8,0,240,0,0,68.8
7/3/2017 1:45,0,100,68.6,0,43,0,0,68.6
7/3/2017 2:00,0,100,68.5,0,49,2,0,68.5
7/3/2017 2:15,0,100,68.3,0.02,29,0,0,68.3
7/3/2017 2:30,0,100,68.3,0.05,49,1,0,68.3
7/3/2017 2:45,0,100,68.5,0.07,129,0,0,68.5
7/3/2017 3:00,0,100,68.6,0.01,348,0,0,68.6
7/3/2017 3:15,0,100,68.6,0.07,348,0,0,68.6
7/3/2017 3:30,0,100,68.4,0.53,172,5,0,68.4
7/3/2017 3:45,0,100,68,0.1,53,2,0,68
7/3/2017 4:00,0,100,68,0.01,62,2,0,68
7/3/2017 4:15,0,100,68,0.02,11,0,0,68
7/3/2017 4:30,0,100,68.1,0.02,29,0,0,68.1
7/3/2017 4:45,0,100,68.2,0.04,321,2,0,68.2
7/3/2017 5:00,0,100,68.2,0.03,141,0,0,68.2
7/3/2017 5:15,0,100,68.2,0.05,138,1,0,68.2
7/3/2017 5:30,0,100,68.1,0.01,104,2,0,68.1
7/3/2017 5:45,0,100,67.8,0.01,149,1,0,67.8
7/3/2017 6:00,0,100,67.8,0,127,1,0,67.8
7/3/2017 6:15,0,100,67.8,0.02,39,0,0,67.8
7/3/2017 6:30,0,100,67.6,0,45,1,0,67.6
7/3/2017 6:45,0,100,67.6,0,118,1,0,67.6
7/3/2017 7:00,2,100,67.7,0.01,46,0,0,67.7
7/3/2017 7:15,8,100,67.7,0,235,0,0,67.7
7/3/2017 7:30,14,100,67.8,0,67,1,0,67.8
7/3/2017 7:45,18,100,68,0,62,2,0,68
7/3/2017 8:00,31,100,68.2,0.01,121,3,0,68.2
7/3/2017 8:15,39,100,68.2,0.02,232,6,0,68.2
7/3/2017 8:30,61,100,68.1,0,232,4,0,68.1
7/3/2017 8:45,61,100,68.2,0,88,2,0,68.2
7/3/2017 9:00,78,100,68.5,0,50,3,0,68.5
7/3/2017 9:15,86,100,68.4,0.01,214,5,0,68.4
7/3/2017 9:30,332,100,69.3,0,148,1,0,69.3
7/3/2017 9:45,215,100,69.6,0,70,3,0,69.6
7/3/2017 10:00,278,100,69.6,0,46,4,0,69.6
7/3/2017 10:15,192,100,69.6,0,107,2,0,69.6
7/3/2017 10:30,181,100,69,0,276,4,0,69
7/3/2017 10:45,254,100,69.4,0.01,279,2,0,69.4
7/3/2017 11:00,428,100,69.8,0,64,5,0,69.8
7/3/2017 11:15,446,100,70.5,0,105,2,0,70.5
7/3/2017 11:30,348,100,70.5,0,128,2,0,70.5
7/3/2017 11:45,514,100,71.1,0,207,3,0,71.1
7/3/2017 12:00,405,100,71.4,0,278,2,0,71.4
7/3/2017 12:15,362,100,71,0,214,3,0,71
7/3/2017 12:30,485,100,71.9,0,227,2,0,71.9
7/3/2017 12:45,476,100,72.5,0,224,3,0,72.5
7/3/2017 13:00,715,100,72.4,0,111,3,0,72.4
7/3/2017 13:15,613,99.9,73.2,0,98,5,0,73.2
7/3/2017 13:30,586,99.4,72.6,0,73,9,0,72.4
7/3/2017 13:45,339,97.8,72.5,0,55,4,0,71.8
7/3/2017 14:00,241,97,71.1,0,74,6,0,70.2
7/3/2017 14:15,267,97.6,71,0,145,3,0,70.3
7/3/2017 14:30,239,97.5,71,0,76,8,0,70.2
7/3/2017 14:45,180,97.6,70.1,0,79,4,1,69.4
7/3/2017 15:00,198,97.9,69.8,0,91,7,1,69.2
7/3/2017 15:15,359,98.1,69.7,0,73,10,2,69.1
7/3/2017 15:30,313,98.1,70.5,0,69,9,3,69.9
7/3/2017 15:45,244,97.5,70,0,70,11,3,69.2
7/3/2017 16:00,157,98,69.7,0,72,9,3,69.1
7/3/2017 16:15,80,98.6,69,0,83,5,2,68.6
7/3/2017 16:30,141,99.3,68.9,0,84,6,1,68.7
7/3/2017 16:45,220,99.4,69.6,0,66,8,1,69.4
7/3/2017 17:00,102,99.4,69.8,0,83,5,1,69.6
7/3/2017 17:15,12,99.4,68.9,0,84,6,0,68.7
7/3/2017 17:30,7,99.4,68.6,0,67,4,0,68.4
7/3/2017 17:45,5,99.5,68.4,0,67,6,0,68.2
7/3/2017 18:00,2,99.7,68.4,0,64,6,0,68.3
7/3/2017 18:15,0,99.8,68.3,0,190,3,0,68.2
7/3/2017 18:30,0,99.8,68.2,0,134,1,0,68.1
7/3/2017 18:45,0,99.9,68.3,0,49,4,0,68.3
7/3/2017 19:00,0,99.9,68.3,0,80,7,0,68.3
7/3/2017 19:15,0,100,68.3,0,112,5,0,68.3
7/3/2017 19:30,0,99.9,68.3,0,48,6,0,68.3
7/3/2017 19:45,0,99.9,68.4,0,103,7,0,68.4
7/3/2017 20:00,0,99.9,68.3,0,153,3,0,68.3
7/3/2017 20:15,0,99.9,68.4,0,79,6,0,68.4
7/3/2017 20:30,0,100,68.3,0,112,3,0,68.3
7/3/2017 20:45,0,100,68.4,0,96,2,0,68.4
7/3/2017 21:00,0,100,68.5,0,266,3,0,68.5
7/3/2017 21:15,0,100,68.5,0,180,3,0,68.5
7/3/2017 21:30,0,100,68.5,0,241,2,0,68.5
7/3/2017 21:45,0,100,68.5,0,110,6,0,68.5
7/3/2017 22:00,0,100,68.4,0,128,4,0,68.4
7/3/2017 22:15,0,100,68.5,0,63,6,0,68.5
7/3/2017 22:30,0,100,68.5,0,52,5,0,68.5
7/3/2017 22:45,0,100,68.7,0,136,4,0,68.7
7/3/2017 23:00,0,100,68.8,0,87,7,2,68.8
7/3/2017 23:15,0,100,68.8,0,66,6,1,68.8
7/3/2017 23:30,0,100,68.8,0,74,6,1,68.8
7/3/2017 23:45,0,100,68.8,0,70,10,1,68.8
7/4/2017 0:00,0,100,68.8,0,63,5,1,68.8
7/4/2017 0:15,0,100,68.7,0,69,11,1,68.7
7/4/2017 0:30,0,100,68.7,0,56,5,0,68.7
7/4/2017 0:45,0,100,68.8,0,81,5,1,68.8
7/4/2017 1:00,0,100,68.9,0,50,5,0,68.9
7/4/2017 1:15,0,100,68.8,0,98,5,0,68.8
7/4/2017 1:30,0,100,68.9,0,84,5,0,68.9
7/4/2017 1:45,0,100,68.9,0,80,5,0,68.9
7/4/2017 2:00,0,100,68.8,0,83,6,0,68.8
7/4/2017 2:15,0,100,68.8,0,33,3,0,68.8
7/4/2017 2:30,0,100,68.7,0,59,4,0,68.7
7/4/2017 2:45,0,100,68.7,0,69,6,0,68.7
7/4/2017 3:00,0,100,68.8,0,60,3,0,68.8
7/4/2017 3:15,0,100,68.7,0,139,3,0,68.7
7/4/2017 3:30,0,100,68.6,0,103,2,0,68.6
7/4/2017 3:45,0,100,68.6,0,53,0,0,68.6
7/4/2017 4:00,0,100,68.8,0,317,0,0,68.8
7/4/2017 4:15,0,100,68.9,0,240,0,0,68.9
7/4/2017 4:30,0,100,68.8,0,15,0,0,68.8
7/4/2017 4:45,0,100,68.9,0,35,0,0,68.9
7/4/2017 5:00,0,100,68.8,0,128,0,0,68.8
7/4/2017 5:15,0,100,68.7,0,165,2,0,68.7
7/4/2017 5:30,0,100,68.6,0,168,3,0,68.6
7/4/2017 5:45,0,100,68.6,0,280,3,0,68.6
7/4/2017 6:00,0,100,68.8,0,276,1,0,68.8
7/4/2017 6:15,0,100,68.9,0,169,5,0,68.9
7/4/2017 6:30,0,100,68.9,0.01,87,1,0,68.9
7/4/2017 6:45,1,100,68.5,0,132,2,0,68.5
7/4/2017 7:00,4,100,68.2,0,201,3,0,68.2
7/4/2017 7:15,12,100,68.2,0,242,3,0,68.2
7/4/2017 7:30,25,100,68.6,0,70,4,1,68.6
7/4/2017 7:45,45,100,69,0,52,7,3,69
7/4/2017 8:00,69,100,69.3,0,67,6,1,69.3
7/4/2017 8:15,84,100,69.4,0,60,8,2,69.4
7/4/2017 8:30,102,100,69.4,0,53,4,0,69.4
7/4/2017 8:45,88,100,69.5,0,72,2,0,69.5
7/4/2017 9:00,78,100,69.8,0,73,0,0,69.8
7/4/2017 9:15,91,100,70,0,64,0,0,70
7/4/2017 9:30,110,100,70.1,0,60,1,0,70.1
7/4/2017 9:45,124,100,70.2,0,176,2,0,70.2
7/4/2017 10:00,110,100,70.5,0,67,1,0,70.5
7/4/2017 10:15,208,100,71,0,128,1,0,71
7/4/2017 10:30,277,100,71.8,0,110,1,0,71.8
7/4/2017 10:45,293,100,71.9,0,63,5,1,71.9
7/4/2017 11:00,429,99.9,73.3,0,145,0,0,73.3
7/4/2017 11:15,466,99.4,74.9,0,59,1,0,74.7
7/4/2017 11:30,451,97.5,75.9,0,136,2,0,75.1
7/4/2017 11:45,379,95.4,76,0,120,1,0,74.6
7/4/2017 12:00,195,94.8,74.7,0,252,1,0,73.1
7/4/2017 12:15,206,95.6,73.9,0,206,2,0,72.5
7/4/2017 12:30,217,96.7,73.6,0,139,2,0,72.6
7/4/2017 12:45,302,96.9,73.9,0,158,1,0,72.9
7/4/2017 13:00,312,96.7,75.1,0,108,1,0,74.1
7/4/2017 13:15,264,95.3,75.1,0,96,1,0,73.6
7/4/2017 13:30,446,95.2,75.3,0,105,1,0,73.8
7/4/2017 13:45,473,87.6,76.8,0,101,1,0,72.9
7/4/2017 14:00,321,92.1,77.4,0,158,0,0,74.9
7/4/2017 14:15,190,80.6,76.2,0,103,3,0,69.9
7/4/2017 14:30,205,93.3,75.1,0,76,1,0,73
7/4/2017 14:45,284,94.2,75.9,0,87,1,0,74.1
7/4/2017 15:00,299,85,76.5,0,152,1,0,71.7
7/4/2017 15:15,343,88.8,77.3,0,81,1,0,73.7
7/4/2017 15:30,155,82,77,0,62,0,0,71.2
7/4/2017 15:45,219,92.4,76.2,0,16,0,0,73.8
7/4/2017 16:00,232,79.8,76.9,0,110,0,0,70.3
7/4/2017 16:15,178,82.3,76.7,0,244,0,0,71
7/4/2017 16:30,136,92.6,76.1,0,244,0,0,73.8
7/4/2017 16:45,110,93.3,75.3,0,79,1,0,73.2
7/4/2017 17:00,86,94.4,74.7,0,66,1,0,73
7/4/2017 17:15,56,95.2,74.1,0,62,3,0,72.6
7/4/2017 17:30,34,96,73.6,0,46,3,0,72.4
7/4/2017 17:45,28,96.9,73.1,0,57,2,0,72.1
7/4/2017 18:00,9,97.6,72.7,0,60,1,0,72
7/4/2017 18:15,0,98.2,72.4,0,80,5,0,71.8
7/4/2017 18:30,0,98.7,72.3,0,60,5,0,71.9
7/4/2017 18:45,0,99,72.1,0,63,4,0,71.8
7/4/2017 19:00,0,99.4,72.1,0,57,5,0,71.9
7/4/2017 19:15,0,99.5,71.9,0,60,6,0,71.7
7/4/2017 19:30,0,99.6,71.8,0,88,2,0,71.7
7/4/2017 19:45,0,99.7,71.8,0,67,4,0,71.7
7/4/2017 20:00,0,99.7,71.6,0,59,3,1,71.5
7/4/2017 20:15,0,99.9,71.7,0,69,3,0,71.7
7/4/2017 20:30,0,99.9,71.9,0,59,4,0,71.9
7/4/2017 20:45,0,99.9,71.7,0,66,3,0,71.7
7/4/2017 21:00,0,100,71.8,0,60,0,0,71.8
7/4/2017 21:15,0,100,71.7,0,60,1,0,71.7
7/4/2017 21:30,0,99.9,71.5,0,52,4,0,71.5
7/4/2017 21:45,0,100,71.4,0,56,4,0,71.4
7/4/2017 22:00,0,100,71.4,0,59,5,0,71.4
7/4/2017 22:15,0,100,71.3,0,59,4,0,71.3
7/4/2017 22:30,0,100,71,0,73,2,0,71
7/4/2017 22:45,0,100,70.9,0,63,3,0,70.9
7/4/2017 23:00,0,100,70.8,0,55,3,0,70.8
7/4/2017 23:15,0,100,71,0,69,2,0,71
7/4/2017 23:30,0,100,71,0,118,2,0,71
7/4/2017 23:45,0,100,70.7,0,67,4,0,70.7
7/5/2017 0:00,0,100,70.8,0,73,2,0,70.8
7/5/2017 0:15,0,100,70.6,0,67,3,0,70.6
7/5/2017 0:30,0,100,70.5,0,49,3,0,70.5
7/5/2017 0:45,0,100,70.4,0,72,3,0,70.4
7/5/2017 1:00,0,100,70.2,0,64,1,0,70.2
7/5/2017 1:15,0,100,69.8,0,80,1,0,69.8
7/5/2017 1:30,0,100,69.6,0,52,0,0,69.6
7/5/2017 1:45,0,100,69.4,0,53,1,0,69.4
7/5/2017 2:00,0,100,69.3,0,69,0,0,69.3
7/5/2017 2:15,0,100,69,0,57,0,0,69
7/5/2017 2:30,0,100,69.3,0,60,0,0,69.3
7/5/2017 2:45,0,100,69.3,0,60,0,0,69.3
7/5/2017 3:00,0,100,69.4,0,45,1,0,69.4
7/5/2017 3:15,0,100,69.4,0,52,6,1,69.4
7/5/2017 3:30,0,100,69.4,0,80,9,2,69.4
7/5/2017 3:45,0,100,69.4,0,50,6,1,69.4
7/5/2017 4:00,0,100,69.5,0,72,6,0,69.5
7/5/2017 4:15,0,100,69.4,0,53,4,0,69.4
7/5/2017 4:30,0,100,69.4,0,56,4,0,69.4
7/5/2017 4:45,0,100,69.3,0,73,4,0,69.3
7/5/2017 5:00,0,100,69.1,0,87,4,0,69.1
7/5/2017 5:15,0,100,69.1,0,63,4,0,69.1
7/5/2017 5:30,0,100,69,0,66,3,0,69
7/5/2017 5:45,0,100,69,0,50,3,0,69
7/5/2017 6:00,0,100,69.2,0,60,4,1,69.2
7/5/2017 6:15,0,100,69.4,0,63,4,1,69.4
7/5/2017 6:30,0,100,69.5,0,88,5,0,69.5
7/5/2017 6:45,0,100,69.4,0,59,3,0,69.4
7/5/2017 7:00,4,100,69.2,0,52,4,0,69.2
7/5/2017 7:15,12,100,69.2,0,50,5,0,69.2
7/5/2017 7:30,27,100,69.5,0,69,5,1,69.5
7/5/2017 7:45,46,100,69.5,0,49,4,0,69.5
7/5/2017 8:00,79,100,69.7,0,90,4,0,69.7
7/5/2017 8:15,96,100,69.9,0,76,3,0,69.9
7/5/2017 8:30,178,100,70.3,0,60,2,0,70.3
7/5/2017 8:45,119,100,70.7,0,136,2,0,70.7
7/5/2017 9:00,171,100,71,0,45,3,0,71
7/5/2017 9:15,219,100,71.2,0,42,3,0,71.2
7/5/2017 9:30,249,100,72.6,0,84,5,0,72.6
7/5/2017 9:45,270,100,72.3,0,101,6,0,72.3
7/5/2017 10:00,299,100,72.8,0,179,4,0,72.8
7/5/2017 10:15,346,99.8,74.2,0,97,2,0,74.1
7/5/2017 10:30,454,98,75.3,0,57,3,0,74.7
7/5/2017 10:45,651,89.6,75.7,0,141,2,0,72.4
7/5/2017 11:00,590,89.9,77.2,0,73,2,0,74
7/5/2017 11:15,624,88.3,78.8,0,316,0,0,75.1
7/5/2017 11:30,432,87.3,78.9,0,328,1,0,74.8
7/5/2017 11:45,653,87.4,78.8,0,11,1,0,74.8
7/5/2017 12:00,733,85.5,80.8,0,216,2,0,76.1
7/5/2017 12:15,761,84,80.5,0,52,2,0,75.3
7/5/2017 12:30,717,83.2,80.6,0,127,4,0,75.1
