Fagaitua_no_rain,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F)
                    ,wat/m2,%,*F,In,Deg,mph,mph,*F
Date and Time   ,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW
2017-04-20 00:00:00,0,82,79.4,0,60,4,0,73.5
2017-04-20 00:15:00,0,81.2,79.7,0,52,3,0,73.5
2017-04-20 00:30:00,0,81.4,79.7,0,42,1,0,73.6
2017-04-20 00:45:00,0,84.9,79.4,0,142,2,0,74.5
2017-04-20 01:00:00,0,86,78.4,0,151,4,0,73.9
2017-04-20 01:15:00,0,88.2,77.8,0,275,3,0,74
2017-04-20 01:30:00,0,88.1,77.6,0,357,0,0,73.8
2017-04-20 01:45:00,0,91.9,77.4,0,328,3,0,74.8
2017-04-20 02:00:00,0,87.6,77.8,0,310,0,0,73.8
2017-04-20 02:15:00,0,85.3,78.7,0,310,0,0,74
2017-04-20 02:30:00,0,84.3,78.8,0,321,0,0,73.7
2017-04-20 02:45:00,0,83.4,78.9,0,336,0,0,73.5
2017-04-20 03:00:00,0,83.2,79.2,0,336,1,0,73.7
2017-04-20 03:15:00,0,83.6,79,0,1,0,0,73.7
2017-04-20 03:30:00,0,83.7,79.2,0,238,0,0,73.9
2017-04-20 03:45:00,0,85.2,78.8,0,19,4,0,74
2017-04-20 04:00:00,0,84.1,78.5,0,237,1,0,73.4
2017-04-20 04:15:00,0,84.2,78.5,0,353,1,0,73.4
2017-04-20 04:30:00,0,83.9,78.5,0,353,0,0,73.3
2017-04-20 04:45:00,0,82.9,78.5,0,353,0,0,72.9
2017-04-20 05:00:00,0,83.5,78.5,0,353,0,0,73.1
2017-04-20 05:15:00,0,87.4,77.9,0,331,1,0,73.9
2017-04-20 05:30:00,0,89.8,77.7,0,187,2,0,74.5
2017-04-20 05:45:00,0,90.4,77.9,0,247,0,0,74.9
2017-04-20 06:00:00,0,90.1,78.1,0,254,0,0,75
2017-04-20 06:15:00,0,90,78.1,0,269,0,0,74.9
2017-04-20 06:30:00,1,89.7,78,0,296,0,0,74.7
2017-04-20 06:45:00,10,89.4,77.9,0,309,0,0,74.5
2017-04-20 07:00:00,34,88.2,78.1,0,310,0,0,74.3
2017-04-20 07:15:00,125,84.4,79.5,0,310,0,0,74.4
2017-04-20 07:30:00,182,82.4,80.9,0,310,0,0,75.1
2017-04-20 07:45:00,242,82.3,81,0,299,0,0,75.2
2017-04-20 08:00:00,306,79.4,81.8,0,303,0,0,74.9
2017-04-20 08:15:00,373,70.8,85.2,0,303,0,0,74.9
2017-04-20 08:30:00,445,65.1,88.1,0,312,0,0,75.2
2017-04-20 08:45:00,510,66.3,87.5,0,29,0,0,75.2
2017-04-20 09:00:00,577,67.8,86.7,0,146,0,0,75.1
2017-04-20 09:15:00,641,67.1,86.9,0,112,0,0,74.9
2017-04-20 09:30:00,699,69.3,86.8,0,141,0,0,75.8
2017-04-20 09:45:00,754,68.9,86.1,0,142,3,0,75
2017-04-20 10:00:00,806,68.5,86.3,0,156,4,0,75
2017-04-20 10:15:00,854,68.1,86.3,0,158,2,0,74.8
2017-04-20 10:30:00,897,66.7,86.9,0,162,3,0,74.8
2017-04-20 10:45:00,939,67.2,87.4,0,144,4,0,75.5
2017-04-20 11:00:00,960,68.1,87.3,0,159,4,0,75.8
2017-04-20 11:15:00,908,69.7,86.8,0,163,6,1,76
2017-04-20 11:30:00,951,69.5,86.9,0,144,6,1,76
2017-04-20 11:45:00,957,68.6,86.9,0,131,4,0,75.6
2017-04-20 12:00:00,927,67.5,87.3,0,159,4,1,75.5
2017-04-20 12:15:00,1053,67.7,86.9,0,160,6,1,75.2
2017-04-20 12:30:00,1026,65.1,87.7,0,142,5,1,74.8
2017-04-20 12:45:00,975,65.2,88,0,136,5,1,75.1
2017-04-20 13:00:00,708,68.9,86.9,0,135,6,1,75.7
2017-04-20 13:15:00,966,65.7,88.1,0,145,6,1,75.5
2017-04-20 13:30:00,932,66.6,87.3,0,146,5,1,75.1
2017-04-20 13:45:00,932,64.9,88.3,0,151,6,1,75.3
2017-04-20 14:00:00,1031,66.2,88.4,0,152,6,1,76
2017-04-20 14:15:00,892,65.2,88.6,0,132,4,1,75.7
2017-04-20 14:30:00,523,69.8,87.3,0,153,5,1,76.5
2017-04-20 14:45:00,773,68.4,86.8,0,114,7,1,75.4
2017-04-20 15:00:00,679,69.8,86.9,0,124,8,2,76.1
2017-04-20 15:15:00,687,68.1,87,0,131,5,1,75.5
2017-04-20 15:30:00,475,69.2,86.6,0,120,7,1,75.6
2017-04-20 15:45:00,363,71.9,85.2,0,121,8,2,75.3
2017-04-20 16:00:00,276,74.2,84.9,0,135,5,1,76
2017-04-20 16:15:00,302,73.6,84.7,0,104,7,1,75.5
2017-04-20 16:30:00,173,75,84.4,0,146,7,1,75.8
2017-04-20 16:45:00,251,74.3,84.4,0,128,5,1,75.5
2017-04-20 17:00:00,43,76.2,83.5,0,104,6,2,75.4
2017-04-20 17:15:00,184,76.2,83.4,0,108,5,0,75.3
2017-04-20 17:30:00,69,78.5,83.1,0,96,4,0,75.9
2017-04-20 17:45:00,50,78.1,82.8,0,107,4,0,75.4
2017-04-20 18:00:00,30,79.2,82.4,0,70,5,0,75.4
2017-04-20 18:15:00,7,80,82.1,0,50,4,0,75.4
2017-04-20 18:30:00,0,81.8,81.7,0,36,2,0,75.7
2017-04-20 18:45:00,0,82.6,81.3,0,87,1,0,75.6
2017-04-20 19:00:00,0,82.5,81.2,0,90,0,0,75.4
2017-04-20 19:15:00,0,82.6,81.3,0,76,4,0,75.6
2017-04-20 19:30:00,0,83.2,81.2,0,64,1,0,75.7
2017-04-20 19:45:00,0,83.5,81.4,0,141,5,0,76
2017-04-20 20:00:00,0,82.9,81.5,0,108,2,0,75.9
2017-04-20 20:15:00,0,82.3,81.6,0,97,5,1,75.8
2017-04-20 20:30:00,0,81.6,81.7,0,115,5,0,75.6
2017-04-20 20:45:00,0,81.6,81.9,0,121,7,0,75.8
2017-04-20 21:00:00,0,82.6,81.6,0,131,6,0,75.9
2017-04-20 21:15:00,0,83.1,81.6,0,115,7,0,76
2017-04-20 21:30:00,0,82.8,81.8,0,117,7,1,76.1
2017-04-20 21:45:00,0,83.8,81.6,0,121,5,0,76.3
2017-04-20 22:00:00,0,82.8,81.6,0,110,5,0,75.9
2017-04-20 22:15:00,0,83.7,81.6,0,117,5,0,76.3
2017-04-20 22:30:00,0,82.6,81.5,0,110,6,0,75.8
2017-04-20 22:45:00,0,83.2,81.5,0,104,5,1,76
2017-04-20 23:00:00,0,83.4,81.5,0,88,3,0,76.1
2017-04-20 23:15:00,0,84.6,81.3,0,107,4,0,76.3
2017-04-20 23:30:00,0,85.1,81.3,0,104,4,0,76.4
2017-04-20 23:45:00,0,85.4,81.3,0,129,3,0,76.5
2017-04-21 00:00:00,0,85,81.2,0,88,2,0,76.3
2017-04-21 00:15:00,0,85.1,81,0,91,0,0,76.1
2017-04-21 00:30:00,0,85.9,80.9,0,97,0,0,76.3
2017-04-21 00:45:00,0,86.9,80.5,0,98,0,0,76.3
2017-04-21 01:00:00,0,86.9,80.8,0,97,1,0,76.6
2017-04-21 01:15:00,0,86.1,81.2,0,139,4,0,76.7
2017-04-21 01:30:00,0,86.2,80.9,0,77,0,0,76.4
2017-04-21 01:45:00,0,86.9,80.4,0,326,0,0,76.2
2017-04-21 02:00:00,0,86.3,80.5,0,310,0,0,76.1
2017-04-21 02:15:00,0,86.9,80.6,0,310,0,0,76.4
2017-04-21 02:30:00,0,86.9,80.3,0,310,0,0,76.1
2017-04-21 02:45:00,0,88.1,80.2,0,310,0,0,76.4
2017-04-21 03:00:00,0,88.2,80.1,0,309,0,0,76.3
2017-04-21 03:15:00,0,88.2,80.4,0,310,0,0,76.6
2017-04-21 03:30:00,0,88.5,80.2,0,310,1,0,76.5
2017-04-21 03:45:00,0,88.3,80.2,0,310,0,0,76.4
2017-04-21 04:00:00,0,89.9,80.1,0,309,1,0,76.9
2017-04-21 04:15:00,0,87.6,79.2,0,135,10,2,75.2
2017-04-21 04:30:00,0,91.6,76.9,0,310,4,0,74.2
2017-04-21 04:45:00,0,93.7,76.8,0,289,1,0,74.8
2017-04-21 05:00:00,0,94.3,77.7,0,73,9,1,75.9
2017-04-21 05:15:00,0,91.4,77.8,0,52,7,0,75.1
2017-04-21 05:30:00,0,89.6,78.3,0,62,5,1,75
2017-04-21 05:45:00,0,90.1,78.7,0,49,4,0,75.5
2017-04-21 06:00:00,0,90.9,78.9,0,48,3,0,76
2017-04-21 06:15:00,0,92.1,78.6,0,39,1,0,76.1
2017-04-21 06:30:00,2,92.4,78.5,0,26,0,0,76.1
2017-04-21 06:45:00,18,92.3,78.8,0,26,0,0,76.4
2017-04-21 07:00:00,59,91.4,79.3,0,192,0,0,76.6
2017-04-21 07:15:00,87,88.2,80.5,0,115,5,0,76.7
2017-04-21 07:30:00,139,86,81,0,98,6,1,76.5
2017-04-21 07:45:00,118,85.1,81.4,0,103,8,1,76.5
2017-04-21 08:00:00,247,83.7,81.9,0,90,5,1,76.6
2017-04-21 08:15:00,340,82.4,82.8,0,100,5,1,77
2017-04-21 08:30:00,298,82.2,83.2,0,114,6,0,77.3
2017-04-21 08:45:00,369,80,83.4,0,70,8,1,76.7
2017-04-21 09:00:00,268,79.7,84,0,101,7,0,77.2
2017-04-21 09:15:00,424,81.6,82.3,0,69,8,3,76.2
2017-04-21 09:30:00,631,82.1,83.7,0,142,4,0,77.8
2017-04-21 09:45:00,626,78.3,85.1,0,86,6,0,77.7
2017-04-21 10:00:00,757,78,85.5,0,108,9,1,78
2017-04-21 10:15:00,703,77.5,85.7,0,103,8,2,78
2017-04-21 10:30:00,549,80.6,84.5,0,122,11,2,78
2017-04-21 10:45:00,922,81.6,83.8,0,114,7,1,77.7
2017-04-21 11:00:00,960,76.9,85.2,0,112,12,2,77.3
2017-04-21 11:15:00,886,75.6,85.6,0,105,12,3,77.2
2017-04-21 11:30:00,941,76.4,85.7,0,101,9,2,77.6
2017-04-21 11:45:00,938,71.5,86.9,0,124,8,1,76.8
2017-04-21 12:00:00,1050,72.7,86.8,0,132,11,2,77.2
2017-04-21 12:15:00,1000,71.1,87,0,129,9,3,76.8
2017-04-21 12:30:00,1009,71.5,87.5,0,144,7,2,77.4
2017-04-21 12:45:00,1095,70.7,88.1,0,145,6,1,77.6
2017-04-21 13:00:00,948,72.6,87.6,0,114,10,3,77.9
2017-04-21 13:15:00,975,72.8,86.6,0,122,12,4,77.1
2017-04-21 13:30:00,989,71.9,86.7,0,114,9,4,76.8
2017-04-21 13:45:00,802,73.5,86.6,0,127,7,2,77.3
2017-04-21 14:00:00,958,71.4,87.2,0,136,12,3,77.1
2017-04-21 14:15:00,742,72.1,86.6,0,131,12,3,76.8
2017-04-21 14:30:00,604,72.7,85.8,0,121,8,3,76.2
2017-04-21 14:45:00,507,71.8,85.8,0,118,10,3,75.9
2017-04-21 15:00:00,545,71.9,85.7,0,142,8,2,75.8
2017-04-21 15:15:00,639,71.6,85.6,0,114,10,4,75.6
2017-04-21 15:30:00,539,71.2,85.7,0,125,12,3,75.5
2017-04-21 15:45:00,530,72.2,85.7,0,135,10,2,75.9
2017-04-21 16:00:00,526,72.4,86.2,0,129,6,1,76.5
2017-04-21 16:15:00,454,71.6,86,0,127,8,2,76
2017-04-21 16:30:00,301,74.5,85.4,0,125,8,2,76.6
2017-04-21 16:45:00,145,76.9,84.5,0,112,11,2,76.6
2017-04-21 17:00:00,113,79,83.8,0,105,8,2,76.7
2017-04-21 17:15:00,66,80,83.4,0,125,8,2,76.7
2017-04-21 17:30:00,47,80.2,83.3,0,104,7,2,76.7
2017-04-21 17:45:00,26,81.4,83.1,0,122,10,2,76.9
2017-04-21 18:00:00,8,80.5,83,0,128,8,2,76.5
2017-04-21 18:15:00,2,80,83,0,120,10,3,76.3
2017-04-21 18:30:00,0,79.9,82.9,0,131,11,3,76.2
2017-04-21 18:45:00,0,80,82.7,0,103,10,2,76
2017-04-21 19:00:00,0,77.6,82.8,0,117,11,3,75.2
2017-04-21 19:15:00,0,78.1,82.9,0,115,11,3,75.5
2017-04-21 19:30:00,0,78.7,82.8,0,129,8,2,75.6
2017-04-21 19:45:00,0,79.2,82.8,0,128,9,3,75.8
2017-04-21 20:00:00,0,78.4,82.8,0,117,11,3,75.5
