Alava Wx 2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F),
                    ,wat/m2,%,*F,In,Deg,mph,mph,*F,
Date and Time   ,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW,
2017-01-01 00:00:00,0,98.4,63.5,0,67,5,1,63,
2017-01-01 00:15:00,0,97.7,63.5,0,104,11,1,62.8,
2017-01-01 00:30:00,0,97.1,63.6,0,90,10,2,62.7,
2017-01-01 00:45:00,0,96.8,63.6,0,86,6,1,62.6,
2017-01-01 01:00:00,0,96.8,63.6,0,88,8,2,62.6,
2017-01-01 01:15:00,0,96.5,63.5,0,74,8,1,62.5,
2017-01-01 01:30:00,0,97.1,63.4,0,87,4,1,62.5,
2017-01-01 01:45:00,0,97.1,63.4,0,107,7,1,62.5,
2017-01-01 02:00:00,0,97.1,63.3,0,96,5,1,62.4,
2017-01-01 02:15:00,0,97.1,63.3,0,74,5,1,62.4,
2017-01-01 02:30:00,0,97.1,63.3,0,96,8,1,62.4,
2017-01-01 02:45:00,0,97.1,63.3,0,86,7,1,62.4,
2017-01-01 03:00:00,0,97.1,63.3,0,77,5,1,62.4,
2017-01-01 03:15:00,0,97.1,63.4,0,66,5,1,62.5,
2017-01-01 03:30:00,0,97.3,63.3,0,96,4,0,62.5,
2017-01-01 03:45:00,0,97.9,63.4,0,79,5,1,62.8,
2017-01-01 04:00:00,0,98.2,63.7,0,90,4,0,63.2,
2017-01-01 04:15:00,0,98.2,63.8,0,84,4,1,63.3,
2017-01-01 04:30:00,0,98.4,63.8,0,74,6,1,63.3,
2017-01-01 04:45:00,0,98.7,63.8,0,69,9,2,63.4,
2017-01-01 05:00:00,0,98.8,63.6,0,76,7,1,63.2,
2017-01-01 05:15:00,0,98.7,63.5,0,80,6,1,63.1,
2017-01-01 05:30:00,0,99,63.5,0,76,4,1,63.2,
2017-01-01 05:45:00,0,99.4,63.5,0,98,5,1,63.3,
2017-01-01 06:00:00,1,99.5,63.9,0,86,8,1,63.8,
2017-01-01 06:15:00,25,99.5,64,0,151,6,1,63.9,
2017-01-01 06:30:00,63,99.5,64.3,0,66,7,1,64.2,
2017-01-01 06:45:00,60,99.5,64.6,0,67,7,1,64.5,
2017-01-01 07:00:00,91,99.5,64.8,0,74,4,0,64.7,
2017-01-01 07:15:00,103,99.5,65,0,67,9,1,64.9,
2017-01-01 07:30:00,95,99.1,65.2,0,80,5,0,64.9,
2017-01-01 07:45:00,158,98.2,65.2,0,79,5,1,64.7,
2017-01-01 08:00:00,186,97.5,65.7,0,77,4,0,64.9,
2017-01-01 08:15:00,261,97,67.2,0,117,4,0,66.3,
2017-01-01 08:30:00,210,95.6,67.2,0,104,8,0,65.9,
2017-01-01 08:45:00,293,94.7,67.4,0,87,3,0,65.8,
2017-01-01 09:00:00,298,92.8,68.4,0,165,1,0,66.2,
2017-01-01 09:15:00,432,89.2,69.1,0,103,3,0,65.8,
2017-01-01 09:30:00,491,86.7,70.3,0,76,2,0,66.2,
2017-01-01 09:45:00,489,87.3,69.9,0,88,3,0,66,
2017-01-01 10:00:00,615,84.9,71.1,0,76,2,0,66.4,
2017-01-01 10:15:00,647,83,71.9,0,64,2,0,66.5,
2017-01-01 10:30:00,673,83.1,72.7,0,67,3,0,67.3,
2017-01-01 10:45:00,645,83.1,72.1,0,98,5,0,66.7,
2017-01-01 11:00:00,439,84.3,71.4,0,98,4,0,66.5,
2017-01-01 11:15:00,623,88.6,69.4,0,76,4,1,65.9,
2017-01-01 11:30:00,998,84.8,72.3,0,158,3,0,67.5,
2017-01-01 11:45:00,802,81.8,73.9,0,131,3,0,68.1,
2017-01-01 12:00:00,856,79,74.6,0,90,2,0,67.8,
2017-01-01 12:15:00,611,81.7,72.9,0,60,4,0,67,
2017-01-01 12:30:00,858,76.9,74.2,0,90,3,0,66.6,
2017-01-01 12:45:00,915,74.6,75.8,0,96,1,0,67.3,
2017-01-01 13:00:00,883,73.7,75.9,0,165,2,0,67.1,
2017-01-01 13:15:00,587,77.8,75.4,0,169,2,0,68.1,
2017-01-01 13:30:00,469,86.8,72.1,0,283,1,0,68,
2017-01-01 13:45:00,479,83.2,73.8,0,280,1,0,68.4,
2017-01-01 14:00:00,361,85.9,72.2,0,280,1,0,67.8,
2017-01-01 14:15:00,193,86.2,71.8,0,282,1,0,67.5,
2017-01-01 14:30:00,298,90,70.6,0,192,2,0,67.5,
2017-01-01 14:45:00,435,84.2,72.5,0,288,1,0,67.5,
2017-01-01 15:00:00,430,85.4,72.5,0,286,2,0,67.9,
2017-01-01 15:15:00,462,83.5,73.2,0,276,2,0,68,
2017-01-01 15:30:00,241,85.7,72.1,0,278,2,0,67.6,
2017-01-01 15:45:00,386,86.8,71.5,0,289,0,0,67.4,
2017-01-01 16:00:00,276,83.1,72.6,0,187,3,0,67.2,
2017-01-01 16:15:00,410,84.8,70.7,0,101,7,0,65.9,
2017-01-01 16:30:00,572,77.1,73.4,0,49,1,0,65.9,
2017-01-01 16:45:00,129,85.7,71.6,0,131,2,0,67.1,
2017-01-01 17:00:00,76,91.7,68.1,0,91,4,0,65.6,
2017-01-01 17:15:00,78,93.9,67,0,74,5,0,65.2,
2017-01-01 17:30:00,65,94.9,66.5,0,77,3,0,65,
2017-01-01 17:45:00,56,95.5,66.2,0,73,4,0,64.8,
2017-01-01 18:00:00,57,97,65.9,0,64,7,0,65,
2017-01-01 18:15:00,46,97.1,65.5,0,86,3,0,64.6,
2017-01-01 18:30:00,27,97.4,65.2,0,70,2,0,64.4,
2017-01-01 18:45:00,14,97.9,64.9,0,83,2,0,64.3,
2017-01-01 19:00:00,1,98.2,64.7,0,159,2,0,64.2,
2017-01-01 19:15:00,0,98.3,64.4,0,62,4,1,63.9,
2017-01-01 19:30:00,0,98.5,64.1,0,50,3,0,63.7,
2017-01-01 19:45:00,0,98.9,63.8,0,98,4,0,63.5,
2017-01-01 20:00:00,0,99.2,63.6,0,141,7,0,63.4,
2017-01-01 20:15:00,0,99.5,63.5,0,160,1,0,63.4,
2017-01-01 20:30:00,0,99.5,63.3,0,110,1,0,63.2,
2017-01-01 20:45:00,0,99.5,63.3,0,67,0,0,63.2,
2017-01-01 21:00:00,0,99.5,63.3,0,74,0,0,63.2,
2017-01-01 21:15:00,0,99.7,63.3,0,121,0,0,63.2,
2017-01-01 21:30:00,0,99.8,63.4,0,80,0,0,63.3,
2017-01-01 21:45:00,0,99.9,63.5,0,80,0,0,63.5,
2017-01-01 22:00:00,0,100,63.8,0,72,0,0,63.8,
2017-01-01 22:15:00,0,100,63.9,0,57,0,0,63.9,
2017-01-01 22:30:00,0,100,63.7,0,70,0,0,63.7,
2017-01-01 22:45:00,0,100,63.5,0,79,0,0,63.5,
2017-01-01 23:00:00,0,100,63.5,0,169,0,0,63.5,
2017-01-01 23:15:00,0,100,63.5,0,288,0,0,63.5,
2017-01-01 23:30:00,0,100,63.8,0,81,1,0,63.8,
2017-01-01 23:45:00,0,100,64,0,138,0,0,64,
2017-01-02 00:00:00,0,100,64.2,0,138,0,0,64.2,
2017-01-02 00:15:00,0,100,64.4,0,122,0,0,64.4,
2017-01-02 00:30:00,0,100,64.6,0,266,1,0,64.6,
2017-01-02 00:45:00,0,100,64.7,0,117,2,0,64.7,
2017-01-02 01:00:00,0,100,64.7,0,94,2,0,64.7,
2017-01-02 01:15:00,0,100,64.6,0,90,1,0,64.6,
2017-01-02 01:30:00,0,100,64.4,0,70,1,0,64.4,
2017-01-02 01:45:00,0,100,64.6,0,69,0,0,64.6,
2017-01-02 02:00:00,0,100,64.7,0,103,0,0,64.7,
2017-01-02 02:15:00,0,100,64.6,0,120,0,0,64.6,
2017-01-02 02:30:00,0,100,64.6,0,285,0,0,64.6,
2017-01-02 02:45:00,0,100,64.2,0,187,3,0,64.2,
2017-01-02 03:00:00,0,100,63.8,0,208,1,0,63.8,
2017-01-02 03:15:00,0,100,63.7,0,173,5,0,63.7,
2017-01-02 03:30:00,0,100,63.7,0,90,2,0,63.7,
2017-01-02 03:45:00,0,100,63.7,0,193,1,0,63.7,
2017-01-02 04:00:00,0,100,63.7,0,115,2,0,63.7,
2017-01-02 04:15:00,0,100,63.8,0,67,1,0,63.8,
2017-01-02 04:30:00,0,100,63.9,0,94,3,0,63.9,
2017-01-02 04:45:00,0,100,64,0,28,1,0,64,
2017-01-02 05:00:00,0,100,64,0,200,1,0,64,
2017-01-02 05:15:00,0,100,64,0,63,2,0,64,
2017-01-02 05:30:00,0,100,64,0,97,2,0,64,
2017-01-02 05:45:00,0,100,64.2,0,49,2,0,64.2,
2017-01-02 06:00:00,1,100,64.3,0,88,1,0,64.3,
2017-01-02 06:15:00,19,100,64.4,0,135,2,0,64.4,
2017-01-02 06:30:00,50,100,64.8,0,72,2,0,64.8,
2017-01-02 06:45:00,81,100,65.3,0,72,1,0,65.3,
2017-01-02 07:00:00,212,100,66.5,0,56,1,0,66.5,
2017-01-02 07:15:00,249,100,67.7,0,203,1,0,67.7,
2017-01-02 07:30:00,222,99.7,68,0,203,0,0,67.9,
2017-01-02 07:45:00,297,99.4,68.9,0,114,1,0,68.7,
2017-01-02 08:00:00,174,97.4,68.4,0,125,0,0,67.6,
2017-01-02 08:15:00,276,97.6,68.1,0,120,3,0,67.4,
2017-01-02 08:30:00,431,94.3,69.8,0,149,1,0,68.1,
2017-01-02 08:45:00,368,89.8,71,0,83,1,0,67.8,
2017-01-02 09:00:00,447,88.1,71.2,0,129,2,0,67.5,
2017-01-02 09:15:00,534,85.8,72.2,0,207,1,0,67.7,
2017-01-02 09:30:00,337,84.3,72.2,0,221,1,0,67.2,
2017-01-02 09:45:00,209,87.9,71.5,0,122,4,0,67.7,
2017-01-02 10:00:00,171,94.1,69.2,0,98,5,1,67.4,
2017-01-02 10:15:00,206,96.7,68.7,0,83,7,1,67.7,
2017-01-02 10:30:00,144,98,68.1,0,77,8,2,67.5,
2017-01-02 10:45:00,362,99.3,68.1,0,59,6,1,67.9,
2017-01-02 11:00:00,645,99.5,68.6,0,100,9,1,68.4,
2017-01-02 11:15:00,927,97.1,70.9,0,129,6,0,70,
2017-01-02 11:30:00,567,90.5,72.5,0,129,3,0,69.5,
2017-01-02 11:45:00,546,90.8,71.1,0,115,3,0,68.3,
2017-01-02 12:00:00,860,87,72.8,0,153,1,0,68.7,
2017-01-02 12:15:00,906,84,74,0,163,2,0,68.9,
2017-01-02 12:30:00,909,81.7,73.9,0,104,8,1,68,
2017-01-02 12:45:00,516,87.4,70.8,0,79,5,0,66.9,
2017-01-02 13:00:00,1080,82.6,73.6,0,100,3,0,68,
2017-01-02 13:15:00,972,81.3,75.6,0,247,2,0,69.5,
2017-01-02 13:30:00,1027,77,76.4,0,108,2,0,68.8,
2017-01-02 13:45:00,765,81.4,74.8,0,73,3,0,68.8,
2017-01-02 14:00:00,438,80.5,74.3,0,60,2,0,68,
2017-01-02 14:15:00,934,84.4,72,0,197,3,0,67.1,
2017-01-02 14:30:00,994,76.4,76.4,0,127,2,0,68.6,
2017-01-02 14:45:00,1036,77,76.9,0,262,2,0,69.3,
2017-01-02 15:00:00,953,74.1,77.5,0,177,4,0,68.8,
2017-01-02 15:15:00,662,79.6,75.1,0,201,3,0,68.5,
2017-01-02 15:30:00,646,77.8,76,0,218,1,0,68.7,
2017-01-02 15:45:00,429,82.6,74.4,0,72,1,0,68.8,
2017-01-02 16:00:00,360,82.5,74.5,0,286,2,0,68.9,
2017-01-02 16:15:00,351,83.9,73.3,0,216,1,0,68.2,
2017-01-02 16:30:00,258,83.4,73,0,218,1,0,67.7,
2017-01-02 16:45:00,178,86.6,71.8,0,303,0,0,67.6,
2017-01-02 17:00:00,101,90.4,69.7,0,268,1,0,66.7,
2017-01-02 17:15:00,72,93.2,68.7,0,276,0,0,66.6,
2017-01-02 17:30:00,71,94.3,68.4,0,278,0,0,66.7,
2017-01-02 17:45:00,107,94.7,68.4,0,278,0,0,66.8,
2017-01-02 18:00:00,159,94.6,68.6,0,278,0,0,67,
2017-01-02 18:15:00,179,88.9,69.7,0,278,0,0,66.3,
2017-01-02 18:30:00,91,88.6,69,0,138,2,0,65.5,
2017-01-02 18:45:00,33,92.7,66.7,0,131,2,0,64.5,
2017-01-02 19:00:00,3,94.9,65.1,0,138,2,0,63.6,
2017-01-02 19:15:00,0,96.1,64.4,0,117,1,0,63.2,
