ASPA_solar_rad,Unnamed: 1
2016-12-20 15:15:00,98
2016-12-20 15:30:00,118
2016-12-20 15:45:00,130
2016-12-20 16:00:00,131
2016-12-20 16:15:00,117
2016-12-20 16:30:00,113
2016-12-20 16:45:00,106
2016-12-20 17:00:00,95
2016-12-20 17:15:00,84
2016-12-20 17:30:00,69
2016-12-20 17:45:00,46
2016-12-20 18:00:00,42
2016-12-20 18:15:00,24
2016-12-20 18:30:00,12
2016-12-20 18:45:00,3
2016-12-20 19:00:00,0
2016-12-20 19:15:00,0
2016-12-20 19:30:00,0
2016-12-20 19:45:00,0
2016-12-20 20:00:00,0
2016-12-20 20:15:00,0
2016-12-20 20:30:00,0
2016-12-20 20:45:00,0
2016-12-20 21:00:00,0
2016-12-20 21:15:00,0
2016-12-20 21:30:00,0
2016-12-20 21:45:00,0
2016-12-20 22:00:00,0
2016-12-20 22:15:00,0
2016-12-20 22:30:00,0
2016-12-20 22:45:00,0
2016-12-20 23:00:00,0
2016-12-20 23:15:00,0
2016-12-20 23:30:00,0
2016-12-20 23:45:00,0
2016-12-21 00:00:00,0
2016-12-21 00:15:00,0
2016-12-21 00:30:00,0
2016-12-21 00:45:00,0
2016-12-21 01:00:00,0
2016-12-21 01:15:00,0
2016-12-21 01:30:00,0
2016-12-21 01:45:00,0
2016-12-21 02:00:00,0
2016-12-21 02:15:00,0
2016-12-21 02:30:00,0
2016-12-21 02:45:00,0
2016-12-21 03:00:00,0
2016-12-21 03:15:00,0
2016-12-21 03:30:00,0
2016-12-21 03:45:00,0
2016-12-21 04:00:00,0
2016-12-21 04:15:00,0
2016-12-21 04:30:00,0
2016-12-21 04:45:00,0
2016-12-21 05:00:00,0
2016-12-21 05:15:00,0
2016-12-21 05:30:00,0
2016-12-21 05:45:00,0
2016-12-21 06:00:00,1
2016-12-21 06:15:00,8
2016-12-21 06:30:00,17
2016-12-21 06:45:00,24
2016-12-21 07:00:00,36
2016-12-21 07:15:00,56
2016-12-21 07:30:00,86
2016-12-21 07:45:00,86
2016-12-21 08:00:00,74
2016-12-21 08:15:00,103
2016-12-21 08:30:00,158
2016-12-21 08:45:00,174
2016-12-21 09:00:00,152
2016-12-21 09:15:00,169
2016-12-21 09:30:00,208
2016-12-21 09:45:00,652
2016-12-21 10:00:00,292
2016-12-21 10:15:00,186
2016-12-21 10:30:00,299
2016-12-21 10:45:00,212
2016-12-21 11:00:00,68
2016-12-21 11:15:00,113
2016-12-21 11:30:00,169
2016-12-21 11:45:00,221
2016-12-21 12:00:00,425
2016-12-21 12:15:00,645
2016-12-21 12:30:00,548
2016-12-21 12:45:00,230
2016-12-21 13:00:00,160
2016-12-21 13:15:00,208
2016-12-21 13:30:00,207
2016-12-21 13:45:00,254
2016-12-21 14:00:00,310
2016-12-21 14:15:00,511
2016-12-21 14:30:00,458
2016-12-21 14:45:00,272
2016-12-21 15:00:00,189
2016-12-21 15:15:00,255
2016-12-21 15:30:00,367
2016-12-21 15:45:00,54
2016-12-21 16:00:00,36
2016-12-21 16:15:00,30
2016-12-21 16:30:00,41
2016-12-21 16:45:00,62
2016-12-21 17:00:00,67
2016-12-21 17:15:00,61
2016-12-21 17:30:00,39
2016-12-21 17:45:00,34
2016-12-21 18:00:00,20
2016-12-21 18:15:00,10
2016-12-21 18:30:00,6
2016-12-21 18:45:00,0
2016-12-21 19:00:00,0
2016-12-21 19:15:00,0
2016-12-21 19:30:00,0
2016-12-21 19:45:00,0
2016-12-21 20:00:00,0
2016-12-21 20:15:00,0
2016-12-21 20:30:00,0
2016-12-21 20:45:00,0
2016-12-21 21:00:00,0
2016-12-21 21:15:00,0
2016-12-21 21:30:00,0
2016-12-21 21:45:00,0
2016-12-21 22:00:00,0
2016-12-21 22:15:00,0
2016-12-21 22:30:00,0
2016-12-21 22:45:00,0
2016-12-21 23:00:00,0
2016-12-21 23:15:00,0
2016-12-21 23:30:00,0
2016-12-21 23:45:00,0
2016-12-22 00:00:00,0
2016-12-22 00:15:00,0
2016-12-22 00:30:00,0
2016-12-22 00:45:00,0
2016-12-22 01:00:00,0
2016-12-22 01:15:00,0
2016-12-22 01:30:00,0
2016-12-22 01:45:00,0
2016-12-22 02:00:00,0
2016-12-22 02:15:00,0
2016-12-22 02:30:00,0
2016-12-22 02:45:00,0
2016-12-22 03:00:00,0
2016-12-22 03:15:00,0
2016-12-22 03:30:00,0
2016-12-22 03:45:00,0
2016-12-22 04:00:00,0
2016-12-22 04:15:00,0
2016-12-22 04:30:00,0
2016-12-22 04:45:00,0
2016-12-22 05:00:00,0
2016-12-22 05:15:00,0
2016-12-22 05:30:00,0
2016-12-22 05:45:00,0
2016-12-22 06:00:00,0
2016-12-22 06:15:00,1
2016-12-22 06:30:00,2
2016-12-22 06:45:00,4
2016-12-22 07:00:00,4
2016-12-22 07:15:00,0
2016-12-22 07:30:00,2
2016-12-22 07:45:00,1
2016-12-22 08:00:00,1
2016-12-22 08:15:00,2
2016-12-22 08:30:00,3
2016-12-22 08:45:00,4
2016-12-22 09:00:00,7
2016-12-22 09:15:00,9
2016-12-22 09:30:00,13
2016-12-22 09:45:00,18
2016-12-22 10:00:00,25
2016-12-22 10:15:00,37
2016-12-22 10:30:00,52
2016-12-22 10:45:00,62
2016-12-22 11:00:00,54
2016-12-22 11:15:00,86
2016-12-22 11:30:00,98
2016-12-22 11:45:00,112
2016-12-22 12:00:00,57
2016-12-22 12:15:00,28
2016-12-22 12:30:00,42
2016-12-22 12:45:00,51
2016-12-22 13:00:00,29
2016-12-22 13:15:00,19
2016-12-22 13:30:00,24
2016-12-22 13:45:00,25
2016-12-22 14:00:00,29
2016-12-22 14:15:00,32
2016-12-22 14:30:00,37
2016-12-22 14:45:00,40
2016-12-22 15:00:00,42
2016-12-22 15:15:00,46
2016-12-22 15:30:00,52
2016-12-22 15:45:00,63
2016-12-22 16:00:00,78
2016-12-22 16:15:00,83
2016-12-22 16:30:00,83
2016-12-22 16:45:00,74
2016-12-22 17:00:00,58
2016-12-22 17:15:00,47
2016-12-22 17:30:00,37
2016-12-22 17:45:00,31
2016-12-22 18:00:00,24
2016-12-22 18:15:00,15
2016-12-22 18:30:00,7
2016-12-22 18:45:00,0
2016-12-22 19:00:00,0
2016-12-22 19:15:00,0
2016-12-22 19:30:00,0
2016-12-22 19:45:00,0
2016-12-22 20:00:00,0
2016-12-22 20:15:00,0
2016-12-22 20:30:00,0
2016-12-22 20:45:00,0
2016-12-22 21:00:00,0
2016-12-22 21:15:00,0
2016-12-22 21:30:00,0
2016-12-22 21:45:00,0
2016-12-22 22:00:00,0
2016-12-22 22:15:00,0
2016-12-22 22:30:00,0
2016-12-22 22:45:00,0
2016-12-22 23:00:00,0
2016-12-22 23:15:00,0
2016-12-22 23:30:00,0
2016-12-22 23:45:00,0
2016-12-23 00:00:00,0
2016-12-23 00:15:00,0
2016-12-23 00:30:00,0
2016-12-23 00:45:00,0
2016-12-23 01:00:00,0
2016-12-23 01:15:00,0
2016-12-23 01:30:00,0
2016-12-23 01:45:00,0
2016-12-23 02:00:00,0
2016-12-23 02:15:00,0
2016-12-23 02:30:00,0
2016-12-23 02:45:00,0
2016-12-23 03:00:00,0
2016-12-23 03:15:00,0
2016-12-23 03:30:00,0
2016-12-23 03:45:00,0
2016-12-23 04:00:00,0
2016-12-23 04:15:00,0
2016-12-23 04:30:00,0
2016-12-23 04:45:00,0
2016-12-23 05:00:00,0
2016-12-23 05:15:00,0
2016-12-23 05:30:00,0
2016-12-23 05:45:00,0
2016-12-23 06:00:00,0
2016-12-23 06:15:00,0
2016-12-23 06:30:00,0
2016-12-23 06:45:00,0
2016-12-23 07:00:00,0
2016-12-23 07:15:00,0
2016-12-23 07:30:00,3
2016-12-23 07:45:00,4
2016-12-23 08:00:00,7
2016-12-23 08:15:00,8
2016-12-23 08:30:00,9
2016-12-23 08:45:00,18
2016-12-23 09:00:00,29
2016-12-23 09:15:00,34
2016-12-23 09:30:00,32
2016-12-23 09:45:00,34
2016-12-23 10:00:00,30
2016-12-23 10:15:00,34
2016-12-23 10:30:00,48
2016-12-23 10:45:00,62
2016-12-23 11:00:00,73
2016-12-23 11:15:00,95
2016-12-23 11:30:00,127
2016-12-23 11:45:00,164
2016-12-23 12:00:00,211
2016-12-23 12:15:00,270
2016-12-23 12:30:00,318
2016-12-23 12:45:00,415
2016-12-23 13:00:00,588
2016-12-23 13:15:00,520
2016-12-23 13:30:00,428
2016-12-23 13:45:00,394
2016-12-23 14:00:00,354
2016-12-23 14:15:00,322
2016-12-23 14:30:00,413
2016-12-23 14:45:00,288
2016-12-23 15:00:00,226
2016-12-23 15:15:00,277
2016-12-23 15:30:00,197
2016-12-23 15:45:00,182
2016-12-23 16:00:00,200
2016-12-23 16:15:00,160
2016-12-23 16:30:00,145
2016-12-23 16:45:00,158
2016-12-23 17:00:00,173
2016-12-23 17:15:00,125
2016-12-23 17:30:00,95
2016-12-23 17:45:00,70
2016-12-23 18:00:00,57
2016-12-23 18:15:00,35
2016-12-23 18:30:00,19
2016-12-23 18:45:00,7
2016-12-23 19:00:00,0
2016-12-23 19:15:00,0
2016-12-23 19:30:00,0
2016-12-23 19:45:00,0
2016-12-23 20:00:00,0
2016-12-23 20:15:00,0
2016-12-23 20:30:00,0
2016-12-23 20:45:00,0
2016-12-23 21:00:00,0
2016-12-23 21:15:00,0
2016-12-23 21:30:00,0
2016-12-23 21:45:00,0
2016-12-23 22:00:00,0
2016-12-23 22:15:00,0
2016-12-23 22:30:00,0
2016-12-23 22:45:00,0
2016-12-23 23:00:00,0
2016-12-23 23:15:00,0
2016-12-23 23:30:00,0
2016-12-23 23:45:00,0
2016-12-24 00:00:00,0
2016-12-24 00:15:00,0
2016-12-24 00:30:00,0
2016-12-24 00:45:00,0
2016-12-24 01:00:00,0
2016-12-24 01:15:00,0
2016-12-24 01:30:00,0
2016-12-24 01:45:00,0
2016-12-24 02:00:00,0
2016-12-24 02:15:00,0
2016-12-24 02:30:00,0
2016-12-24 02:45:00,0
2016-12-24 03:00:00,0
2016-12-24 03:15:00,0
2016-12-24 03:30:00,0
2016-12-24 03:45:00,0
2016-12-24 04:00:00,0
2016-12-24 04:15:00,0
2016-12-24 04:30:00,0
2016-12-24 04:45:00,0
2016-12-24 05:00:00,0
2016-12-24 05:15:00,0
2016-12-24 05:30:00,0
2016-12-24 05:45:00,0
2016-12-24 06:00:00,7
2016-12-24 06:15:00,39
2016-12-24 06:30:00,76
2016-12-24 06:45:00,103
2016-12-24 07:00:00,127
2016-12-24 07:15:00,149
2016-12-24 07:30:00,193
2016-12-24 07:45:00,232
2016-12-24 08:00:00,256
2016-12-24 08:15:00,303
2016-12-24 08:30:00,376
2016-12-24 08:45:00,378
2016-12-24 09:00:00,395
2016-12-24 09:15:00,432
2016-12-24 09:30:00,455
2016-12-24 09:45:00,478
2016-12-24 10:00:00,549
2016-12-24 10:15:00,656
2016-12-24 10:30:00,559
2016-12-24 10:45:00,601
2016-12-24 11:00:00,619
2016-12-24 11:15:00,672
2016-12-24 11:30:00,595
2016-12-24 11:45:00,673
2016-12-24 12:00:00,673
2016-12-24 12:15:00,674
2016-12-24 12:30:00,692
2016-12-24 12:45:00,686
2016-12-24 13:00:00,702
2016-12-24 13:15:00,695
2016-12-24 13:30:00,657
2016-12-24 13:45:00,585
2016-12-24 14:00:00,530
2016-12-24 14:15:00,497
2016-12-24 14:30:00,463
2016-12-24 14:45:00,254
2016-12-24 15:00:00,494
2016-12-24 15:15:00,199
2016-12-24 15:30:00,318
2016-12-24 15:45:00,367
2016-12-24 16:00:00,325
2016-12-24 16:15:00,361
2016-12-24 16:30:00,147
2016-12-24 16:45:00,112
2016-12-24 17:00:00,58
2016-12-24 17:15:00,50
2016-12-24 17:30:00,52
2016-12-24 17:45:00,29
2016-12-24 18:00:00,25
2016-12-24 18:15:00,7
2016-12-24 18:30:00,7
2016-12-24 18:45:00,1
2016-12-24 19:00:00,0
2016-12-24 19:15:00,0
2016-12-24 19:30:00,0
2016-12-24 19:45:00,0
2016-12-24 20:00:00,0
2016-12-24 20:15:00,0
2016-12-24 20:30:00,0
2016-12-24 20:45:00,0
2016-12-24 21:00:00,0
2016-12-24 21:15:00,0
2016-12-24 21:30:00,0
2016-12-24 21:45:00,0
2016-12-24 22:00:00,0
2016-12-24 22:15:00,0
2016-12-24 22:30:00,0
2016-12-24 22:45:00,0
2016-12-24 23:00:00,0
2016-12-24 23:15:00,0
2016-12-24 23:30:00,0
2016-12-24 23:45:00,0
2016-12-25 00:00:00,0
2016-12-25 00:15:00,0
2016-12-25 00:30:00,0
2016-12-25 00:45:00,0
2016-12-25 01:00:00,0
2016-12-25 01:15:00,0
2016-12-25 01:30:00,0
2016-12-25 01:45:00,0
2016-12-25 02:00:00,0
2016-12-25 02:15:00,0
2016-12-25 02:30:00,0
2016-12-25 02:45:00,0
2016-12-25 03:00:00,0
2016-12-25 03:15:00,0
2016-12-25 03:30:00,0
2016-12-25 03:45:00,0
2016-12-25 04:00:00,0
2016-12-25 04:15:00,0
2016-12-25 04:30:00,0
2016-12-25 04:45:00,0
2016-12-25 05:00:00,0
2016-12-25 05:15:00,0
2016-12-25 05:30:00,0
2016-12-25 05:45:00,0
2016-12-25 06:00:00,4
2016-12-25 06:15:00,12
2016-12-25 06:30:00,40
2016-12-25 06:45:00,120
2016-12-25 07:00:00,129
2016-12-25 07:15:00,78
2016-12-25 07:30:00,91
2016-12-25 07:45:00,117
2016-12-25 08:00:00,79
2016-12-25 08:15:00,81
2016-12-25 08:30:00,124
2016-12-25 08:45:00,133
2016-12-25 09:00:00,144
2016-12-25 09:15:00,217
2016-12-25 09:30:00,273
2016-12-25 09:45:00,326
2016-12-25 10:00:00,256
2016-12-25 10:15:00,276
2016-12-25 10:30:00,774
2016-12-25 10:45:00,841
2016-12-25 11:00:00,690
2016-12-25 11:15:00,408
2016-12-25 11:30:00,338
2016-12-25 11:45:00,360
2016-12-25 12:00:00,271
2016-12-25 12:15:00,375
2016-12-25 12:30:00,318
2016-12-25 12:45:00,343
2016-12-25 13:00:00,371
2016-12-25 13:15:00,289
2016-12-25 13:30:00,730
2016-12-25 13:45:00,255
2016-12-25 14:00:00,257
2016-12-25 14:15:00,188
2016-12-25 14:30:00,195
2016-12-25 14:45:00,167
2016-12-25 15:00:00,472
2016-12-25 15:15:00,513
2016-12-25 15:30:00,527
2016-12-25 15:45:00,200
2016-12-25 16:00:00,312
2016-12-25 16:15:00,223
2016-12-25 16:30:00,190
2016-12-25 16:45:00,134
2016-12-25 17:00:00,107
2016-12-25 17:15:00,146
2016-12-25 17:30:00,128
2016-12-25 17:45:00,80
2016-12-25 18:00:00,87
2016-12-25 18:15:00,46
2016-12-25 18:30:00,10
2016-12-25 18:45:00,4
2016-12-25 19:00:00,0
2016-12-25 19:15:00,0
2016-12-25 19:30:00,0
2016-12-25 19:45:00,0
2016-12-25 20:00:00,0
2016-12-25 20:15:00,0
2016-12-25 20:30:00,0
2016-12-25 20:45:00,0
2016-12-25 21:00:00,0
2016-12-25 21:15:00,0
2016-12-25 21:30:00,0
2016-12-25 21:45:00,0
2016-12-25 22:00:00,0
2016-12-25 22:15:00,0
2016-12-25 22:30:00,0
2016-12-25 22:45:00,0
2016-12-25 23:00:00,0
2016-12-25 23:15:00,0
2016-12-25 23:30:00,0
2016-12-25 23:45:00,0
2016-12-26 00:00:00,0
2016-12-26 00:15:00,0
2016-12-26 00:30:00,0
2016-12-26 00:45:00,0
2016-12-26 01:00:00,0
2016-12-26 01:15:00,0
2016-12-26 01:30:00,0
2016-12-26 01:45:00,0
2016-12-26 02:00:00,0
2016-12-26 02:15:00,0
2016-12-26 02:30:00,0
2016-12-26 02:45:00,0
2016-12-26 03:00:00,0
2016-12-26 03:15:00,0
2016-12-26 03:30:00,0
2016-12-26 03:45:00,0
2016-12-26 04:00:00,0
2016-12-26 04:15:00,0
2016-12-26 04:30:00,0
2016-12-26 04:45:00,0
2016-12-26 05:00:00,0
2016-12-26 05:15:00,0
2016-12-26 05:30:00,0
2016-12-26 05:45:00,0
2016-12-26 06:00:00,1
2016-12-26 06:15:00,25
2016-12-26 06:30:00,61
2016-12-26 06:45:00,57
2016-12-26 07:00:00,79
2016-12-26 07:15:00,113
2016-12-26 07:30:00,108
2016-12-26 07:45:00,125
2016-12-26 08:00:00,122
2016-12-26 08:15:00,162
2016-12-26 08:30:00,157
2016-12-26 08:45:00,360
2016-12-26 09:00:00,410
2016-12-26 09:15:00,456
2016-12-26 09:30:00,487
2016-12-26 09:45:00,531
2016-12-26 10:00:00,414
2016-12-26 10:15:00,592
2016-12-26 10:30:00,711
2016-12-26 10:45:00,708
2016-12-26 11:00:00,661
2016-12-26 11:15:00,191
2016-12-26 11:30:00,654
2016-12-26 11:45:00,734
2016-12-26 12:00:00,713
2016-12-26 12:15:00,719
2016-12-26 12:30:00,796
2016-12-26 12:45:00,762
2016-12-26 13:00:00,305
2016-12-26 13:15:00,467
2016-12-26 13:30:00,202
2016-12-26 13:45:00,205
2016-12-26 14:00:00,207
2016-12-26 14:15:00,179
2016-12-26 14:30:00,229
2016-12-26 14:45:00,278
2016-12-26 15:00:00,595
2016-12-26 15:15:00,591
2016-12-26 15:30:00,417
2016-12-26 15:45:00,142
2016-12-26 16:00:00,106
2016-12-26 16:15:00,441
2016-12-26 16:30:00,316
2016-12-26 16:45:00,167
2016-12-26 17:00:00,95
2016-12-26 17:15:00,102
2016-12-26 17:30:00,69
2016-12-26 17:45:00,43
2016-12-26 18:00:00,36
2016-12-26 18:15:00,28
2016-12-26 18:30:00,15
2016-12-26 18:45:00,3
2016-12-26 19:00:00,0
2016-12-26 19:15:00,0
2016-12-26 19:30:00,0
2016-12-26 19:45:00,0
2016-12-26 20:00:00,0
2016-12-26 20:15:00,0
2016-12-26 20:30:00,0
2016-12-26 20:45:00,0
2016-12-26 21:00:00,0
2016-12-26 21:15:00,0
2016-12-26 21:30:00,0
2016-12-26 21:45:00,0
2016-12-26 22:00:00,0
2016-12-26 22:15:00,0
2016-12-26 22:30:00,0
2016-12-26 22:45:00,0
2016-12-26 23:00:00,0
2016-12-26 23:15:00,0
2016-12-26 23:30:00,0
2016-12-26 23:45:00,0
2016-12-27 00:00:00,0
2016-12-27 00:15:00,0
2016-12-27 00:30:00,0
2016-12-27 00:45:00,0
2016-12-27 01:00:00,0
2016-12-27 01:15:00,0
2016-12-27 01:30:00,0
2016-12-27 01:45:00,0
2016-12-27 02:00:00,0
2016-12-27 02:15:00,0
2016-12-27 02:30:00,0
2016-12-27 02:45:00,0
2016-12-27 03:00:00,0
2016-12-27 03:15:00,0
2016-12-27 03:30:00,0
2016-12-27 03:45:00,0
2016-12-27 04:00:00,0
2016-12-27 04:15:00,0
2016-12-27 04:30:00,0
2016-12-27 04:45:00,0
2016-12-27 05:00:00,0
2016-12-27 05:15:00,0
2016-12-27 05:30:00,0
2016-12-27 05:45:00,0
2016-12-27 06:00:00,0
2016-12-27 06:15:00,10
2016-12-27 06:30:00,24
2016-12-27 06:45:00,35
2016-12-27 07:00:00,42
2016-12-27 07:15:00,54
2016-12-27 07:30:00,124
2016-12-27 07:45:00,98
2016-12-27 08:00:00,274
2016-12-27 08:15:00,301
2016-12-27 08:30:00,206
2016-12-27 08:45:00,376
2016-12-27 09:00:00,431
2016-12-27 09:15:00,411
2016-12-27 09:30:00,381
2016-12-27 09:45:00,294
2016-12-27 10:00:00,328
2016-12-27 10:15:00,376
2016-12-27 10:30:00,271
2016-12-27 10:45:00,488
2016-12-27 11:00:00,402
2016-12-27 11:15:00,481
2016-12-27 11:30:00,447
2016-12-27 11:45:00,278
2016-12-27 12:00:00,190
2016-12-27 12:15:00,189
2016-12-27 12:30:00,257
2016-12-27 12:45:00,221
2016-12-27 13:00:00,237
2016-12-27 13:15:00,439
2016-12-27 13:30:00,268
2016-12-27 13:45:00,226
2016-12-27 14:00:00,193
2016-12-27 14:15:00,195
2016-12-27 14:30:00,179
2016-12-27 14:45:00,173
2016-12-27 15:00:00,180
2016-12-27 15:15:00,157
2016-12-27 15:30:00,151
2016-12-27 15:45:00,111
2016-12-27 16:00:00,142
2016-12-27 16:15:00,98
2016-12-27 16:30:00,78
2016-12-27 16:45:00,59
2016-12-27 17:00:00,70
2016-12-27 17:15:00,50
2016-12-27 17:30:00,26
2016-12-27 17:45:00,19
2016-12-27 18:00:00,17
2016-12-27 18:15:00,12
2016-12-27 18:30:00,4
2016-12-27 18:45:00,0
2016-12-27 19:00:00,0
2016-12-27 19:15:00,0
2016-12-27 19:30:00,0
2016-12-27 19:45:00,0
2016-12-27 20:00:00,0
2016-12-27 20:15:00,0
2016-12-27 20:30:00,0
2016-12-27 20:45:00,0
2016-12-27 21:00:00,0
2016-12-27 21:15:00,0
2016-12-27 21:30:00,0
2016-12-27 21:45:00,0
2016-12-27 22:00:00,0
2016-12-27 22:15:00,0
2016-12-27 22:30:00,0
2016-12-27 22:45:00,0
2016-12-27 23:00:00,0
2016-12-27 23:15:00,0
2016-12-27 23:30:00,0
2016-12-27 23:45:00,0
2016-12-28 00:00:00,0
2016-12-28 00:15:00,0
2016-12-28 00:30:00,0
2016-12-28 00:45:00,0
2016-12-28 01:00:00,0
2016-12-28 01:15:00,0
2016-12-28 01:30:00,0
2016-12-28 01:45:00,0
2016-12-28 02:00:00,0
2016-12-28 02:15:00,0
2016-12-28 02:30:00,0
2016-12-28 02:45:00,0
2016-12-28 03:00:00,0
2016-12-28 03:15:00,0
2016-12-28 03:30:00,0
2016-12-28 03:45:00,0
2016-12-28 04:00:00,0
2016-12-28 04:15:00,0
2016-12-28 04:30:00,0
2016-12-28 04:45:00,0
2016-12-28 05:00:00,0
2016-12-28 05:15:00,0
2016-12-28 05:30:00,0
2016-12-28 05:45:00,0
2016-12-28 06:00:00,0
2016-12-28 06:15:00,7
2016-12-28 06:30:00,20
2016-12-28 06:45:00,34
2016-12-28 07:00:00,40
2016-12-28 07:15:00,42
2016-12-28 07:30:00,45
2016-12-28 07:45:00,37
2016-12-28 08:00:00,10
2016-12-28 08:15:00,19
2016-12-28 08:30:00,34
2016-12-28 08:45:00,57
2016-12-28 09:00:00,35
2016-12-28 09:15:00,50
2016-12-28 09:30:00,54
2016-12-28 09:45:00,6
2016-12-28 10:00:00,13
2016-12-28 10:15:00,29
2016-12-28 10:30:00,3
2016-12-28 10:45:00,4
2016-12-28 11:00:00,4
2016-12-28 11:15:00,4
2016-12-28 11:30:00,4
2016-12-28 11:45:00,10
2016-12-28 12:00:00,12
2016-12-28 12:15:00,13
2016-12-28 12:30:00,17
2016-12-28 12:45:00,23
2016-12-28 13:00:00,28
2016-12-28 13:15:00,40
2016-12-28 13:30:00,45
2016-12-28 13:45:00,51
2016-12-28 14:00:00,68
2016-12-28 14:15:00,78
2016-12-28 14:30:00,94
2016-12-28 14:45:00,106
2016-12-28 15:00:00,95
2016-12-28 15:15:00,89
2016-12-28 15:30:00,108
2016-12-28 15:45:00,111
2016-12-28 16:00:00,123
2016-12-28 16:15:00,98
2016-12-28 16:30:00,80
2016-12-28 16:45:00,76
2016-12-28 17:00:00,65
2016-12-28 17:15:00,53
2016-12-28 17:30:00,43
2016-12-28 17:45:00,37
2016-12-28 18:00:00,25
2016-12-28 18:15:00,14
2016-12-28 18:30:00,7
2016-12-28 18:45:00,0
2016-12-28 19:00:00,0
2016-12-28 19:15:00,0
2016-12-28 19:30:00,0
2016-12-28 19:45:00,0
2016-12-28 20:00:00,0
2016-12-28 20:15:00,0
2016-12-28 20:30:00,0
2016-12-28 20:45:00,0
2016-12-28 21:00:00,0
2016-12-28 21:15:00,0
2016-12-28 21:30:00,0
2016-12-28 21:45:00,0
2016-12-28 22:00:00,0
2016-12-28 22:15:00,0
2016-12-28 22:30:00,0
2016-12-28 22:45:00,0
2016-12-28 23:00:00,0
2016-12-28 23:15:00,0
2016-12-28 23:30:00,0
2016-12-28 23:45:00,0
2016-12-29 00:00:00,0
2016-12-29 00:15:00,0
2016-12-29 00:30:00,0
2016-12-29 00:45:00,0
2016-12-29 01:00:00,0
2016-12-29 01:15:00,0
2016-12-29 01:30:00,0
