,DateTime,SRD_wpm2,HMD_pct,TMP_F,RNF_in,WND_deg,WNS_mph
0,2017-06-01 00:00:00,0,84.2,79.2,0,132,1
1,2017-06-01 00:15:00,0,84.7,79.0,0,121,2
2,2017-06-01 00:30:00,0,84.1,79.2,0,127,2
3,2017-06-01 00:45:00,0,82.6,79.2,0,127,3
4,2017-06-01 01:00:00,0,85.2,78.6,0,114,1
5,2017-06-01 01:15:00,0,85.1,78.6,0,115,2
6,2017-06-01 01:30:00,0,85.0,78.7,0,128,2
7,2017-06-01 01:45:00,0,84.2,78.5,0,128,2
8,2017-06-01 02:00:00,0,86.2,78.3,0,110,2
9,2017-06-01 02:15:00,0,85.8,78.2,0,118,2
10,2017-06-01 02:30:00,0,86.7,77.8,0,118,2
11,2017-06-01 02:45:00,0,87.1,77.8,0,115,1
12,2017-06-01 03:00:00,0,86.8,77.8,0,110,2
13,2017-06-01 03:15:00,0,87.3,77.5,0,120,2
14,2017-06-01 03:30:00,0,87.6,77.3,0,131,1
15,2017-06-01 03:45:00,0,88.9,77.1,0,155,0
16,2017-06-01 04:00:00,0,87.9,77.3,0,114,1
17,2017-06-01 04:15:00,0,84.9,78.2,0,121,4
18,2017-06-01 04:30:00,0,84.1,78.4,0,117,3
19,2017-06-01 04:45:00,0,85.1,78.6,0,115,4
20,2017-06-01 05:00:00,0,84.5,78.4,0,120,4
21,2017-06-01 05:15:00,0,84.9,78.4,0,121,3
22,2017-06-01 05:30:00,0,86.1,77.9,0,128,2
23,2017-06-01 05:45:00,0,87.6,77.3,0,100,1
24,2017-06-01 06:00:00,0,87.1,77.4,0,124,3
25,2017-06-01 06:15:00,0,85.8,77.8,0,121,2
26,2017-06-01 06:30:00,0,86.0,77.8,0,134,1
27,2017-06-01 06:45:00,1,84.9,78.0,0,122,2
28,2017-06-01 07:00:00,8,84.2,78.1,0,110,3
29,2017-06-01 07:15:00,45,88.7,76.1,0,80,3
30,2017-06-01 07:30:00,25,92.1,75.6,0,96,1
31,2017-06-01 07:45:00,54,90.7,76.4,0,122,3
32,2017-06-01 08:00:00,67,88.9,76.9,0,120,5
33,2017-06-01 08:15:00,94,91.3,76.6,0,112,4
34,2017-06-01 08:30:00,216,90.8,76.5,0,107,3
35,2017-06-01 08:45:00,271,91.9,77.0,0,142,2
36,2017-06-01 09:00:00,330,89.8,77.5,0,129,1
37,2017-06-01 09:15:00,169,87.3,77.7,0,121,2
38,2017-06-01 09:30:00,280,84.8,78.6,0,132,4
39,2017-06-01 09:45:00,347,83.4,79.2,0,136,3
40,2017-06-01 10:00:00,405,82.7,79.7,0,117,2
41,2017-06-01 10:15:00,550,80.1,80.6,0,127,2
42,2017-06-01 10:30:00,575,78.4,80.9,0,136,2
43,2017-06-01 10:45:00,775,77.8,81.6,0,132,2
44,2017-06-01 11:00:00,542,78.2,81.7,0,139,2
45,2017-06-01 11:15:00,450,80.2,80.8,0,131,2
46,2017-06-01 11:30:00,567,79.0,80.9,0,121,2
47,2017-06-01 11:45:00,786,78.1,81.5,0,129,2
48,2017-06-01 12:00:00,765,76.4,82.0,0,142,2
49,2017-06-01 12:15:00,799,76.9,82.4,0,136,2
50,2017-06-01 12:30:00,596,77.3,82.0,0,128,2
51,2017-06-01 12:45:00,783,78.9,82.0,0,129,2
52,2017-06-01 13:00:00,610,77.3,82.0,0,135,2
53,2017-06-01 13:15:00,816,76.7,81.9,0,131,2
54,2017-06-01 13:30:00,517,77.7,82.0,0,127,2
55,2017-06-01 13:45:00,517,77.9,81.5,0,124,2
56,2017-06-01 14:00:00,462,79.2,81.1,0,115,2
57,2017-06-01 14:15:00,330,80.5,80.7,0,122,2
58,2017-06-01 14:30:00,377,80.1,80.5,0,129,2
59,2017-06-01 14:45:00,314,80.6,80.4,0,121,2
60,2017-06-01 15:00:00,229,80.6,80.0,0,114,2
61,2017-06-01 15:15:00,352,79.3,80.4,0,110,4
62,2017-06-01 15:30:00,256,80.4,80.1,0,134,2
63,2017-06-01 15:45:00,157,80.6,79.9,0,111,2
64,2017-06-01 16:00:00,139,81.8,79.7,0,111,1
65,2017-06-01 16:15:00,140,81.1,79.6,0,115,2
66,2017-06-01 16:30:00,103,83.2,79.3,0,121,3
67,2017-06-01 16:45:00,121,84.5,78.7,0,131,2
68,2017-06-01 17:00:00,100,85.7,78.8,0,127,2
69,2017-06-01 17:15:00,64,85.3,78.8,0,124,3
70,2017-06-01 17:30:00,46,84.5,78.8,0,124,2
71,2017-06-01 17:45:00,25,81.7,79.0,0,129,3
72,2017-06-01 18:00:00,6,82.6,79.1,0,141,3
73,2017-06-01 18:15:00,0,81.4,79.0,0,131,4
74,2017-06-01 18:30:00,0,83.1,79.1,0,125,3
75,2017-06-01 18:45:00,0,82.5,79.0,0,132,3
76,2017-06-01 19:00:00,0,84.0,78.9,0,128,3
77,2017-06-01 19:15:00,0,83.9,78.8,0,121,4
78,2017-06-01 19:30:00,0,83.4,78.9,0,122,3
79,2017-06-01 19:45:00,0,83.8,78.8,0,124,3
80,2017-06-01 20:00:00,0,83.0,79.0,0,127,3
81,2017-06-01 20:15:00,0,82.8,78.9,0,112,3
