,DateTime,SRD_wpm2,HMD_pct,TMP_F,RNF_in,WND_deg,WNS_mph
0,2015-07-21 14:30:00,694,61.5,84.0,0.02,344,1
1,2015-07-21 14:45:00,722,60.9,83.7,0.0,182,1
2,2015-07-21 15:00:00,759,64.4,82.2,0.0,69,1
3,2015-07-21 15:15:00,664,65.4,81.1,0.0,63,0
4,2015-07-21 15:30:00,429,67.6,80.8,0.0,62,1
5,2015-07-21 15:45:00,287,69.7,80.1,0.0,76,0
6,2015-07-21 16:00:00,298,70.5,79.9,0.0,77,0
7,2015-07-21 16:15:00,260,70.9,79.4,0.0,72,0
8,2015-07-21 16:30:00,248,71.7,79.1,0.0,59,0
9,2015-07-21 16:45:00,163,72.9,78.1,0.0,72,0
10,2015-07-21 17:00:00,132,75.4,77.4,0.0,80,0
11,2015-07-21 17:15:00,78,77.0,76.9,0.0,70,1
12,2015-07-21 17:30:00,49,78.0,76.5,0.0,56,0
13,2015-07-21 17:45:00,24,78.9,76.3,0.0,57,0
14,2015-07-21 18:00:00,10,79.1,76.2,0.0,83,1
15,2015-07-21 18:15:00,2,79.6,76.1,0.0,67,1
16,2015-07-21 18:30:00,0,80.3,76.1,0.0,66,1
17,2015-07-21 18:45:00,0,81.1,76.0,0.0,55,0
18,2015-07-21 19:00:00,0,80.6,75.8,0.0,56,0
19,2015-07-21 19:15:00,0,80.6,75.7,0.0,70,1
20,2015-07-21 19:30:00,0,79.6,75.9,0.0,77,1
21,2015-07-21 19:45:00,0,80.8,75.9,0.0,57,0
22,2015-07-21 20:00:00,0,82.4,75.3,0.0,73,0
23,2015-07-21 20:15:00,0,81.1,75.6,0.0,67,0
24,2015-07-21 20:30:00,0,80.6,76.0,0.0,59,0
25,2015-07-21 20:45:00,0,81.4,76.0,0.0,87,0
26,2015-07-21 21:00:00,0,81.4,76.0,0.0,74,1
27,2015-07-21 21:15:00,0,80.7,75.8,0.0,59,0
28,2015-07-21 21:30:00,0,80.9,75.6,0.0,83,0
29,2015-07-21 21:45:00,0,81.3,75.5,0.0,64,0
30,2015-07-21 22:00:00,0,81.8,75.5,0.0,56,0
31,2015-07-21 22:15:00,0,83.4,75.2,0.0,53,0
32,2015-07-21 22:30:00,0,83.3,75.5,0.0,66,1
33,2015-07-21 22:45:00,0,82.7,75.7,0.0,83,0
34,2015-07-21 23:00:00,0,82.4,75.8,0.0,53,1
35,2015-07-21 23:15:00,0,83.4,75.9,0.0,52,1
36,2015-07-21 23:30:00,0,85.2,75.7,0.0,69,1
37,2015-07-21 23:45:00,0,85.9,75.4,0.0,70,0
38,2015-07-22 00:00:00,0,86.6,75.5,0.0,93,1
39,2015-07-22 00:15:00,0,88.1,75.2,0.0,56,0
40,2015-07-22 00:30:00,0,89.6,74.9,0.0,72,1
41,2015-07-22 00:45:00,0,89.6,75.1,0.0,56,1
42,2015-07-22 01:00:00,0,88.5,75.3,0.0,62,1
43,2015-07-22 01:15:00,0,88.1,75.3,0.0,81,1
44,2015-07-22 01:30:00,0,89.4,75.3,0.0,80,0
45,2015-07-22 01:45:00,0,92.7,75.1,0.01,74,0
46,2015-07-22 02:00:00,0,95.0,74.7,0.0,69,1
47,2015-07-22 02:15:00,0,94.8,74.8,0.0,70,1
48,2015-07-22 02:30:00,0,92.6,74.7,0.0,67,1
49,2015-07-22 02:45:00,0,92.1,74.4,0.0,59,0
50,2015-07-22 03:00:00,0,92.0,74.5,0.0,76,1
51,2015-07-22 03:15:00,0,92.1,75.0,0.02,81,1
52,2015-07-22 03:30:00,0,95.0,74.2,0.0,81,1
53,2015-07-22 03:45:00,0,95.2,74.1,0.01,81,1
54,2015-07-22 04:00:00,0,95.2,73.7,0.0,72,0
55,2015-07-22 04:15:00,0,95.5,73.5,0.0,56,1
56,2015-07-22 04:30:00,0,96.5,73.6,0.03,60,1
57,2015-07-22 04:45:00,0,95.7,73.8,0.01,62,1
58,2015-07-22 05:00:00,0,95.9,73.5,0.0,69,1
59,2015-07-22 05:15:00,0,95.7,73.4,0.01,69,1
60,2015-07-22 05:30:00,0,95.1,73.6,0.0,66,1
61,2015-07-22 05:45:00,0,94.8,73.9,0.0,67,1
62,2015-07-22 06:00:00,0,95.0,73.6,0.0,73,1
63,2015-07-22 06:15:00,0,95.1,73.4,0.0,69,1
64,2015-07-22 06:30:00,0,94.6,73.2,0.0,79,1
65,2015-07-22 06:45:00,0,93.9,73.2,0.0,60,1
66,2015-07-22 07:00:00,3,93.1,73.8,0.0,67,1
67,2015-07-22 07:15:00,8,92.2,74.2,0.01,90,2
68,2015-07-22 07:30:00,18,90.1,74.2,0.0,63,1
69,2015-07-22 07:45:00,27,89.3,74.3,0.0,67,1
70,2015-07-22 08:00:00,51,90.1,74.5,0.0,96,1
71,2015-07-22 08:15:00,61,88.8,74.6,0.0,70,2
72,2015-07-22 08:30:00,82,89.2,74.6,0.0,79,1
73,2015-07-22 08:45:00,100,90.8,74.3,0.0,66,1
74,2015-07-22 09:00:00,120,89.1,74.3,0.0,67,1
75,2015-07-22 09:15:00,123,91.0,74.5,0.03,70,1
76,2015-07-22 09:30:00,157,92.7,73.9,0.0,73,1
