Date,Rain_[in]
4/16/2015,0.1
4/17/2015,0
4/18/2015,0.84
4/19/2015,0
4/20/2015,1.6
4/21/2015,0
4/22/2015,0.53
4/23/2015,0.65
4/24/2015,0.02
4/25/2015,0
4/26/2015,0
4/27/2015,0.94
4/28/2015,0
4/29/2015,1.16
4/30/2015,0.27
5/1/2015,0.17
5/2/2015,0
5/3/2015,0
5/4/2015,3.25
5/5/2015,0.358
5/6/2015,0.8
5/7/2015,0.66
5/8/2015,1.22
5/9/2015,0
5/10/2015,0
5/11/2015,0.08
5/12/2015,0
5/13/2015,1.03
5/14/2015,0
5/15/2015,0.52
5/16/2015,0
5/17/2015,0
5/18/2015,1.32
5/19/2015,0
5/20/2015,0.1
5/21/2015,0.02
5/22/2015,1.2
5/23/2015,0
5/24/2015,0
5/25/2015,1.32
5/26/2015,0
5/27/2015,0.08
5/28/2015,0
5/29/2015,1.12
5/30/2015,0.36
5/31/2015,0
6/1/2015,0.18
6/2/2015,0
6/3/2015,0
6/4/2015,0.58
6/5/2015,0.25
6/6/2015,0
6/7/2015,0
6/8/2015,0.07
6/9/2015,0.296
6/10/2015,0
6/11/2015,0.16
6/12/2015,1.38
6/13/2015,3.24
6/14/2015,0
6/15/2015,2.14
6/16/2015,0
6/17/2015,0.5
6/18/2015,2.05
6/19/2015,0
6/20/2015,0
6/21/2015,0
6/22/2015,0
6/23/2015,0
6/24/2015,0
6/25/2015,0.72
6/26/2015,0
6/27/2015,0
6/28/2015,0
6/29/2015,1.72
6/30/2015,1.5
7/1/2015,0
7/2/2015,1.83
7/3/2015,0.51
7/4/2015,0
7/5/2015,0
7/6/2015,0.06
7/7/2015,0.01
7/8/2015,0.05
7/9/2015,0
7/10/2015,0.64
7/11/2015,3.67
7/12/2015,0
7/13/2015,0.29
7/14/2015,0.87
7/15/2015,0
7/16/2015,0
7/17/2015,0
7/18/2015,0
7/19/2015,0
7/20/2015,0
7/21/2015,0
7/22/2015,0
7/23/2015,0
7/24/2015,0
7/25/2015,0
7/26/2015,0
7/27/2015,1.15
7/28/2015,0.02
7/29/2015,0
7/30/2015,0
7/31/2015,0.44
8/1/2015,0.12
8/2/2015,0
8/3/2015,1.84
8/4/2015,0
8/5/2015,0
8/6/2015,0
8/7/2015,0
8/8/2015,1.06
8/9/2015,0
8/10/2015,2.65
8/11/2015,0.9
8/12/2015,0.9
8/13/2015,0
8/14/2015,0
8/15/2015,0
8/16/2015,0
8/17/2015,0
8/18/2015,0
8/19/2015,0
8/20/2015,0
8/21/2015,0.17
8/22/2015,0
8/23/2015,0
8/24/2015,0.2
8/25/2015,0.01
8/26/2015,0.19
8/27/2015,0
8/28/2015,0.24
8/29/2015,0
8/30/2015,0
8/31/2015,0.1
9/1/2015,0
9/2/2015,0
9/3/2015,0
9/4/2015,0
9/5/2015,0
9/6/2015,0
9/7/2015,0
9/8/2015,0
9/9/2015,0
9/10/2015,0.41
9/11/2015,0.17
9/12/2015,0
9/13/2015,0
9/14/2015,0.04
9/15/2015,0.05
9/16/2015,0.28
9/17/2015,0
9/18/2015,0.02
9/19/2015,0
9/20/2015,0
9/21/2015,0.7
9/22/2015,0
9/23/2015,0
9/24/2015,0
9/25/2015,0
9/26/2015,0
9/27/2015,0
9/28/2015,0.36
9/29/2015,0
9/30/2015,0.26
10/1/2015,0.52
10/2/2015,0.01
10/3/2015,0
10/4/2015,0
10/5/2015,3.03
10/6/2015,5.18
10/7/2015,0.05
10/8/2015,0.4
10/9/2015,0.3
10/10/2015,0.34
10/11/2015,0
10/12/2015,3.49
10/13/2015,0.11
10/14/2015,2.11
10/15/2015,0.4
10/16/2015,0.57
10/17/2015,0
10/18/2015,0
10/19/2015,1.61
10/20/2015,0
10/21/2015,0.05
10/22/2015,0.04
10/23/2015,0.06
10/24/2015,0
10/25/2015,0
10/26/2015,0.1
10/27/2015,0.2
10/28/2015,0.01
10/29/2015,0
10/30/2015,0
10/31/2015,0
11/1/2015,0
11/2/2015,2
11/3/2015,0
11/4/2015,0
11/5/2015,0.37
11/6/2015,0.03
11/7/2015,0
11/8/2015,0
11/9/2015,0.02
11/10/2015,0
11/11/2015,0
11/12/2015,0
11/13/2015,0.35
11/14/2015,0
11/15/2015,0
11/16/2015,6.34
11/17/2015,0.5
11/18/2015,0.17
11/19/2015,0.15
11/20/2015,0.88
11/21/2015,2
11/22/2015,0
11/23/2015,5.97
11/24/2015,0
11/25/2015,0.8
11/26/2015,3.56
11/27/2015,2
11/28/2015,3.05
11/29/2015,0
11/30/2015,0.3
12/1/2015,0.11
12/2/2015,0.2
12/3/2015,0
12/4/2015,0.72
12/5/2015,0
12/6/2015,0
12/7/2015,0
12/8/2015,0
12/9/2015,0
12/10/2015,0
12/11/2015,0
12/12/2015,0
12/13/2015,0
12/14/2015,0.88
12/15/2015,0.2
12/16/2015,0.45
12/17/2015,0.3
12/18/2015,0.73
12/19/2015,0
12/20/2015,0
12/21/2015,0
12/22/2015,0
12/23/2015,1
12/24/2015,1.64
12/25/2015,0
12/26/2015,0.36
12/27/2015,0
12/28/2015,6.74
12/29/2015,1.99
12/30/2015,1.42
12/31/2015,1.23
1/1/2016,0
1/2/2016,0.5
1/3/2016,0
1/4/2016,0.03
1/5/2016,0
1/6/2016,0
1/7/2016,0.03
1/8/2016,0.7
1/9/2016,0.42
1/10/2016,0
1/11/2016,0.38
1/12/2016,0.32
1/13/2016,0.1
1/14/2016,0.06
1/15/2016,0.15
1/16/2016,0
1/17/2016,0
1/18/2016,0.43
1/19/2016,0.28
1/20/2016,0
1/21/2016,0
1/22/2016,0.03
1/23/2016,0
1/24/2016,0
1/25/2016,0.22
1/26/2016,0.04
1/27/2016,0.05
1/28/2016,0.02
1/29/2016,0.01
1/30/2016,0
1/31/2016,0
2/1/2016,0.01
2/2/2016,0
2/3/2016,0.04
2/4/2016,0.15
2/5/2016,0.07
2/6/2016,0
2/7/2016,0
2/8/2016,0.18
2/9/2016,0
2/10/2016,0
2/11/2016,0.02
2/12/2016,0
2/13/2016,0
2/14/2016,0
2/15/2016,0.66
2/16/2016,0.35
2/17/2016,0.7
2/18/2016,0.15
2/19/2016,0.38
2/20/2016,0.62
2/21/2016,0
2/22/2016,1.11
2/23/2016,1.46
2/24/2016,0.39
2/25/2016,0.01
2/26/2016,0.1
2/27/2016,0.42
2/28/2016,0
2/29/2016,0.03
3/1/2016,0
3/2/2016,0.1
3/3/2016,0.09
3/4/2016,0
3/5/2016,0
3/6/2016,0
3/7/2016,0.1
3/8/2016,2.37
3/9/2016,0.53
3/10/2016,1.86
3/11/2016,1.73
3/12/2016,0.01
3/13/2016,0
3/14/2016,0.61
3/15/2016,0.02
3/16/2016,0.03
3/17/2016,0.2
3/18/2016,0.07
3/19/2016,0
3/20/2016,0
3/21/2016,0.79
3/22/2016,0
3/23/2016,0.54
3/24/2016,0.01
3/25/2016,0.05
3/26/2016,0.32
3/27/2016,0
3/28/2016,1
3/29/2016,0.49
3/30/2016,1.77
3/31/2016,0.01
4/1/2016,0
4/2/2016,2.67
4/3/2016,0
4/4/2016,0.06
4/5/2016,0.02
4/6/2016,0.16
4/7/2016,0
4/8/2016,0.23
4/9/2016,2
4/10/2016,0
4/11/2016,4.95
4/12/2016,1.08
4/13/2016,1.34
4/14/2016,3.45
4/15/2016,3
4/16/2016,0.95
4/17/2016,0
4/18/2016,1.04
4/19/2016,0.3
4/20/2016,2.14
4/21/2016,0.01
4/22/2016,0
4/23/2016,2.59
4/24/2016,0
4/25/2016,0.15
4/26/2016,0.3
4/27/2016,0.8
4/28/2016,0.39
4/29/2016,0
4/30/2016,3.58
5/1/2016,0
5/2/2016,2.84
5/3/2016,0.09
5/4/2016,0.01
5/5/2016,0.2
5/6/2016,0
5/7/2016,0
5/8/2016,0
5/9/2016,0.41
5/10/2016,0.09
5/11/2016,2.7
5/12/2016,0.8
5/13/2016,0
5/14/2016,0
5/15/2016,0
5/16/2016,0.89
5/17/2016,0
5/18/2016,0.16
5/19/2016,0
5/20/2016,0.05
5/21/2016,0
5/22/2016,0
5/23/2016,0.16
5/24/2016,0.08
5/25/2016,0.2
5/26/2016,0.04
5/27/2016,0.1
5/28/2016,0
5/29/2016,0
5/30/2016,0.03
5/31/2016,0
6/1/2016,0
6/2/2016,0
6/3/2016,0
6/4/2016,0
6/5/2016,0
6/6/2016,0.16
6/7/2016,0
6/8/2016,0.05
6/9/2016,0.63
6/10/2016,0.88
6/11/2016,1.27
6/12/2016,0
6/13/2016,0.29
6/14/2016,0.15
6/15/2016,0.45
6/16/2016,0.14
6/17/2016,0.12
6/18/2016,0
6/19/2016,0
6/20/2016,0.47
6/21/2016,0.05
6/22/2016,0
6/23/2016,0
6/24/2016,0
6/25/2016,0
6/26/2016,0
6/27/2016,0.32
6/28/2016,0
6/29/2016,0.44
6/30/2016,0
7/1/2016,0
7/2/2016,0
7/3/2016,0
7/4/2016,0.07
7/5/2016,0.3
7/6/2016,0.02
7/7/2016,0
7/8/2016,0
7/9/2016,0
7/10/2016,0
7/11/2016,1.06
7/12/2016,0
7/13/2016,0.5
7/14/2016,0
7/15/2016,0
7/16/2016,0
7/17/2016,0
7/18/2016,0
7/19/2016,2.29
7/20/2016,0.52
7/21/2016,0.26
7/22/2016,0
7/23/2016,0.9
7/24/2016,0
7/25/2016,0.03
7/26/2016,0
7/27/2016,0
7/28/2016,0
7/29/2016,0.37
7/30/2016,0.25
7/31/2016,0
8/1/2016,0.01
8/2/2016,0.03
8/3/2016,0.07
8/4/2016,0.01
8/5/2016,0.23
8/6/2016,0
8/7/2016,0
8/8/2016,0.07
8/9/2016,0.02
8/10/2016,0
8/11/2016,0.32
8/12/2016,1.26
8/13/2016,0
8/14/2016,0
8/15/2016,0.33
8/16/2016,0.57
8/17/2016,0.01
8/18/2016,0.02
8/19/2016,0
8/20/2016,0
8/21/2016,0
8/22/2016,4.66
8/23/2016,1.04
8/24/2016,0.53
8/25/2016,0.01
8/26/2016,0
8/27/2016,0
8/28/2016,0
8/29/2016,0.31
8/30/2016,0.06
8/31/2016,0.05
9/1/2016,0
9/2/2016,0
9/3/2016,2.05
9/4/2016,0
9/5/2016,2.22
9/6/2016,0.58
9/7/2016,0.26
9/8/2016,0.05
9/9/2016,0.89
9/10/2016,0
9/11/2016,0
9/12/2016,1.28
9/13/2016,0
9/14/2016,0.17
9/15/2016,0.18
9/16/2016,0
9/17/2016,0
9/18/2016,0
9/19/2016,1.67
9/20/2016,0.16
9/21/2016,0
9/22/2016,0
9/23/2016,0
9/24/2016,0.08
9/25/2016,2.45
9/26/2016,0
9/27/2016,0
9/28/2016,0.57
9/29/2016,0.22
9/30/2016,0.02
10/1/2016,0
10/2/2016,0
10/3/2016,0.02
10/4/2016,0
10/5/2016,0
10/6/2016,0
10/7/2016,0.05
10/8/2016,0
10/9/2016,0
10/10/2016,0.07
10/11/2016,0.75
10/12/2016,0.02
10/13/2016,0
10/14/2016,0
10/15/2016,0
10/16/2016,0
10/17/2016,0.92
10/18/2016,0
10/19/2016,0.21
10/20/2016,0
10/21/2016,0
10/22/2016,0
10/23/2016,0
10/24/2016,1.33
10/25/2016,1.08
10/26/2016,0.03
10/27/2016,0.69
10/28/2016,0.02
10/29/2016,0.05
10/30/2016,0
10/31/2016,0.32
11/1/2016,0.14
11/2/2016,0
11/3/2016,0.64
11/4/2016,0.4
11/5/2016,0
11/6/2016,0
11/7/2016,1.58
11/8/2016,0
11/9/2016,1.07
11/10/2016,1.53
11/11/2016,2.53
11/12/2016,0
11/13/2016,0
11/14/2016,0.1
11/15/2016,0.02
11/16/2016,0
11/17/2016,0.08
11/18/2016,0
11/19/2016,0.9
11/20/2016,0
11/21/2016,0.72
11/22/2016,0.18
11/23/2016,0.49
11/24/2016,0.35
11/25/2016,0
11/26/2016,0.01
11/27/2016,0
11/28/2016,0
11/29/2016,0.02
11/30/2016,0
12/1/2016,0
12/2/2016,0
12/3/2016,0
12/4/2016,0
12/5/2016,0.13
12/6/2016,1.11
12/7/2016,0
12/8/2016,0
12/9/2016,0.59
12/10/2016,0
12/11/2016,0
12/12/2016,1.43
12/13/2016,0.03
12/14/2016,0.02
12/15/2016,0.02
12/16/2016,0.2
12/17/2016,0.08
12/18/2016,0
12/19/2016,2.05
12/20/2016,0.8
12/21/2016,0.03
12/22/2016,1.69
12/23/2016,2.35
12/24/2016,0
12/25/2016,0
12/26/2016,1.03
12/27/2016,0
12/28/2016,0.1
12/29/2016,0.06
12/30/2016,2.43
12/31/2016,0.05
1/1/2017,0
1/2/2017,0.43
1/3/2017,0.39
1/4/2017,0.76
1/5/2017,0.34
1/6/2017,0.23
1/7/2017,0.2
1/8/2017,0
1/9/2017,0.02
1/10/2017,0.06
1/11/2017,0.2
1/12/2017,0.02
1/13/2017,0.2
1/14/2017,0.03
1/15/2017,0
1/16/2017,0.31
1/17/2017,0.41
1/18/2017,0
1/19/2017,0
1/20/2017,0
1/21/2017,1.72
1/22/2017,0
1/23/2017,0.07
1/24/2017,0
1/25/2017,0.31
1/26/2017,1.25
1/27/2017,2.24
1/28/2017,0
1/29/2017,0
1/30/2017,0.85
1/31/2017,0.95
2/1/2017,1.35
2/2/2017,0.09
2/3/2017,0
2/4/2017,0.05
2/5/2017,0
2/6/2017,1.48
2/7/2017,0.56
2/8/2017,3.24
2/9/2017,0.84
2/10/2017,1.4
2/11/2017,0.23
2/12/2017,0
2/13/2017,0
2/14/2017,0
2/15/2017,0.19
2/16/2017,0.1
2/17/2017,0.2
2/18/2017,0.63
2/19/2017,0
2/20/2017,4.03
2/21/2017,0.55
2/22/2017,0.13
2/23/2017,0.12
2/24/2017,0.36
2/25/2017,0.22
2/26/2017,0
2/27/2017,0.05
2/28/2017,0.21
3/1/2017,0.15
3/2/2017,0.43
3/3/2017,0
3/4/2017,0.21
3/5/2017,0
3/6/2017,0
3/7/2017,0.34
3/8/2017,0.11
3/9/2017,0.24
3/10/2017,0.25
3/11/2017,0.18
3/12/2017,0
3/13/2017,1.01
3/14/2017,0
3/15/2017,0.08
3/16/2017,0.32
3/17/2017,0.08
3/18/2017,0.27
3/19/2017,0.01
3/20/2017,0.58
3/21/2017,0.22
3/22/2017,0.13
3/23/2017,0
3/24/2017,0
3/25/2017,0.59
3/26/2017,0.76
3/27/2017,0.03
3/28/2017,0.16
3/29/2017,0.4
