Date,Rain_[in]
2/6/2016,0
2/7/2016,0
2/8/2016,0.26
2/9/2016,0
2/10/2016,0
2/11/2016,0.02
2/12/2016,0
2/13/2016,0
2/14/2016,0
2/15/2016,0.34
2/16/2016,0.26
2/17/2016,1.19
2/18/2016,0.25
2/19/2016,0.43
2/20/2016,0.66
2/21/2016,0
2/22/2016,0.48
2/23/2016,1.19
2/24/2016,0.95
2/25/2016,0.03
2/26/2016,0.32
2/27/2016,0.28
2/28/2016,0
2/29/2016,0.08
3/1/2016,0
3/2/2016,0.16
3/3/2016,0.81
3/4/2016,0
3/5/2016,0
3/6/2016,0
3/7/2016,0.39
3/8/2016,1.54
3/9/2016,0.66
3/10/2016,0.6
3/11/2016,2.21
3/12/2016,0.03
3/13/2016,0
3/14/2016,1.8
3/15/2016,0.86
3/16/2016,0.05
3/17/2016,0.14
3/18/2016,0.17
3/19/2016,0
3/20/2016,0
3/21/2016,1.58
3/22/2016,0.02
3/23/2016,0
3/24/2016,0
3/25/2016,0.03
3/26/2016,0.33
3/27/2016,0
3/28/2016,1.78
3/29/2016,0.29
3/30/2016,1.07
3/31/2016,0.01
4/1/2016,0
4/2/2016,3.06
4/3/2016,0
4/4/2016,0.31
4/5/2016,0.1
4/6/2016,0.21
4/7/2016,0
4/8/2016,0.43
4/9/2016,2
4/10/2016,0
4/11/2016,4.5
4/12/2016,1.67
4/13/2016,0.69
4/14/2016,1.25
4/15/2016,4.1
4/16/2016,0.29
4/17/2016,0
4/18/2016,0.81
4/19/2016,0.6
4/20/2016,0.41
4/21/2016,0.02
4/22/2016,0
4/23/2016,4.17
4/24/2016,0
4/25/2016,0.2
4/26/2016,1.11
4/27/2016,0.3
4/28/2016,0.13
4/29/2016,0
4/30/2016,5.54
5/1/2016,0
5/2/2016,7.89
5/3/2016,0.06
5/4/2016,0.04
5/5/2016,0.31
5/6/2016,0
5/7/2016,0
5/8/2016,0
5/9/2016,0.36
5/10/2016,0.04
5/11/2016,3.5
5/12/2016,0.41
5/13/2016,0
5/14/2016,0
5/15/2016,0
5/16/2016,0.12
5/17/2016,0
5/18/2016,0.31
5/19/2016,0
5/20/2016,0.04
5/21/2016,0
5/22/2016,0
5/23/2016,0.58
5/24/2016,0.36
5/25/2016,0.23
5/26/2016,0.12
5/27/2016,0.07
5/28/2016,0
5/29/2016,0
5/30/2016,0.01
5/31/2016,0
6/1/2016,0
6/2/2016,0
6/3/2016,0
6/4/2016,0
6/5/2016,0
6/6/2016,0.12
6/7/2016,0
6/8/2016,0.2
6/9/2016,0.27
6/10/2016,0.35
6/11/2016,1.63
6/12/2016,0
6/13/2016,0.57
6/14/2016,0.2
6/15/2016,0.48
6/16/2016,0.39
6/17/2016,0.5
6/18/2016,0
6/19/2016,0
6/20/2016,0.17
6/21/2016,0.12
6/22/2016,0.02
6/23/2016,0
6/24/2016,0
6/25/2016,0
6/26/2016,0
6/27/2016,0.07
6/28/2016,0
6/29/2016,0.5
6/30/2016,0
7/1/2016,0
7/2/2016,0
7/3/2016,0
7/4/2016,0.05
7/5/2016,0.05
7/6/2016,0.02
7/7/2016,0
7/8/2016,0
7/9/2016,0
7/10/2016,0
7/11/2016,0.87
7/12/2016,0
7/13/2016,0.53
7/14/2016,0
7/15/2016,0
7/16/2016,0
7/17/2016,0
7/18/2016,0
7/19/2016,4.53
7/20/2016,0.4
7/21/2016,0.29
7/22/2016,0
7/23/2016,0.42
7/24/2016,0
7/25/2016,0.03
7/26/2016,0
7/27/2016,0
7/28/2016,0
7/29/2016,0.02
7/30/2016,0.18
7/31/2016,0
8/1/2016,0.02
8/2/2016,0.17
8/3/2016,0.05
8/4/2016,0.01
8/5/2016,0.38
8/6/2016,0
8/7/2016,0
8/8/2016,0.34
8/9/2016,0.15
8/10/2016,0
8/11/2016,0.29
8/12/2016,1.82
8/13/2016,0
8/14/2016,0
8/15/2016,0.39
8/16/2016,0.44
8/17/2016,0.07
8/18/2016,0.12
8/19/2016,0
8/20/2016,0
8/21/2016,0
8/22/2016,1.4
8/23/2016,0.77
8/24/2016,0.51
8/25/2016,0.12
8/26/2016,0
8/27/2016,0
8/28/2016,0
8/29/2016,0.09
8/30/2016,0.38
8/31/2016,0.16
9/1/2016,0.04
9/2/2016,0
9/3/2016,1.05
9/4/2016,0
9/5/2016,1.49
9/6/2016,0.2
9/7/2016,0.2
9/8/2016,0.05
9/9/2016,0.67
9/10/2016,0
9/11/2016,0
9/12/2016,0.71
9/13/2016,0
9/14/2016,0.14
9/15/2016,0.04
9/16/2016,0
9/17/2016,0
9/18/2016,0
9/19/2016,0.9
9/20/2016,2.37
9/21/2016,0
9/22/2016,0
9/23/2016,0
9/24/2016,0.02
9/25/2016,0.54
9/26/2016,0
9/27/2016,0.66
9/28/2016,0.36
9/29/2016,0.38
9/30/2016,0.15
10/1/2016,0
10/2/2016,0
10/3/2016,0.01
10/4/2016,0
10/5/2016,0
10/6/2016,0
10/7/2016,0.04
10/8/2016,0
10/9/2016,0
10/10/2016,0.92
10/11/2016,0.33
10/12/2016,0.01
10/13/2016,0.03
10/14/2016,0
10/15/2016,0
10/16/2016,0
10/17/2016,0.59
10/18/2016,0
10/19/2016,0.53
10/20/2016,0
10/21/2016,0
10/22/2016,0
10/23/2016,0
10/24/2016,0.15
10/25/2016,0.04
10/26/2016,0.09
10/27/2016,0.58
10/28/2016,0.09
10/29/2016,0.55
10/30/2016,0
10/31/2016,0.1
11/1/2016,1.34
11/2/2016,0
11/3/2016,0.2
11/4/2016,0.51
11/5/2016,0
11/6/2016,0
11/7/2016,0.638
11/8/2016,0
11/9/2016,1.21
11/10/2016,1.32
11/11/2016,2.96
11/12/2016,0
11/13/2016,0
11/14/2016,0.04
11/15/2016,0.01
11/16/2016,0.02
11/17/2016,0.08
11/18/2016,0.31
11/19/2016,0.67
11/20/2016,0
11/21/2016,0.11
11/22/2016,0.4
11/23/2016,0.01
11/24/2016,0.03
11/25/2016,0.4
11/26/2016,0.47
11/27/2016,0
11/28/2016,0.56
11/29/2016,0.28
11/30/2016,0
12/1/2016,0
12/2/2016,0
12/3/2016,0
12/4/2016,0
12/5/2016,0.58
12/6/2016,0.95
12/7/2016,0
12/8/2016,1.46
12/9/2016,0.06
12/10/2016,0
12/11/2016,0
12/12/2016,1.28
12/13/2016,0.18
12/14/2016,0.13
12/15/2016,0.36
12/16/2016,0.8
12/17/2016,0.17
12/18/2016,0
12/19/2016,2.61
12/20/2016,2.08
12/21/2016,0.39
12/22/2016,3.33
12/23/2016,1.66
12/24/2016,0
12/25/2016,0
12/26/2016,0.65
12/27/2016,0.01
12/28/2016,0.37
12/29/2016,0.67
12/30/2016,3.15
12/31/2016,0.12
1/1/2017,0
1/2/2017,0.1
1/3/2017,0.42
1/4/2017,0.63
1/5/2017,0.11
1/6/2017,0.59
1/7/2017,0.22
1/8/2017,0
1/9/2017,0.22
1/10/2017,0.05
1/11/2017,0.1
1/12/2017,0.01
1/13/2017,0.04
1/14/2017,0.93
1/15/2017,0
1/16/2017,0.4
1/17/2017,0.86
1/18/2017,0
1/19/2017,0
1/20/2017,0.71
1/21/2017,0.04
1/22/2017,0
1/23/2017,2.48
1/24/2017,0
1/25/2017,0.48
1/26/2017,0.21
1/27/2017,0.14
1/28/2017,0
1/29/2017,0
1/30/2017,1.48
1/31/2017,1.17
2/1/2017,0.37
2/2/2017,0.36
2/3/2017,0.04
2/4/2017,0.22
2/5/2017,0
2/6/2017,0.85
2/7/2017,0.89
2/8/2017,3.07
2/9/2017,0.84
2/10/2017,2.66
2/11/2017,0.21
2/12/2017,0
2/13/2017,0.05
2/14/2017,0.15
2/15/2017,3.3
2/16/2017,1.15
2/17/2017,0.08
2/18/2017,0.83
2/19/2017,0
2/20/2017,3.93
2/21/2017,0.52
2/22/2017,0.21
2/23/2017,0.8
2/24/2017,0.4
2/25/2017,0.46
2/26/2017,0
2/27/2017,0.04
2/28/2017,0.23
3/1/2017,0.23
3/2/2017,0.03
3/3/2017,0
3/4/2017,0.65
3/5/2017,0
3/6/2017,0.01
3/7/2017,0.03
3/8/2017,0.11
3/9/2017,0.66
3/10/2017,0.27
3/11/2017,0.02
3/12/2017,0
3/13/2017,1.01
3/14/2017,0
3/15/2017,0.31
3/16/2017,0.04
3/17/2017,0.61
3/18/2017,0.28
3/19/2017,0
3/20/2017,0.44
3/21/2017,0.01
3/22/2017,0.65
3/23/2017,0.03
3/24/2017,0.17
3/25/2017,0
3/26/2017,0
3/27/2017,0.29
3/28/2017,0.31
3/29/2017,0.08
3/30/2017,0.2
3/31/2017,0.33
