"Date","Time, GMT-11:00","Abs Pres, psi","Temp, °F","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
06/19/18,13:45:00,14.9374,85.014,Logged,,,,
06/19/18,14:00:00,14.9251,80.206,,,,,
06/19/18,14:15:00,14.9228,80.206,,,,,
06/19/18,14:30:00,14.9228,80.206,,,,,
06/19/18,14:45:00,14.9228,80.206,,,,,
06/19/18,15:00:00,14.9181,80.206,,,,,
06/19/18,15:15:00,14.9181,80.206,,,,,
06/19/18,15:30:00,14.9157,80.206,,,,,
06/19/18,15:45:00,14.9157,80.206,,,,,
06/19/18,16:00:00,14.9228,80.206,,,,,
06/19/18,16:15:00,14.9228,80.206,,,,,
06/19/18,16:30:00,14.9228,80.206,,,,,
06/19/18,16:45:00,14.9251,80.206,,,,,
06/19/18,17:00:00,14.9221,80.029,,,,,
06/19/18,17:15:00,14.9174,80.029,,,,,
06/19/18,17:30:00,14.9238,79.853,,,,,
06/19/18,17:45:00,14.9261,79.853,,,,,
06/19/18,18:00:00,14.9309,79.853,,,,,
06/19/18,18:15:00,14.9325,79.678,,,,,
06/19/18,18:30:00,14.9373,79.678,,,,,
06/19/18,18:45:00,14.9389,79.502,,,,,
06/19/18,19:00:00,14.9406,79.326,,,,,
06/19/18,19:15:00,14.9476,79.326,,,,,
06/19/18,19:30:00,14.9470,79.151,,,,,
06/19/18,19:45:00,14.9564,79.151,,,,,
06/19/18,20:00:00,14.9511,78.975,,,,,
06/19/18,20:15:00,14.9557,78.975,,,,,
06/19/18,20:30:00,14.9534,78.975,,,,,
06/19/18,20:45:00,14.9551,78.800,,,,,
06/19/18,21:00:00,14.9575,78.800,,,,,
06/19/18,21:15:00,14.9528,78.800,,,,,
06/19/18,21:30:00,14.9546,78.624,,,,,
06/19/18,21:45:00,14.9592,78.624,,,,,
06/19/18,22:00:00,14.9615,78.624,,,,,
06/19/18,22:15:00,14.9615,78.624,,,,,
06/19/18,22:30:00,14.9615,78.624,,,,,
06/19/18,22:45:00,14.9592,78.624,,,,,
06/19/18,23:00:00,14.9540,78.449,,,,,
06/19/18,23:15:00,14.9563,78.449,,,,,
06/19/18,23:30:00,14.9563,78.449,,,,,
06/19/18,23:45:00,14.9540,78.449,,,,,
06/20/18,00:00:00,14.9517,78.449,,,,,
06/20/18,00:15:00,14.9540,78.449,,,,,
06/20/18,00:30:00,14.9563,78.449,,,,,
06/20/18,00:45:00,14.9540,78.449,,,,,
06/20/18,01:00:00,14.9517,78.449,,,,,
06/20/18,01:15:00,14.9492,78.449,,,,,
06/20/18,01:30:00,14.9604,78.274,,,,,
06/20/18,01:45:00,14.9696,78.274,,,,,
06/20/18,02:00:00,14.9580,78.274,,,,,
06/20/18,02:15:00,14.9517,78.449,,,,,
06/20/18,02:30:00,14.9469,78.449,,,,,
06/20/18,02:45:00,14.9440,78.274,,,,,
06/20/18,03:00:00,14.9440,78.274,,,,,
06/20/18,03:15:00,14.9440,78.274,,,,,
06/20/18,03:30:00,14.9463,78.274,,,,,
06/20/18,03:45:00,14.9457,78.098,,,,,
06/20/18,04:00:00,14.9457,78.098,,,,,
06/20/18,04:15:00,14.9434,78.098,,,,,
06/20/18,04:30:00,14.9434,78.098,,,,,
06/20/18,04:45:00,14.9434,78.098,,,,,
06/20/18,05:00:00,14.9428,77.923,,,,,
06/20/18,05:15:00,14.9451,77.923,,,,,
06/20/18,05:30:00,14.9451,77.923,,,,,
06/20/18,05:45:00,14.9451,77.923,,,,,
06/20/18,06:00:00,14.9405,77.923,,,,,
06/20/18,06:15:00,14.9428,77.923,,,,,
06/20/18,06:30:00,14.9421,77.749,,,,,
06/20/18,06:45:00,14.9445,77.749,,,,,
06/20/18,07:00:00,14.9421,77.749,,,,,
06/20/18,07:15:00,14.9421,77.749,,,,,
06/20/18,07:30:00,14.9421,77.749,,,,,
06/20/18,07:45:00,14.9421,77.749,,,,,
06/20/18,08:00:00,14.9445,77.749,,,,,
06/20/18,08:15:00,14.9451,77.923,,,,,
06/20/18,08:30:00,14.9474,77.923,,,,,
06/20/18,08:45:00,14.9498,77.923,,,,,
06/20/18,09:00:00,14.9498,77.923,,,,,
06/20/18,09:15:00,14.9527,78.098,,,,,
06/20/18,09:30:00,14.9503,78.098,,,,,
06/20/18,09:45:00,14.9509,78.274,,,,,
06/20/18,10:00:00,14.9486,78.274,,,,,
06/20/18,10:15:00,14.9463,78.274,,,,,
06/20/18,10:30:00,14.9445,78.449,,,,,
06/20/18,10:45:00,14.9428,78.624,,,,,
06/20/18,11:00:00,14.9435,78.800,,,,,
06/20/18,11:15:00,14.9418,78.975,,,,,
06/20/18,11:30:00,14.9395,78.975,,,,,
06/20/18,11:45:00,14.9377,79.151,,,,,
06/20/18,12:00:00,14.9360,79.326,,,,,
06/20/18,12:15:00,14.9290,79.326,,,,,
06/20/18,12:30:00,14.9267,79.326,,,,,
06/20/18,12:45:00,14.9244,79.326,,,,,
06/20/18,13:00:00,14.9221,79.326,,,,,
06/20/18,13:15:00,14.9196,79.326,,,,,
06/20/18,13:30:00,14.9196,79.326,,,,,
06/20/18,13:45:00,14.9150,79.326,,,,,
06/20/18,14:00:00,14.9132,79.502,,,,,
06/20/18,14:15:00,14.9109,79.502,,,,,
06/20/18,14:30:00,14.9139,79.678,,,,,
06/20/18,14:45:00,14.9068,79.678,,,,,
06/20/18,15:00:00,14.9068,79.678,,,,,
06/20/18,15:15:00,14.9068,79.678,,,,,
06/20/18,15:30:00,14.9022,79.678,,,,,
