Date,Time,Abs Pres (psi) c:1 2,Temp (°F) c:2,Coupler Detached,Coupler Attached,Host Connected,End Of File
03/30/16,10:30:00,14.6362,92.174,Logged,,,
03/30/16,10:45:00,15.0159,79.502,,,,
03/30/16,11:00:00,15.0153,79.326,,,,
03/30/16,11:15:00,15.0113,79.502,,,,
03/30/16,11:30:00,15.0043,79.502,,,,
03/30/16,11:45:00,15.0020,79.502,,,,
03/30/16,12:00:00,14.9902,79.502,,,,
03/30/16,12:15:00,14.9856,79.502,,,,
03/30/16,12:30:00,14.9833,79.502,,,,
03/30/16,12:45:00,14.9676,79.678,,,,
03/30/16,13:00:00,14.9564,79.853,,,,
03/30/16,13:15:00,14.9508,80.206,,,,
03/30/16,13:30:00,14.9514,80.382,,,,
03/30/16,13:45:00,14.9421,80.382,,,,
03/30/16,14:00:00,14.9367,80.206,,,,
03/30/16,14:15:00,14.9292,80.029,,,,
03/30/16,14:30:00,14.9238,79.853,,,,
03/30/16,14:45:00,14.9261,79.853,,,,
03/30/16,15:00:00,14.9292,80.029,,,,
03/30/16,15:15:00,14.9261,79.853,,,,
03/30/16,15:30:00,14.9168,79.853,,,,
03/30/16,15:45:00,14.9139,79.678,,,,
03/30/16,16:00:00,14.9139,79.678,,,,
03/30/16,16:15:00,14.9139,79.678,,,,
03/30/16,16:30:00,14.9109,79.502,,,,
03/30/16,16:45:00,14.9157,79.502,,,,
03/30/16,17:00:00,14.9132,79.502,,,,
03/30/16,17:15:00,14.9132,79.502,,,,
03/30/16,17:30:00,14.9157,79.502,,,,
03/30/16,17:45:00,14.9109,79.502,,,,
03/30/16,18:00:00,14.9109,79.502,,,,
03/30/16,18:15:00,14.9132,79.502,,,,
03/30/16,18:30:00,14.9126,79.326,,,,
03/30/16,18:45:00,14.9150,79.326,,,,
03/30/16,19:00:00,14.9126,79.326,,,,
03/30/16,19:15:00,14.9103,79.326,,,,
03/30/16,19:30:00,14.9080,79.326,,,,
03/30/16,19:45:00,14.9121,79.151,,,,
03/30/16,20:00:00,14.9190,79.151,,,,
03/30/16,20:15:00,14.9190,79.151,,,,
03/30/16,20:30:00,14.9167,79.151,,,,
03/30/16,20:45:00,14.9213,79.151,,,,
03/30/16,21:00:00,14.9237,79.151,,,,
03/30/16,21:15:00,14.9144,79.151,,,,
03/30/16,21:30:00,14.9213,79.151,,,,
03/30/16,21:45:00,14.9237,79.151,,,,
03/30/16,22:00:00,14.9208,78.975,,,,
03/30/16,22:15:00,14.9231,78.975,,,,
