"Date","Time, GMT-11:00","Abs Pres, psi","Temp, °F","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
01/26/18,12:15:00,14.7231,78.800,Logged,,,,
01/26/18,12:30:00,14.7202,77.923,,,,,
01/26/18,12:45:00,14.7135,77.923,,,,,
01/26/18,13:00:00,14.7112,77.923,,,,,
01/26/18,13:15:00,14.7073,78.098,,,,,
01/26/18,13:30:00,14.7073,78.098,,,,,
01/26/18,13:45:00,14.7028,78.098,,,,,
01/26/18,14:00:00,14.7006,78.098,,,,,
01/26/18,14:15:00,14.6983,78.098,,,,,
01/26/18,14:30:00,14.7022,77.923,,,,,
01/26/18,14:45:00,14.6955,77.923,,,,,
01/26/18,15:00:00,14.7022,77.923,,,,,
01/26/18,15:15:00,14.7045,77.923,,,,,
01/26/18,15:30:00,14.7264,77.749,,,,,
01/26/18,15:45:00,14.7422,77.749,,,,,
01/26/18,16:00:00,14.7534,77.749,,,,,
01/26/18,16:15:00,14.7574,77.574,,,,,
01/26/18,16:30:00,14.7551,77.574,,,,,
01/26/18,16:45:00,14.7524,77.400,,,,,
01/26/18,17:00:00,14.7524,77.400,,,,,
01/26/18,17:15:00,14.7569,77.400,,,,,
01/26/18,17:30:00,14.7614,77.400,,,,,
01/26/18,17:45:00,14.7680,77.400,,,,,
01/26/18,18:00:00,14.7698,77.225,,,,,
01/26/18,18:15:00,14.7764,77.225,,,,,
01/26/18,18:30:00,14.7809,77.225,,,,,
01/26/18,18:45:00,14.7809,77.225,,,,,
01/26/18,19:00:00,14.7788,77.225,,,,,
01/26/18,19:15:00,14.7782,77.050,,,,,
01/26/18,19:30:00,14.7827,77.050,,,,,
01/26/18,19:45:00,14.7827,77.050,,,,,
01/26/18,20:00:00,14.7850,77.050,,,,,
01/26/18,20:15:00,14.7850,77.050,,,,,
01/26/18,20:30:00,14.7872,77.050,,,,,
01/26/18,20:45:00,14.7895,77.050,,,,,
01/26/18,21:00:00,14.7911,76.876,,,,,
01/26/18,21:15:00,14.7911,76.876,,,,,
01/26/18,21:30:00,14.7866,76.876,,,,,
01/26/18,21:45:00,14.7889,76.876,,,,,
01/26/18,22:00:00,14.7866,76.876,,,,,
01/26/18,22:15:00,14.7844,76.876,,,,,
01/26/18,22:30:00,14.7844,76.876,,,,,
01/26/18,22:45:00,14.7799,76.876,,,,,
01/26/18,23:00:00,14.7799,76.876,,,,,
01/26/18,23:15:00,14.7776,76.876,,,,,
01/26/18,23:30:00,14.7731,76.876,,,,,
01/26/18,23:45:00,14.7686,76.876,,,,,
01/27/18,00:00:00,14.7663,76.876,,,,,
01/27/18,00:15:00,14.7618,76.876,,,,,
01/27/18,00:30:00,14.7596,76.876,,,,,
01/27/18,00:45:00,14.7573,76.876,,,,,
01/27/18,01:00:00,14.7483,76.876,,,,,
01/27/18,01:15:00,14.7483,76.876,,,,,
01/27/18,01:30:00,14.7461,76.876,,,,,
01/27/18,01:45:00,14.7416,76.876,,,,,
01/27/18,02:00:00,14.7371,76.876,,,,,
01/27/18,02:15:00,14.7326,76.876,,,,,
01/27/18,02:30:00,14.7280,76.876,,,,,
01/27/18,02:45:00,14.7280,76.876,,,,,
01/27/18,03:00:00,14.7235,76.876,,,,,
01/27/18,03:15:00,14.7235,76.876,,,,,
01/27/18,03:30:00,14.7190,76.876,,,,,
01/27/18,03:45:00,14.7145,76.876,,,,,
01/27/18,04:00:00,14.7145,76.876,,,,,
01/27/18,04:15:00,14.7139,76.703,,,,,
01/27/18,04:30:00,14.7145,76.876,,,,,
01/27/18,04:45:00,14.7145,76.876,,,,,
01/27/18,05:00:00,14.7168,76.876,,,,,
01/27/18,05:15:00,14.7163,76.703,,,,,
01/27/18,05:30:00,14.7184,76.703,,,,,
01/27/18,05:45:00,14.7184,76.703,,,,,
01/27/18,06:00:00,14.7208,76.703,,,,,
01/27/18,06:15:00,14.7229,76.703,,,,,
01/27/18,06:30:00,14.7276,76.703,,,,,
01/27/18,06:45:00,14.7276,76.703,,,,,
01/27/18,07:00:00,14.7321,76.703,,,,,
01/27/18,07:15:00,14.7342,76.703,,,,,
01/27/18,07:30:00,14.7342,76.703,,,,,
01/27/18,07:45:00,14.7326,76.876,,,,,
01/27/18,08:00:00,14.7326,76.876,,,,,
01/27/18,08:15:00,14.7348,76.876,,,,,
01/27/18,08:30:00,14.7371,76.876,,,,,
01/27/18,08:45:00,14.7376,77.050,,,,,
01/27/18,09:00:00,14.7376,77.050,,,,,
01/27/18,09:15:00,14.7376,77.050,,,,,
01/27/18,09:30:00,14.7309,77.050,,,,,
01/27/18,09:45:00,14.7360,77.225,,,,,
01/27/18,10:00:00,14.7337,77.225,,,,,
01/27/18,10:15:00,14.7315,77.225,,,,,
01/27/18,10:30:00,14.7252,77.400,,,,,
01/27/18,10:45:00,14.7208,77.400,,,,,
01/27/18,11:00:00,14.7192,77.574,,,,,
01/27/18,11:15:00,14.7168,77.574,,,,,
01/27/18,11:30:00,14.7174,77.749,,,,,
01/27/18,11:45:00,14.7135,77.923,,,,,
01/27/18,12:00:00,14.7135,77.923,,,,,
01/27/18,12:15:00,14.7073,78.098,,,,,
01/27/18,12:30:00,14.7057,78.274,,,,,
01/27/18,12:45:00,14.7033,78.274,,,,,
01/27/18,13:00:00,14.7039,78.449,,,,,
01/27/18,13:15:00,14.6971,78.449,,,,,
01/27/18,13:30:00,14.6971,78.449,,,,,
01/27/18,13:45:00,14.6926,78.449,,,,,
01/27/18,14:00:00,14.6904,78.449,,,,,
01/27/18,14:15:00,14.6904,78.449,,,,,
