"Date","Time, GMT-11:00","Abs Pres, psi","Temp, °F","Coupler Detached","Coupler Attached","Host Connected","Stopped","End Of File"
04/20/18,11:15:00,14.8482,79.853,Logged,,,,
04/20/18,11:30:00,14.8459,79.853,,,,,
04/20/18,11:45:00,14.8413,79.853,,,,,
04/20/18,12:00:00,14.8387,80.382,,,,,
04/20/18,12:15:00,14.8371,80.559,,,,,
04/20/18,12:30:00,14.8371,80.559,,,,,
04/20/18,12:45:00,14.8347,80.559,,,,,
04/20/18,13:00:00,14.8323,81.090,,,,,
04/20/18,13:15:00,14.8329,81.266,,,,,
04/20/18,13:30:00,14.8305,81.266,,,,,
04/20/18,13:45:00,14.8266,81.442,,,,,
04/20/18,14:00:00,14.8250,81.621,,,,,
04/20/18,14:15:00,14.8227,81.621,,,,,
04/20/18,14:30:00,14.8204,81.621,,,,,
04/20/18,14:45:00,14.8157,81.621,,,,,
04/20/18,15:00:00,14.8134,81.621,,,,,
04/20/18,15:15:00,14.8105,81.442,,,,,
04/20/18,15:30:00,14.8091,81.090,,,,,
04/20/18,15:45:00,14.8107,80.911,,,,,
04/20/18,16:00:00,14.8084,80.911,,,,,
04/20/18,16:15:00,14.8115,80.559,,,,,
04/20/18,16:30:00,14.8156,80.382,,,,,
04/20/18,16:45:00,14.8149,80.206,,,,,
04/20/18,17:00:00,14.8172,80.206,,,,,
04/20/18,17:15:00,14.8165,80.029,,,,,
04/20/18,17:30:00,14.8188,80.029,,,,,
04/20/18,17:45:00,14.8204,79.853,,,,,
04/20/18,18:00:00,14.8227,79.853,,,,,
04/20/18,18:15:00,14.8220,79.678,,,,,
04/20/18,18:30:00,14.8289,79.678,,,,,
04/20/18,18:45:00,14.8282,79.502,,,,,
04/20/18,19:00:00,14.8305,79.502,,,,,
04/20/18,19:15:00,14.8375,79.502,,,,,
04/20/18,19:30:00,14.8391,79.326,,,,,
04/20/18,19:45:00,14.8437,79.326,,,,,
04/20/18,20:00:00,14.8461,79.326,,,,,
04/20/18,20:15:00,14.8500,79.151,,,,,
04/20/18,20:30:00,14.8523,79.151,,,,,
04/20/18,20:45:00,14.8546,79.151,,,,,
04/20/18,21:00:00,14.8546,79.151,,,,,
04/20/18,21:15:00,14.8564,78.975,,,,,
04/20/18,21:30:00,14.8564,78.975,,,,,
04/20/18,21:45:00,14.8564,78.975,,,,,
04/20/18,22:00:00,14.8540,78.975,,,,,
04/20/18,22:15:00,14.8580,78.800,,,,,
04/20/18,22:30:00,14.8580,78.800,,,,,
04/20/18,22:45:00,14.8580,78.800,,,,,
04/20/18,23:00:00,14.8556,78.800,,,,,
04/20/18,23:15:00,14.8526,78.624,,,,,
04/20/18,23:30:00,14.8526,78.624,,,,,
04/20/18,23:45:00,14.8526,78.624,,,,,
04/21/18,00:00:00,14.8503,78.624,,,,,
04/21/18,00:15:00,14.8472,78.449,,,,,
04/21/18,00:30:00,14.8449,78.449,,,,,
04/21/18,00:45:00,14.8426,78.449,,,,,
04/21/18,01:00:00,14.8449,78.449,,,,,
04/21/18,01:15:00,14.8426,78.449,,,,,
04/21/18,01:30:00,14.8374,78.274,,,,,
04/21/18,01:45:00,14.8350,78.274,,,,,
04/21/18,02:00:00,14.8374,78.274,,,,,
04/21/18,02:15:00,14.8327,78.274,,,,,
04/21/18,02:30:00,14.8350,78.274,,,,,
04/21/18,02:45:00,14.8374,78.274,,,,,
04/21/18,03:00:00,14.8343,78.098,,,,,
04/21/18,03:15:00,14.8343,78.098,,,,,
04/21/18,03:30:00,14.8366,78.098,,,,,
04/21/18,03:45:00,14.8366,78.098,,,,,
04/21/18,04:00:00,14.8343,78.098,,,,,
04/21/18,04:15:00,14.8366,78.098,,,,,
04/21/18,04:30:00,14.8366,78.098,,,,,
04/21/18,04:45:00,14.8390,78.098,,,,,
04/21/18,05:00:00,14.8413,78.098,,,,,
04/21/18,05:15:00,14.8436,78.098,,,,,
04/21/18,05:30:00,14.8452,77.923,,,,,
04/21/18,05:45:00,14.8475,77.923,,,,,
04/21/18,06:00:00,14.8498,77.923,,,,,
04/21/18,06:15:00,14.8522,77.923,,,,,
04/21/18,06:30:00,14.8545,77.923,,,,,
04/21/18,06:45:00,14.8568,77.923,,,,,
04/21/18,07:00:00,14.8591,77.923,,,,,
04/21/18,07:15:00,14.8591,77.923,,,,,
04/21/18,07:30:00,14.8591,77.923,,,,,
04/21/18,07:45:00,14.8591,77.923,,,,,
04/21/18,08:00:00,14.8614,77.923,,,,,
04/21/18,08:15:00,14.8638,77.923,,,,,
04/21/18,08:30:00,14.8645,78.098,,,,,
04/21/18,08:45:00,14.8651,78.274,,,,,
04/21/18,09:00:00,14.8674,78.274,,,,,
04/21/18,09:15:00,14.8651,78.274,,,,,
04/21/18,09:30:00,14.8674,78.274,,,,,
04/21/18,09:45:00,14.8658,78.449,,,,,
04/21/18,10:00:00,14.8681,78.449,,,,,
04/21/18,10:15:00,14.8688,78.624,,,,,
04/21/18,10:30:00,14.8672,78.800,,,,,
04/21/18,10:45:00,14.8639,79.151,,,,,
04/21/18,11:00:00,14.8607,79.502,,,,,
04/21/18,11:15:00,14.8600,79.326,,,,,
04/21/18,11:30:00,14.8574,79.853,,,,,
04/21/18,11:45:00,14.8519,80.206,,,,,
04/21/18,12:00:00,14.8479,80.382,,,,,
04/21/18,12:15:00,14.8472,80.206,,,,,
04/21/18,12:30:00,14.8459,79.853,,,,,
04/21/18,12:45:00,14.8429,79.678,,,,,
04/21/18,13:00:00,14.8452,79.678,,,,,
04/21/18,13:15:00,14.8491,79.502,,,,,
04/21/18,13:30:00,14.8584,79.502,,,,,
04/21/18,13:45:00,14.8878,79.326,,,,,
04/21/18,14:00:00,15.0625,78.975,,,,,
04/21/18,14:15:00,15.0085,78.800,,,,,
04/21/18,14:30:00,15.0028,79.151,,,,,
04/21/18,14:45:00,14.9751,79.151,,,,,
04/21/18,15:00:00,14.9675,78.975,,,,,
04/21/18,15:15:00,14.9675,78.975,,,,,
04/21/18,15:30:00,14.9489,78.975,,,,,
04/21/18,15:45:00,14.9303,78.975,,,,,
04/21/18,16:00:00,14.9543,79.151,,,,,
04/21/18,16:15:00,14.9550,79.326,,,,,
04/21/18,16:30:00,14.9582,78.975,,,,,
04/21/18,16:45:00,14.9559,78.975,,,,,
04/21/18,17:00:00,14.9605,78.975,,,,,
04/21/18,17:15:00,14.9691,78.800,,,,,
04/21/18,17:30:00,14.9551,78.800,,,,,
04/21/18,17:45:00,14.9406,78.624,,,,,
04/21/18,18:00:00,14.9290,78.624,,,,,
04/21/18,18:15:00,14.9221,78.624,,,,,
04/21/18,18:30:00,14.9144,78.449,,,,,
04/21/18,18:45:00,14.9121,78.449,,,,,
04/21/18,19:00:00,14.9074,78.449,,,,,
04/21/18,19:15:00,14.9045,78.274,,,,,
04/21/18,19:30:00,14.9045,78.274,,,,,
04/21/18,19:45:00,14.9045,78.274,,,,,
04/21/18,20:00:00,14.9045,78.274,,,,,
04/21/18,20:15:00,14.9038,78.098,,,,,
04/21/18,20:30:00,14.9038,78.098,,,,,
04/21/18,20:45:00,14.9015,78.098,,,,,
04/21/18,21:00:00,14.9015,78.098,,,,,
04/21/18,21:15:00,14.8984,77.923,,,,,
04/21/18,21:30:00,14.8961,77.923,,,,,
04/21/18,21:45:00,14.8961,77.923,,,,,
04/21/18,22:00:00,14.8938,77.923,,,,,
04/21/18,22:15:00,14.8938,77.923,,,,,
04/21/18,22:30:00,14.8909,77.749,,,,,
04/21/18,22:45:00,14.8862,77.749,,,,,
04/21/18,23:00:00,14.8862,77.749,,,,,
04/21/18,23:15:00,14.8816,77.749,,,,,
04/21/18,23:30:00,14.8793,77.749,,,,,
04/21/18,23:45:00,14.8746,77.749,,,,,
04/22/18,00:00:00,14.8716,77.574,,,,,
04/22/18,00:15:00,14.8693,77.574,,,,,
04/22/18,00:30:00,14.8669,77.574,,,,,
04/22/18,00:45:00,14.8623,77.574,,,,,
04/22/18,01:00:00,14.8577,77.574,,,,,
04/22/18,01:15:00,14.8577,77.574,,,,,
04/22/18,01:30:00,14.8555,77.574,,,,,
04/22/18,01:45:00,14.8532,77.574,,,,,
04/22/18,02:00:00,14.8478,77.400,,,,,
04/22/18,02:15:00,14.8478,77.400,,,,,
04/22/18,02:30:00,14.8455,77.400,,,,,
04/22/18,02:45:00,14.8455,77.400,,,,,
04/22/18,03:00:00,14.8455,77.400,,,,,
04/22/18,03:15:00,14.8432,77.400,,,,,
04/22/18,03:30:00,14.8432,77.400,,,,,
04/22/18,03:45:00,14.8432,77.400,,,,,
04/22/18,04:00:00,14.8455,77.400,,,,,
04/22/18,04:15:00,14.8424,77.225,,,,,
04/22/18,04:30:00,14.8401,77.225,,,,,
04/22/18,04:45:00,14.8401,77.225,,,,,
04/22/18,05:00:00,14.8401,77.225,,,,,
04/22/18,05:15:00,14.8401,77.225,,,,,
04/22/18,05:30:00,14.8424,77.225,,,,,
04/22/18,05:45:00,14.8424,77.225,,,,,
04/22/18,06:00:00,14.8471,77.225,,,,,
04/22/18,06:15:00,14.8494,77.225,,,,,
04/22/18,06:30:00,14.8517,77.225,,,,,
04/22/18,06:45:00,14.8564,77.225,,,,,
04/22/18,07:00:00,14.8587,77.225,,,,,
04/22/18,07:15:00,14.8594,77.400,,,,,
04/22/18,07:30:00,14.8594,77.400,,,,,
04/22/18,07:45:00,14.8617,77.400,,,,,
04/22/18,08:00:00,14.8646,77.574,,,,,
04/22/18,08:15:00,14.8646,77.574,,,,,
04/22/18,08:30:00,14.8654,77.749,,,,,
04/22/18,08:45:00,14.8630,77.749,,,,,
04/22/18,09:00:00,14.8645,78.098,,,,,
04/22/18,09:15:00,14.8622,78.098,,,,,
04/22/18,09:30:00,14.8651,78.274,,,,,
04/22/18,09:45:00,14.8665,78.624,,,,,
04/22/18,10:00:00,14.8649,78.800,,,,,
04/22/18,10:15:00,14.8639,79.151,,,,,
04/22/18,10:30:00,14.8616,79.151,,,,,
04/22/18,10:45:00,14.8584,79.502,,,,,
04/22/18,11:00:00,14.8561,79.502,,,,,
04/22/18,11:15:00,14.8545,79.678,,,,,
04/22/18,11:30:00,14.8506,79.853,,,,,
04/22/18,11:45:00,14.8488,80.029,,,,,
04/22/18,12:00:00,14.8456,80.382,,,,,
04/22/18,12:15:00,14.8379,80.206,,,,,
04/22/18,12:30:00,14.8347,80.559,,,,,
04/22/18,12:45:00,14.8316,80.911,,,,,
04/22/18,13:00:00,14.8276,81.090,,,,,
04/22/18,13:15:00,14.8259,81.266,,,,,
04/22/18,13:30:00,14.8214,81.266,,,,,
04/22/18,13:45:00,14.8197,81.442,,,,,
04/22/18,14:00:00,14.8144,81.266,,,,,
04/22/18,14:15:00,14.8168,81.266,,,,,
04/22/18,14:30:00,14.8144,81.266,,,,,
04/22/18,14:45:00,14.8091,81.090,,,,,
04/22/18,15:00:00,14.8068,81.090,,,,,
04/22/18,15:15:00,14.8068,81.090,,,,,
04/22/18,15:30:00,14.8060,80.911,,,,,
04/22/18,15:45:00,14.8053,80.735,,,,,
04/22/18,16:00:00,14.8069,80.559,,,,,
04/22/18,16:15:00,14.8033,80.206,,,,,
04/22/18,16:30:00,14.8049,80.029,,,,,
04/22/18,16:45:00,14.8095,80.029,,,,,
04/22/18,17:00:00,14.8111,79.853,,,,,
04/22/18,17:15:00,14.8127,79.678,,,,,
04/22/18,17:30:00,14.8173,79.678,,,,,
04/22/18,17:45:00,14.8191,79.502,,,,,
04/22/18,18:00:00,14.8213,79.502,,,,,
04/22/18,18:15:00,14.8207,79.326,,,,,
04/22/18,18:30:00,14.8230,79.326,,,,,
04/22/18,18:45:00,14.8253,79.326,,,,,
04/22/18,19:00:00,14.8269,79.151,,,,,
04/22/18,19:15:00,14.8292,79.151,,,,,
04/22/18,19:30:00,14.8316,79.151,,,,,
04/22/18,19:45:00,14.8339,79.151,,,,,
04/22/18,20:00:00,14.8355,78.975,,,,,
04/22/18,20:15:00,14.8378,78.975,,,,,
04/22/18,20:30:00,14.8401,78.975,,,,,
04/22/18,20:45:00,14.8401,78.975,,,,,
04/22/18,21:00:00,14.8417,78.800,,,,,
04/22/18,21:15:00,14.8440,78.800,,,,,
04/22/18,21:30:00,14.8464,78.800,,,,,
04/22/18,21:45:00,14.8464,78.800,,,,,
04/22/18,22:00:00,14.8456,78.624,,,,,
04/22/18,22:15:00,14.8456,78.624,,,,,
04/22/18,22:30:00,14.8456,78.624,,,,,
04/22/18,22:45:00,14.8410,78.624,,,,,
04/22/18,23:00:00,14.8387,78.624,,,,,
04/22/18,23:15:00,14.8381,78.449,,,,,
04/22/18,23:30:00,14.8381,78.449,,,,,
04/22/18,23:45:00,14.8358,78.449,,,,,
04/23/18,00:00:00,14.8334,78.449,,,,,
04/23/18,00:15:00,14.8334,78.449,,,,,
04/23/18,00:30:00,14.8288,78.449,,,,,
04/23/18,00:45:00,14.8258,78.274,,,,,
04/23/18,01:00:00,14.8234,78.274,,,,,
04/23/18,01:15:00,14.8234,78.274,,,,,
04/23/18,01:30:00,14.8211,78.274,,,,,
04/23/18,01:45:00,14.8188,78.274,,,,,
04/23/18,02:00:00,14.8188,78.274,,,,,
04/23/18,02:15:00,14.8159,78.098,,,,,
04/23/18,02:30:00,14.8113,78.098,,,,,
04/23/18,02:45:00,14.8113,78.098,,,,,
04/23/18,03:00:00,14.8113,78.098,,,,,
04/23/18,03:15:00,14.8113,78.098,,,,,
04/23/18,03:30:00,14.8113,78.098,,,,,
04/23/18,03:45:00,14.8089,78.098,,,,,
04/23/18,04:00:00,14.8059,77.923,,,,,
04/23/18,04:15:00,14.8059,77.923,,,,,
04/23/18,04:30:00,14.8082,77.923,,,,,
04/23/18,04:45:00,14.8082,77.923,,,,,
04/23/18,05:00:00,14.8082,77.923,,,,,
04/23/18,05:15:00,14.8105,77.923,,,,,
04/23/18,05:30:00,14.8128,77.923,,,,,
04/23/18,05:45:00,14.8128,77.923,,,,,
04/23/18,06:00:00,14.8152,77.923,,,,,
04/23/18,06:15:00,14.8168,77.749,,,,,
04/23/18,06:30:00,14.8191,77.749,,,,,
04/23/18,06:45:00,14.8237,77.749,,,,,
04/23/18,07:00:00,14.8260,77.749,,,,,
04/23/18,07:15:00,14.8313,77.923,,,,,
04/23/18,07:30:00,14.8336,77.923,,,,,
04/23/18,07:45:00,14.8366,78.098,,,,,
04/23/18,08:00:00,14.8366,78.098,,,,,
04/23/18,08:15:00,14.8413,78.098,,,,,
04/23/18,08:30:00,14.8420,78.274,,,,,
04/23/18,08:45:00,14.8443,78.274,,,,,
04/23/18,09:00:00,14.8449,78.449,,,,,
04/23/18,09:15:00,14.8449,78.449,,,,,
04/23/18,09:30:00,14.8433,78.624,,,,,
04/23/18,09:45:00,14.8448,78.975,,,,,
04/23/18,10:00:00,14.8414,79.326,,,,,
04/23/18,10:15:00,14.8413,79.853,,,,,
04/23/18,10:30:00,14.8379,80.206,,,,,
04/23/18,10:45:00,14.8394,80.559,,,,,
04/23/18,11:00:00,14.8332,80.735,,,,,
04/23/18,11:15:00,14.8316,80.911,,,,,
04/23/18,11:30:00,14.8305,81.266,,,,,
04/23/18,11:45:00,14.8258,81.797,,,,,
04/23/18,12:00:00,14.8218,81.975,,,,,
04/23/18,12:15:00,14.8187,82.330,,,,,
04/23/18,12:30:00,14.8124,82.508,,,,,
04/23/18,12:45:00,14.8107,82.686,,,,,
04/23/18,13:00:00,14.8068,82.864,,,,,
04/23/18,13:15:00,14.8028,83.043,,,,,
04/23/18,13:30:00,14.8028,83.043,,,,,
