,Date,Aasu_rain[in],Amouli_rain[in],Fagaalu_rain[in],Fagaitua_rain[in],Fagalii_rain[in],Malaeimi_rain[in],Malaeloa_rain[in],Nua_rain[in],Onenoa_rain[in],Satala_rain[in],PPG_rain[in]
515,2016-05-30,0.03,0.03,0.0,0.03,0.03,0.01,0.02,0.04,0.02,0.44,0.0
516,2016-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,2016-06-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
519,2016-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
520,2016-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,2016-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
522,2016-06-06,0.32,0.02,0.07,0.02,0.16,0.12,0.53,0.23,0.02,0.14,0.0
523,2016-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,2016-06-08,0.59,0.2,0.32,0.26,0.05,0.2,0.11,0.08,0.18,0.34,0.15
525,2016-06-09,0.55,0.06,0.12,0.06,0.63,0.27,0.44,0.4,0.05,0.16,0.03
526,2016-06-10,0.87,0.06,0.16,0.18,0.88,0.35,0.35,0.78,0.05,0.28,1.39
527,2016-06-11,1.84,1.93,1.81,3.67,1.27,1.63,1.23,1.43,2.02,1.19,0.61
528,2016-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
529,2016-06-13,0.47,0.14,0.23,0.25,0.29,0.57,1.7,0.3,0.12,0.81,0.19
530,2016-06-14,0.42,0.17,0.2,0.26,0.15,0.2,0.05,0.11,0.16,0.92,0.13
531,2016-06-15,0.1,0.09,0.07,0.03,0.45,0.48,0.5,0.3,0.07,0.05,0.37
532,2016-06-16,0.94,0.4,0.53,0.4,0.14,0.39,0.2,0.24,0.35,0.39,0.05
533,2016-06-17,0.67,0.07,1.0,0.1,0.12,0.5,0.12,0.15,0.05,0.2,0.03
534,2016-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,2016-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
536,2016-06-20,0.18,0.07,0.01,0.02,0.47,0.17,0.1,0.06,0.06,0.15,0.04
537,2016-06-21,0.2,0.1,0.2,0.02,0.05,0.12,0.07,0.04,0.2,0.51,0.09
538,2016-06-22,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0
539,2016-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,2016-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
541,2016-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,2016-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
543,2016-06-27,0.21,0.02,0.07,0.03,0.32,0.07,0.22,0.18,0.06,0.07,0.01
544,2016-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
545,2016-06-29,0.83,0.17,0.42,0.3,0.44,0.5,0.46,0.59,0.15,0.41,0.0
546,2016-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,2016-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,2016-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
550,2016-07-04,0.05,0.0,0.0,0.0,0.07,0.05,0.03,0.04,0.0,0.0,0.0
551,2016-07-05,0.32,0.66,0.18,0.51,0.3,0.05,0.22,0.2,0.31,0.08,0.18
552,2016-07-06,0.03,0.0,0.02,0.0,0.02,0.02,0.01,0.01,0.0,0.01,0.0
553,2016-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
554,2016-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,2016-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
556,2016-07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27
557,2016-07-11,0.7,0.56,0.65,0.75,1.06,0.87,0.58,1.0,0.3,0.69,0.02
558,2016-07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51
559,2016-07-13,0.66,0.04,0.42,0.05,0.5,0.53,0.56,0.8,0.06,0.07,0.0
560,2016-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,2016-07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,2016-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,2016-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,2016-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75
565,2016-07-19,2.15,3.76,2.6,3.44,2.29,4.53,2.21,2.2,2.59,5.9,2.21
566,2016-07-20,0.3,0.13,1.93,0.22,0.52,0.4,0.1,0.8,0.06,0.66,0.18
567,2016-07-21,0.61,0.1,0.06,0.01,0.26,0.29,0.23,0.36,0.07,0.39,0.0
568,2016-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
569,2016-07-23,0.7,0.33,0.11,0.28,0.9,0.42,0.46,0.57,0.64,0.27,0.12
570,2016-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
571,2016-07-25,0.05,0.05,0.02,0.03,0.03,0.03,0.02,0.02,0.01,0.06,0.0
572,2016-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,2016-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,2016-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,2016-07-29,0.53,0.05,0.08,0.06,0.37,0.02,0.07,0.32,0.05,0.23,0.0
576,2016-07-30,0.15,0.02,0.02,0.03,0.25,0.18,0.24,0.12,0.02,0.04,0.04
577,2016-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,2016-08-01,0.02,0.04,0.0,0.01,0.01,0.02,0.0,0.01,0.06,0.01,0.0
579,2016-08-02,0.02,0.5,0.48,0.0,0.03,0.17,0.66,0.02,0.1,0.02,0.0
580,2016-08-03,0.29,0.0,0.03,0.0,0.07,0.05,0.05,0.04,0.0,0.06,0.0
581,2016-08-04,0.02,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.02,0.17,0.0
582,2016-08-05,0.96,0.25,0.09,0.17,0.23,0.38,0.43,1.12,0.36,0.04,0.35
583,2016-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,2016-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
585,2016-08-08,0.22,0.05,0.19,0.02,0.07,0.34,0.12,0.09,0.01,0.21,0.01
586,2016-08-09,0.13,0.11,0.06,0.22,0.02,0.15,0.11,0.14,0.04,0.28,0.0
587,2016-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
588,2016-08-11,0.3,0.0,0.0,0.0,0.32,0.29,0.15,0.26,0.0,0.01,0.11
589,2016-08-12,2.37,2.25,1.7,1.78,1.26,1.82,0.77,0.95,2.12,1.5,0.96
590,2016-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,2016-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42
592,2016-08-15,0.48,1.0,0.44,0.5,0.33,0.39,0.9,0.81,0.5,0.51,0.19
593,2016-08-16,0.5,0.11,0.3,0.03,0.57,0.44,0.12,0.7,0.03,0.05,0.14
594,2016-08-17,0.01,0.01,0.02,0.01,0.01,0.07,0.07,0.01,0.01,0.02,0.01
595,2016-08-18,0.05,0.0,0.0,0.0,0.02,0.12,0.03,0.03,0.0,0.0,0.0
596,2016-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,2016-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
598,2016-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
599,2016-08-22,4.32,2.19,2.32,2.27,4.66,1.4,1.34,3.43,1.72,2.0,0.32
600,2016-08-23,1.11,2.14,1.05,1.7,1.04,0.77,1.03,1.3,0.45,1.47,0.79
601,2016-08-24,1.98,0.44,0.75,0.77,0.53,0.51,0.35,0.41,0.38,1.26,0.03
602,2016-08-25,0.45,0.01,0.1,0.01,0.01,0.12,0.05,0.02,0.01,0.02,0.0
603,2016-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,2016-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,2016-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
606,2016-08-29,0.15,0.06,0.06,0.02,0.31,0.09,0.14,0.34,0.02,0.06,0.02
607,2016-08-30,0.18,0.1,0.04,0.04,0.06,0.38,0.86,0.1,0.01,0.02,0.19
608,2016-08-31,0.24,0.01,0.29,0.02,0.05,0.16,0.06,0.05,0.01,0.15,0.11
609,2016-09-01,0.02,0.0,0.01,0.0,0.0,0.04,0.02,0.0,0.0,0.0,0.0
610,2016-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25
611,2016-09-03,2.41,0.42,0.95,0.84,2.05,1.05,1.24,1.14,0.31,1.4,0.57
612,2016-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68
613,2016-09-05,2.61,1.83,1.82,1.85,2.22,1.49,1.45,1.31,1.51,2.43,0.15
614,2016-09-06,0.39,0.12,0.07,0.23,0.58,0.2,0.33,0.36,0.0,0.13,0.13
615,2016-09-07,0.34,0.09,0.27,0.03,0.26,0.2,0.08,0.27,0.02,0.1,0.03
616,2016-09-08,0.1,0.0,0.01,0.01,0.05,0.05,0.03,0.07,0.0,0.01,0.23
617,2016-09-09,0.7,1.29,0.82,0.79,0.89,0.67,0.7,0.65,1.06,0.83,0.16
618,2016-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43
619,2016-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,2016-09-12,0.44,0.16,0.17,0.05,1.28,0.71,0.0,1.96,0.45,0.18,0.0
621,2016-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
622,2016-09-14,0.24,0.01,0.02,0.03,0.17,0.14,0.66,0.43,0.01,0.1,0.02
623,2016-09-15,0.08,0.01,0.08,0.08,0.18,0.04,0.1,0.15,0.01,0.22,0.07
624,2016-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,2016-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33
626,2016-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
627,2016-09-19,1.36,0.13,0.95,0.22,1.67,0.9,0.91,1.71,0.1,0.12,0.27
628,2016-09-20,2.88,1.95,0.72,2.05,0.16,2.37,1.67,1.71,0.66,1.07,0.03
629,2016-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
630,2016-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
631,2016-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
632,2016-09-24,0.02,0.0,0.01,0.0,0.08,0.02,0.29,0.4,0.0,0.0,0.9
633,2016-09-25,2.75,0.6,0.24,0.61,2.45,0.54,0.43,2.3,0.26,0.2,0.22
634,2016-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
635,2016-09-27,0.0,1.35,0.55,0.84,0.0,0.66,2.02,0.0,0.54,0.51,0.01
636,2016-09-28,0.35,0.1,0.37,0.0,0.57,0.36,0.25,0.9,0.1,1.17,0.22
637,2016-09-29,0.42,0.07,0.07,0.02,0.22,0.38,0.41,0.36,0.04,0.16,0.05
638,2016-09-30,0.1,0.02,0.16,0.02,0.02,0.15,0.03,0.03,0.01,0.05,0.0
639,2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,2016-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,2016-10-03,1.89,0.0,0.0,0.0,0.02,0.01,0.18,0.09,0.0,0.79,0.0
642,2016-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,2016-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,2016-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,2016-10-07,0.07,0.04,0.06,0.07,0.05,0.04,0.04,0.06,0.02,0.03,0.0
646,2016-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
647,2016-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
648,2016-10-10,1.68,0.5,0.77,0.7,0.07,0.92,0.81,1.13,0.7,1.52,0.03
649,2016-10-11,0.74,0.26,0.58,0.3,0.75,0.33,0.4,0.95,0.22,0.75,0.39
650,2016-10-12,0.02,0.03,0.27,0.08,0.02,0.01,0.01,0.02,0.02,0.72,0.0
651,2016-10-13,0.04,0.07,0.03,0.18,0.0,0.03,0.02,0.0,0.13,0.24,0.0
652,2016-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71
653,2016-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,2016-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
655,2016-10-17,0.74,0.33,0.15,0.13,0.92,0.59,0.39,0.45,0.56,0.46,0.14
656,2016-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58
657,2016-10-19,0.35,0.66,0.4,0.45,0.21,0.53,1.02,0.58,0.15,0.72,0.0
658,2016-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,2016-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,2016-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69
661,2016-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36
662,2016-10-24,0.34,0.1,1.41,0.4,1.33,0.15,1.48,0.15,0.12,1.35,0.09
663,2016-10-25,0.35,0.02,0.46,0.02,1.08,0.04,0.24,1.72,0.01,0.36,0.12
664,2016-10-26,0.09,0.01,0.02,0.02,0.03,0.09,0.06,0.02,0.01,0.23,0.05
665,2016-10-27,0.74,0.4,0.42,0.24,0.69,0.58,0.98,0.27,0.17,0.52,0.3
666,2016-10-28,0.13,0.37,0.27,0.17,0.02,0.09,0.01,0.01,0.03,0.82,0.04
667,2016-10-29,0.22,0.14,0.52,0.23,0.05,0.55,1.12,0.5,0.04,0.41,0.01
668,2016-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
669,2016-10-31,0.4,0.27,0.42,0.82,0.32,0.1,0.17,0.15,0.16,0.53,0.88
670,2016-11-01,0.82,0.82,0.95,1.17,0.14,1.34,0.48,0.21,1.06,0.98,0.03
671,2016-11-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,2016-11-03,0.32,0.17,0.04,0.02,0.64,0.2,0.26,0.17,0.0,0.09,0.06
673,2016-11-04,0.54,0.21,0.09,0.1,0.4,0.51,0.36,0.5,0.07,0.02,0.1
674,2016-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,2016-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19
676,2016-11-07,3.5,6.33,6.12,8.35,1.58,0.638,4.68,2.24,3.84,4.14,5.11
677,2016-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19
678,2016-11-09,0.87,0.91,0.54,0.73,1.07,1.21,1.43,1.2,0.64,0.55,0.31
679,2016-11-10,2.06,0.44,0.6,0.24,1.53,1.32,1.22,1.76,0.27,0.44,3.27
680,2016-11-11,2.99,2.57,3.19,3.89,2.53,2.96,1.79,2.2,2.57,2.52,0.0
681,2016-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,2016-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,2016-11-14,0.01,0.34,0.57,0.07,0.1,0.04,0.23,0.6,0.32,0.04,0.05
684,2016-11-15,0.0,0.0,0.03,0.0,0.02,0.01,0.0,0.04,0.0,0.0,0.09
685,2016-11-16,0.55,0.04,0.03,0.2,0.0,0.02,0.0,0.0,0.03,0.17,0.07
686,2016-11-17,0.15,0.97,0.28,0.31,0.08,0.08,0.19,0.07,1.47,0.55,0.14
687,2016-11-18,0.39,0.05,0.66,0.47,0.0,0.31,0.01,0.02,0.02,0.14,0.15
688,2016-11-19,0.51,0.29,0.18,0.31,0.9,0.67,0.92,1.37,0.03,0.32,0.25
689,2016-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
690,2016-11-21,0.48,0.12,0.5,0.3,0.72,0.11,1.06,1.4,0.3,0.33,0.05
691,2016-11-22,0.38,0.03,0.07,0.05,0.18,0.4,0.06,0.1,0.03,0.05,0.1
692,2016-11-23,1.14,0.24,1.03,0.12,0.49,0.01,0.08,0.39,0.17,0.48,0.06
693,2016-11-24,0.01,0.25,0.02,0.1,0.35,0.03,0.06,0.4,0.01,0.03,0.05
694,2016-11-25,0.24,0.0,0.01,0.0,0.0,0.4,0.4,2.05,0.0,0.0,0.19
695,2016-11-26,0.47,1.58,0.75,0.84,0.01,0.47,0.18,0.01,0.8,0.45,0.34
696,2016-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,2016-11-28,0.49,0.03,0.07,0.07,0.0,0.56,0.49,0.01,0.01,0.0,0.0
698,2016-11-29,0.01,0.0,0.03,0.0,0.02,0.28,0.05,0.02,0.0,0.0,0.0
699,2016-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,2016-12-02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0
702,2016-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
703,2016-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,2016-12-05,0.34,0.17,0.69,0.5,0.13,0.58,0.62,0.36,0.13,0.42,0.42
705,2016-12-06,1.56,0.3,1.07,0.52,1.11,0.95,1.32,1.37,0.4,0.64,0.07
706,2016-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
707,2016-12-08,0.06,0.0,0.02,0.0,0.0,1.46,1.03,0.55,0.0,0.07,0.2
708,2016-12-09,0.22,0.05,0.25,0.11,0.59,0.06,0.41,0.53,0.03,0.54,0.04
709,2016-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
710,2016-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
711,2016-12-12,1.68,0.28,0.72,0.3,1.43,1.28,1.09,1.71,0.42,1.12,0.44
712,2016-12-13,0.07,0.08,0.34,0.11,0.03,0.18,0.04,0.04,0.06,0.14,0.28
713,2016-12-14,0.13,0.02,0.15,0.1,0.02,0.13,0.12,0.03,0.02,0.09,0.76
714,2016-12-15,0.08,0.0,0.03,0.16,0.02,0.36,0.06,0.03,0.0,0.05,0.22
715,2016-12-16,0.29,0.52,2.16,2.05,0.2,0.8,0.1,0.16,0.17,0.15,0.15
716,2016-12-17,0.02,0.31,0.52,0.03,0.08,0.17,0.37,0.07,0.13,0.37,2.18
717,2016-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
718,2016-12-19,2.24,2.78,3.62,2.08,2.05,2.61,1.64,2.1,2.87,2.1,1.31
719,2016-12-20,0.66,3.16,0.66,1.47,0.8,2.08,0.58,0.08,3.02,1.18,0.18
720,2016-12-21,0.2,0.61,0.08,0.36,0.03,0.39,0.03,0.04,1.06,0.15,0.38
721,2016-12-22,2.45,0.37,1.03,0.64,1.69,3.33,2.46,2.1,0.09,0.32,1.44
722,2016-12-23,2.03,3.26,1.27,3.83,2.35,1.66,2.2,2.1,3.0,2.63,1.27
723,2016-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34
724,2016-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
725,2016-12-26,1.36,0.54,1.05,0.74,1.03,0.65,1.21,0.6,0.75,1.38,0.0
726,2016-12-27,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.01
727,2016-12-28,0.02,0.04,0.01,0.09,0.1,0.37,0.09,0.41,0.02,0.28,0.86
728,2016-12-29,0.18,0.7,2.1,0.96,0.06,0.67,0.11,0.08,0.56,2.03,0.05
729,2016-12-30,3.51,2.16,1.37,2.87,2.43,3.15,2.95,2.75,2.43,1.28,2.86
730,2016-12-31,0.12,0.21,0.74,0.51,0.05,0.12,0.07,0.07,0.13,0.51,0.08
731,2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14
732,2017-01-02,0.29,0.06,0.16,0.34,0.43,0.1,0.48,0.3,0.04,0.47,0.0
733,2017-01-03,0.2,0.04,0.13,0.11,0.39,0.42,0.6,0.23,0.02,0.07,0.54
734,2017-01-04,0.91,0.41,0.4,0.27,0.76,0.63,0.53,0.77,0.94,0.22,0.25
735,2017-01-05,0.61,0.11,0.15,0.24,0.34,0.11,0.1,0.23,0.13,0.32,0.02
736,2017-01-06,0.47,0.03,0.24,0.04,0.23,0.59,0.1,0.19,0.02,0.91,0.35
737,2017-01-07,0.43,0.7,0.3,0.42,0.2,0.22,0.28,0.27,0.72,0.37,0.16
738,2017-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,2017-01-09,0.09,1.2,0.48,1.2,0.02,0.22,0.22,0.09,1.3,0.61,0.2
740,2017-01-10,0.06,0.09,0.03,0.08,0.06,0.05,0.01,0.03,0.04,0.06,0.0
741,2017-01-11,0.3,0.18,0.09,0.25,0.2,0.1,0.2,0.1,0.18,0.19,0.24
742,2017-01-12,0.02,0.0,0.22,0.0,0.02,0.01,0.02,0.02,0.0,0.01,0.03
743,2017-01-13,0.15,0.03,0.27,0.04,0.2,0.04,0.2,0.21,0.02,0.35,1.03
744,2017-01-14,0.41,0.0,0.03,0.0,0.03,0.93,0.01,0.05,0.0,0.0,0.77
745,2017-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
746,2017-01-16,1.49,1.37,0.17,0.74,0.31,0.4,0.2,0.59,0.66,0.98,0.16
747,2017-01-17,0.44,0.47,0.66,0.54,0.41,0.86,0.13,0.35,0.71,0.61,0.32
748,2017-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,2017-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26
750,2017-01-20,0.2,0.67,1.63,1.02,0.0,0.71,0.01,0.0,0.55,1.29,0.25
751,2017-01-21,0.71,0.04,1.09,0.4,1.72,0.04,0.82,1.0,0.02,0.5,0.03
752,2017-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25
753,2017-01-23,1.9,0.17,0.95,0.25,0.07,2.48,0.37,0.03,0.39,0.54,0.01
754,2017-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
755,2017-01-25,0.64,0.36,0.54,0.34,0.31,0.48,0.13,0.73,0.3,0.83,0.08
756,2017-01-26,1.5,0.4,0.6,0.18,1.25,0.21,0.98,0.32,0.35,0.65,0.29
757,2017-01-27,3.97,1.5,1.17,2.12,2.24,0.14,2.91,2.32,1.33,0.41,0.2
758,2017-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,2017-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58
760,2017-01-30,0.86,0.55,0.87,0.31,0.85,1.48,0.71,0.71,0.54,1.08,1.85
761,2017-01-31,1.55,0.78,0.78,0.59,0.95,1.17,1.43,1.26,0.75,1.0,0.36
762,2017-02-01,0.74,1.69,0.4,0.89,1.35,0.37,0.48,0.95,1.49,0.27,0.16
763,2017-02-02,0.21,0.15,0.18,0.16,0.09,0.36,0.4,0.2,0.11,0.22,0.51
764,2017-02-03,0.06,0.02,0.07,0.02,0.0,0.04,0.01,0.01,0.02,0.12,0.0
765,2017-02-04,0.62,0.0,0.6,0.01,0.05,0.22,0.08,0.23,0.0,0.86,0.25
766,2017-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
767,2017-02-06,1.15,0.58,2.63,0.54,1.48,0.85,0.67,0.95,0.3,1.05,0.81
768,2017-02-07,0.47,0.49,0.22,0.5,0.56,0.89,0.62,0.39,0.67,0.7,0.67
769,2017-02-08,2.86,1.18,2.6,1.54,3.24,3.07,1.9,2.92,0.94,2.45,3.27
770,2017-02-09,0.87,0.62,3.64,0.8,0.84,0.84,0.77,1.16,0.42,3.2,0.71
771,2017-02-10,1.47,0.35,1.02,0.58,1.4,2.66,2.04,1.76,0.26,1.15,1.37
772,2017-02-11,0.44,0.11,1.46,0.64,0.23,0.21,0.29,0.33,0.06,1.09,0.2
773,2017-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,2017-02-13,0.0,0.18,0.17,0.01,0.0,0.05,0.01,0.0,0.13,0.17,0.02
775,2017-02-14,0.1,0.01,0.02,0.03,0.0,0.15,0.18,0.14,0.01,0.01,0.45
