,Date,Aasu_rain[in],Amouli_rain[in],Fagaalu_rain[in],Fagaitua_rain[in],Fagalii_rain[in],Malaeimi_rain[in],Malaeloa_rain[in],Nua_rain[in],Onenoa_rain[in],Satala_rain[in],PPG_rain[in]
254,2015-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255,2015-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
256,2015-09-14,0.16,0.08,0.38,0.12,0.04,0.19,0.15,0.07,0.07,0.23,0.04
257,2015-09-15,0.35,0.02,0.07,0.03,0.05,0.19,0.19,0.08,0.02,0.04,0.0
258,2015-09-16,0.29,0.09,0.21,0.07,0.28,0.13,0.19,0.18,0.07,0.1,0.12
259,2015-09-17,0.13,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.05,0.0
260,2015-09-18,0.31,0.04,0.03,0.08,0.02,0.08,0.04,0.03,0.07,0.09,0.01
261,2015-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
262,2015-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24
263,2015-09-21,1.55,0.36,0.752,0.45,0.7,0.64,0.56,0.48,0.2,0.76,0.14
264,2015-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,2015-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,2015-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,2015-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2015-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,2015-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
270,2015-09-28,0.52,0.14,0.01,0.11,0.36,0.09,0.1,1.03,0.1,0.34,0.0
271,2015-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06
272,2015-09-30,0.37,0.03,0.1,0.03,0.26,0.1,0.28,0.18,0.03,0.15,0.02
273,2015-10-01,0.28,0.1,0.2,0.17,0.52,0.14,0.38,0.43,0.1,0.15,0.14
274,2015-10-02,0.03,0.0,0.02,0.01,0.01,0.03,0.02,0.02,0.0,0.03,0.0
275,2015-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9
276,2015-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
277,2015-10-05,5.25,1.36,2.81,1.42,3.03,1.9,1.94,3.19,0.91,5.22,0.94
278,2015-10-06,0.12,1.48,1.7,1.66,0.12,1.3,1.59,2.93,1.83,3.59,0.12
279,2015-10-07,0.29,0.02,0.06,0.05,0.05,0.1,0.11,0.07,0.01,0.11,0.01
280,2015-10-08,0.75,0.03,0.06,0.07,0.4,0.12,0.2,0.2,0.04,0.25,0.03
281,2015-10-09,0.64,0.01,0.2,0.07,0.3,0.25,0.16,0.35,0.02,0.39,0.05
282,2015-10-10,0.73,0.1,0.06,0.1,0.34,0.18,0.2,0.3,0.1,0.3,1.46
283,2015-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04
284,2015-10-12,3.44,1.85,3.17,2.5,3.49,4.38,0.18,3.08,1.34,3.35,0.18
285,2015-10-13,0.29,0.06,0.11,0.08,0.11,0.29,0.39,0.16,0.06,0.12,0.93
286,2015-10-14,3.0,2.5,3.57,4.18,2.11,1.33,2.42,2.74,1.7,3.57,0.76
287,2015-10-15,1.21,0.08,0.44,0.1,0.4,0.57,0.8,0.37,0.06,0.44,0.07
288,2015-10-16,0.92,0.04,0.45,0.15,0.57,0.2,0.21,0.39,0.03,0.45,0.12
289,2015-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
290,2015-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
291,2015-10-19,2.59,0.23,0.35,0.32,1.61,0.31,0.31,0.96,0.22,0.9470000000000001,0.0
292,2015-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,2015-10-21,0.11,0.01,0.02,0.01,0.05,0.05,0.02,0.03,0.01,0.03,0.06
294,2015-10-22,0.11,0.02,0.07,0.03,0.04,0.06,0.04,0.05,0.02,0.07,0.04
295,2015-10-23,0.01,0.01,0.01,0.01,0.06,0.01,0.03,0.01,0.01,0.01,0.01
296,2015-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,2015-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
298,2015-10-26,0.21,0.04,0.06,0.0,0.1,0.02,0.03,0.04,0.04,0.18,0.01
299,2015-10-27,0.23,0.0,0.03,0.0,0.2,0.01,0.01,0.01,0.0,0.01,0.0
300,2015-10-28,0.06,0.0,0.01,0.0,0.01,0.02,0.01,0.01,0.0,0.04,0.01
301,2015-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
302,2015-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,2015-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
304,2015-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
305,2015-11-02,2.42,0.21,0.8,0.08,2.0,1.0,0.84,2.1,0.16,0.9,0.08
306,2015-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,2015-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,2015-11-05,0.02,0.01,0.01,0.0,0.37,0.01,0.03,0.1,0.01,0.03,0.0
309,2015-11-06,0.26,0.0,0.0,0.0,0.03,0.14,0.02,0.12,0.0,0.0,0.0
310,2015-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
311,2015-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,2015-11-09,0.22,0.04,0.29,0.0,0.02,0.46,2.48,0.07,0.02,0.16,0.0
313,2015-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,2015-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,2015-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23
316,2015-11-13,0.77,0.59,1.04,0.71,0.35,0.27,0.55,1.84,0.95,0.16,0.12
317,2015-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
318,2015-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37
319,2015-11-16,0.17,1.44,0.17,1.47,0.17,3.96,3.15,4.6,1.71,0.17,0.17
320,2015-11-17,0.65,0.04,0.09,0.04,0.5,0.05,0.74,0.6,0.04,0.12,0.09
321,2015-11-18,0.14,0.4,0.12,0.28,0.17,0.15,0.12,0.12,0.22,0.13,0.1
322,2015-11-19,0.27,0.0,0.0,0.0,0.15,0.04,0.07,0.27,0.0,0.02,0.37
323,2015-11-20,1.67,0.91,2.22,1.89,0.88,0.92,0.7,1.81,0.98,2.14,0.85
324,2015-11-21,2.1,0.9,2.0,0.8,2.0,1.61,2.22,2.28,0.9,1.14,1.83
325,2015-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64
326,2015-11-23,4.45,1.24,2.91,1.6,0.52,2.97,3.18,4.58,0.75,2.15,0.52
327,2015-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89
328,2015-11-25,1.01,0.76,0.99,0.79,0.8,1.0,0.9,0.88,0.72,0.92,1.52
329,2015-11-26,3.06,3.08,2.95,3.0,3.56,2.69,3.39,3.0,3.03,3.29,2.69
330,2015-11-27,2.08,0.6,0.94,0.79,2.0,2.55,1.29,2.11,0.5,1.21,4.08
331,2015-11-28,5.09,6.0,7.94,5.31,3.05,8.0,5.8,4.09,5.2,7.72,3.74
332,2015-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
333,2015-11-30,0.32,0.58,0.08,0.31,0.3,0.35,0.28,0.4,0.16,0.07,0.16
334,2015-12-01,0.17,0.12,0.2,0.3,0.11,0.21,0.03,0.12,0.11,0.13,0.24
335,2015-12-02,0.32,0.2,0.3,0.31,0.2,0.2,0.12,0.22,0.22,0.12,0.07
336,2015-12-03,0.02,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.01,0.0
337,2015-12-04,0.77,0.01,0.06,0.04,0.72,0.12,0.11,0.11,0.15,0.03,0.14
338,2015-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,2015-12-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,2015-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,2015-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,2015-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,2015-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,2015-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,2015-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,2015-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
347,2015-12-14,1.02,0.15,0.29,0.15,0.88,0.72,1.28,0.84,0.15,0.24,0.67
348,2015-12-15,0.47,0.7,0.93,0.4,0.2,0.31,0.16,0.27,0.12,0.81,0.54
349,2015-12-16,0.14,2.06,1.1,2.6,0.45,0.29,0.63,0.6,2.0,0.02,1.23
350,2015-12-17,0.34,0.12,0.39,0.34,0.3,0.35,1.1,0.33,0.1,0.22,0.42
351,2015-12-18,1.17,2.04,2.4,2.14,0.73,2.2,2.53,1.03,2.19,1.14,2.17
352,2015-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
353,2015-12-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,2015-12-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
355,2015-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
356,2015-12-23,0.86,1.0,1.08,0.4,1.0,0.87,0.41,2.03,0.4,1.3,0.2
357,2015-12-24,1.78,1.0,2.4,0.43,1.64,2.07,1.48,2.7,0.82,1.87,0.59
358,2015-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17
359,2015-12-26,1.96,2.54,1.84,2.88,0.36,2.38,0.42,0.38,1.46,0.9,4.35
360,2015-12-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49
361,2015-12-28,7.65,6.82,7.19,6.61,6.74,8.37,10.07,7.22,5.42,7.47,5.69
362,2015-12-29,1.78,1.71,2.66,1.4,1.99,1.82,1.93,2.28,1.02,2.56,0.11
363,2015-12-30,1.56,0.88,1.25,0.78,1.42,1.82,1.63,1.46,1.23,1.47,2.74
364,2015-12-31,1.78,3.77,2.47,2.95,1.23,2.25,1.3,1.24,3.07,2.22,0.29
365,2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07
366,2016-01-02,1.38,0.4,1.1,0.41,0.5,1.97,0.51,0.55,0.25,1.32,0.02
367,2016-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
368,2016-01-04,0.15,0.03,0.12,0.23,0.03,0.1,0.04,0.02,0.02,0.28,0.0
369,2016-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,2016-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
371,2016-01-07,0.08,0.01,0.02,0.02,0.03,0.02,0.03,0.09,0.01,0.1,0.67
372,2016-01-08,1.45,1.5,1.27,1.35,0.7,1.23,1.18,0.92,1.1,1.08,0.51
373,2016-01-09,0.48,0.56,0.33,0.51,0.42,0.27,0.3,0.67,0.5,0.47,0.32
374,2016-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,2016-01-11,0.27,0.28,0.4,0.23,0.38,0.49,0.47,0.43,0.15,0.32,0.08
376,2016-01-12,0.35,0.17,0.17,0.28,0.32,0.22,0.36,0.3,0.24,0.49,0.34
377,2016-01-13,0.17,0.1,0.2,0.2,0.1,0.05,0.14,0.13,0.2,0.15,0.09
378,2016-01-14,0.12,0.12,0.08,0.14,0.06,0.08,0.05,0.06,0.12,0.16,0.14
379,2016-01-15,0.35,0.23,0.2,0.24,0.15,0.1,0.15,0.15,0.3,0.3,0.09
380,2016-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
381,2016-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
382,2016-01-18,0.8,0.27,0.35,0.29,0.43,0.36,0.31,0.51,0.19,0.61,0.48
383,2016-01-19,0.22,0.03,0.5,0.08,0.28,0.1,0.11,0.05,0.02,0.18,0.12
384,2016-01-20,0.02,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.01,0.0
385,2016-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
386,2016-01-22,0.0,0.0,0.1,0.1,0.03,0.03,0.01,0.02,0.0,0.05,0.0
387,2016-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
388,2016-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,2016-01-25,0.23,0.06,0.07,0.41,0.22,0.05,0.02,0.06,0.06,0.07,0.0
390,2016-01-26,0.2,0.07,0.05,0.05,0.04,0.05,0.15,0.09,0.03,0.27,0.18
391,2016-01-27,0.2,0.15,0.29,0.1,0.05,0.17,0.3,0.4,0.03,0.149,0.01
392,2016-01-28,0.05,0.02,0.03,0.01,0.02,0.05,0.07,0.06,0.01,0.02,0.0
393,2016-01-29,0.05,0.0,0.0,0.0,0.01,0.16,0.02,0.02,0.0,0.02,0.1
394,2016-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,2016-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,2016-02-01,0.06,0.22,0.01,0.03,0.01,0.04,0.03,0.02,0.12,0.05,0.0
397,2016-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
398,2016-02-03,0.03,0.0,0.0,0.0,0.04,0.17,0.04,0.02,0.0,0.0,0.0
399,2016-02-04,0.08,0.0,0.0,0.0,0.15,0.08,0.05,0.05,0.0,0.07,0.12
400,2016-02-05,0.08,0.07,0.04,0.03,0.07,0.11,0.04,0.08,0.01,0.1,0.0
401,2016-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,2016-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
403,2016-02-08,0.07,0.0,0.0,0.0,0.18,0.26,0.0,0.11,0.0,0.07,0.0
404,2016-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,2016-02-10,0.01,0.0,0.01,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.08
406,2016-02-11,0.11,0.11,0.02,0.03,0.02,0.02,0.11,0.02,0.07,0.02,0.0
407,2016-02-12,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
408,2016-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,2016-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,2016-02-15,0.25,0.17,0.21,0.1,0.66,0.34,0.0,0.76,0.05,0.08,0.67
411,2016-02-16,0.13,2.63,0.67,1.7,0.35,0.26,0.33,0.44,3.0,0.62,0.4
412,2016-02-17,0.82,0.4,1.24,0.54,0.7,1.19,0.41,0.59,0.56,0.66,0.34
413,2016-02-18,0.26,0.16,0.4,0.22,0.15,0.25,0.21,0.18,0.2,0.63,0.06
414,2016-02-19,0.37,0.23,0.15,0.12,0.38,0.43,0.41,0.52,0.07,0.19,0.39
415,2016-02-20,0.66,0.91,0.67,0.7,0.62,0.66,0.45,0.65,1.058,0.91,0.98
416,2016-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
417,2016-02-22,0.97,1.4,0.86,2.0,1.11,0.48,1.3,1.6,1.8,0.85,1.76
418,2016-02-23,1.5,1.07,0.97,1.12,1.46,1.19,1.38,1.8,1.0,0.91,0.87
419,2016-02-24,0.87,0.67,1.15,0.77,0.39,0.95,0.73,1.31,0.64,0.95,0.31
420,2016-02-25,0.05,0.01,0.03,0.02,0.01,0.03,0.01,0.02,0.01,0.02,0.02
421,2016-02-26,0.64,0.01,0.2,0.09,0.1,0.32,0.06,0.19,0.0,0.23,0.39
422,2016-02-27,0.32,0.25,0.65,0.03,0.42,0.28,0.15,0.1,0.26,0.7,0.0
423,2016-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
424,2016-02-29,0.12,0.03,0.22,0.0,0.03,0.08,0.0,0.0,0.02,0.36,0.02
425,2016-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
426,2016-03-02,0.24,0.7,0.06,1.0,0.1,0.16,0.28,1.3,0.7,0.14,0.06
427,2016-03-03,2.39,0.22,0.8,1.23,0.09,0.81,0.92,1.49,0.11,1.5,0.39
428,2016-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,2016-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
430,2016-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,2016-03-07,0.62,0.42,0.31,0.314,0.1,0.39,0.02,0.08,0.39,0.66,1.1
432,2016-03-08,2.77,0.64,0.88,0.59,2.37,1.54,1.75,1.71,0.6,1.08,0.32
433,2016-03-09,0.76,0.31,0.7,0.31,0.53,0.66,0.69,0.53,0.33,0.86,0.28
434,2016-03-10,1.7,0.27,0.22,0.28,1.86,0.6,1.02,1.68,0.31,0.42,2.2
435,2016-03-11,2.6,2.96,2.88,3.34,1.73,2.21,2.21,2.04,3.47,3.13,0.24
436,2016-03-12,0.08,0.01,0.02,0.02,0.01,0.03,0.05,0.02,0.02,0.01,0.23
437,2016-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
438,2016-03-14,0.32,2.72,0.7,3.62,0.61,1.8,0.46,1.03,2.5,0.59,1.23
439,2016-03-15,1.68,0.04,0.47,0.68,0.02,0.86,0.24,0.07,0.32,0.3,0.05
440,2016-03-16,0.16,0.03,0.02,0.09,0.03,0.05,0.05,0.07,0.02,0.24,0.05
441,2016-03-17,0.26,0.03,0.15,0.12,0.2,0.14,0.23,0.43,0.03,0.53,0.06
442,2016-03-18,0.01,0.0,0.18,0.0,0.07,0.17,0.58,0.1,0.0,0.01,0.0
443,2016-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
444,2016-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
445,2016-03-21,0.58,0.47,0.79,0.62,0.79,1.58,2.58,0.94,0.38,0.51,0.26
446,2016-03-22,0.02,0.01,0.01,0.01,0.0,0.02,0.0,0.0,0.02,0.01,0.0
447,2016-03-23,0.82,0.0,0.0,0.0,0.54,0.0,0.83,0.71,0.0,0.0,0.01
448,2016-03-24,0.02,0.19,0.03,0.15,0.01,0.0,0.01,0.01,0.41,0.0,0.0
449,2016-03-25,0.0,0.09,0.0,0.18,0.05,0.03,0.33,0.08,0.03,0.04,0.55
450,2016-03-26,0.6,0.0,0.19,0.02,0.32,0.33,0.55,0.59,0.0,0.55,0.28
451,2016-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58
452,2016-03-28,1.01,1.41,2.64,1.46,1.0,1.78,0.32,0.31,2.05,0.05,0.05
453,2016-03-29,0.51,0.03,0.32,0.11,0.49,0.29,0.52,0.47,0.02,0.94,1.16
454,2016-03-30,1.6,0.58,1.86,0.59,1.77,1.07,1.07,1.11,1.16,1.27,0.24
455,2016-03-31,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.0
456,2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15
457,2016-04-02,1.65,1.22,4.59,3.54,2.67,3.06,1.4,1.93,0.92,3.89,1.78
458,2016-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
459,2016-04-04,0.8,2.37,1.2,2.69,0.06,0.31,0.58,0.21,1.75,2.05,0.15
460,2016-04-05,0.02,0.08,0.27,0.18,0.02,0.1,0.02,0.02,0.02,0.23,0.03
461,2016-04-06,0.21,0.61,0.6,1.22,0.16,0.21,0.46,0.18,0.79,0.32,0.08
462,2016-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46
463,2016-04-08,0.46,0.2,0.13,0.35,0.23,0.43,0.37,0.25,0.15,0.25,0.03
464,2016-04-09,3.57,0.83,3.0,1.92,2.0,2.0,4.05,3.02,0.63,3.45,2.55
465,2016-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.97
466,2016-04-11,5.78,4.57,4.08,5.06,4.95,4.5,4.27,4.95,4.07,4.17,1.03
467,2016-04-12,1.56,3.93,1.88,3.5,1.08,1.67,1.36,1.12,3.32,2.69,0.58
468,2016-04-13,0.66,2.53,0.87,1.88,1.34,0.69,1.42,1.23,0.75,2.06,1.72
469,2016-04-14,3.04,4.76,2.27,4.76,3.45,1.25,1.61,2.05,4.1,4.82,1.45
470,2016-04-15,5.11,2.52,3.38,2.98,3.0,4.1,3.85,3.46,2.86,4.81,1.93
471,2016-04-16,0.49,0.89,0.34,0.41,0.95,0.29,0.33,0.52,0.42,0.61,0.35
472,2016-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
473,2016-04-18,0.45,1.84,1.13,1.92,1.04,0.81,0.65,0.3,1.34,0.9,0.62
474,2016-04-19,2.23,1.57,1.3,1.3,0.3,0.6,0.14,0.38,1.73,1.75,0.77
475,2016-04-20,1.0,0.13,0.1,0.46,2.14,0.41,0.96,2.4,0.06,0.07,0.07
476,2016-04-21,0.02,0.0,0.01,0.0,0.01,0.02,0.02,0.02,0.0,0.02,0.0
477,2016-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98
478,2016-04-23,3.38,3.21,3.92,2.99,2.59,4.17,4.04,3.06,2.45,3.85,1.1
479,2016-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
480,2016-04-25,0.2,0.08,0.09,0.06,0.15,0.2,0.03,0.09,0.07,0.18,0.02
481,2016-04-26,0.82,1.86,1.11,1.0,0.3,1.11,0.38,0.31,2.12,0.99,1.25
482,2016-04-27,0.5,0.05,0.55,0.12,0.8,0.3,0.58,0.59,0.05,0.2,0.0
483,2016-04-28,0.18,0.01,0.13,0.05,0.39,0.13,0.5,0.4,0.09,0.07,0.45
484,2016-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59
485,2016-04-30,5.27,5.38,5.56,4.45,3.58,5.54,4.76,3.9,4.63,4.57,2.33
486,2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.37
487,2016-05-02,0.34,2.67,5.24,3.16,2.84,0.34,0.34,4.02,2.57,4.59,0.34
488,2016-05-03,0.08,0.46,0.2,0.8,0.09,0.06,0.02,0.3,0.77,0.24,0.0
489,2016-05-04,0.04,0.02,0.06,0.03,0.01,0.04,0.5,0.01,0.02,0.15,0.91
490,2016-05-05,0.03,0.01,2.07,0.02,0.2,0.31,1.63,0.2,0.01,0.18,0.01
491,2016-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,2016-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
493,2016-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
494,2016-05-09,0.83,0.12,0.33,0.18,0.41,0.36,0.63,0.55,0.09,0.3,0.01
495,2016-05-10,0.09,0.2,0.03,0.02,0.09,0.04,0.17,0.09,0.04,0.08,0.54
496,2016-05-11,4.0,2.39,2.44,2.03,2.7,3.5,3.45,2.8,2.06,2.56,2.04
497,2016-05-12,0.97,0.57,0.75,0.64,0.8,0.41,0.46,0.48,0.7,0.87,0.01
498,2016-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,2016-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,2016-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
501,2016-05-16,0.66,0.28,0.17,0.03,0.89,0.12,0.1,0.4,0.04,0.0,0.0
502,2016-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
503,2016-05-18,0.46,0.38,0.35,0.36,0.16,0.31,0.1,0.15,0.27,0.8,0.05
504,2016-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
505,2016-05-20,0.22,0.05,0.13,0.06,0.05,0.04,0.02,0.07,0.05,0.07,0.0
506,2016-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.49
507,2016-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
508,2016-05-23,0.88,0.58,1.28,0.62,0.16,0.58,0.64,0.7,0.51,1.46,0.06
509,2016-05-24,0.98,0.69,0.46,0.5,0.08,0.36,0.13,1.01,0.59,0.6,0.48
510,2016-05-25,0.26,0.41,0.35,0.09,0.2,0.23,0.51,0.5,0.09,0.27,0.0
511,2016-05-26,0.17,0.02,0.12,0.04,0.04,0.12,0.03,0.17,0.03,0.05,0.13
512,2016-05-27,0.19,0.01,0.04,0.01,0.1,0.07,0.14,0.05,0.01,0.22,0.03
513,2016-05-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,2016-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
