Index, Month, Rain_Zone, Year, Random Number, Fragment_Set,fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment, fragment
   12,    8,   12,    1,  0.514778,   10,   0.000,   0.000,   0.070,   0.060,   0.070,   0.030,   0.010,   0.000,   0.000,   0.000,   0.290,   0.000,   0.020,   0.000,   0.110,   0.000,   0.050,   0.010,   0.020,   0.190,   0.020,   0.000,   0.000,   0.000,   0.000,   0.000,   0.010,   0.000,   0.000,   0.000,   0.040
   13,    8,   13,    1,  0.032074,   10,   0.000,   0.241,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.046,   0.000,   0.000,   0.000,   0.000,   0.030,   0.000,   0.039,   0.000,   0.462,   0.000,   0.089,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.041,   0.000,   0.000,   0.052
   14,    8,   14,    1,  0.056015,   10,   0.015,   0.000,   0.013,   0.001,   0.006,   0.001,   0.000,   0.031,   0.002,   0.161,   0.093,   0.297,   0.001,   0.000,   0.001,   0.014,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.005,   0.007,   0.000,   0.010,   0.001,   0.003,   0.116,   0.163,   0.049
   15,    8,   15,    1,  0.793522,   10,   0.000,   0.123,   0.084,   0.104,   0.013,   0.000,   0.009,   0.062,   0.018,   0.000,   0.023,   0.000,   0.000,   0.009,   0.000,   0.035,   0.022,   0.000,   0.000,   0.000,   0.035,   0.009,   0.000,   0.000,   0.000,   0.022,   0.291,   0.013,   0.016,   0.095,   0.018
   16,    8,   16,    1,  0.522574,   10,   0.000,   0.000,   0.398,   0.000,   0.000,   0.200,   0.140,   0.153,   0.000,   0.000,   0.004,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.016,   0.013,   0.000,   0.000,   0.050,   0.000,   0.000,   0.025,   0.000,   0.000,   0.000
   17,    8,   17,    1,  0.828982,   10,   0.034,   0.018,   0.017,   0.018,   0.047,   0.000,   0.000,   0.035,   0.000,   0.000,   0.005,   0.079,   0.000,   0.114,   0.000,   0.006,   0.000,   0.049,   0.006,   0.038,   0.040,   0.000,   0.054,   0.096,   0.123,   0.008,   0.153,   0.012,   0.015,   0.021,   0.014
   18,    8,   18,    1,  0.703901,   10,   0.000,   0.002,   0.021,   0.031,   0.012,   0.001,   0.000,   0.098,   0.553,   0.003,   0.000,   0.001,   0.001,   0.000,   0.001,   0.000,   0.003,   0.000,   0.001,   0.002,   0.008,   0.000,   0.009,   0.035,   0.145,   0.002,   0.008,   0.000,   0.003,   0.033,   0.026
    1,    9,    1,    1,  0.294632,   10,   0.000,   0.000,   0.000,   0.000,   0.077,   0.923,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
    2,    9,    2,    1,  0.158773,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.152,   0.046,   0.025,   0.000,   0.000,   0.255,   0.213,   0.121,   0.007,   0.000,   0.000,   0.000,   0.078,   0.000,   0.052,   0.000,   0.000,   0.000,   0.021,   0.000,   0.025,   0.000,   0.006,   0.000
    3,    9,    3,    1,  0.452451,   10,   0.021,   0.063,   0.107,   0.000,   0.000,   0.000,   0.000,   0.001,   0.000,   0.016,   0.000,   0.012,   0.012,   0.000,   0.033,   0.266,   0.013,   0.000,   0.003,   0.001,   0.029,   0.000,   0.000,   0.296,   0.060,   0.000,   0.037,   0.014,   0.017,   0.000,   0.000
    4,    9,    4,    1,  0.289982,   10,   0.000,   0.032,   0.096,   0.011,   0.030,   0.268,   0.213,   0.037,   0.043,   0.156,   0.000,   0.000,   0.000,   0.000,   0.000,   0.007,   0.000,   0.000,   0.000,   0.000,   0.055,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.021,   0.030,   0.000,   0.000
    5,    9,    5,    1,  0.487110,   10,   0.003,   0.000,   0.000,   0.000,   0.000,   0.041,   0.246,   0.006,   0.006,   0.000,   0.003,   0.000,   0.000,   0.000,   0.000,   0.012,   0.108,   0.009,   0.000,   0.088,   0.000,   0.000,   0.000,   0.067,   0.000,   0.000,   0.378,   0.032,   0.000,   0.000,   0.000
    6,    9,    6,    1,  0.377440,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.094,   0.341,   0.000,   0.027,   0.040,   0.057,   0.070,   0.007,   0.000,   0.007,   0.134,   0.161,   0.000,   0.000,   0.003,   0.017,   0.007,   0.000,   0.000,   0.037,   0.000,   0.000
    7,    9,    7,    1,  0.918753,   10,   0.000,   0.129,   0.172,   0.000,   0.000,   0.095,   0.000,   0.009,   0.000,   0.000,   0.000,   0.026,   0.000,   0.026,   0.009,   0.043,   0.026,   0.017,   0.000,   0.009,   0.043,   0.310,   0.017,   0.009,   0.009,   0.026,   0.009,   0.009,   0.000,   0.009,   0.000
    8,    9,    8,    1,  0.053540,   10,   0.085,   0.000,   0.000,   0.034,   0.068,   0.097,   0.011,   0.022,   0.000,   0.000,   0.057,   0.025,   0.025,   0.051,   0.085,   0.011,   0.000,   0.000,   0.111,   0.014,   0.000,   0.000,   0.053,   0.000,   0.000,   0.127,   0.000,   0.000,   0.000,   0.124,   0.000
    9,    9,    9,    1,  0.596452,   10,   0.169,   0.010,   0.077,   0.140,   0.039,   0.000,   0.000,   0.000,   0.000,   0.005,   0.000,   0.000,   0.000,   0.000,   0.000,   0.010,   0.005,   0.188,   0.005,   0.000,   0.000,   0.034,   0.150,   0.014,   0.005,   0.039,   0.106,   0.005,   0.000,   0.000,   0.000
   10,    9,   10,    1,  0.414585,   10,   0.159,   0.106,   0.000,   0.026,   0.009,   0.053,   0.026,   0.000,   0.018,   0.000,   0.000,   0.071,   0.115,   0.044,   0.000,   0.026,   0.133,   0.026,   0.035,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.009,   0.133,   0.000
   11,    9,   11,    1,  0.707304,   10,   0.000,   0.000,   0.295,   0.000,   0.000,   0.000,   0.002,   0.000,   0.250,   0.125,   0.019,   0.222,   0.000,   0.000,   0.000,   0.000,   0.017,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.004,   0.000,   0.000,   0.000,   0.066,   0.000,   0.000,   0.000
   12,    9,   12,    1,  0.289361,   10,   0.000,   0.060,   0.141,   0.000,   0.015,   0.000,   0.000,   0.015,   0.035,   0.005,   0.050,   0.000,   0.025,   0.085,   0.271,   0.020,   0.005,   0.015,   0.000,   0.015,   0.000,   0.000,   0.010,   0.015,   0.015,   0.065,   0.025,   0.000,   0.020,   0.090,   0.000
   13,    9,   13,    1,  0.521352,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   1.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000
   14,    9,   14,    1,  0.627764,   10,   0.426,   0.021,   0.007,   0.000,   0.002,   0.036,   0.068,   0.006,   0.000,   0.000,   0.009,   0.000,   0.063,   0.000,   0.155,   0.000,   0.069,   0.058,   0.000,   0.025,   0.003,   0.011,   0.013,   0.000,   0.000,   0.000,   0.000,   0.007,   0.003,   0.018,   0.000
   15,    9,   15,    1,  0.140412,   10,   0.000,   0.024,   0.081,   0.269,   0.078,   0.149,   0.024,   0.116,   0.027,   0.000,   0.000,   0.012,   0.009,   0.000,   0.000,   0.000,   0.036,   0.048,   0.015,   0.021,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.093,   0.000
   16,    9,   16,    1,  0.601061,   10,   0.000,   0.024,   0.002,   0.130,   0.012,   0.008,   0.065,   0.000,   0.000,   0.140,   0.006,   0.077,   0.002,   0.042,   0.125,   0.069,   0.022,   0.033,   0.006,   0.000,   0.000,   0.000,   0.000,   0.002,   0.140,   0.000,   0.093,   0.000,   0.000,   0.000,   0.000
   17,    9,   17,    1,  0.125890,   10,   0.000,   0.000,   0.000,   0.000,   0.029,   0.000,   0.000,   0.000,   0.000,   0.042,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.565,   0.042,   0.042,   0.000,   0.144,   0.000,   0.066,   0.000,   0.018,   0.000,   0.009,   0.042,   0.000,   0.000
   18,    9,   18,    1,  0.727520,   10,   0.004,   0.016,   0.009,   0.027,   0.018,   0.000,   0.010,   0.015,   0.000,   0.018,   0.083,   0.119,   0.303,   0.034,   0.000,   0.017,   0.097,   0.065,   0.008,   0.005,   0.000,   0.004,   0.056,   0.026,   0.005,   0.000,   0.000,   0.005,   0.019,   0.037,   0.000
    1,   10,    1,    1,  0.669391,   10,   0.000,   0.049,   0.060,   0.000,   0.000,   0.000,   0.099,   0.011,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.016,   0.000,   0.049,   0.000,   0.423,   0.016,   0.000,   0.000,   0.000,   0.038,   0.203,   0.027,   0.000,   0.000,   0.000,   0.000,   0.005
    2,   10,    2,    1,  0.953380,   10,   0.000,   0.027,   0.015,   0.002,   0.001,   0.019,   0.009,   0.008,   0.038,   0.008,   0.014,   0.179,   0.011,   0.007,   0.022,   0.033,   0.001,   0.231,   0.043,   0.000,   0.040,   0.005,   0.047,   0.006,   0.002,   0.015,   0.005,   0.000,   0.065,   0.069,   0.080
    3,   10,    3,    1,  0.852247,   10,   0.049,   0.004,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.087,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.226,   0.019,   0.083,   0.019,   0.000,   0.000,   0.000,   0.324,   0.075,   0.113
    4,   10,    4,    1,  0.477344,   10,   0.000,   0.000,   0.000,   0.000,   0.091,   0.052,   0.018,   0.000,   0.097,   0.034,   0.057,   0.012,   0.087,   0.105,   0.021,   0.026,   0.090,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.288,   0.000,   0.000,   0.000,   0.000,   0.012,   0.000,   0.011
    5,   10,    5,    1,  0.333565,   10,   0.135,   0.002,   0.000,   0.012,   0.000,   0.005,   0.076,   0.169,   0.002,   0.000,   0.002,   0.003,   0.005,   0.000,   0.003,   0.030,   0.008,   0.000,   0.028,   0.009,   0.000,   0.149,   0.265,   0.059,   0.000,   0.000,   0.003,   0.000,   0.009,   0.022,   0.006
    6,   10,    6,    1,  0.251132,   10,   0.000,   0.001,   0.001,   0.027,   0.001,   0.030,   0.003,   0.006,   0.026,   0.008,   0.012,   0.150,   0.019,   0.014,   0.013,   0.106,   0.001,   0.201,   0.051,   0.001,   0.063,   0.006,   0.026,   0.001,   0.003,   0.012,   0.013,   0.000,   0.082,   0.051,   0.073
    7,   10,    7,    1,  0.298205,   10,   0.092,   0.015,   0.092,   0.354,   0.023,   0.000,   0.000,   0.000,   0.008,   0.008,   0.000,   0.038,   0.023,   0.046,   0.008,   0.015,   0.000,   0.031,   0.015,   0.015,   0.000,   0.000,   0.000,   0.054,   0.023,   0.062,   0.054,   0.000,   0.000,   0.023,   0.000
    8,   10,    8,    1,  0.068004,   10,   0.039,   0.000,   0.000,   0.225,   0.449,   0.000,   0.058,   0.000,   0.000,   0.000,   0.014,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.103,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.017,   0.033,   0.000,   0.000,   0.062,   0.000,   0.000
    9,   10,    9,    1,  0.943447,   10,   0.019,   0.000,   0.037,   0.019,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.056,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.074,   0.000,   0.019,   0.111,   0.074,   0.000,   0.074,   0.241,   0.019,   0.222,   0.000,   0.019,   0.019
   10,   10,   10,    1,  0.419316,   10,   0.056,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.319,   0.000,   0.000,   0.000,   0.000,   0.333,   0.014,   0.000,   0.014,   0.097,   0.167,   0.000,   0.000
   11,   10,   11,    1,  0.169282,   10,   0.000,   0.005,   0.009,   0.009,   0.075,   0.005,   0.000,   0.132,   0.000,   0.023,   0.005,   0.108,   0.000,   0.000,   0.056,   0.056,   0.014,   0.070,   0.150,   0.033,   0.136,   0.009,   0.089,   0.005,   0.000,   0.005,   0.000,   0.000,   0.005,   0.000,   0.000
   12,   10,   12,    1,  0.940325,   10,   0.180,   0.006,   0.056,   0.202,   0.006,   0.000,   0.000,   0.000,   0.039,   0.000,   0.006,   0.006,   0.000,   0.315,   0.006,   0.000,   0.000,   0.017,   0.017,   0.000,   0.000,   0.000,   0.000,   0.017,   0.006,   0.062,   0.056,   0.000,   0.000,   0.006,   0.000
   13,   10,   13,    1,  0.875734,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.095,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.015,   0.000,   0.109,   0.060,   0.000,   0.000,   0.084,   0.025,   0.000,   0.338,   0.111,   0.093,   0.070,   0.000,   0.000,   0.000,   0.000
   14,   10,   14,    1,  0.011641,   10,   0.015,   0.000,   0.001,   0.040,   0.000,   0.000,   0.016,   0.000,   0.016,   0.000,   0.075,   0.077,   0.109,   0.154,   0.000,   0.000,   0.000,   0.040,   0.022,   0.000,   0.000,   0.014,   0.166,   0.041,   0.029,   0.087,   0.009,   0.000,   0.000,   0.081,   0.007
   15,   10,   15,    1,  0.621190,   10,   0.022,   0.000,   0.260,   0.036,   0.074,   0.172,   0.000,   0.000,   0.000,   0.000,   0.000,   0.034,   0.000,   0.059,   0.000,   0.000,   0.000,   0.000,   0.066,   0.170,   0.000,   0.000,   0.041,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.065,   0.000
   16,   10,   16,    1,  0.102247,   10,   0.017,   0.001,   0.000,   0.006,   0.000,   0.055,   0.061,   0.092,   0.058,   0.081,   0.029,   0.046,   0.000,   0.000,   0.009,   0.000,   0.000,   0.017,   0.075,   0.121,   0.038,   0.116,   0.000,   0.000,   0.020,   0.000,   0.020,   0.017,   0.020,   0.015,   0.087
   17,   10,   17,    1,  0.213649,   10,   0.000,   0.000,   0.000,   0.000,   0.080,   0.013,   0.000,   0.000,   0.077,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.052,   0.000,   0.000,   0.025,   0.019,   0.160,   0.000,   0.000,   0.000,   0.323,   0.000,   0.016,   0.188,   0.048
   18,   10,   18,    1,  0.147641,   10,   0.013,   0.031,   0.002,   0.007,   0.005,   0.029,   0.062,   0.059,   0.000,   0.014,   0.033,   0.005,   0.000,   0.000,   0.007,   0.012,   0.006,   0.002,   0.073,   0.121,   0.023,   0.041,   0.017,   0.007,   0.005,   0.001,   0.020,   0.006,   0.014,   0.218,   0.170
    1,   11,    1,    1,  0.223838,   10,   0.000,   0.000,   0.000,   0.038,   0.000,   0.004,   0.050,   0.201,   0.054,   0.000,   0.013,   0.067,   0.004,   0.008,   0.117,   0.013,   0.054,   0.000,   0.000,   0.067,   0.113,   0.017,   0.042,   0.067,   0.008,   0.000,   0.021,   0.000,   0.042,   0.000,   0.000
    2,   11,    2,    1,  0.464923,   10,   0.010,   0.005,   0.021,   0.123,   0.131,   0.049,   0.022,   0.011,   0.005,   0.005,   0.000,   0.000,   0.004,   0.051,   0.107,   0.080,   0.133,   0.029,   0.013,   0.107,   0.003,   0.000,   0.000,   0.005,   0.005,   0.015,   0.000,   0.008,   0.046,   0.013,   0.000
    3,   11,    3,    1,  0.639761,   10,   0.000,   0.018,   0.064,   0.000,   0.000,   0.058,   0.004,   0.111,   0.039,   0.000,   0.000,   0.000,   0.059,   0.000,   0.000,   0.000,   0.108,   0.000,   0.000,   0.119,   0.000,   0.000,   0.000,   0.000,   0.039,   0.070,   0.180,   0.084,   0.000,   0.045,   0.000
    4,   11,    4,    1,  0.602891,   10,   0.033,   0.000,   0.000,   0.000,   0.044,   0.033,   0.181,   0.061,   0.000,   0.000,   0.010,   0.000,   0.000,   0.000,   0.000,   0.000,   0.023,   0.044,   0.171,   0.016,   0.082,   0.013,   0.007,   0.002,   0.066,   0.113,   0.016,   0.000,   0.038,   0.046,   0.000
    5,   11,    5,    1,  0.890805,   10,   0.045,   0.113,   0.012,   0.009,   0.000,   0.001,   0.027,   0.146,   0.000,   0.000,   0.000,   0.016,   0.000,   0.000,   0.000,   0.000,   0.201,   0.023,   0.001,   0.001,   0.001,   0.000,   0.030,   0.000,   0.000,   0.007,   0.007,   0.001,   0.276,   0.080,   0.000
    6,   11,    6,    1,  0.342882,   10,   0.022,   0.008,   0.001,   0.000,   0.002,   0.046,   0.025,   0.014,   0.000,   0.001,   0.041,   0.037,   0.022,   0.025,   0.003,   0.012,   0.007,   0.001,   0.004,   0.023,   0.023,   0.000,   0.217,   0.183,   0.046,   0.009,   0.000,   0.094,   0.135,   0.003,   0.000
    7,   11,    7,    1,  0.613311,   10,   0.000,   0.000,   0.051,   0.133,   0.010,   0.010,   0.010,   0.010,   0.051,   0.255,   0.143,   0.051,   0.000,   0.112,   0.061,   0.010,   0.000,   0.000,   0.000,   0.010,   0.031,   0.000,   0.000,   0.010,   0.010,   0.000,   0.000,   0.000,   0.010,   0.020,   0.000
    8,   11,    8,    1,  0.015985,   10,   0.000,   0.051,   0.000,   0.000,   0.000,   0.296,   0.000,   0.000,   0.000,   0.099,   0.000,   0.000,   0.184,   0.013,   0.020,   0.000,   0.032,   0.000,   0.000,   0.209,   0.042,   0.013,   0.000,   0.000,   0.000,   0.000,   0.012,   0.030,   0.000,   0.000,   0.000
    9,   11,    9,    1,  0.862258,   10,   0.030,   0.000,   0.030,   0.041,   0.183,   0.118,   0.006,   0.006,   0.000,   0.000,   0.000,   0.000,   0.000,   0.089,   0.036,   0.041,   0.136,   0.024,   0.006,   0.142,   0.006,   0.024,   0.000,   0.000,   0.024,   0.000,   0.006,   0.006,   0.047,   0.000,   0.000
   10,   11,   10,    1,  0.826405,   10,   0.004,   0.004,   0.000,   0.008,   0.000,   0.000,   0.012,   0.004,   0.035,   0.043,   0.031,   0.020,   0.043,   0.016,   0.180,   0.027,   0.121,   0.090,   0.176,   0.020,   0.000,   0.000,   0.051,   0.000,   0.004,   0.012,   0.004,   0.039,   0.039,   0.020,   0.000
   11,   11,   11,    1,  0.411643,   10,   0.309,   0.259,   0.000,   0.000,   0.040,   0.000,   0.000,   0.015,   0.047,   0.000,   0.000,   0.085,   0.000,   0.014,   0.053,   0.017,   0.000,   0.000,   0.041,   0.000,   0.000,   0.000,   0.000,   0.000,   0.040,   0.000,   0.000,   0.000,   0.009,   0.071,   0.000
   12,   11,   12,    1,  0.786972,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.032,   0.009,   0.023,   0.004,   0.050,   0.014,   0.018,   0.041,   0.167,   0.068,   0.090,   0.077,   0.059,   0.059,   0.004,   0.000,   0.100,   0.014,   0.004,   0.023,   0.000,   0.059,   0.036,   0.050,   0.000
   13,   11,   13,    1,  0.866578,   10,   0.000,   0.083,   0.000,   0.000,   0.000,   0.000,   0.000,   0.026,   0.000,   0.000,   0.000,   0.112,   0.000,   0.000,   0.000,   0.042,   0.174,   0.000,   0.181,   0.034,   0.142,   0.000,   0.026,   0.034,   0.046,   0.000,   0.000,   0.000,   0.097,   0.000,   0.000
   14,   11,   14,    1,  0.516481,   10,   0.000,   0.004,   0.153,   0.017,   0.002,   0.000,   0.017,   0.079,   0.020,   0.093,   0.032,   0.143,   0.038,   0.065,   0.041,   0.051,   0.041,   0.039,   0.016,   0.002,   0.000,   0.000,   0.000,   0.013,   0.010,   0.000,   0.024,   0.003,   0.002,   0.094,   0.000
   15,   11,   15,    1,  0.020341,   10,   0.062,   0.026,   0.073,   0.070,   0.070,   0.011,   0.044,   0.000,   0.106,   0.000,   0.000,   0.000,   0.007,   0.092,   0.007,   0.143,   0.000,   0.000,   0.000,   0.000,   0.062,   0.000,   0.026,   0.011,   0.033,   0.059,   0.000,   0.080,   0.004,   0.015,   0.000
   16,   11,   16,    1,  0.259188,   10,   0.025,   0.000,   0.000,   0.000,   0.022,   0.031,   0.002,   0.000,   0.070,   0.210,   0.019,   0.012,   0.297,   0.002,   0.000,   0.001,   0.000,   0.005,   0.005,   0.000,   0.000,   0.000,   0.204,   0.000,   0.019,   0.002,   0.030,   0.018,   0.014,   0.014,   0.000
   17,   11,   17,    1,  0.193218,   10,   0.007,   0.009,   0.015,   0.007,   0.002,   0.028,   0.007,   0.037,   0.000,   0.000,   0.007,   0.058,   0.000,   0.000,   0.000,   0.038,   0.282,   0.115,   0.080,   0.049,   0.129,   0.012,   0.045,   0.002,   0.029,   0.000,   0.000,   0.015,   0.024,   0.002,   0.000
   18,   11,   18,    1,  0.806025,   10,   0.015,   0.024,   0.002,   0.002,   0.009,   0.028,   0.008,   0.016,   0.033,   0.069,   0.052,   0.019,   0.023,   0.018,   0.011,   0.044,   0.077,   0.186,   0.154,   0.028,   0.000,   0.000,   0.000,   0.000,   0.135,   0.001,   0.042,   0.004,   0.000,   0.000,   0.000
    1,   12,    1,    1,  0.425744,   10,   0.034,   0.037,   0.000,   0.060,   0.003,   0.010,   0.020,   0.010,   0.054,   0.037,   0.017,   0.107,   0.188,   0.017,   0.030,   0.000,   0.027,   0.000,   0.013,   0.000,   0.000,   0.000,   0.000,   0.000,   0.003,   0.013,   0.027,   0.161,   0.050,   0.000,   0.080
    2,   12,    2,    1,  0.155480,   10,   0.000,   0.589,   0.043,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.106,   0.034,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.228
    3,   12,    3,    1,  0.360381,   10,   0.099,   0.000,   0.000,   0.190,   0.079,   0.025,   0.000,   0.000,   0.000,   0.000,   0.000,   0.124,   0.193,   0.000,   0.050,   0.126,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.072,   0.031,   0.000,   0.012,   0.000,   0.000
    4,   12,    4,    1,  0.011975,   10,   0.051,   0.020,   0.007,   0.000,   0.000,   0.000,   0.000,   0.178,   0.020,   0.000,   0.000,   0.000,   0.000,   0.060,   0.000,   0.000,   0.050,   0.000,   0.000,   0.000,   0.130,   0.007,   0.000,   0.088,   0.000,   0.000,   0.000,   0.258,   0.031,   0.099,   0.003
    5,   12,    5,    1,  0.369395,   10,   0.026,   0.100,   0.006,   0.057,   0.025,   0.023,   0.003,   0.005,   0.020,   0.000,   0.002,   0.015,   0.010,   0.034,   0.001,   0.003,   0.004,   0.015,   0.001,   0.061,   0.001,   0.012,   0.038,   0.023,   0.004,   0.001,   0.077,   0.062,   0.141,   0.166,   0.066
    6,   12,    6,    1,  0.570826,   10,   0.005,   0.005,   0.003,   0.009,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.011,   0.035,   0.024,   0.023,   0.050,   0.064,   0.015,   0.000,   0.002,   0.008,   0.043,   0.054,   0.005,   0.133,   0.109,   0.231,   0.008,   0.140,   0.024
    7,   12,    7,    1,  0.034999,   10,   0.012,   0.000,   0.000,   0.085,   0.004,   0.016,   0.000,   0.000,   0.020,   0.036,   0.065,   0.364,   0.049,   0.036,   0.061,   0.057,   0.020,   0.000,   0.024,   0.020,   0.000,   0.000,   0.024,   0.032,   0.000,   0.012,   0.004,   0.008,   0.032,   0.012,   0.004
    8,   12,    8,    1,  0.735843,   10,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.055,   0.064,   0.000,   0.120,   0.000,   0.000,   0.229,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.070,   0.014,   0.000,   0.233,   0.000,   0.000,   0.074,   0.000,   0.000,   0.141,   0.000
    9,   12,    9,    1,  0.782323,   10,   0.000,   0.007,   0.007,   0.000,   0.000,   0.000,   0.007,   0.015,   0.015,   0.000,   0.015,   0.000,   0.052,   0.037,   0.007,   0.067,   0.007,   0.105,   0.052,   0.194,   0.060,   0.045,   0.119,   0.000,   0.022,   0.000,   0.000,   0.067,   0.000,   0.097,   0.000
   10,   12,   10,    1,  0.884786,   10,   0.027,   0.000,   0.000,   0.099,   0.009,   0.161,   0.031,   0.009,   0.027,   0.000,   0.000,   0.076,   0.018,   0.067,   0.040,   0.009,   0.081,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.045,   0.175,   0.004,   0.014,   0.018,   0.081,   0.009
   11,   12,   11,    1,  0.235318,   10,   0.051,   0.020,   0.007,   0.000,   0.000,   0.000,   0.000,   0.178,   0.020,   0.000,   0.000,   0.000,   0.000,   0.060,   0.000,   0.000,   0.050,   0.000,   0.000,   0.000,   0.130,   0.007,   0.000,   0.088,   0.000,   0.000,   0.000,   0.258,   0.031,   0.099,   0.003
   12,   12,   12,    1,  0.030734,   10,   0.098,   0.038,   0.082,   0.049,   0.049,   0.000,   0.005,   0.120,   0.000,   0.016,   0.027,   0.000,   0.065,   0.000,   0.038,   0.033,   0.011,   0.011,   0.038,   0.000,   0.000,   0.245,   0.000,   0.011,   0.000,   0.038,   0.000,   0.000,   0.016,   0.005,   0.005
   13,   12,   13,    1,  0.747666,   10,   0.049,   0.021,   0.171,   0.000,   0.000,   0.082,   0.000,   0.022,   0.000,   0.000,   0.000,   0.015,   0.031,   0.017,   0.008,   0.000,   0.025,   0.029,   0.094,   0.012,   0.000,   0.000,   0.000,   0.000,   0.009,   0.079,   0.000,   0.000,   0.020,   0.199,   0.117
   14,   12,   14,    1,  0.104103,   10,   0.000,   0.000,   0.002,   0.054,   0.013,   0.000,   0.001,   0.062,   0.129,   0.089,   0.048,   0.008,   0.000,   0.112,   0.032,   0.028,   0.036,   0.008,   0.023,   0.000,   0.000,   0.009,   0.042,   0.008,   0.023,   0.082,   0.052,   0.091,   0.009,   0.008,   0.029
   15,   12,   15,    1,  0.113924,   10,   0.127,   0.096,   0.042,   0.071,   0.094,   0.026,   0.051,   0.000,   0.063,   0.024,   0.000,   0.021,   0.000,   0.000,   0.000,   0.000,   0.000,   0.000,   0.036,   0.092,   0.000,   0.014,   0.000,   0.000,   0.000,   0.000,   0.000,   0.082,   0.161,   0.000,   0.000
   16,   12,   16,    1,  0.603740,   10,   0.185,   0.037,   0.154,   0.111,   0.071,   0.074,   0.010,   0.003,   0.068,   0.011,   0.002,   0.007,   0.027,   0.007,   0.008,   0.015,   0.037,   0.006,   0.001,   0.001,   0.009,   0.000,   0.001,   0.047,   0.009,   0.065,   0.003,   0.006,   0.006,   0.009,   0.010
   17,   12,   17,    1,  0.214361,   10,   0.000,   0.000,   0.079,   0.000,   0.027,   0.002,   0.046,   0.000,   0.010,   0.061,   0.226,   0.008,   0.068,   0.000,   0.000,   0.119,   0.014,   0.000,   0.000,   0.000,   0.000,   0.092,   0.129,   0.060,   0.009,   0.000,   0.000,   0.046,   0.004,   0.000,   0.000
