Fagaitua_no_rain,,,,,,,,
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F)
9/24/2017 7:30,258,76.7,86.9,0,107,10,1,78.9
9/24/2017 7:45,190,75.6,87.5,0,88,5,0,79
9/24/2017 8:00,261,75.4,87.5,0,103,5,0,79
9/24/2017 8:15,384,74.8,87.5,0,97,9,1,78.7
9/24/2017 8:30,508,72.5,88.4,0,124,6,1,78.7
9/24/2017 8:45,589,72.3,88.6,0,132,6,1,78.8
9/24/2017 9:00,559,73.3,88.3,0,108,8,1,78.9
9/24/2017 9:15,375,73,87.3,0,114,8,2,77.8
9/24/2017 9:30,624,71.8,87.4,0,93,9,2,77.4
9/24/2017 9:45,445,72.7,87.4,0,117,7,1,77.8
9/24/2017 10:00,784,71.4,87.7,0,108,8,2,77.5
9/24/2017 10:15,648,72.5,88,0,132,7,1,78.3
9/24/2017 10:30,769,70.2,88.3,0,145,8,1,77.6
9/24/2017 10:45,895,71.1,88.1,0,124,9,1,77.8
9/24/2017 11:00,346,73.7,87,0,122,9,2,77.8
9/24/2017 11:15,979,72.4,87.9,0,129,9,1,78.2
9/24/2017 11:30,1097,66.6,89.6,0,122,7,1,77.3
9/24/2017 11:45,999,70.1,87.9,0,97,13,3,77.2
9/24/2017 12:00,1194,68,88.5,0,118,11,3,76.9
9/24/2017 12:15,641,70.1,88.2,0,128,8,2,77.5
9/24/2017 12:30,535,73.5,86,0,100,11,4,76.8
9/24/2017 12:45,669,72.9,86.4,0,90,10,3,76.9
9/24/2017 13:00,495,73.5,86.9,0,129,8,1,77.6
9/24/2017 13:15,771,71.1,87.6,0,121,8,1,77.3
9/24/2017 13:30,437,73.4,86.6,0,110,10,2,77.3
9/24/2017 13:45,619,72.3,86.3,0,121,7,2,76.6
9/24/2017 14:00,715,70.2,87.5,0,135,6,1,76.9
9/24/2017 14:15,705,68.5,88.1,0,118,4,0,76.7
9/24/2017 14:30,478,71,87.2,0,141,5,1,76.9
9/24/2017 14:45,330,73.8,85.5,0,129,12,2,76.4
9/24/2017 15:00,383,72.6,85.8,0,138,8,1,76.2
9/24/2017 15:15,278,74.2,85,0,121,8,3,76.1
9/24/2017 15:30,235,75.8,84.1,0,120,7,2,75.8
9/24/2017 15:45,442,73.7,85.5,0,146,6,0,76.4
9/24/2017 16:00,216,77,85.6,0,132,11,2,77.7
9/24/2017 16:15,76,78.5,84.1,0,124,11,3,76.8
9/24/2017 16:30,144,78.5,83.9,0,118,13,2,76.6
9/24/2017 16:45,152,77.6,84.1,0,128,8,2,76.5
9/24/2017 17:00,126,79.8,84,0,125,11,3,77.2
9/24/2017 17:15,27,79.6,83.7,0,117,12,3,76.9
9/24/2017 17:30,25,78.5,83.6,0,104,12,3,76.4
9/24/2017 17:45,30,80.5,83.5,0,110,8,2,77
9/24/2017 18:00,35,80.5,83.3,0,122,8,2,76.8
9/24/2017 18:15,12,80.1,83.2,0,120,11,2,76.5
9/24/2017 18:30,0,79.3,83.4,0,117,11,2,76.5
9/24/2017 18:45,0,80.5,83.4,0,132,11,2,76.9
9/24/2017 19:00,0,80.5,83.4,0,124,9,2,76.9
9/24/2017 19:15,0,80.4,83.2,0,121,11,3,76.7
9/24/2017 19:30,0,81.4,83.4,0,118,13,2,77.2
9/24/2017 19:45,0,81.4,83.4,0,134,8,1,77.2
9/24/2017 20:00,0,80.7,83.5,0,117,13,2,77.1
9/24/2017 20:15,0,80.1,83.7,0,115,10,2,77
9/24/2017 20:30,0,80.4,83.7,0,112,12,2,77.1
9/24/2017 20:45,0,81.4,83.7,0,128,6,1,77.5
9/24/2017 21:00,0,81.6,83.8,0,114,8,2,77.7
9/24/2017 21:15,0,81.5,84,0,125,9,2,77.8
9/24/2017 21:30,0,81.6,84.1,0,127,11,3,78
9/24/2017 21:45,0,81.1,84.1,0,117,10,2,77.8
9/24/2017 22:00,0,80.7,84.2,0,127,9,2,77.7
9/24/2017 22:15,0,80.7,84.3,0,127,8,1,77.8
9/24/2017 22:30,0,81.2,84.4,0,120,8,1,78.1
9/24/2017 22:45,0,79.6,84.9,0,104,11,3,78
9/24/2017 23:00,0,78.1,85.1,0,131,12,2,77.7
9/24/2017 23:15,0,77.3,85,0,129,8,2,77.3
9/24/2017 23:30,0,78,84.9,0,112,9,2,77.4
9/24/2017 23:45,0,78.8,84.7,0,122,5,1,77.5
9/25/2017 0:00,0,78.4,84.7,0,127,5,1,77.4
9/25/2017 0:15,0,78.5,84.7,0,118,11,2,77.4
9/25/2017 0:30,0,77.3,83.2,0,138,10,1,75.5
9/25/2017 0:45,0,81.4,82.6,0,114,7,1,76.4
9/25/2017 1:00,0,81.5,83.2,0,107,8,2,77.1
9/25/2017 1:15,0,81.7,83.7,0,120,12,2,77.6
9/25/2017 1:30,0,80.6,84,0,121,8,3,77.5
9/25/2017 1:45,0,78,84.3,0,127,12,4,76.8
9/25/2017 2:00,0,79.6,83.5,0,112,10,3,76.7
9/25/2017 2:15,0,79.9,83.2,0,142,7,1,76.5
9/25/2017 2:30,0,81.2,83.5,0,132,8,1,77.2
9/25/2017 2:45,0,81.7,83.4,0,124,9,2,77.3
9/25/2017 3:00,0,83.3,82.8,0,103,17,4,77.3
9/25/2017 3:15,0,83.5,83.1,0,105,13,3,77.7
9/25/2017 3:30,0,81.7,83.9,0,111,11,4,77.8
9/25/2017 3:45,0,80.2,84.3,0,112,15,4,77.7
9/25/2017 4:00,0,79.6,84.6,0,117,12,3,77.7
9/25/2017 4:15,0,77.7,84.9,0,112,15,4,77.3
9/25/2017 4:30,0,77.3,84.9,0,120,8,3,77.2
9/25/2017 4:45,0,75.8,85.1,0,120,15,5,76.8
9/25/2017 5:00,0,76,85.1,0,110,9,3,76.9
9/25/2017 5:15,0,74.8,84.9,0,120,15,5,76.2
9/25/2017 5:30,0,75.9,84.9,0,112,10,4,76.6
9/25/2017 5:45,0,76.3,84.6,0,105,14,3,76.5
9/25/2017 6:00,0,75.9,84.6,0,104,10,4,76.3
9/25/2017 6:15,3,76.4,84.6,0,132,12,3,76.5
9/25/2017 6:30,20,77,84.4,0,122,10,2,76.6
9/25/2017 6:45,46,77.1,84.4,0,125,8,2,76.6
9/25/2017 7:00,59,76,84.6,0,120,10,3,76.4
9/25/2017 7:15,107,75.8,84.7,0,132,9,3,76.4
9/25/2017 7:30,119,75.9,84.9,0,115,10,2,76.6
9/25/2017 7:45,165,75.9,84.8,0,124,13,3,76.5
9/25/2017 8:00,334,71.9,85.5,0,108,14,5,75.6
9/25/2017 8:15,361,71.9,86,0,114,11,4,76.1
9/25/2017 8:30,367,72.7,85.5,0,118,16,4,76
9/25/2017 8:45,614,69.5,86.6,0,121,17,4,75.7
9/25/2017 9:00,715,69.2,86.9,0,131,12,3,75.9
9/25/2017 9:15,632,70.1,87.4,0,139,6,2,76.7
9/25/2017 9:30,538,72.8,86.3,0,118,10,4,76.8
9/25/2017 9:45,606,73.1,86.3,0,142,9,2,76.9
9/25/2017 10:00,313,73.7,85.6,0,127,9,3,76.5
9/25/2017 10:15,754,71.7,85.8,0,128,10,2,75.8
9/25/2017 10:30,550,71,86.7,0,134,11,3,76.4
9/25/2017 10:45,652,69.7,86,0,124,17,4,75.2
9/25/2017 11:00,966,67.9,86.9,0,149,8,3,75.3
9/25/2017 11:15,842,68.9,87.4,0,131,10,2,76.2
9/25/2017 11:30,851,70.3,87,0,124,9,3,76.4
9/25/2017 11:45,1105,68.2,87.3,0,132,10,3,75.8
9/25/2017 12:00,628,69.2,86.9,0,144,8,2,75.9
9/25/2017 12:15,583,70.7,86.2,0,135,9,3,75.8
9/25/2017 12:30,1046,68.7,87,0,131,10,3,75.7
9/25/2017 12:45,1101,67.9,87.5,0,134,10,3,75.9
9/25/2017 13:00,997,69.3,87.3,0,124,10,4,76.3
9/25/2017 13:15,1280,66.8,88.1,0,144,11,3,76
9/25/2017 13:30,1032,68.5,88.3,0,144,8,2,76.9
9/25/2017 13:45,788,69.7,87.3,0,131,9,3,76.5
9/25/2017 14:00,742,70.9,86.1,0,120,12,3,75.8
9/25/2017 14:15,673,71.5,86.2,0,120,12,3,76.1
9/25/2017 14:30,373,72.7,85.8,0,122,13,3,76.2
9/25/2017 14:45,667,70.1,86,0,124,12,3,75.4
9/25/2017 15:00,415,71.6,85.6,0,131,12,3,75.6
9/25/2017 15:15,632,70.6,85.9,0,127,11,3,75.5
9/25/2017 15:30,302,72.2,85.6,0,131,9,3,75.9
9/25/2017 15:45,278,74.2,85,0,129,12,4,76.1
9/25/2017 16:00,423,72.9,85,0,118,10,3,75.6
9/25/2017 16:15,401,71.8,85.8,0,139,11,3,75.9
9/25/2017 16:30,350,73.2,85.1,0,122,14,4,75.8
9/25/2017 16:45,207,73.9,85.4,0,153,7,2,76.3
9/25/2017 17:00,69,75.9,84.2,0,129,12,3,76
9/25/2017 17:15,84,76.3,84.1,0,117,12,4,76
9/25/2017 17:30,46,76.3,84,0,128,8,2,75.9
9/25/2017 17:45,33,76.4,84,0,135,8,2,76
9/25/2017 18:00,16,76.5,83.9,0,138,9,2,75.9
9/25/2017 18:15,7,76.4,84,0,127,8,4,76
9/25/2017 18:30,1,77.8,83.5,0,104,10,2,76
9/25/2017 18:45,0,80.5,83,0,107,7,2,76.5
9/25/2017 19:00,0,81.3,83.4,0,110,10,2,77.2
9/25/2017 19:15,0,79,84,0,121,11,3,76.9
9/25/2017 19:30,0,78.4,84.3,0,115,9,2,77
9/25/2017 19:45,0,76.8,84.2,0,125,12,3,76.3
9/25/2017 20:00,0,78.8,84.2,0,111,12,3,77
9/25/2017 20:15,0,78.9,84.2,0,110,9,3,77.1
9/25/2017 20:30,0,81.2,83.3,0,127,9,2,77
9/25/2017 20:45,0,80.8,83.4,0,115,10,3,77
9/25/2017 21:00,0,79.1,84.1,0,122,11,4,77.1
9/25/2017 21:15,0,77.4,84.3,0,115,12,3,76.6
9/25/2017 21:30,0,77,84.5,0,115,10,3,76.7
9/25/2017 21:45,0,76.6,84.5,0,122,9,4,76.5
9/25/2017 22:00,0,76.2,84.5,0,132,14,4,76.4
9/25/2017 22:15,0,75.8,84.4,0,131,10,3,76.1
9/25/2017 22:30,0,75.5,84.4,0,121,14,4,76
9/25/2017 22:45,0,76.3,84.2,0,132,8,2,76.1
9/25/2017 23:00,0,76.1,84.2,0,127,8,2,76
9/25/2017 23:15,0,75.8,84.2,0,111,10,2,75.9
9/25/2017 23:30,0,74.3,84.1,0,127,10,3,75.2
9/25/2017 23:45,0,75.9,84.1,0,112,11,3,75.9
9/26/2017 0:00,0,76.1,83.9,0,128,9,1,75.7
9/26/2017 0:15,0,75.8,83.7,0,110,14,4,75.4
9/26/2017 0:30,0,76.2,83.7,0,129,12,5,75.6
9/26/2017 0:45,0,77.1,83.3,0,124,12,3,75.5
9/26/2017 1:00,0,79.3,83,0,103,10,2,76.1
9/26/2017 1:15,0,79,83.2,0,103,13,3,76.1
9/26/2017 1:30,0,78.7,83.4,0,132,12,3,76.2
9/26/2017 1:45,0,78.9,83.4,0,115,10,2,76.3
9/26/2017 2:00,0,79,83.5,0,93,13,5,76.4
9/26/2017 2:15,0,80,83.1,0,101,13,2,76.4
9/26/2017 2:30,0,78.8,83.1,0,98,9,2,76
9/26/2017 2:45,0,77.7,83.3,0,93,10,3,75.8
9/26/2017 3:00,0,78.6,83.4,0,96,12,3,76.2
9/26/2017 3:15,0,82.3,82.5,0,103,11,2,76.6
9/26/2017 3:30,0,82.5,82.5,0,108,5,1,76.7
9/26/2017 3:45,0,81.6,82.7,0,70,9,1,76.6
9/26/2017 4:00,0,81.2,83.2,0,93,10,2,76.9
9/26/2017 4:15,0,80.4,83.4,0,108,11,2,76.9
9/26/2017 4:30,0,79.2,83.7,0,80,9,3,76.7
9/26/2017 4:45,0,79.9,83.4,0,93,10,2,76.7
9/26/2017 5:00,0,78.4,83.7,0,76,10,2,76.4
9/26/2017 5:15,0,78.8,83.6,0,72,6,1,76.5
9/26/2017 5:30,0,78.1,83.9,0,87,11,3,76.5
9/26/2017 5:45,0,78.2,83.8,0,90,8,1,76.4
9/26/2017 6:00,0,77.5,83.7,0,127,11,2,76.1
9/26/2017 6:15,3,75.6,83.9,0,84,13,3,75.6
9/26/2017 6:30,38,77.2,83.8,0,103,13,3,76.1
9/26/2017 6:45,71,76.8,84.1,0,90,10,3,76.2
9/26/2017 7:00,51,77,84.2,0,81,10,3,76.4
9/26/2017 7:15,116,77.4,84.4,0,76,9,2,76.7
9/26/2017 7:30,118,75.9,84.7,0,84,9,3,76.4
9/26/2017 7:45,209,72.4,85.3,0,80,9,3,75.6
9/26/2017 8:00,138,73.5,85.1,0,90,10,2,75.9
9/26/2017 8:15,113,76.4,84.5,0,103,11,3,76.4
9/26/2017 8:30,180,76.8,81.6,0,84,15,5,73.8
9/26/2017 8:45,534,76.8,81.7,0,88,16,4,73.9
9/26/2017 9:00,553,77.2,83.3,0,124,15,4,75.6
9/26/2017 9:15,873,73.7,84.3,0,97,13,5,75.2
9/26/2017 9:30,683,75.1,85.4,0,110,10,2,76.8
9/26/2017 9:45,705,71.6,86,0,93,12,5,76
9/26/2017 10:00,882,69.9,86.7,0,97,12,3,76
9/26/2017 10:15,635,71.7,86.9,0,83,12,3,76.9
9/26/2017 10:30,394,77,84.5,0,107,16,5,76.7
9/26/2017 10:45,519,75.8,85.2,0,105,8,2,76.9
9/26/2017 11:00,693,74.3,85.9,0,114,14,3,77
9/26/2017 11:15,1120,70.9,86.8,0,91,15,4,76.5
9/26/2017 11:30,839,71,87.5,0,108,13,1,77.2
9/26/2017 11:45,473,70.2,86.6,0,90,17,5,76
9/26/2017 12:00,780,71.5,83.6,0,103,11,2,73.6
9/26/2017 12:15,1160,68.3,86.6,0,114,9,2,75.2
9/26/2017 12:30,756,70.1,86.6,0,125,12,2,75.9
9/26/2017 12:45,1102,65.7,86.3,0,112,13,2,73.7
9/26/2017 13:00,790,66.5,86.5,0,98,10,3,74.3
9/26/2017 13:15,804,69.6,85.7,0,90,13,6,74.9
9/26/2017 13:30,621,71.7,85.5,0,96,13,3,75.6
9/26/2017 13:45,685,70.8,86.3,0,103,12,3,76
9/26/2017 14:00,566,70.8,85.9,0,84,14,3,75.6
9/26/2017 14:15,723,68.1,86.8,0,131,10,3,75.3
9/26/2017 14:30,567,71.2,86.8,0,117,11,2,76.6
9/26/2017 14:45,512,73.7,85.4,0,110,14,4,76.3
9/26/2017 15:00,356,78.7,83.4,0,138,12,3,76.2
9/26/2017 15:15,499,76.2,84.4,0,111,9,2,76.3
9/26/2017 15:30,340,76,84.1,0,120,14,4,75.9
9/26/2017 15:45,467,73.8,84.8,0,103,16,6,75.7
9/26/2017 16:00,193,75.2,84.2,0,108,23,5,75.7
9/26/2017 16:15,231,76.2,82.4,0,98,13,4,74.3
9/26/2017 16:30,184,77,82.8,0,142,14,3,75
9/26/2017 16:45,103,76.3,83.2,0,97,16,5,75.1
9/26/2017 17:00,107,73.8,84,0,108,18,7,74.9
9/26/2017 17:15,83,72.8,83.9,0,98,10,2,74.5
9/26/2017 17:30,53,73.1,83.8,0,125,19,5,74.5
9/26/2017 17:45,31,72.8,83.7,0,91,21,6,74.3
9/26/2017 18:00,12,71.7,83.6,0,93,20,6,73.7
9/26/2017 18:15,6,72.8,83.4,0,107,14,5,74
9/26/2017 18:30,0,71.4,83.2,0,98,19,6,73.2
9/26/2017 18:45,0,71.4,83.1,0,107,16,4,73.1
9/26/2017 19:00,0,70.9,83,0,97,15,4,72.8
9/26/2017 19:15,0,72,82.8,0,112,17,4,73.1
9/26/2017 19:30,0,70.3,82.7,0,98,19,6,72.3
9/26/2017 19:45,0,70,82.8,0,100,22,6,72.3
9/26/2017 20:00,0,70,82.7,0,91,22,6,72.2
9/26/2017 20:15,0,68.8,82.7,0,108,15,6,71.7
9/26/2017 20:30,0,66.2,82.7,0,97,20,7,70.5
9/26/2017 20:45,0,68.6,82.5,0,110,20,5,71.4
9/26/2017 21:00,0,69.1,81.8,0,122,10,2,70.9
9/26/2017 21:15,0,66,82.3,0,104,20,7,70.1
9/26/2017 21:30,0,66,82.4,0,127,16,6,70.2
9/26/2017 21:45,0,69.3,82.3,0,100,12,5,71.5
9/26/2017 22:00,0,69.6,82.1,0,121,11,3,71.4
9/26/2017 22:15,0,69.6,82.2,0,112,18,5,71.5
9/26/2017 22:30,0,69.6,81.9,0,114,15,3,71.2
9/26/2017 22:45,0,69.7,82.3,0,98,16,4,71.6
9/26/2017 23:00,0,70.2,82.5,0,108,18,6,72
9/26/2017 23:15,0,69.1,82.3,0,110,15,4,71.4
9/26/2017 23:30,0,69.5,82.1,0,110,14,4,71.4
9/26/2017 23:45,0,70.7,81.9,0,121,6,1,71.7
9/27/2017 0:00,0,71.4,81.6,0,98,8,2,71.7
9/27/2017 0:15,0,70.1,82.1,0,97,18,5,71.6
9/27/2017 0:30,0,72.7,82.2,0,103,10,3,72.8
9/27/2017 0:45,0,70.3,82.5,0,107,17,5,72.1
9/27/2017 1:00,0,69.5,82.7,0,108,16,6,71.9
9/27/2017 1:15,0,70.2,82.5,0,105,8,2,72
9/27/2017 1:30,0,73,82.3,0,100,9,2,73
9/27/2017 1:45,0,75.4,82.2,0,111,11,2,73.8
9/27/2017 2:00,0,74.5,82.1,0,93,11,4,73.4
9/27/2017 2:15,0,75.1,82.3,0,86,12,2,73.8
9/27/2017 2:30,0,77,82.5,0,110,10,2,74.7
9/27/2017 2:45,0,77.3,82.3,0,136,7,2,74.6
9/27/2017 3:00,0,75.9,82.5,0,100,13,4,74.3
9/27/2017 3:15,0,74.4,82.5,0,94,10,2,73.7
9/27/2017 3:30,0,75.3,82.3,0,110,6,1,73.9
9/27/2017 3:45,0,74.6,82.4,0,87,11,2,73.7
9/27/2017 4:00,0,76.5,82.6,0,104,12,4,74.6
9/27/2017 4:15,0,78,82.3,0,103,11,1,74.9
9/27/2017 4:30,0,71.8,82.9,0,104,16,5,73.1
9/27/2017 4:45,0,73.8,83.2,0,101,10,2,74.2
9/27/2017 5:00,0,72.9,83.1,0,108,10,3,73.7
9/27/2017 5:15,0,73.7,83,0,104,7,2,73.9
9/27/2017 5:30,0,73.5,83.2,0,103,16,4,74.1
9/27/2017 5:45,0,73.5,83.1,0,120,10,2,74
9/27/2017 6:00,0,71.5,83.1,0,77,13,3,73.2
9/27/2017 6:15,1,73.4,83,0,98,12,4,73.8
9/27/2017 6:30,12,73.1,82.9,0,114,11,2,73.6
9/27/2017 6:45,26,74.1,82.8,0,114,9,3,73.9
9/27/2017 7:00,48,74.6,82.9,0,127,10,2,74.2
9/27/2017 7:15,74,73.8,83,0,121,11,2,74
9/27/2017 7:30,108,76.6,83.1,0,110,13,4,75.2
9/27/2017 7:45,102,75.4,83,0,115,9,2,74.6
9/27/2017 8:00,140,75.2,83,0,90,15,4,74.5
9/27/2017 8:15,153,75.3,83.2,0,100,12,4,74.8
9/27/2017 8:30,243,75.4,83.6,0,125,8,2,75.2
9/27/2017 8:45,375,73.4,84.4,0,121,12,3,75.2
9/27/2017 9:00,449,74.3,84.2,0,141,13,3,75.3
9/27/2017 9:15,411,73,84.8,0,124,7,2,75.4
9/27/2017 9:30,468,72.8,84.6,0,107,13,4,75.1
9/27/2017 9:45,583,72.1,85.3,0,105,11,3,75.5
9/27/2017 10:00,561,72.4,85.2,0,104,17,4,75.5
9/27/2017 10:15,855,71.2,85.9,0,125,10,3,75.7
9/27/2017 10:30,642,72.3,86,0,149,10,4,76.3
9/27/2017 10:45,344,74.3,84.9,0,144,11,3,76
9/27/2017 11:00,233,83.5,81.4,0,105,17,5,76
9/27/2017 11:15,742,84.3,81.1,0,110,11,3,76
9/27/2017 11:30,680,79.6,83.7,0,101,18,3,76.9
9/27/2017 11:45,559,79.6,83.7,0,94,17,5,76.9
9/27/2017 12:00,843,76,84.9,0,104,18,6,76.7
9/27/2017 12:15,721,73.5,85.3,0,114,17,6,76.1
9/27/2017 12:30,623,73.1,85.3,0,115,25,8,75.9
9/27/2017 12:45,284,78.6,83.5,0,96,14,6,76.3
9/27/2017 13:00,567,81.8,81.8,0,114,8,2,75.8
9/27/2017 13:15,554,80.4,83.4,0,104,11,3,76.9
9/27/2017 13:30,239,79.9,83.6,0,94,16,4,76.9
9/27/2017 13:45,361,80.6,83.2,0,100,14,3,76.7
9/27/2017 14:00,302,80.4,83.7,0,97,15,3,77.1
9/27/2017 14:15,320,78.6,84.2,0,94,12,3,77
9/27/2017 14:30,366,77.3,84.7,0,108,9,3,77
9/27/2017 14:45,219,78.7,84.5,0,81,6,1,77.3
9/27/2017 15:00,338,79.2,84.1,0,103,7,2,77.1
9/27/2017 15:15,250,79.1,84.1,0,115,6,2,77.1
9/27/2017 15:30,203,79.1,84.3,0,83,9,2,77.3
9/27/2017 15:45,173,78,84.5,0,84,15,5,77
9/27/2017 16:00,275,75.7,84.8,0,117,16,4,76.5
9/27/2017 16:15,232,75.9,85,0,104,11,3,76.7
9/27/2017 16:30,130,76.4,84.7,0,100,16,4,76.6
9/27/2017 16:45,96,76.3,84.4,0,91,16,7,76.3
9/27/2017 17:00,85,77,84.2,0,104,10,3,76.4
9/27/2017 17:15,53,78,84.1,0,87,16,2,76.7
9/27/2017 17:30,38,78.5,84,0,81,13,4,76.7
9/27/2017 17:45,26,78.1,84,0,90,14,5,76.6
9/27/2017 18:00,14,77.1,84.1,0,96,11,4,76.3
9/27/2017 18:15,4,77.3,84.1,0,72,10,3,76.4
9/27/2017 18:30,0,78.3,83.9,0,97,9,2,76.6
9/27/2017 18:45,0,77.7,84,0,103,9,2,76.4
9/27/2017 19:00,0,79,83.8,0,81,6,1,76.7
9/27/2017 19:15,0,79.6,83.6,0,83,7,1,76.8
9/27/2017 19:30,0,78.4,84.3,0,93,11,3,77
9/27/2017 19:45,0,78.2,84.4,0,83,10,1,77
9/27/2017 20:00,0,79.5,84,0,86,10,2,77.1
9/27/2017 20:15,0,78.2,83.9,0,122,11,3,76.5
9/27/2017 20:30,0,77.7,83.9,0,70,9,2,76.3
9/27/2017 20:45,0,76.7,84.1,0,62,12,3,76.2
9/27/2017 21:00,0,77.2,84.1,0,100,8,2,76.4
9/27/2017 21:15,0,76.4,84,0,60,9,2,76
9/27/2017 21:30,0,76.4,84.1,0,66,9,1,76.1
9/27/2017 21:45,0,76.1,84.2,0,80,20,3,76
9/27/2017 22:00,0,76.9,84,0,80,7,1,76.1
9/27/2017 22:15,0,76.9,84,0,108,11,2,76.1
9/27/2017 22:30,0,77.1,84.1,0,91,11,2,76.3
9/27/2017 22:45,0,77.1,84.3,0,83,13,4,76.5
9/27/2017 23:00,0,75.9,84.3,0,90,10,3,76.1
9/27/2017 23:15,0,76.3,84.3,0,76,11,4,76.2
9/27/2017 23:30,0,76.9,84.3,0,94,13,2,76.4
9/27/2017 23:45,0,77.2,84.3,0,86,12,4,76.5
9/28/2017 0:00,0,76.2,84.5,0,97,11,4,76.4
9/28/2017 0:15,0,76.2,84.6,0,77,12,3,76.5
9/28/2017 0:30,0,76.1,84.5,0,55,12,4,76.3
9/28/2017 0:45,0,75.5,84.4,0,97,17,4,76
9/28/2017 1:00,0,76.2,84.2,0,88,14,4,76.1
9/28/2017 1:15,0,76.5,84.2,0,94,11,2,76.2
9/28/2017 1:30,0,76.6,84.1,0,79,8,2,76.1
9/28/2017 1:45,0,75.8,84.1,0,80,9,2,75.8
9/28/2017 2:00,0,75.5,84.1,0,62,11,3,75.7
9/28/2017 2:15,0,75.4,84.1,0,100,10,2,75.7
9/28/2017 2:30,0,75.8,83.9,0,114,7,1,75.6
9/28/2017 2:45,0,77.3,83.8,0,90,5,1,76.1
9/28/2017 3:00,0,76,83.8,0,94,8,1,75.6
9/28/2017 3:15,0,76.1,83.9,0,125,8,1,75.7
9/28/2017 3:30,0,75.5,83.8,0,80,12,3,75.4
9/28/2017 3:45,0,75,83.9,0,86,9,3,75.3
9/28/2017 4:00,0,76.2,83.4,0,97,10,2,75.3
9/28/2017 4:15,0,78.4,83.2,0,66,10,2,75.9
9/28/2017 4:30,0,78,83.4,0,77,12,3,76
9/28/2017 4:45,0,79,83,0,93,10,2,76
9/28/2017 5:00,0,79,83.1,0,88,14,3,76
9/28/2017 5:15,0,76,83.8,0,104,12,3,75.6
9/28/2017 5:30,0,75.5,84.1,0,94,18,4,75.7
9/28/2017 5:45,0,75.2,84,0,90,19,5,75.5
9/28/2017 6:00,0,76.5,84.1,0,100,11,3,76.1
9/28/2017 6:15,6,76.6,83.9,0,104,13,3,75.9
9/28/2017 6:30,23,76.2,83.9,0,105,13,4,75.8
9/28/2017 6:45,54,76.4,84.2,0,88,9,2,76.1
9/28/2017 7:00,75,76.6,84.4,0,100,13,4,76.4
9/28/2017 7:15,136,75.9,84.6,0,81,13,4,76.3
9/28/2017 7:30,244,75.8,85.6,0,101,10,2,77.3
9/28/2017 7:45,271,75.9,85.4,0,86,12,3,77.1
9/28/2017 8:00,439,69.5,86.4,0,144,12,4,75.5
9/28/2017 8:15,406,70.5,86.5,0,125,11,4,76
9/28/2017 8:30,473,71.7,86,0,115,16,5,76
9/28/2017 8:45,402,73.5,85.7,0,105,12,4,76.5
9/28/2017 9:00,360,74.5,85.7,0,112,11,2,76.9
9/28/2017 9:15,608,72.8,86.1,0,105,12,4,76.6
9/28/2017 9:30,713,71.4,86.9,0,120,11,4,76.8
9/28/2017 9:45,791,70.6,87.5,0,104,11,2,77
9/28/2017 10:00,902,68.7,88.4,0,138,10,3,77.1
9/28/2017 10:15,863,70.5,87.8,0,127,12,4,77.3
9/28/2017 10:30,511,71.9,86.8,0,125,13,3,76.9
9/28/2017 10:45,426,71.9,86.6,0,121,10,3,76.7
9/28/2017 11:00,717,72.7,85.9,0,172,7,1,76.3
9/28/2017 11:15,1052,67.9,88.4,0,146,8,2,76.7
9/28/2017 11:30,1088,66.8,89.3,0,180,8,2,77.1
9/28/2017 11:45,998,66.2,89,0,158,8,3,76.6
9/28/2017 12:00,1035,66.8,88.3,0,138,9,2,76.2
9/28/2017 12:15,861,68.8,88.3,0,134,11,3,77
9/28/2017 12:30,1204,66.9,88.5,0,141,10,3,76.4
9/28/2017 12:45,752,68.8,88.2,0,139,11,3,76.9
9/28/2017 13:00,849,69.1,88.1,0,159,8,2,77
9/28/2017 13:15,565,71.2,87.8,0,135,12,3,77.6
9/28/2017 13:30,821,71.2,87.7,0,141,9,3,77.5
9/28/2017 13:45,697,69.9,88.3,0,155,7,2,77.5
9/28/2017 14:00,584,74.7,86.8,0,173,6,1,78
9/28/2017 14:15,715,70,87.1,0,186,6,1,76.4
9/28/2017 14:30,828,69.1,88.1,0,179,5,1,77
9/28/2017 14:45,608,68.9,88.6,0,160,4,0,77.4
9/28/2017 15:00,590,67.4,88.6,0,155,5,1,76.7
9/28/2017 15:15,745,66.6,88.4,0,132,5,1,76.2
9/28/2017 15:30,758,63.8,89.6,0,158,6,1,76
9/28/2017 15:45,691,64.6,89.5,0,148,5,1,76.3
9/28/2017 16:00,623,66.1,89,0,144,6,1,76.5
9/28/2017 16:15,544,64.6,88.8,0,145,4,0,75.6
9/28/2017 16:30,471,62.6,89.1,0,155,4,0,75
9/28/2017 16:45,401,64.3,88.8,0,120,3,0,75.5
9/28/2017 17:00,306,66.1,87.2,0,81,5,0,74.8
9/28/2017 17:15,142,69.1,86.1,0,76,4,0,75
9/28/2017 17:30,56,71,85.2,0,72,0,0,75
9/28/2017 17:45,41,74.3,84.5,0,72,0,0,75.6
9/28/2017 18:00,17,76.6,83.1,0,64,2,0,75.2
9/28/2017 18:15,9,76.9,82.6,0,59,1,0,74.8
9/28/2017 18:30,1,81.6,81.9,0,288,1,0,75.8
