,Alava Wx 2,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
24,2016-12-20 15:45:00,159,98.2,67.8,0,67,0,0,67.3
25,2016-12-20 16:00:00,197,98,67.9,0,136,0,0,67.3
26,2016-12-20 16:15:00,233,97.6,68.4,0,136,0,0,67.7
27,2016-12-20 16:30:00,221,96.1,68.6,0,136,0,0,67.4
28,2016-12-20 16:45:00,182,94.8,68.1,0,136,0,0,66.5
29,2016-12-20 17:00:00,197,93.6,67.9,0,136,0,0,66
30,2016-12-20 17:15:00,166,93,68,0,136,0,0,65.9
31,2016-12-20 17:30:00,126,94.2,68,0,136,0,0,66.2
32,2016-12-20 17:45:00,115,94.7,68.2,0,136,0,0,66.6
33,2016-12-20 18:00:00,74,95.2,68.1,0,136,0,0,66.6
34,2016-12-20 18:15:00,48,97,67.7,0,136,0,0,66.8
35,2016-12-20 18:30:00,29,97.4,67.4,0,136,0,0,66.6
36,2016-12-20 18:45:00,14,98.4,67,0,136,0,0,66.5
37,2016-12-20 19:00:00,0,99,66.6,0,138,0,0,66.3
38,2016-12-20 19:15:00,0,99.5,66.2,0,160,0,0,66
39,2016-12-20 19:30:00,0,99.5,66,0,93,2,0,65.8
40,2016-12-20 19:45:00,0,99.5,65.9,0,103,0,0,65.7
41,2016-12-20 20:00:00,0,99.7,66,0,103,0,0,65.9
42,2016-12-20 20:15:00,0,99.8,66.2,0,163,1,0,66.1
43,2016-12-20 20:30:00,0,99.9,66.4,0,163,0,0,66.4
44,2016-12-20 20:45:00,0,100,66.6,0,163,0,0,66.6
45,2016-12-20 21:00:00,0,100,66.8,0,163,0,0,66.8
46,2016-12-20 21:15:00,0,100,67,0,163,0,0,67
47,2016-12-20 21:30:00,0,100,67.2,0,163,0,0,67.2
48,2016-12-20 21:45:00,0,100,67.5,0,163,0,0,67.5
49,2016-12-20 22:00:00,0,100,67.4,0,234,0,0,67.4
50,2016-12-20 22:15:00,0,100,67.5,0,234,0,0,67.5
51,2016-12-20 22:30:00,0,100,67.6,0,234,0,0,67.6
52,2016-12-20 22:45:00,0,100,67.5,0,234,0,0,67.5
53,2016-12-20 23:00:00,0,100,67.4,0,234,0,0,67.4
54,2016-12-20 23:15:00,0,100,67.4,0,234,0,0,67.4
55,2016-12-20 23:30:00,0,100,67.6,0,135,0,0,67.6
56,2016-12-20 23:45:00,0,100,67.8,0,135,0,0,67.8
57,2016-12-21 00:00:00,0,100,68,0,135,0,0,68
58,2016-12-21 00:15:00,0,100,68.1,0,135,0,0,68.1
59,2016-12-21 00:30:00,0,100,68.2,0,135,0,0,68.2
60,2016-12-21 00:45:00,0,100,68.5,0,135,0,0,68.5
61,2016-12-21 01:00:00,0,100,68.6,0,135,0,0,68.6
62,2016-12-21 01:15:00,0,100,68.7,0,135,0,0,68.7
63,2016-12-21 01:30:00,0,100,69,0,160,0,0,69
64,2016-12-21 01:45:00,0,100,69.1,0,175,1,0,69.1
65,2016-12-21 02:00:00,0,100,69,0,155,0,0,69
66,2016-12-21 02:15:00,0,100,69.2,0,132,0,0,69.2
67,2016-12-21 02:30:00,0,100,69.3,0,115,1,0,69.3
68,2016-12-21 02:45:00,0,100,69.4,0,192,1,0,69.4
69,2016-12-21 03:00:00,0,100,69.4,0,261,0,0,69.4
70,2016-12-21 03:15:00,0,100,69.4,0,179,0,0,69.4
71,2016-12-21 03:30:00,0,100,69.4,0,166,0,0,69.4
72,2016-12-21 03:45:00,0,100,69.2,0,72,1,0,69.2
73,2016-12-21 04:00:00,0,100,69,0,91,1,0,69
74,2016-12-21 04:15:00,0,100,69,0,159,0,0,69
75,2016-12-21 04:30:00,0,100,69,0,145,0,0,69
76,2016-12-21 04:45:00,0,100,68.9,0,145,0,0,68.9
77,2016-12-21 05:00:00,0,100,68.9,0,145,1,0,68.9
78,2016-12-21 05:15:00,0,100,69,0,145,0,0,69
79,2016-12-21 05:30:00,0,100,69,0,120,0,0,69
80,2016-12-21 05:45:00,0,100,68.9,0,107,1,0,68.9
81,2016-12-21 06:00:00,1,100,69.1,0,107,0,0,69.1
82,2016-12-21 06:15:00,6,100,69.4,0,108,0,0,69.4
83,2016-12-21 06:30:00,8,100,69.5,0,107,1,0,69.5
84,2016-12-21 06:45:00,13,100,69.8,0,107,0,0,69.8
85,2016-12-21 07:00:00,15,100,70,0,107,0,0,70
86,2016-12-21 07:15:00,16,100,70.1,0,168,1,0,70.1
87,2016-12-21 07:30:00,31,100,70.2,0,180,0,0,70.2
88,2016-12-21 07:45:00,37,100,70.3,0,180,0,0,70.3
89,2016-12-21 08:00:00,69,100,70.4,0,180,0,0,70.4
90,2016-12-21 08:15:00,117,100,70.8,0,180,0,0,70.8
91,2016-12-21 08:30:00,174,100,71,0,180,0,0,71
92,2016-12-21 08:45:00,194,100,70.8,0,180,0,0,70.8
93,2016-12-21 09:00:00,244,100,71.5,0,180,0,0,71.5
94,2016-12-21 09:15:00,225,100,72.3,0,180,0,0,72.3
95,2016-12-21 09:30:00,379,100,73.2,0,180,0,0,73.2
96,2016-12-21 09:45:00,373,100,73.8,0,180,0,0,73.8
97,2016-12-21 10:00:00,361,100,74.3,0,180,0,0,74.3
98,2016-12-21 10:15:00,221,99.5,74,0,180,0,0,73.8
99,2016-12-21 10:30:00,69,98.2,72.6,0,180,0,0,72
100,2016-12-21 10:45:00,76,98.3,71.6,0,180,0,0,71.1
101,2016-12-21 11:00:00,105,98.7,71.7,0,180,0,0,71.3
102,2016-12-21 11:15:00,201,99.1,71.9,0,180,0,0,71.6
103,2016-12-21 11:30:00,331,98.7,72.8,0,180,0,0,72.4
104,2016-12-21 11:45:00,393,97,73.2,0,180,0,0,72.3
105,2016-12-21 12:00:00,584,95.6,74.4,0,180,0,0,73
106,2016-12-21 12:15:00,892,85.3,78,0,179,0,0,73.3
107,2016-12-21 12:30:00,668,81.8,79.4,0,183,0,0,73.4
108,2016-12-21 12:45:00,683,82.8,78.8,0,208,0,0,73.2
109,2016-12-21 13:00:00,441,82.4,78.7,0,261,0,0,73
110,2016-12-21 13:15:00,716,81.6,78.4,0,261,1,0,72.4
111,2016-12-21 13:30:00,926,75.8,80.5,0,268,0,0,72.3
112,2016-12-21 13:45:00,443,79,79.4,0,286,0,0,72.4
113,2016-12-21 14:00:00,439,81,77.9,0,286,0,0,71.7
114,2016-12-21 14:15:00,296,84.5,76.5,0,286,0,0,71.5
115,2016-12-21 14:30:00,335,86.6,75.2,0,286,0,0,70.9
116,2016-12-21 14:45:00,346,83.1,75.9,0,286,0,0,70.5
117,2016-12-21 15:00:00,268,84.3,75.3,0,286,0,0,70.3
118,2016-12-21 15:15:00,421,83,75.2,0,288,0,0,69.7
119,2016-12-21 15:30:00,56,87.6,73.3,0,192,1,0,69.4
120,2016-12-21 15:45:00,54,94.6,70.5,0,211,0,0,68.8
121,2016-12-21 16:00:00,38,96.8,69.4,0,91,1,0,68.4
122,2016-12-21 16:15:00,32,98.3,68.9,0,96,0,0,68.4
123,2016-12-21 16:30:00,22,99.1,68.5,0,98,1,0,68.2
124,2016-12-21 16:45:00,24,99.5,68.3,0,88,0,0,68.1
125,2016-12-21 17:00:00,25,99.5,68.2,0,138,1,0,68
126,2016-12-21 17:15:00,30,99.7,68.1,0,153,0,0,68
127,2016-12-21 17:30:00,27,99.9,68.1,0,144,1,0,68.1
128,2016-12-21 17:45:00,26,100,68.1,0,135,1,0,68.1
129,2016-12-21 18:00:00,21,100,67.8,0,125,1,0,67.8
130,2016-12-21 18:15:00,12,100,67.5,0,139,2,0,67.5
131,2016-12-21 18:30:00,6,100,67.7,0,124,2,0,67.7
132,2016-12-21 18:45:00,2,100,67.9,0,117,0,0,67.9
133,2016-12-21 19:00:00,0,100,67.9,0,94,0,0,67.9
134,2016-12-21 19:15:00,0,100,67.9,0,98,2,0,67.9
135,2016-12-21 19:30:00,0,100,67.9,0,149,1,0,67.9
136,2016-12-21 19:45:00,0,100,67.8,0,111,0,0,67.8
137,2016-12-21 20:00:00,0,100,67.8,0,172,2,0,67.8
138,2016-12-21 20:15:00,0,100,68,0,138,2,0,68
139,2016-12-21 20:30:00,0,100,68.1,0,100,1,0,68.1
140,2016-12-21 20:45:00,0,100,68.2,0,104,1,0,68.2
141,2016-12-21 21:00:00,0,100,68.2,0,103,1,0,68.2
142,2016-12-21 21:15:00,0,100,68.3,0,160,2,0,68.3
143,2016-12-21 21:30:00,0,100,68.2,0,135,3,0,68.2
144,2016-12-21 21:45:00,0,100,67.9,0,145,1,0,67.9
145,2016-12-21 22:00:00,0,100,68.1,0,142,1,0,68.1
146,2016-12-21 22:15:00,0,100,68.2,0,141,2,0,68.2
147,2016-12-21 22:30:00,0,100,68.2,0,112,2,0,68.2
148,2016-12-21 22:45:00,0,100,68.1,0,144,3,0,68.1
149,2016-12-21 23:00:00,0,100,68,0,129,2,0,68
150,2016-12-21 23:15:00,0,100,68.1,0,153,3,0,68.1
151,2016-12-21 23:30:00,0,100,68.2,0,151,3,0,68.2
152,2016-12-21 23:45:00,0,100,68.4,0,136,3,0,68.4
153,2016-12-22 00:00:00,0,100,68.6,0,196,3,0,68.6
154,2016-12-22 00:15:00,0,100,68.7,0,152,4,0,68.7
155,2016-12-22 00:30:00,0,100,68.7,0,136,6,0,68.7
156,2016-12-22 00:45:00,0,100,68.7,0,145,3,0,68.7
157,2016-12-22 01:00:00,0,100,68.9,0,153,3,0,68.9
158,2016-12-22 01:15:00,0,100,68.9,0,165,4,0,68.9
159,2016-12-22 01:30:00,0,100,68.8,0,184,2,0,68.8
160,2016-12-22 01:45:00,0,100,68.9,0,135,4,0,68.9
161,2016-12-22 02:00:00,0,100,68.9,0,172,3,0,68.9
162,2016-12-22 02:15:00,0,100,69,0,163,3,0,69
163,2016-12-22 02:30:00,0,100,69,0,166,4,0,69
164,2016-12-22 02:45:00,0,100,68.9,0,145,2,0,68.9
165,2016-12-22 03:00:00,0,100,68.8,0,146,3,0,68.8
166,2016-12-22 03:15:00,0,100,69,0,125,3,0,69
167,2016-12-22 03:30:00,0,100,69,0,148,2,0,69
168,2016-12-22 03:45:00,0,100,69,0,176,4,0,69
169,2016-12-22 04:00:00,0,100,69.2,0,155,5,0,69.2
170,2016-12-22 04:15:00,0,100,69.4,0,158,2,0,69.4
171,2016-12-22 04:30:00,0,100,69.5,0,145,2,0,69.5
172,2016-12-22 04:45:00,0,100,69.3,0,163,2,0,69.3
173,2016-12-22 05:00:00,0,100,69.3,0,125,2,0,69.3
174,2016-12-22 05:15:00,0,100,69.3,0,148,4,0,69.3
175,2016-12-22 05:30:00,0,100,69.5,0,245,2,0,69.5
176,2016-12-22 05:45:00,0,100,69.7,0,247,4,0,69.7
177,2016-12-22 06:00:00,0,100,69.6,0,319,8,2,69.6
178,2016-12-22 06:15:00,3,100,69.3,0,326,4,1,69.3
179,2016-12-22 06:30:00,7,100,69.4,0,328,8,1,69.4
180,2016-12-22 06:45:00,13,100,69.5,0,333,8,2,69.5
181,2016-12-22 07:00:00,18,100,69.6,0,333,6,1,69.6
182,2016-12-22 07:15:00,18,100,69.7,0,327,6,1,69.7
183,2016-12-22 07:30:00,6,100,69.6,0,266,11,3,69.6
184,2016-12-22 07:45:00,6,100,68.2,0,237,8,2,68.2
185,2016-12-22 08:00:00,6,100,67.7,0,245,7,2,67.7
186,2016-12-22 08:15:00,7,100,67.9,0,297,11,4,67.9
187,2016-12-22 08:30:00,12,100,68.4,0,312,12,3,68.4
188,2016-12-22 08:45:00,18,100,68.5,0,300,14,7,68.5
189,2016-12-22 09:00:00,24,100,68.1,0,297,14,6,68.1
190,2016-12-22 09:15:00,28,100,67.9,0,288,13,7,67.9
191,2016-12-22 09:30:00,32,100,67.9,0,268,11,4,67.9
192,2016-12-22 09:45:00,38,100,68.3,0,293,12,6,68.3
193,2016-12-22 10:00:00,53,100,68.4,0,310,15,4,68.4
194,2016-12-22 10:15:00,31,100,68.6,0,303,13,5,68.6
195,2016-12-22 10:30:00,61,100,68.7,0,316,12,3,68.7
196,2016-12-22 10:45:00,83,100,68.9,0,317,9,4,68.9
197,2016-12-22 11:00:00,131,100,69,0,330,5,1,69
198,2016-12-22 11:15:00,175,100,68.9,0,295,8,3,68.9
199,2016-12-22 11:30:00,194,100,68.9,0,309,10,4,68.9
200,2016-12-22 11:45:00,186,100,69.2,0,302,8,2,69.2
201,2016-12-22 12:00:00,187,100,69.5,0,289,5,0,69.5
202,2016-12-22 12:15:00,170,100,69.4,0,292,6,1,69.4
203,2016-12-22 12:30:00,117,100,69,0,285,4,1,69
204,2016-12-22 12:45:00,127,100,69,0,225,4,0,69
205,2016-12-22 13:00:00,101,100,69.4,0,201,3,0,69.4
206,2016-12-22 13:15:00,46,100,68.7,0,231,3,0,68.7
207,2016-12-22 13:30:00,46,100,68.8,0,165,2,0,68.8
208,2016-12-22 13:45:00,57,100,68.4,0,160,0,0,68.4
209,2016-12-22 14:00:00,60,100,68.3,0,217,6,0,68.3
210,2016-12-22 14:15:00,57,100,68.3,0,182,2,0,68.3
211,2016-12-22 14:30:00,63,100,68.1,0,206,4,0,68.1
212,2016-12-22 14:45:00,73,100,67.5,0,204,3,1,67.5
213,2016-12-22 15:00:00,81,100,67.5,0,192,3,1,67.5
214,2016-12-22 15:15:00,80,100,67.7,0,192,4,1,67.7
215,2016-12-22 15:30:00,86,100,67.4,0,214,4,1,67.4
216,2016-12-22 15:45:00,98,100,67.6,0,303,9,3,67.6
217,2016-12-22 16:00:00,113,100,67.9,0,323,5,1,67.9
218,2016-12-22 16:15:00,118,100,68.3,0,330,9,2,68.3
219,2016-12-22 16:30:00,117,100,68.4,0,328,8,2,68.4
220,2016-12-22 16:45:00,123,100,68.4,0,323,6,2,68.4
221,2016-12-22 17:00:00,108,100,68.6,0,330,7,2,68.6
222,2016-12-22 17:15:00,91,100,68.5,0,319,7,2,68.5
223,2016-12-22 17:30:00,66,100,68.5,0,328,5,1,68.5
224,2016-12-22 17:45:00,57,100,68.4,0,323,11,3,68.4
225,2016-12-22 18:00:00,39,100,68.5,0,323,6,2,68.5
226,2016-12-22 18:15:00,30,100,68.5,0,320,9,2,68.5
227,2016-12-22 18:30:00,18,100,68.3,0,327,9,2,68.3
228,2016-12-22 18:45:00,4,100,68.2,0,321,9,2,68.2
229,2016-12-22 19:00:00,0,100,68.3,0,319,9,4,68.3
230,2016-12-22 19:15:00,0,100,68.3,0,306,13,5,68.3
231,2016-12-22 19:30:00,0,100,68.4,0,289,12,6,68.4
232,2016-12-22 19:45:00,0,100,68.3,0,310,10,4,68.3
233,2016-12-22 20:00:00,0,100,68.4,0,310,12,5,68.4
234,2016-12-22 20:15:00,0,100,68.5,0,304,13,5,68.5
235,2016-12-22 20:30:00,0,100,68.5,0,302,12,4,68.5
236,2016-12-22 20:45:00,0,100,68.7,0,295,10,4,68.7
237,2016-12-22 21:00:00,0,100,68.6,0,288,9,3,68.6
238,2016-12-22 21:15:00,0,100,68.6,0,279,9,3,68.6
239,2016-12-22 21:30:00,0,100,68.6,0,285,9,3,68.6
240,2016-12-22 21:45:00,0,100,68.6,0,292,7,3,68.6
241,2016-12-22 22:00:00,0,100,68.5,0,293,9,4,68.5
242,2016-12-22 22:15:00,0,100,68.7,0,310,11,4,68.7
243,2016-12-22 22:30:00,0,100,68.8,0,313,9,3,68.8
244,2016-12-22 22:45:00,0,100,69.1,0,302,9,4,69.1
245,2016-12-22 23:00:00,0,100,68.9,0,297,10,5,68.9
246,2016-12-22 23:15:00,0,100,68.9,0,304,10,3,68.9
247,2016-12-22 23:30:00,0,100,68.9,0,309,9,3,68.9
248,2016-12-22 23:45:00,0,100,69,0,292,9,3,69
249,2016-12-23 00:00:00,0,100,68.9,0,293,8,2,68.9
250,2016-12-23 00:15:00,0,100,69,0,299,10,4,69
251,2016-12-23 00:30:00,0,100,69,0,275,9,3,69
252,2016-12-23 00:45:00,0,100,69,0,302,10,4,69
253,2016-12-23 01:00:00,0,100,69,0,302,10,6,69
254,2016-12-23 01:15:00,0,100,68.8,0,316,8,3,68.8
255,2016-12-23 01:30:00,0,100,68.9,0,297,10,4,68.9
256,2016-12-23 01:45:00,0,100,69,0,304,10,3,69
257,2016-12-23 02:00:00,0,100,69,0,296,8,3,69
258,2016-12-23 02:15:00,0,100,69.2,0,283,9,2,69.2
259,2016-12-23 02:30:00,0,100,68.9,0,228,6,1,68.9
260,2016-12-23 02:45:00,0,100,68.4,0,139,3,0,68.4
261,2016-12-23 03:00:00,0,100,67.4,0,228,2,0,67.4
262,2016-12-23 03:15:00,0,100,67.7,0,234,8,2,67.7
263,2016-12-23 03:30:00,0,100,67.9,0,223,6,2,67.9
264,2016-12-23 03:45:00,0,100,68,0,256,9,2,68
265,2016-12-23 04:00:00,0,100,68.1,0,314,9,2,68.1
266,2016-12-23 04:15:00,0,100,68,0,316,8,2,68
267,2016-12-23 04:30:00,0,100,68.2,0,309,9,3,68.2
268,2016-12-23 04:45:00,0,100,68.6,0,296,12,5,68.6
269,2016-12-23 05:00:00,0,100,68.6,0,304,11,5,68.6
270,2016-12-23 05:15:00,0,100,68.5,0,265,7,2,68.5
271,2016-12-23 05:30:00,0,100,67.9,0,275,9,2,67.9
272,2016-12-23 05:45:00,0,100,67.9,0,213,3,0,67.9
273,2016-12-23 06:00:00,0,100,67.7,0,200,7,2,67.7
274,2016-12-23 06:15:00,0,100,67.1,0,199,5,1,67.1
275,2016-12-23 06:30:00,0,100,67.2,0,254,6,2,67.2
276,2016-12-23 06:45:00,0,100,67.3,0,244,5,2,67.3
277,2016-12-23 07:00:00,1,100,67,0,208,8,3,67
278,2016-12-23 07:15:00,3,100,66.7,0,245,9,3,66.7
279,2016-12-23 07:30:00,10,100,66.6,0,288,12,4,66.6
280,2016-12-23 07:45:00,15,100,66.7,0,275,10,3,66.7
281,2016-12-23 08:00:00,20,100,66.9,0,269,9,3,66.9
282,2016-12-23 08:15:00,24,100,67.2,0,216,5,2,67.2
283,2016-12-23 08:30:00,27,100,67.6,0,179,5,2,67.6
284,2016-12-23 08:45:00,36,100,67.7,0,207,4,2,67.7
285,2016-12-23 09:00:00,56,100,67.4,0,210,7,2,67.4
286,2016-12-23 09:15:00,71,100,67.2,0,186,7,2,67.2
287,2016-12-23 09:30:00,70,100,67.4,0,211,7,1,67.4
288,2016-12-23 09:45:00,70,100,67.5,0,208,7,3,67.5
289,2016-12-23 10:00:00,80,100,67.1,0,237,8,3,67.1
290,2016-12-23 10:15:00,103,100,67.3,0,247,6,1,67.3
291,2016-12-23 10:30:00,111,100,67.8,0,200,4,0,67.8
292,2016-12-23 10:45:00,116,100,68,0,139,3,0,68
293,2016-12-23 11:00:00,140,100,68.1,0,151,4,0,68.1
294,2016-12-23 11:15:00,172,100,68.1,0,151,7,0,68.1
295,2016-12-23 11:30:00,187,100,68,0,124,6,0,68
296,2016-12-23 11:45:00,227,100,68.2,0,117,2,0,68.2
297,2016-12-23 12:00:00,279,100,68.6,0,96,3,0,68.6
298,2016-12-23 12:15:00,353,99.8,69,0,114,1,0,68.9
299,2016-12-23 12:30:00,467,99.3,69.5,0,80,1,0,69.3
300,2016-12-23 12:45:00,566,96.1,70.7,0,94,1,0,69.5
301,2016-12-23 13:00:00,657,92.6,72.2,0,35,1,0,69.9
302,2016-12-23 13:15:00,951,86.9,74.6,0,97,0,0,70.5
303,2016-12-23 13:30:00,961,83.7,77,0,43,0,0,71.7
304,2016-12-23 13:45:00,779,80.2,78.5,0,11,0,0,72
305,2016-12-23 14:00:00,679,80,78.4,0,11,0,0,71.8
306,2016-12-23 14:15:00,612,80.4,78.4,0,8,0,0,72
307,2016-12-23 14:30:00,510,82.4,77.3,0,8,0,0,71.6
308,2016-12-23 14:45:00,432,83.9,76.7,0,8,0,0,71.5
309,2016-12-23 15:00:00,403,84.3,76.3,0,8,0,0,71.3
310,2016-12-23 15:15:00,432,85.2,76,0,8,0,0,71.3
311,2016-12-23 15:30:00,394,84.8,75.6,0,201,2,0,70.7
312,2016-12-23 15:45:00,394,85.8,75.2,0,201,0,0,70.7
313,2016-12-23 16:00:00,367,85.8,75.4,0,251,0,0,70.9
314,2016-12-23 16:15:00,293,86,75.2,0,251,0,0,70.8
315,2016-12-23 16:30:00,291,86.7,74.6,0,251,0,0,70.4
316,2016-12-23 16:45:00,250,86.7,74.2,0,251,0,0,70
317,2016-12-23 17:00:00,224,87.1,73.5,0,251,0,0,69.4
318,2016-12-23 17:15:00,215,86.9,73.6,0,251,0,0,69.5
319,2016-12-23 17:30:00,169,86.8,73,0,251,0,0,68.8
320,2016-12-23 17:45:00,136,87.6,72,0,251,0,0,68.1
321,2016-12-23 18:00:00,97,90.5,70.6,0,251,0,0,67.7
322,2016-12-23 18:15:00,70,92.8,69.9,0,251,0,0,67.7
323,2016-12-23 18:30:00,39,94.7,68.8,0,251,0,0,67.2
324,2016-12-23 18:45:00,16,95.7,68.2,0,224,0,0,66.9
325,2016-12-23 19:00:00,1,97.2,67.4,0,170,0,0,66.6
326,2016-12-23 19:15:00,0,98.2,67,0,170,0,0,66.5
327,2016-12-23 19:30:00,0,99.1,67,0,211,3,0,66.7
328,2016-12-23 19:45:00,0,99.5,66.5,0,286,0,0,66.3
329,2016-12-23 20:00:00,0,99.5,66.4,0,122,1,0,66.2
330,2016-12-23 20:15:00,0,99.6,65.8,0,49,0,0,65.7
331,2016-12-23 20:30:00,0,99.8,65.4,0,46,0,0,65.3
332,2016-12-23 20:45:00,0,99.9,65.3,0,46,0,0,65.3
333,2016-12-23 21:00:00,0,100,65.1,0,46,0,0,65.1
334,2016-12-23 21:15:00,0,100,65.3,0,46,0,0,65.3
335,2016-12-23 21:30:00,0,100,65.2,0,46,0,0,65.2
336,2016-12-23 21:45:00,0,100,65.3,0,46,0,0,65.3
337,2016-12-23 22:00:00,0,100,65.2,0,131,0,0,65.2
338,2016-12-23 22:15:00,0,100,65.3,0,330,1,0,65.3
339,2016-12-23 22:30:00,0,100,65.4,0,125,1,0,65.4
340,2016-12-23 22:45:00,0,100,65.3,0,11,0,0,65.3
341,2016-12-23 23:00:00,0,100,65.3,0,11,0,0,65.3
342,2016-12-23 23:15:00,0,100,65.2,0,351,0,0,65.2
343,2016-12-23 23:30:00,0,100,65.4,0,351,0,0,65.4
344,2016-12-23 23:45:00,0,100,65.3,0,351,0,0,65.3
345,2016-12-24 00:00:00,0,100,65.2,0,25,0,0,65.2
346,2016-12-24 00:15:00,0,100,65.3,0,25,0,0,65.3
347,2016-12-24 00:30:00,0,100,65.1,0,25,0,0,65.1
348,2016-12-24 00:45:00,0,100,65.2,0,25,0,0,65.2
349,2016-12-24 01:00:00,0,100,65.3,0,28,0,0,65.3
350,2016-12-24 01:15:00,0,100,65.1,0,42,1,0,65.1
351,2016-12-24 01:30:00,0,100,64.8,0,42,0,0,64.8
352,2016-12-24 01:45:00,0,100,64.7,0,42,0,0,64.7
353,2016-12-24 02:00:00,0,100,64.6,0,42,0,0,64.6
354,2016-12-24 02:15:00,0,100,64.6,0,57,1,0,64.6
355,2016-12-24 02:30:00,0,100,64.6,0,90,0,0,64.6
356,2016-12-24 02:45:00,0,100,64.6,0,81,1,0,64.6
357,2016-12-24 03:00:00,0,100,64.7,0,81,1,0,64.7
358,2016-12-24 03:15:00,0,100,64.7,0,81,0,0,64.7
359,2016-12-24 03:30:00,0,100,65.1,0,81,0,0,65.1
360,2016-12-24 03:45:00,0,100,65.6,0,62,1,0,65.6
361,2016-12-24 04:00:00,0,100,64.9,0,107,2,0,64.9
362,2016-12-24 04:15:00,0,100,64.6,0,128,1,0,64.6
363,2016-12-24 04:30:00,0,100,64.6,0,194,1,0,64.6
364,2016-12-24 04:45:00,0,100,64.4,0,221,0,0,64.4
365,2016-12-24 05:00:00,0,100,64.2,0,227,1,0,64.2
366,2016-12-24 05:15:00,0,100,64.4,0,271,1,0,64.4
367,2016-12-24 05:30:00,0,100,64.7,0,234,0,0,64.7
368,2016-12-24 05:45:00,0,100,64.6,0,83,1,0,64.6
369,2016-12-24 06:00:00,6,100,64.8,0,279,1,0,64.8
370,2016-12-24 06:15:00,31,100,64.9,0,283,0,0,64.9
371,2016-12-24 06:30:00,87,100,65.3,0,285,0,0,65.3
372,2016-12-24 06:45:00,93,100,65.8,0,285,0,0,65.8
373,2016-12-24 07:00:00,164,100,66.4,0,285,0,0,66.4
374,2016-12-24 07:15:00,274,100,67.4,0,285,0,0,67.4
375,2016-12-24 07:30:00,330,100,68.4,0,285,0,0,68.4
376,2016-12-24 07:45:00,420,100,69,0,285,0,0,69
377,2016-12-24 08:00:00,556,100,71.2,0,285,0,0,71.2
378,2016-12-24 08:15:00,491,99.5,72,0,285,0,0,71.8
379,2016-12-24 08:30:00,305,97.9,72.5,0,285,0,0,71.9
380,2016-12-24 08:45:00,438,97,72.7,0,285,0,0,71.8
381,2016-12-24 09:00:00,802,91.6,75.4,0,285,0,0,72.8
382,2016-12-24 09:15:00,689,84.5,77.4,0,285,0,0,72.4
383,2016-12-24 09:30:00,571,85.1,77.3,0,285,0,0,72.5
384,2016-12-24 09:45:00,512,85,77.3,0,285,0,0,72.5
385,2016-12-24 10:00:00,950,82.5,78.8,0,285,0,0,73.1
386,2016-12-24 10:15:00,951,80.4,79.9,0,285,0,0,73.4
387,2016-12-24 10:30:00,626,81.2,79.8,0,285,0,0,73.6
388,2016-12-24 10:45:00,609,80.6,79.6,0,285,0,0,73.2
389,2016-12-24 11:00:00,558,81.6,79.3,0,285,0,0,73.3
390,2016-12-24 11:15:00,512,85.9,77.8,0,285,0,0,73.3
391,2016-12-24 11:30:00,600,84.3,77.9,0,285,0,0,72.8
392,2016-12-24 11:45:00,1097,80.5,79.6,0,285,0,0,73.2
