"SIMULATED EQUIVALENT"   "OBSERVED VALUE"    "OBSERVATION NAME"
   8.34805393219E+00   5.50000000000E+00  Obs_0       
   5.91805875301E-01   2.00000002980E-01  Obs_1       
   6.87887847424E-01   4.00000005960E-01  Obs_2       
   6.55177831650E-01   3.00000011921E-01  Obs_3       
   6.80175185204E-01   6.00000023842E-01  Obs_4       
   1.05893039703E+00   2.29999995232E+00  Obs_5       
   9.60712432861E-01   2.59999990463E+00  Obs_6       
   2.76562547684E+00   3.50000000000E+00  Obs_7       
   9.82196986675E-01   1.20000004768E+00  Obs_8       
   4.75772237778E+00   3.59999990463E+00  Obs_9       
   1.16341888905E+00   1.50000000000E+00  Obs_10      
   2.39676737785E+00   1.89999997616E+00  Obs_11      
   5.16188192368E+00   1.29999995232E+00  Obs_12      
   2.39043354988E+00   8.99999976158E-01  Obs_13      
   8.96566867828E+00   4.47000007629E+01  Obs_14      
   2.36012625694E+00   2.59999990463E+00  Obs_15      
   2.32982325554E+00   1.70000004768E+00  Obs_16      
   9.27232456207E+00   3.00000000000E+00  Obs_17      
   2.81678247452E+00   1.79999995232E+00  Obs_18      
   1.77526626587E+01   5.90000009537E+00  Obs_19      
   1.05652198792E+01   1.92000007629E+01  Obs_20      
   2.07399272919E+01   8.00000000000E+00  Obs_21      
   1.28217563629E+01   8.19999980927E+00  Obs_22      
   1.11942348480E+01   5.75000000000E+00  Obs_23      
   2.08067207336E+01   3.42000007629E+01  Obs_24      
   1.03007736206E+01   3.20000004768E+00  Obs_25      
   2.28735084534E+01   1.65000000000E+01  Obs_26      
   1.50506334305E+01   2.53999996185E+01  Obs_27      
   9.84669589996E+00   1.79999995232E+00  Obs_28      
   9.98894405365E+00   8.80000019073E+00  Obs_29      
   7.52392864227E+00   8.50000023842E-01  Obs_30      
   7.11372900009E+00   8.99999976158E-01  Obs_31      
   1.00000001490E-01   6.00000023842E-01  Obs_32      
   1.57916412354E+01   2.02999992371E+01  Obs_33      
   7.89736604691E+00   1.79999995232E+00  Obs_34      
   7.12340927124E+00   1.93330001831E+00  Obs_35      
   4.46294975281E+00   3.00000011921E-01  Obs_36      
   5.26404261589E-01   5.00000000000E-01  Obs_37      
   3.93918061256E+00   1.00000000000E+00  Obs_38      
   2.44340038300E+01   6.25000000000E+01  Obs_39      
   8.60247898102E+00   1.58000001907E+01  Obs_40      
   1.40222520828E+01   1.20000004768E+00  Obs_41      
   1.57816600800E+01   7.30000019073E+00  Obs_42      
   1.75811901093E+01   7.30000019073E+00  Obs_43      
   1.90768337250E+01   9.80000019073E+00  Obs_44      
   2.07750434875E+01   1.64666996002E+01  Obs_45      
   9.08185482025E+00   1.20000004768E+00  Obs_46      
   8.68098068237E+00   3.00000000000E+00  Obs_47      
   1.15944042206E+01   6.65000009537E+00  Obs_48      
   1.00970754623E+01   2.70000004768E+00  Obs_49      
   3.98767971992E+00   6.09999990463E+00  Obs_50      
   1.00000001490E-01   1.00000001490E-01  Obs_51      
   9.05775260925E+00   8.10000038147E+00  Obs_52      
   9.00221920013E+00   8.19999980927E+00  Obs_53      
   1.15358209610E+01   4.30000019073E+00  Obs_54      
   1.07524576187E+01   5.56669998169E+00  Obs_55      
   1.23728046417E+01   5.50000000000E+00  Obs_56      
   6.91392421722E+00   7.30000019073E+00  Obs_57      
   4.85048818588E+00   6.00000000000E+00  Obs_58      
   9.41867411137E-01   2.70000004768E+00  Obs_59      
   9.56947565079E-01   5.30000019073E+00  Obs_60      
   2.17327404022E+00   3.09999990463E+00  Obs_61      
   1.27844488621E+00   3.00000000000E+00  Obs_62      
   7.89214849472E-01   5.69999980927E+00  Obs_63      
