,Baseflow,Month,Runoff,Total_flow,BF:TF,Site
11,5.260363914175467,2,14.38415987594504,19.64452379012051,0.2677776244604602,Fagaalu
11,5.983366364080378,2,13.03119810368636,19.014564467766743,0.31467280642810974,Leone
11,2.566990344213631,2,6.721580640814944,9.286730782548918,0.27641485516489495,Fagasa
10,2.02192122179957,2,9.011495529614802,11.023745455467544,0.18341508609460316,Afono
11,1.7855944455895187,2,9.794431236934274,11.570198748077368,0.15432703313642152,Nuuuli
11,2.8618821999097404,2,11.063909330357745,13.886319796319976,0.20609364049560272,Vaipito
10,4.24018816871667,2,3.136039453280423,7.326676708812946,0.5787328057775948,Malota
10,0.6696741826449205,2,1.71022380874918,2.379678980875512,0.2814136646273774,Fagaitua
