,Month,Total_flow,Baseflow,Runoff,BF:TF,Site
0,3,3.574768840612002,2.14776540672137,1.2884270648785126,0.6008123888518822,Fagaalu
0,3,4.048143581781546,2.7180446883148677,1.329682933592574,0.6714299118606569,Leone
0,3,1.7093733902524897,1.3944337276025163,0.30981080448316367,0.8157572450548947,Fagasa
0,3,3.3656623627297386,2.1055702249989823,0.8337504148493293,0.6256035211123341,Nuuuli
0,3,1.624244212638122,1.3787657457469351,0.2300759976381878,0.8488660356729996,Vaipito
11,3,6.558094142973054,5.701976722937674,0.8619634619217655,0.8694563692787632,Malota
