,Site,Ave_Total_Q_[cfs],AveBF_[cfs],Ave RO_[cfs],BF:Q
0,Fagaalu,8.229782928132824,3.224202469123339,5.005580459009485,0.3917724801831252
1,Leone,7.881867336214455,2.9647232710795866,4.917144065134869,0.376144782018559
2,Fagasa,4.1795326357118885,1.9435996183177824,2.235933017394106,0.46502797985371735
3,Afono,3.203152927471066,0.5801202628237409,2.623032664647325,0.1811091371406216
4,Nuuuli,6.347630411666731,2.1787080514898105,4.16892236017692,0.34323171170858
5,Vaipito,5.329888896134594,1.7299633126413505,3.599925583493243,0.3245777438054995
6,Malota,7.6477749836696285,4.909929922434504,2.7378450612351246,0.642007633974421
7,Fagaitua,0.8531617019180018,0.35012859628821863,0.5030331056297832,0.41038949064531477
