,Month,Total_flow,Baseflow,Runoff,BF:TF,Site
7,10,8.468529468717529,2.873711762602358,5.5989162926602525,0.33934011485910925,Fagaalu
7,10,5.738987269042965,2.631433020108788,3.1346836048444153,0.45851870665459876,Leone
7,10,3.5117021645541384,1.5743234826941332,1.937872579006932,0.44830780314594715,Fagasa
6,10,5.963288859766134,0.9410774823611311,5.02948637994971,0.15781182238387123,Afono
7,10,8.119630559004973,2.8292501961198058,5.290759605220519,0.3484456805712745,Nuuuli
7,10,6.739017056457757,1.7232239134803162,5.016490754346199,0.25570849562237163,Vaipito
6,10,6.6178740714808475,4.817925815072465,1.8071454506820652,0.7280171491680232,Malota
6,10,0.9446792477760905,0.3308015829964778,0.6176215371337856,0.35017344117088617,Fagaitua
