,Month,Total_flow,Baseflow,Runoff,BF:TF,Site
2,5,11.49900781310684,2.4995478636722184,9.003027570325253,0.21737074226727413,Fagaalu
2,5,15.403660899145606,6.446633526267994,9.178410093558682,0.4185130774091222,Leone
2,5,4.104863124285321,1.4513254778737654,2.666197845105896,0.3535624535900814,Fagasa
1,5,8.793537669750473,0.4905602680713576,8.302977401679115,0.05578645210776448,Afono
2,5,8.3316838705073,2.1560430976537477,6.19159794687745,0.25877639276326386,Nuuuli
2,5,9.02074608875779,2.380903952403234,6.665231206549286,0.2639364780891531,Vaipito
1,5,15.801310809891856,4.368458623536052,11.44344683273956,0.2764617870057547,Malota
1,5,1.5748843227955738,0.5915806373991447,0.9983345107571052,0.3756343426855829,Fagaitua
