,Baseflow,Month,Runoff,Total_flow,BF:TF,Site
8,3.498281583979706,11,4.965251528387234,8.446189376599493,0.4141846018361648,Fagaalu
8,2.959430883037127,11,4.645469808211009,7.5950800636946525,0.3896510449157138,Leone
8,1.5409631329889775,11,1.6090766989471394,3.1410999117900293,0.49058074440899385,Fagasa
7,0.8388275734604512,11,3.0870156013268217,3.882267467921236,0.21606640459257237,Afono
8,2.2014122215992704,11,3.9077109494206606,6.100612335335688,0.36085102619098597,Nuuuli
8,1.59003775823033,11,3.228748040638633,4.812407027859251,0.3304038392898868,Vaipito
7,4.714865811684787,11,1.6266168603026352,6.31909162064027,0.7461303134590509,Malota
7,0.517210936706841,11,0.7802680771208268,1.2881613460248815,0.40151098952231007,Fagaitua
