,Date,Total_flow_CFS,Base_flow_CFS,Runoff_CFS,Month
464,2017-07-06,5.996598797563311,3.417609423706417,2.578989373856894,7
465,2017-07-07,11.732184072668678,3.4137406867302476,8.31844338593843,7
466,2017-07-08,7.504655723259212,3.4098719497540784,4.094783773505133,7
467,2017-07-09,5.887481157976308,3.4060032127779087,2.481477945198399,7
468,2017-07-10,5.151464007433859,3.4021344758017396,1.7493295316321191,7
469,2017-07-11,4.7292515375381425,3.3982657388255704,1.3309857987125722,7
470,2017-07-12,5.213758905646932,3.3943970018494007,1.8193619037975313,7
471,2017-07-13,4.056131941782006,3.3905282648732316,0.6656036769087743,7
472,2017-07-14,8.390859881631856,3.386659527897062,5.004200353734794,7
473,2017-07-15,10.993610337587171,3.3827907909208927,7.610819546666278,7
474,2017-07-16,5.708981640866174,3.3789220539447236,2.3300595869214504,7
475,2017-07-17,4.352171509312372,3.375053316968554,0.9771181923438181,7
476,2017-07-18,4.5869333634447145,3.3711845799923847,1.2157487834523297,7
477,2017-07-19,5.484420422199467,3.367315843016215,2.1171045791832515,7
478,2017-07-20,4.139305614514595,3.363447106040046,0.7758585084745491,7
479,2017-07-21,3.363447106040046,3.297371343610656,0.06607576242938995,7
480,2017-07-22,3.378665917060663,3.231295581181266,0.14737033587939719,7
481,2017-07-23,3.2673592795643716,3.165219818751876,0.10213946081249548,7
482,2017-07-24,3.617090585603104,3.099144056322486,0.5179465292806178,7
483,2017-07-25,3.80177697764643,3.033068293893096,0.7687086837533337,7
484,2017-07-26,3.033068293893096,3.09707045355491,0.0,7
485,2017-07-27,7.703899902224293,3.1610726132167244,4.542827289007569,7
486,2017-07-28,4.341398544714326,3.2250747728785383,1.1163237718357877,7
487,2017-07-29,4.87434038447821,3.2890769325403526,1.5852634519378577,7
488,2017-07-30,5.096792802904432,3.3530790922021665,1.743713710702265,7
489,2017-07-31,6.900692274870562,3.417081251863981,3.4836110230065813,7
490,2017-08-01,4.425197874689722,3.4810834115257947,0.9441144631639276,8
491,2017-08-02,7.984142760448721,3.545085571187609,4.439057189261112,8
492,2017-08-03,7.204700801381074,3.609087730849423,3.5956130705316514,8
493,2017-08-04,4.474982563158845,3.6730898905112372,0.8018926726476074,8
494,2017-08-05,11.68758358590932,3.737092050173051,7.950491535736268,8
495,2017-08-06,14.266747870002684,3.801094209834865,10.465653660167819,8
496,2017-08-07,5.828470141308625,3.8650963694966793,1.9633737718119453,8
497,2017-08-08,4.257253039542713,3.9290985291584937,0.32815451038421894,8
498,2017-08-09,3.9931006888203076,3.9931006888203076,0.0,8
499,2017-08-10,4.173785278567408,3.9622736210603478,0.21151165750706014,8
500,2017-08-11,9.670784745847468,3.9314465533003875,5.7393381925470806,8
501,2017-08-12,5.469166963119308,3.9006194855404273,1.568547477578881,8
502,2017-08-13,5.14680111300501,3.8697924177804675,1.2770086952245423,8
503,2017-08-14,17.264693810785293,3.8389653500205076,13.425728460764784,8
504,2017-08-15,11.807629795464175,3.8081382822605474,7.999491513203628,8
505,2017-08-16,20.682254427075502,3.777311214500587,16.904943212574914,8
506,2017-08-17,8.284229553815525,3.7464841467406274,4.5377454070748975,8
507,2017-08-18,5.355206040518721,3.7156570789806675,1.6395489615380532,8
508,2017-08-19,5.187177868032702,3.6848300112207073,1.5023478568119946,8
509,2017-08-20,57.11992720856673,3.654002943460747,53.46592426510598,8
510,2017-08-21,10.214787504044057,3.6231758757007873,6.59161162834327,8
511,2017-08-22,6.4711654184836,3.5923488079408274,2.8788166105427724,8
512,2017-08-23,5.305394414369815,3.561521740180867,1.7438726741889474,8
