,Baseflow,Month,Runoff,Total_flow,BF:TF,Site
7,2.87371176262135,10,5.598916292661161,8.468529468737422,0.3393401148605548,Fagaalu
7,2.6314330201088025,10,3.134683604844415,5.738987269042985,0.45851870665459965,Leone
7,1.8593503031233896,10,2.8203631532329294,4.679361483676899,0.39735128598408026,Fagasa
6,0.497920373410855,10,3.1339338106753067,3.628210475372588,0.13723580172391256,Afono
7,2.829250196119855,10,5.290759605220471,8.119630559004975,0.3484456805712805,Nuuuli
7,1.6240797056203573,10,4.263651151529151,5.887190208338723,0.27586669500162936,Vaipito
6,4.817925815072421,10,1.8071454506820814,6.617874071480816,0.72801714916802,Malota
6,0.2640123066193669,10,0.6045078014941513,0.8664663897789046,0.30469999729214503,Fagaitua
