,Month,Total_flow,Baseflow,Runoff,BF:TF,Site
9,12,9.448179857701675,4.964596888285137,4.486086482446625,0.5254553747977448,Fagaalu
9,12,7.138604342361334,3.180970073774709,3.9711304157150775,0.44560111770005956,Leone
9,12,3.010891421982313,1.7990926909712601,1.2226971102306778,0.597528252874284,Fagasa
8,12,4.68713797940945,1.5673392530809205,3.1783319388030145,0.3343915327362296,Afono
9,12,5.022452541035834,2.008040817666429,3.0158853623658852,0.39981280086965026,Nuuuli
9,12,4.765090289078798,1.930653648741627,2.836503727529911,0.4051662259509603,Vaipito
8,12,5.87347648622613,4.6770004716512235,1.0543487948861074,0.796291682212271,Malota
8,12,0.7390046846553797,0.42657050038589417,0.34751034508801604,0.577222999046098,Fagaitua
